state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_release_female,awol_release_male,awol_release_total,conditional_release_probations_female,conditional_release_probations_male,conditional_release_probations_total,discretionary_parole_female,discretionary_parole_male,discretionary_parole_total,escape_from_confinement_female,escape_from_confinement_male,escape_from_confinement_total,other_conditional_release_female,other_conditional_release_male,other_conditional_release_total,other_unconditional_release_female,other_unconditional_release_male,other_unconditional_release_total,release_to_appeal_or_bond_female,release_to_appeal_or_bond_male,release_to_appeal_or_bond_total,supervised_mandatory_release_female,supervised_mandatory_release_male,supervised_mandatory_release_total,total_releases_female,total_releases_male,total_releases_total,transfers_to_other_jurisdictions_female,transfers_to_other_jurisdictions_male,transfers_to_other_jurisdictions_total,unconditional_release_commutations_female,unconditional_release_commutations_male,unconditional_release_commutations_total,unconditional_release_expirations_of_sentence_female,unconditional_release_expirations_of_sentence_male,unconditional_release_expirations_of_sentence_total
Arkansas,2016,2282468,1831610,2988248,1517509,1470739,1177218,1105250,925184,906426,0,0,0,0,0,0,1298,7908,9206,0,0,0,52,236,288,0,0,0,0,0,0,0,0,0,1427,8943,10370,0,0,0,0,0,0,75,729,804
Arkansas,2015,2271414,1827973,2978204,1517455,1460749,1174261,1097153,926094,901879,0,0,0,0,0,0,1171,7500,8671,0,0,0,27,225,252,0,0,0,0,0,0,0,0,0,1275,8427,9702,0,0,0,0,0,0,74,652,726
Arkansas,2014,2259516,1825937,2966369,1512141,1454228,1166047,1093469,923302,902635,0,0,0,0,0,0,963,6995,7958,0,0,0,33,165,198,0,0,0,0,0,0,0,0,0,1053,7762,8815,0,3,3,0,0,0,50,547,597
Arkansas,2013,2249166,1831045,2959373,1498176,1461197,1158142,1091024,924608,906437,0,0,0,0,0,0,748,5174,5922,0,0,0,17,219,236,0,0,0,0,0,0,0,0,0,789,5755,6544,0,3,3,0,0,0,22,305,327
Arkansas,2012,2238946,1828899,2949131,1501450,1447681,1156973,1081973,923513,905386,0,0,0,0,0,0,592,5063,5655,0,0,0,37,247,284,0,0,0,0,0,0,1,0,1,652,5647,6299,0,1,1,0,0,0,19,294,313
Arkansas,2011,2226659,1824848,2937979,1484798,1453181,1144173,1082486,917622,907226,0,0,0,0,0,0,715,5756,6471,0,0,0,49,354,403,0,0,0,0,0,0,0,0,0,784,6468,7252,0,0,0,0,0,0,19,306,325
Arkansas,2010,2212082,1817710,2921606,1490353,1431253,1140908,1071174,919210,898500,0,0,0,0,0,0,637,5279,5916,0,0,0,51,297,348,0,0,0,0,0,0,0,0,0,712,5952,6664,0,0,0,0,0,0,23,319,342
Arkansas,2009,2181681,1793355,2889450,1478480,1410970,1130711,1050970,907891,885464,0,0,0,0,0,0,689,5572,6261,0,0,0,66,277,343,0,0,0,0,0,0,0,0,0,787,6204,6991,0,1,1,0,0,0,31,300,331
Arkansas,2008,2156214,1773950,2855390,1456831,1398559,1111613,1044601,891985,881965,0,2,2,0,0,0,686,5223,5909,0,2,2,47,298,345,1,2,3,0,0,0,0,0,0,756,5859,6615,0,1,1,0,0,0,20,288,308
Arkansas,2007,2135054,1760542,2834797,1447346,1387451,1106521,1028533,891266,869276,NA,NA,NA,NA,NA,NA,643,4723,5366,NA,7,NA,26,315,341,0,1,1,NA,NA,NA,NA,NA,NA,688,5366,6054,NA,2,NA,NA,NA,NA,19,266,285
