state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,custody_including_private_facilities_female,custody_including_private_facilities_male,custody_private_prison_female,custody_private_prison_male,custody_private_prison_total,custody_public_prisons_female,custody_public_prisons_male,custody_public_prisons_total,custody_unsentenced_female,custody_unsentenced_male,custody_unsentenced_total,total_under_custody_female,total_under_custody_male,total_under_custody_total
Rhode Island,2016,847732,684839,1056426,545646,510780,443374,404358,349997,334842,128,2759,0,0,0,128,2759,2887,41,537,578,128,2759,2887
Rhode Island,2015,845049,687412,1056298,545057,511241,441539,403510,350044,337368,118,2864,0,0,0,118,2864,2982,43,482,525,118,2864,2982
Rhode Island,2014,843518,686837,1055173,543280,511893,440730,402788,350135,336702,129,3004,0,0,0,129,3004,3133,42,562,604,129,3004,3133
Rhode Island,2013,839109,690023,1051511,537532,513979,436824,402285,349196,340827,156,3012,0,0,0,156,3012,3168,47,668,715,156,3012,3168
Rhode Island,2012,833140,687475,1050292,543705,506587,437008,396132,351157,336318,164,2878,0,0,0,164,2878,3042,44,618,662,164,2878,3042
Rhode Island,2011,832575,690472,1051302,543269,508033,436188,396387,352304,338168,148,2884,0,0,0,148,2884,3032,43,569,612,148,2884,3032
Rhode Island,2010,829198,686642,1052886,543765,509121,436089,393109,351457,335185,178,2981,0,0,0,178,2981,3159,47,587,634,178,2981,3159
Rhode Island,2009,826575,685163,1053209,543751,509458,432411,394164,347004,338159,187,3226,0,0,0,187,3226,3413,60,625,685,187,3226,3413
Rhode Island,2008,826653,686714,1050788,543938,506850,432715,393938,348779,337935,195,3544,0,0,0,195,3544,3739,49,669,718,195,3544,3739
Rhode Island,2007,821741,686164,1057832,546706,511126,429602,392139,348291,337873,223,3522,0,0,0,223,3522,3745,55,593,648,223,3522,3745
Rhode Island,2006,831897,692664,1067610,552479,515131,438400,393497,354802,337862,229,3484,0,0,0,229,3484,3713,85,794,879,229,3484,3713
Rhode Island,2005,784136,652537,1033284,535221,498063,413799,370337,336044,316493,188,3226,0,0,0,188,3226,3414,65,631,696,188,3226,3414
Rhode Island,2004,793335,659846,1037002,537536,499466,418646,374689,338997,320849,167,3002,0,0,0,167,3002,3169,51,647,698,167,3002,3169
Rhode Island,2003,794634,661036,1037196,537760,499436,418489,376145,339003,322033,223,3353,0,0,0,223,3353,3576,68,810,878,223,3353,3576
Rhode Island,2002,792559,658145,1030762,536076,494686,419312,373247,339720,318425,194,3279,0,0,0,194,3279,3473,51,570,621,194,3279,3473
Rhode Island,2001,775322,641751,1020102,529475,490627,409901,365421,329817,311934,198,3166,0,0,0,198,3166,3364,52,680,732,198,3166,3364
Rhode Island,2000,755888,622299,1000802,525420,475382,406161,349727,326529,295770,245,3180,0,0,0,245,3180,3425,50,594,644,245,3180,3425
Rhode Island,1999,757764.5,623463,1000955.2,525066.3,475888.9,406772.4,350992.1,326380,297083,184,2742,0,0,0,184,2742,2926,41,421,462,184,2742,2926
Rhode Island,1998,759641,624627,1001108.4,524712.6,476395.8,407383.8,352257.2,326231,298396,NA,NA,NA,NA,NA,NA,NA,NA,40,499,539,201,3117,3318
Rhode Island,1997,761517.5,625791,1001261.6,524358.9,476902.7,407995.2,353522.3,326082,299709,NA,NA,NA,NA,NA,NA,NA,NA,60,603,663,197,3113,3310
Rhode Island,1996,763394,626955,1001414.8,524005.2,477409.6,408606.6,354787.4,325933,301022,NA,NA,NA,NA,NA,NA,NA,NA,37,546,583,213,3020,3233
Rhode Island,1995,765270.5,628119,1001568,523651.5,477916.5,409218,356052.5,325784,302335,NA,NA,NA,NA,NA,NA,NA,NA,46,509,555,145,2709,2854
Rhode Island,1994,767147,629283,1001721.2,523297.8,478423.4,409829.4,357317.6,325635,303648,NA,NA,NA,NA,NA,NA,NA,NA,49,452,501,140,2797,2937
Rhode Island,1993,769023.5,630447,1001874.4,522944.1,478930.3,410440.8,358582.7,325486,304961,NA,NA,NA,NA,NA,NA,NA,NA,39,404,443,139,2461,2600
Rhode Island,1992,770900,631611,1002027.6,522590.4,479437.2,411052.2,359847.8,325337,306274,NA,NA,NA,NA,NA,NA,NA,NA,50,485,535,170,2569,2739
Rhode Island,1991,772776.5,632775,1002180.8,522236.7,479944.1,411663.6,361112.9,325188,307587,NA,NA,NA,NA,NA,NA,NA,NA,43,505,548,197,2586,2783
Rhode Island,1990,774653,633939,1002334,521883,480451,412275,362378,325039,308900,NA,NA,NA,NA,NA,NA,NA,NA,40,418,458,163,2214,2377
Rhode Island,1989,767435.7,628913.1,996860.6,519410.7,477449.9,408697.5,358738.2,322737.1,306176,NA,NA,NA,NA,NA,NA,NA,NA,48,474,522,209,2267,2476
Rhode Island,1988,760218.4,623887.2,991387.2,516938.4,474448.8,405120,355098.4,320435.2,303452,NA,NA,NA,NA,NA,NA,NA,NA,35,413,448,127,1791,1918
Rhode Island,1987,753001.1,618861.3,985913.8,514466.1,471447.7,401542.5,351458.6,318133.3,300728,NA,NA,NA,NA,NA,NA,NA,NA,18,270,288,81,1359,1440
Rhode Island,1986,745783.8,613835.4,980440.4,511993.8,468446.6,397965,347818.8,315831.4,298004,NA,NA,NA,NA,NA,NA,NA,NA,11,198,209,42,1312,1354
