year,state,total_prisoners,aggravated_or_simple_assault_total_prisoners,burglary_total_prisoners,drugs_total_prisoners,fraud_total_prisoners,motor_vehicle_theft_total_prisoners,murder_total_prisoners,negligent_manslaughter_total_prisoners,other_property_offenses_total_prisoners,other_unknown_total_prisoners,other_violent_offenses_total_prisoners,public_order_total_prisoners,rape_or_sexual_assault_total_prisoners,robbery_total_prisoners,theft_total_prisoners,aggravated_or_simple_assault_female_total_prisoners,aggravated_or_simple_assault_male_total_prisoners,burglary_female_total_prisoners,burglary_male_total_prisoners,drugs_female_total_prisoners,drugs_male_total_prisoners,fraud_female_total_prisoners,fraud_male_total_prisoners,motor_vehicle_theft_female_total_prisoners,motor_vehicle_theft_male_total_prisoners,murder_female_total_prisoners,murder_male_total_prisoners,negligent_manslaughter_female_total_prisoners,negligent_manslaughter_male_total_prisoners,other_property_offenses_female_total_prisoners,other_property_offenses_male_total_prisoners,other_unknown_female_total_prisoners,other_unknown_male_total_prisoners,other_violent_offenses_female_total_prisoners,other_violent_offenses_male_total_prisoners,public_order_female_total_prisoners,public_order_male_total_prisoners,rape_or_sexual_assault_female_total_prisoners,rape_or_sexual_assault_male_total_prisoners,robbery_female_total_prisoners,robbery_male_total_prisoners,theft_female_total_prisoners,theft_male_total_prisoners,aggravated_or_simple_assault_black_total_prisoners,aggravated_or_simple_assault_hispanic_total_prisoners,aggravated_or_simple_assault_other_or_unknown_total_prisoners,aggravated_or_simple_assault_white_total_prisoners,burglary_black_total_prisoners,burglary_hispanic_total_prisoners,burglary_other_or_unknown_total_prisoners,burglary_white_total_prisoners,drugs_black_total_prisoners,drugs_hispanic_total_prisoners,drugs_other_or_unknown_total_prisoners,drugs_white_total_prisoners,fraud_black_total_prisoners,fraud_hispanic_total_prisoners,fraud_other_or_unknown_total_prisoners,fraud_white_total_prisoners,motor_vehicle_theft_black_total_prisoners,motor_vehicle_theft_hispanic_total_prisoners,motor_vehicle_theft_other_or_unknown_total_prisoners,motor_vehicle_theft_white_total_prisoners,murder_black_total_prisoners,murder_hispanic_total_prisoners,murder_other_or_unknown_total_prisoners,murder_white_total_prisoners,negligent_manslaughter_black_total_prisoners,negligent_manslaughter_hispanic_total_prisoners,negligent_manslaughter_other_or_unknown_total_prisoners,negligent_manslaughter_white_total_prisoners,other_property_offenses_black_total_prisoners,other_property_offenses_hispanic_total_prisoners,other_property_offenses_other_or_unknown_total_prisoners,other_property_offenses_white_total_prisoners,other_unknown_black_total_prisoners,other_unknown_hispanic_total_prisoners,other_unknown_other_or_unknown_total_prisoners,other_unknown_white_total_prisoners,other_violent_offenses_black_total_prisoners,other_violent_offenses_hispanic_total_prisoners,other_violent_offenses_other_or_unknown_total_prisoners,other_violent_offenses_white_total_prisoners,public_order_black_total_prisoners,public_order_hispanic_total_prisoners,public_order_other_or_unknown_total_prisoners,public_order_white_total_prisoners,rape_or_sexual_assault_black_total_prisoners,rape_or_sexual_assault_hispanic_total_prisoners,rape_or_sexual_assault_other_or_unknown_total_prisoners,rape_or_sexual_assault_white_total_prisoners,robbery_black_total_prisoners,robbery_hispanic_total_prisoners,robbery_other_or_unknown_total_prisoners,robbery_white_total_prisoners,theft_black_total_prisoners,theft_hispanic_total_prisoners,theft_other_or_unknown_total_prisoners,theft_white_total_prisoners,aggravated_or_simple_assault_black_female_prisoners,aggravated_or_simple_assault_black_male_prisoners,aggravated_or_simple_assault_hispanic_female_prisoners,aggravated_or_simple_assault_hispanic_male_prisoners,aggravated_or_simple_assault_other_or_unknown_female_prisoners,aggravated_or_simple_assault_other_or_unknown_male_prisoners,aggravated_or_simple_assault_white_female_prisoners,aggravated_or_simple_assault_white_male_prisoners,burglary_black_female_prisoners,burglary_black_male_prisoners,burglary_hispanic_female_prisoners,burglary_hispanic_male_prisoners,burglary_other_or_unknown_female_prisoners,burglary_other_or_unknown_male_prisoners,burglary_white_female_prisoners,burglary_white_male_prisoners,drugs_black_female_prisoners,drugs_black_male_prisoners,drugs_hispanic_female_prisoners,drugs_hispanic_male_prisoners,drugs_other_or_unknown_female_prisoners,drugs_other_or_unknown_male_prisoners,drugs_white_female_prisoners,drugs_white_male_prisoners,fraud_black_female_prisoners,fraud_black_male_prisoners,fraud_hispanic_female_prisoners,fraud_hispanic_male_prisoners,fraud_other_or_unknown_female_prisoners,fraud_other_or_unknown_male_prisoners,fraud_white_female_prisoners,fraud_white_male_prisoners,motor_vehicle_theft_black_female_prisoners,motor_vehicle_theft_black_male_prisoners,motor_vehicle_theft_hispanic_female_prisoners,motor_vehicle_theft_hispanic_male_prisoners,motor_vehicle_theft_other_or_unknown_female_prisoners,motor_vehicle_theft_other_or_unknown_male_prisoners,motor_vehicle_theft_white_female_prisoners,motor_vehicle_theft_white_male_prisoners,murder_black_female_prisoners,murder_black_male_prisoners,murder_hispanic_female_prisoners,murder_hispanic_male_prisoners,murder_other_or_unknown_female_prisoners,murder_other_or_unknown_male_prisoners,murder_white_female_prisoners,murder_white_male_prisoners,negligent_manslaughter_black_female_prisoners,negligent_manslaughter_black_male_prisoners,negligent_manslaughter_hispanic_female_prisoners,negligent_manslaughter_hispanic_male_prisoners,negligent_manslaughter_other_or_unknown_female_prisoners,negligent_manslaughter_other_or_unknown_male_prisoners,negligent_manslaughter_white_female_prisoners,negligent_manslaughter_white_male_prisoners,other_property_offenses_black_female_prisoners,other_property_offenses_black_male_prisoners,other_property_offenses_hispanic_female_prisoners,other_property_offenses_hispanic_male_prisoners,other_property_offenses_other_or_unknown_female_prisoners,other_property_offenses_other_or_unknown_male_prisoners,other_property_offenses_white_female_prisoners,other_property_offenses_white_male_prisoners,other_unknown_black_female_prisoners,other_unknown_black_male_prisoners,other_unknown_hispanic_female_prisoners,other_unknown_hispanic_male_prisoners,other_unknown_other_or_unknown_female_prisoners,other_unknown_other_or_unknown_male_prisoners,other_unknown_white_female_prisoners,other_unknown_white_male_prisoners,other_violent_offenses_black_female_prisoners,other_violent_offenses_black_male_prisoners,other_violent_offenses_hispanic_female_prisoners,other_violent_offenses_hispanic_male_prisoners,other_violent_offenses_other_or_unknown_female_prisoners,other_violent_offenses_other_or_unknown_male_prisoners,other_violent_offenses_white_female_prisoners,other_violent_offenses_white_male_prisoners,public_order_black_female_prisoners,public_order_black_male_prisoners,public_order_hispanic_female_prisoners,public_order_hispanic_male_prisoners,public_order_other_or_unknown_female_prisoners,public_order_other_or_unknown_male_prisoners,public_order_white_female_prisoners,public_order_white_male_prisoners,rape_or_sexual_assault_black_female_prisoners,rape_or_sexual_assault_black_male_prisoners,rape_or_sexual_assault_hispanic_female_prisoners,rape_or_sexual_assault_hispanic_male_prisoners,rape_or_sexual_assault_other_or_unknown_female_prisoners,rape_or_sexual_assault_other_or_unknown_male_prisoners,rape_or_sexual_assault_white_female_prisoners,rape_or_sexual_assault_white_male_prisoners,robbery_black_female_prisoners,robbery_black_male_prisoners,robbery_hispanic_female_prisoners,robbery_hispanic_male_prisoners,robbery_other_or_unknown_female_prisoners,robbery_other_or_unknown_male_prisoners,robbery_white_female_prisoners,robbery_white_male_prisoners,theft_black_female_prisoners,theft_black_male_prisoners,theft_hispanic_female_prisoners,theft_hispanic_male_prisoners,theft_other_or_unknown_female_prisoners,theft_other_or_unknown_male_prisoners,theft_white_female_prisoners,theft_white_male_prisoners
2008,Nevada,12919,974,1160,1293,410,553,704,14,462,203,2324,1786,1815,818,403,57,917,102,1058,162,1131,101,309,53,500,61,643,1,13,63,399,19,184,138,2186,136,1650,12,1803,61,757,56,347,279,249,53,393,303,139,59,659,391,398,42,462,81,40,42,247,85,144,37,287,201,107,33,363,1,4,NA,9,103,69,18,272,80,35,10,78,858,496,118,852,429,268,92,997,308,413,84,1010,363,162,37,256,131,43,18,211,15,264,5,244,NA,53,37,356,23,280,5,134,3,56,71,588,33,358,20,378,9,33,100,362,18,63,4,36,6,36,73,174,7,78,11,133,4,33,31,256,10,191,8,99,2,31,41,322,NA,1,NA,4,NA,NA,1,8,15,88,3,66,2,16,43,229,9,71,1,34,1,9,8,70,33,825,16,480,8,110,81,771,29,400,8,260,17,75,82,915,NA,308,1,412,1,83,10,1000,21,342,8,154,4,33,28,228,26,105,3,40,NA,18,27,184
2009,Nevada,12714,947,1067,1132,366,454,755,14,440,271,2299,1894,1883,818,374,57,890,91,976,137,995,98,268,51,403,63,692,2,12,72,368,17,254,119,2180,144,1750,13,1870,57,761,49,325,323,245,52,327,290,133,58,586,297,414,39,382,78,28,31,229,81,103,27,243,216,125,39,375,3,4,NA,7,92,65,23,260,87,53,9,122,844,502,119,834,446,306,109,1033,314,444,79,1046,369,180,40,229,134,44,23,173,17,306,8,237,3,49,29,298,16,274,9,124,5,53,61,525,31,266,15,399,6,33,85,297,19,59,2,26,9,22,68,161,11,70,5,98,3,24,32,211,10,206,9,116,3,36,41,334,1,2,NA,4,NA,NA,1,6,11,81,2,63,4,19,55,205,5,82,3,50,NA,9,9,113,27,817,15,487,8,111,69,765,29,417,9,297,18,91,88,945,NA,314,1,443,1,78,11,1035,16,353,9,171,4,36,28,201,23,111,2,42,NA,23,24,149
2010,Nevada,12624,1001,1110,1114,318,365,754,10,423,292,2197,1960,1888,834,358,68,933,114,996,126,988,89,229,34,331,59,695,2,8,70,353,20,272,114,2083,152,1808,16,1872,54,780,57,301,356,236,61,348,305,164,79,562,252,454,45,363,65,24,29,200,71,76,32,186,213,129,40,372,2,3,NA,5,101,59,29,234,84,59,13,136,804,497,117,779,492,305,115,1048,313,467,74,1034,366,183,39,246,116,48,24,170,27,329,8,228,4,57,29,319,29,276,10,154,7,72,68,494,18,234,12,442,6,39,90,273,16,49,2,22,6,23,65,135,11,60,3,73,1,31,19,167,9,204,8,121,3,37,39,333,NA,2,1,2,NA,NA,1,4,12,89,6,53,4,25,48,186,3,81,2,57,NA,13,15,121,35,769,13,484,7,110,59,720,27,465,7,298,16,99,102,946,1,312,1,466,1,73,13,1021,18,348,7,176,3,36,26,220,17,99,6,42,2,22,32,138
2011,Nevada,12651,1027,1116,1113,354,333,774,12,404,275,2125,2013,1888,831,386,58,969,96,1020,126,987,102,252,26,307,60,714,1,11,68,336,18,257,125,2000,163,1850,17,1871,50,781,53,333,364,240,53,370,316,173,58,569,252,413,39,409,79,23,26,226,67,62,26,178,223,142,42,367,2,3,1,6,101,53,23,227,84,45,20,126,791,479,104,751,520,309,115,1069,315,479,83,1011,368,174,40,249,118,54,19,195,25,339,7,233,3,50,23,347,23,293,8,165,5,53,60,509,15,237,18,395,6,33,87,322,18,61,4,19,5,21,75,151,5,62,3,59,4,22,14,164,11,212,9,133,2,40,38,329,NA,2,NA,3,NA,1,1,5,16,85,2,51,6,17,44,183,3,81,NA,45,2,18,13,113,35,756,18,461,6,98,66,685,33,487,8,301,16,99,106,963,1,314,1,478,NA,83,15,996,21,347,7,167,3,37,19,230,23,95,3,51,3,16,24,171
2012,Nevada,12776,1023,1206,1125,383,349,841,13,385,276,2053,2008,1950,837,327,53,970,131,1075,133,992,120,263,35,314,70,771,2,11,59,326,25,251,126,1927,158,1850,18,1932,46,791,52,275,344,238,60,381,349,178,57,622,246,434,35,410,80,29,35,239,64,68,28,189,242,166,41,392,1,5,1,6,93,55,21,216,70,54,21,131,779,467,99,708,537,288,102,1081,321,530,90,1009,382,172,37,246,87,40,17,183,19,325,3,235,3,57,28,353,29,320,10,168,4,53,88,534,13,233,18,416,6,29,96,314,24,56,5,24,9,26,82,157,8,56,4,64,5,23,18,171,14,228,11,155,2,39,43,349,NA,1,1,4,NA,1,1,5,11,82,2,53,4,17,42,174,2,68,3,51,1,20,19,112,31,748,19,448,8,91,68,640,32,505,7,281,18,84,101,980,1,320,1,529,NA,90,16,993,21,361,3,169,1,36,21,225,13,74,5,35,3,14,31,152
2013,Nevada,12953,1053,1235,1194,375,336,895,14,403,302,2031,2025,1908,844,338,59,994,124,1111,141,1053,116,259,29,307,73,822,2,12,85,318,35,267,144,1887,158,1867,22,1886,50,794,45,293,363,257,66,367,349,191,48,647,235,466,41,452,75,34,29,237,56,75,21,184,256,181,45,413,1,6,1,6,92,61,23,227,77,66,26,133,750,464,95,722,555,305,101,1064,310,521,87,990,396,178,40,230,91,38,16,193,21,342,2,255,4,62,32,335,34,315,10,181,4,44,76,571,15,220,21,445,9,32,96,356,21,54,6,28,6,23,83,154,5,51,3,72,NA,21,21,163,12,244,11,170,4,41,46,367,NA,1,1,5,NA,1,1,5,16,76,7,54,5,18,57,170,3,74,5,61,4,22,23,110,40,710,22,442,5,90,77,645,31,524,14,291,10,91,103,961,3,307,1,520,NA,87,18,972,24,372,3,175,2,38,21,209,10,81,2,36,2,14,31,162
2014,Nevada,12982,1057,1246,1206,412,377,914,24,405,233,1944,2068,1875,824,397,66,991,143,1103,157,1049,134,278,31,346,78,836,8,16,69,336,26,207,135,1809,156,1912,19,1856,41,783,61,336,367,251,66,373,371,176,69,630,244,430,51,481,96,36,25,255,72,62,19,224,267,190,47,410,4,7,3,10,114,63,25,203,61,41,20,111,726,442,100,676,594,305,104,1065,299,516,85,975,396,163,42,223,117,42,15,223,24,343,5,246,7,59,30,343,37,334,10,166,10,59,86,544,16,228,24,406,11,40,106,375,25,71,11,25,9,16,89,166,2,70,NA,62,2,17,27,197,12,255,11,179,5,42,50,360,1,3,2,5,1,2,4,6,12,102,8,55,7,18,42,161,1,60,4,37,4,16,17,94,45,681,20,422,4,96,66,610,24,570,14,291,11,93,107,958,1,298,NA,516,NA,85,18,957,17,379,2,161,1,41,21,202,24,93,3,39,3,12,31,192
2015,Nevada,13529,1106,1356,1286,408,444,933,29,418,217,1892,2285,1880,835,440,71,1035,163,1193,181,1105,124,284,50,394,77,856,9,20,70,348,30,187,134,1758,178,2107,19,1861,40,795,73,367,386,268,76,376,393,191,83,689,251,444,58,533,104,42,32,230,75,99,24,246,271,197,49,416,8,5,4,12,104,70,21,223,55,38,20,104,708,445,92,647,708,372,108,1097,299,515,86,980,408,159,45,223,135,50,12,243,35,351,7,261,8,68,21,355,40,353,12,179,13,70,98,591,22,229,22,422,9,49,128,405,24,80,8,34,12,20,80,150,5,70,7,92,NA,24,38,208,13,258,11,186,5,44,48,368,3,5,2,3,NA,4,4,8,10,94,9,61,6,15,45,178,2,53,4,34,2,18,22,82,35,673,21,424,4,88,74,573,36,672,15,357,15,93,112,985,NA,299,NA,515,NA,86,19,961,15,393,4,155,3,42,18,205,21,114,2,48,2,10,48,195
2016,Nevada,13724,1166,1357,1292,433,504,964,30,391,208,1801,2473,1845,817,443,92,1074,163,1194,152,1140,130,303,63,441,81,883,11,19,81,310,28,180,131,1670,178,2295,19,1826,49,768,77,366,439,295,79,353,427,190,70,670,270,438,66,518,99,44,50,240,108,102,31,263,292,197,52,423,7,6,2,15,94,62,16,219,59,35,20,94,692,417,87,605,804,429,113,1127,309,497,84,955,411,151,45,210,143,56,29,215,41,398,7,288,10,69,34,319,33,394,14,176,13,57,103,567,13,257,19,419,10,56,110,408,18,81,10,34,16,34,86,154,9,99,5,97,1,30,48,215,15,277,10,187,6,46,50,373,3,4,2,4,NA,2,6,9,14,80,12,50,5,11,50,169,1,58,6,29,4,16,17,77,35,657,19,398,5,82,72,533,36,768,19,410,12,101,111,1016,NA,309,NA,497,NA,84,19,936,18,393,5,146,3,42,23,187,22,121,8,48,2,27,45,170
1999,Nevada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
