state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_returns_with_or_without_new_sentences_female,awol_returns_with_or_without_new_sentences_male,awol_returns_with_or_without_new_sentences_total,escapee_returns_with_or_without_new_sentences_female,escapee_returns_with_or_without_new_sentences_male,escapee_returns_with_or_without_new_sentences_total,new_court_commitments_female,new_court_commitments_male,new_court_commitments_total,other_admissions_female,other_admissions_male,other_admissions_total,other_conditional_release_violators_admitted_with_new_sentence_female,other_conditional_release_violators_admitted_with_new_sentence_male,other_conditional_release_violators_admitted_with_new_sentence_total,other_conditional_release_violators_admitted_without_new_sentence_female,other_conditional_release_violators_admitted_without_new_sentence_male,other_conditional_release_violators_admitted_without_new_sentence_total,parole_violators_with_new_sentence_female,parole_violators_with_new_sentence_male,parole_violators_with_new_sentence_total,parole_violators_without_new_sentence_female,parole_violators_without_new_sentence_male,parole_violators_without_new_sentence_total,returns_from_appeal_or_bond_female,returns_from_appeal_or_bond_male,returns_from_appeal_or_bond_total,total_admissions_female,total_admissions_male,total_admissions_total,transfers_admitted_from_other_jurisdictions_female,transfers_admitted_from_other_jurisdictions_male,transfers_admitted_from_other_jurisdictions_total
North Dakota,2016,584891,480919,757953,367311,390642,284469,300422,227303,253616,0,0,0,15,16,31,167,747,914,0,0,0,68,164,232,32,144,176,0,0,0,44,223,267,1,0,1,326,1298,1624,0,4,4
North Dakota,2015,584774,482817,756928,368326,388602,284233,300541,227159,255658,0,0,0,14,16,30,153,750,903,0,0,0,62,165,227,29,145,174,0,0,0,40,224,264,1,0,1,299,1304,1603,0,4,4
North Dakota,2014,572255,474147,739482,362327,377155,281476,290779,227326,246821,8,7,15,2,1,3,175,778,953,0,0,0,0,0,0,0,0,0,0,0,0,36,153,189,0,0,0,221,942,1163,0,3,3
North Dakota,2013,563342,470064,723393,354742,368651,276354,286988,224507,245557,0,0,0,0,6,6,93,591,684,0,0,0,0,0,0,67,265,332,0,0,0,35,169,204,0,2,2,195,1033,1228,0,0,0
North Dakota,2012,546266,452599,699628,340386,359242,265616,280650,212354,240245,0,0,0,2,9,11,95,545,640,0,0,0,0,0,0,77,233,310,0,0,0,42,168,210,0,0,0,216,955,1171,0,0,0
North Dakota,2011,532740,438520,683932,338937,344995,264562,268178,212106,226414,0,0,0,4,4,8,74,569,643,0,0,0,0,0,0,48,117,165,0,0,0,21,120,141,0,1,1,147,811,958,0,0,0
North Dakota,2010,524634,433967,674499,331184,343315,259417,265217,208430,225537,0,0,0,11,5,16,134,645,779,0,0,0,0,0,0,17,86,103,0,0,0,18,108,126,0,0,0,180,844,1024,NA,0,NA
North Dakota,2009,504757,415578,646844,325534,321310,255336,249421,204131,211447,0,0,0,2,3,5,81,440,521,0,0,0,NA,NA,NA,68,308,376,NA,NA,NA,16,129,145,0,0,0,167,880,1047,0,0,0
North Dakota,2008,504597,419055,641481,318526,322955,255384,249213,204956,214099,NA,NA,NA,3,3,6,80,653,733,0,0,0,0,0,0,65,119,184,0,0,0,20,146,166,0,2,2,168,923,1091,NA,NA,NA
North Dakota,2007,497018,412734,639715,317330,322385,247684,249334,198765,213969,0,0,0,3,4,7,120,642,762,0,0,0,NA,NA,NA,12,117,129,NA,NA,NA,18,119,137,0,0,0,153,884,1037,0,2,2
North Dakota,2006,493893,405285,635867,318440,317427,251386,242507,200585,204700,0,0,0,1,0,1,143,700,843,0,0,0,NA,NA,NA,18,103,121,34,101,135,NA,NA,NA,0,2,2,196,906,1102,0,0,0
North Dakota,2005,477908,397941,621063,315374,305689,243875,234033,196980,200961,0,0,0,2,3,5,139,708,847,NA,NA,NA,NA,NA,NA,25,103,128,NA,NA,NA,14,98,112,0,1,1,180,913,1093,0,0,0
North Dakota,2004,472176,390994,609691,306842,302849,239698,232478,192567,198427,0,0,0,0,7,7,144,771,915,NA,NA,NA,0,0,0,0,0,0,0,0,0,9,84,93,0,0,0,153,862,1015,0,0,0
North Dakota,2003,463605,383112,609236,305790,303446,234417,229188,188330,194782,0,2,2,0,2,2,101,717,818,0,0,0,0,0,0,14,82,96,0,0,0,13,63,76,0,2,2,128,868,996,0,0,0
North Dakota,2002,463533,382827,610245,307685,302560,234859,228674,188632,194195,0,0,0,0,3,3,98,527,625,0,0,0,9,91,100,0,0,0,6,37,43,0,0,0,0,0,0,113,658,771,0,0,0
North Dakota,2001,471608,391036,610793,306740,304053,238313,233295,192681,198355,0,0,0,0,1,1,95,519,614,0,0,0,0,0,0,0,0,0,1,43,44,12,76,88,0,1,1,108,640,748,0,0,0
North Dakota,2000,455157,372544,609909,303685,306224,226381,228776,180457,192087,0,6,6,0,1,1,38,440,478,0,0,0,0,0,0,6,66,72,0,0,0,8,47,55,0,0,0,52,560,612,0,0,0
North Dakota,1999,455748.8,372823.1,612427.6,305093,307334.6,227124.4,228624.4,180795.8,192027.3,0,9,9,0,0,0,53,528,581,0,0,0,7,62,69,0,0,0,8,57,65,NA,NA,NA,0,0,0,68,656,724,0,0,0
North Dakota,1998,456340.6,373102.2,614946.2,306501,308445.2,227867.8,228472.8,181134.6,191967.6,NA,NA,NA,NA,NA,NA,67,546,613,0,0,0,NA,NA,NA,3,81,84,NA,NA,NA,4,62,66,1,0,1,75,690,765,0,0,0
North Dakota,1997,456932.4,373381.3,617464.8,307909,309555.8,228611.2,228321.2,181473.4,191907.9,NA,NA,NA,NA,NA,NA,48,427,475,0,0,0,NA,NA,NA,2,60,62,NA,NA,NA,6,41,47,0,0,0,56,535,591,0,0,0
North Dakota,1996,457524.2,373660.4,619983.4,309317,310666.4,229354.6,228169.6,181812.2,191848.2,NA,NA,NA,NA,NA,NA,43,445,488,0,0,0,NA,NA,NA,1,55,56,NA,NA,NA,5,31,36,0,0,0,49,536,585,0,0,0
North Dakota,1995,458116,373939.5,622502,310725,311777,230098,228018,182151,191788.5,NA,NA,NA,NA,NA,NA,37,358,395,0,0,0,NA,NA,NA,5,45,50,NA,NA,NA,2,25,27,0,0,0,44,434,478,0,0,0
North Dakota,1994,458707.8,374218.6,625020.6,312133,312887.6,230841.4,227866.4,182489.8,191728.8,NA,NA,NA,NA,NA,NA,21,298,319,0,0,0,NA,NA,NA,4,47,51,NA,NA,NA,2,28,30,0,0,0,27,373,400,0,0,0
North Dakota,1993,459299.6,374497.7,627539.2,313541,313998.2,231584.8,227714.8,182828.6,191669.1,NA,NA,NA,NA,NA,NA,17,258,275,0,0,0,NA,NA,NA,2,34,36,NA,NA,NA,4,35,39,0,0,0,23,329,352,0,0,0
North Dakota,1992,459891.4,374776.8,630057.8,314949,315108.8,232328.2,227563.2,183167.4,191609.4,NA,NA,NA,NA,NA,NA,11,232,243,0,0,0,NA,NA,NA,2,37,39,NA,NA,NA,0,26,26,0,0,0,13,304,317,0,0,0
North Dakota,1991,460483.2,375055.9,632576.4,316357,316219.4,233071.6,227411.6,183506.2,191549.7,NA,NA,NA,NA,NA,NA,23,270,293,0,0,0,NA,NA,NA,0,17,17,NA,NA,NA,3,23,26,0,0,0,26,314,340,0,0,0
North Dakota,1990,461075,375335,635095,317765,317330,233815,227260,183845,191490,NA,NA,NA,NA,NA,NA,22,287,309,0,0,0,0,0,0,1,25,26,0,NA,NA,0,24,24,0,3,3,23,341,364,0,0,0
North Dakota,1989,461097.5,376411.5,637201.5,318760.5,318441,233719.5,227378,184472.5,191939,NA,NA,NA,NA,NA,NA,25,254,279,0,0,0,0,0,0,4,31,35,0,NA,NA,1,21,22,0,0,0,30,307,337,0,0,0
North Dakota,1988,461120,377488,639308,319756,319552,233624,227496,185100,192388,NA,NA,NA,NA,NA,NA,10,261,271,0,0,0,0,0,0,0,26,26,0,NA,NA,0,5,5,0,2,2,10,295,305,0,0,0
North Dakota,1987,461142.5,378564.5,641414.5,320751.5,320663,233528.5,227614,185727.5,192837,NA,NA,NA,NA,NA,NA,8,264,272,0,0,0,0,0,0,0,30,30,0,NA,NA,0,10,10,0,1,1,8,305,313,0,0,0
North Dakota,1986,461165,379641,643521,321747,321774,233433,227732,186355,193286,NA,NA,NA,NA,NA,NA,10,233,243,0,0,0,0,0,0,1,34,35,0,NA,NA,0,15,15,0,1,1,11,285,296,0,0,0
North Dakota,1985,461187.5,380717.5,645627.5,322742.5,322885,233337.5,227850,186982.5,193735,NA,NA,NA,NA,NA,NA,6,209,215,0,0,0,0,0,0,1,19,20,0,NA,NA,0,6,6,0,0,0,7,235,242,0,0,0
North Dakota,1984,461210,381794,647734,323738,323996,233242,227968,187610,194184,NA,NA,NA,NA,NA,NA,6,211,217,0,0,0,0,0,0,1,10,11,0,NA,NA,0,11,11,0,1,1,7,233,240,0,0,0
North Dakota,1983,461232.5,382870.5,649840.5,324733.5,325107,233146.5,228086,188237.5,194633,NA,NA,NA,NA,NA,NA,12,277,289,0,0,0,0,0,0,0,9,9,0,0,0,0,12,12,0,0,0,12,299,311,0,0,0
