state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,jurisdiction_housed_in_local_facility_female,jurisdiction_housed_in_local_facility_male,jurisdiction_housed_in_local_facility_total,jurisdiction_local_facilities_solely_to_ease_prison_crowding_female,jurisdiction_local_facilities_solely_to_ease_prison_crowding_male,jurisdiction_local_facilities_solely_to_ease_prison_crowding_total,jurisdiction_private_prison_female,jurisdiction_private_prison_in_state_female,jurisdiction_private_prison_in_state_male,jurisdiction_private_prison_in_state_total,jurisdiction_private_prison_male,jurisdiction_private_prison_out_of_state_female,jurisdiction_private_prison_out_of_state_male,jurisdiction_private_prison_out_of_state_total,jurisdiction_private_prison_total,jurisdiction_public_prison_female,jurisdiction_public_prison_male,jurisdiction_public_prison_total,jurisdiction_unsentenced_female,jurisdiction_unsentenced_male,jurisdiction_unsentenced_total,total_under_jurisdiction_female,total_under_jurisdiction_male,total_under_jurisdiction_total
Idaho,2016,1246229,1010005,1683140,844378,838762,630499,615730,504933,505072,204,587,791,NA,NA,NA,0,0,420,420,420,0,0,0,420,1013,6819,7832,33,763,796,1013,7239,8252
Idaho,2015,1223903,997142,1654930,828210,826720,616624,607279,496399,500743,223,591,814,NA,NA,NA,0,0,372,372,545,0,173,173,545,984,6523,7507,36,663,699,984,7068,8052
Idaho,2014,1203127,988767,1634464,817767,816697,605966,597161,491214,497553,271,349,620,NA,NA,NA,0,0,410,410,639,0,229,229,639,1037,6441,7478,NA,NA,NA,1037,7080,8117
Idaho,2013,1185459,979046,1612136,805049,807087,597699,587760,486677,492369,299,363,662,NA,NA,NA,0,0,2506,2506,2745,0,239,239,2745,1066,4431,5497,0,0,0,1066,7176,8242
Idaho,2012,1171205,980348,1595728,799183,796545,590860,580345,488333,492015,224,243,467,NA,NA,NA,0,0,2477,2477,2725,0,248,248,2725,1008,4252,5260,0,0,0,1008,6977,7985
Idaho,2011,1156880,967687,1584985,788285,796700,581729,575151,478587,489100,119,469,588,NA,NA,NA,0,0,2332,2332,2332,0,0,0,2332,885,4522,5407,0,0,0,885,6854,7739
Idaho,2010,1142553,959325,1571450,782752,788698,576221,566332,477192,482133,137,126,263,NA,NA,NA,0,0,2236,2236,2236,0,0,0,2236,810,4385,5195,0,0,0,810,6621,7431
Idaho,2009,1127e3,954946,1545801,769112,776689,566695,560305,473413,481533,82,230,312,NA,NA,NA,0,0,2066,2066,2066,0,0,0,2066,744,4590,5334,NA,NA,NA,744,6656,7400
Idaho,2008,1110275,944999,1523816,757494,766322,555476,554799,465494,479505,118,247,365,NA,NA,NA,0,0,1489,1489,2114,0,625,625,2114,758,4418,5176,NA,NA,NA,758,6532,7290
Idaho,2007,1086868,923832,1499402,747002,752400,546312,540556,457242,466590,164,411,575,NA,NA,NA,0,0,1429,1429,1969,0,540,540,1969,800,4550,5350,NA,NA,NA,800,6519,7319
Idaho,2006,1073063,916276,1466465,730425,736040,537294,535769,450245,466031,141,318,459,NA,NA,NA,0,0,1494,1494,1925,0,431,431,1925,777,4422,5199,NA,NA,NA,777,6347,7124
Idaho,2005,1028287,882529,1408650,707457,701193,519797,508490,440221,442308,265,304,569,NA,NA,NA,0,0,1294,1294,1596,0,302,302,1596,791,4431,5222,0,0,0,791,6027,6818
Idaho,2004,989067,847303,1360152,683077,677075,502110,486957,423262,424041,38,95,133,NA,NA,NA,0,0,1263,1263,1263,0,0,0,1263,647,4465,5112,0,0,0,647,5728,6375
Idaho,2003,963572,824794,1333165,670396,662769,491981,471591,415933,408861,96,143,239,NA,NA,NA,0,0,1267,1267,1267,0,0,0,1267,591,3879,4470,0,0,0,591,5146,5737
Idaho,2002,945405,811531,1308320,650116,658204,475438,469967,400627,410904,125,170,295,NA,NA,NA,0,0,1266,1266,1266,0,0,0,1266,592,3888,4480,NA,NA,NA,592,5154,5746
