state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,jurisdiction_housed_in_local_facility_female,jurisdiction_housed_in_local_facility_male,jurisdiction_housed_in_local_facility_total,jurisdiction_local_facilities_solely_to_ease_prison_crowding_female,jurisdiction_local_facilities_solely_to_ease_prison_crowding_male,jurisdiction_local_facilities_solely_to_ease_prison_crowding_total,jurisdiction_private_prison_female,jurisdiction_private_prison_in_state_female,jurisdiction_private_prison_in_state_male,jurisdiction_private_prison_in_state_total,jurisdiction_private_prison_male,jurisdiction_private_prison_out_of_state_female,jurisdiction_private_prison_out_of_state_male,jurisdiction_private_prison_out_of_state_total,jurisdiction_private_prison_total,jurisdiction_public_prison_female,jurisdiction_public_prison_male,jurisdiction_public_prison_total,jurisdiction_unsentenced_female,jurisdiction_unsentenced_male,jurisdiction_unsentenced_total,total_under_jurisdiction_female,total_under_jurisdiction_male,total_under_jurisdiction_total
Idaho,2001,915983,784558,1289492,651033,638459,464525,451458,390260,394298,103,146,249,NA,NA,NA,120,0,1228,1228,1228,120,0,120,1348,421,4215,4636,NA,NA,NA,541,5443,5984
Idaho,2000,913964,774152,1272112,650131,621981,467940,446024,390452,383700,186,264,450,NA,NA,NA,0,0,1163,1163,1163,0,0,0,1163,493,3879,4372,NA,NA,NA,493,5042,5535
Idaho,1999,891740,754785.6,1243992.4,635263.1,608729.3,456686,435054,380555.2,374230.4,84,347,431,65,235,300,0,0,0,0,400,0,400,400,400,399,4043,4442,0,0,0,399,4443,4842
Idaho,1998,869516,735419.2,1215872.8,620395.2,595477.6,445432,424084,370658.4,364760.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,3762,4083
Idaho,1997,847292,716052.8,1187753.2,605527.3,582225.9,434178,413114,360761.6,355291.2,NA,NA,NA,0,31,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263,3648,3911
Idaho,1996,825068,696686.4,1159633.6,590659.4,568974.2,422924,402144,350864.8,345821.6,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271,3561,3832
Idaho,1995,802844,677320,1131514,575791.5,555722.5,411670,391174,340968,336352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,3116,3328
Idaho,1994,780620,657953.6,1103394.4,560923.6,542470.8,400416,380204,331071.2,326882.4,NA,NA,NA,25,305,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172,2639,2811
Idaho,1993,758396,638587.2,1075274.8,546055.7,529219.1,389162,369234,321174.4,317412.8,NA,NA,NA,21,192,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,2458,2606
Idaho,1992,736172,619220.8,1047155.2,531187.8,515967.4,377908,358264,311277.6,307943.2,NA,NA,NA,38,202,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,2131,2256
Idaho,1991,713948,599854.4,1019035.6,516319.9,502715.7,366654,347294,301380.8,298473.6,NA,NA,NA,9,94,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,2022,2143
Idaho,1990,691724,580488,990916,501452,489464,355400,336324,291484,289004,NA,NA,NA,1,122,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,1841,1961
Idaho,1989,686259.6,577525.2,986304.4,498738.8,487565.6,352138,334121.6,289829.6,287695.6,NA,NA,NA,9,121,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,1738,1850
Idaho,1988,680795.2,574562.4,981692.8,496025.6,485667.2,348876,331919.2,288175.2,286387.2,NA,NA,NA,0,200,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,1497,1581
Idaho,1987,675330.8,571599.6,977081.2,493312.4,483768.8,345614,329716.8,286520.8,285078.8,NA,NA,NA,0,130,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,1359,1435
Idaho,1986,669866.4,568636.8,972469.6,490599.2,481870.4,342352,327514.4,284866.4,283770.4,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,1387,1448
Idaho,1985,664402,565674,967858,487886,479972,339090,325312,283212,282462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,1293,1344
Idaho,1984,658937.6,562711.2,963246.4,485172.8,478073.6,335828,323109.6,281557.6,281153.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,1203,1253
Idaho,1983,653473.2,559748.4,958634.8,482459.6,476175.2,332566,320907.2,279903.2,279845.2,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,1147,1187
Idaho,1982,648008.8,556785.6,954023.2,479746.4,474276.8,329304,318704.8,278248.8,278536.8,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,31,1013,1044
Idaho,1981,642544.4,553822.8,949411.6,477033.2,472378.4,326042,316502.4,276594.4,277228.4,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,25,932,957
Idaho,1980,637080,550860,944800,474320,470480,322780,314300,274940,275920,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,25,792,817
Idaho,1979,617972,533884,922310,462748,459562,313182,304790,266576,267308,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,34,796,830
Idaho,1978,598864,516908,899820,451176,448644,303584,295280,258212,258696,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,30,772,802
