state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,population_american_indian,population_female_american_indian,population_male_american_indian,population_adult_american_indian,population_female_adult_american_indian,population_male_adult_american_indian,population_aged_18_65_american_indian,population_female_aged_18_65_american_indian,population_male_aged_18_65_american_indian,population_asian,population_female_asian,population_male_asian,population_adult_asian,population_female_adult_asian,population_male_adult_asian,population_aged_18_65_asian,population_female_aged_18_65_asian,population_male_aged_18_65_asian,population_black,population_female_black,population_male_black,population_adult_black,population_female_adult_black,population_male_adult_black,population_aged_18_65_black,population_female_aged_18_65_black,population_male_aged_18_65_black,population_hispanic,population_female_hispanic,population_male_hispanic,population_adult_hispanic,population_female_adult_hispanic,population_male_adult_hispanic,population_aged_18_65_hispanic,population_female_aged_18_65_hispanic,population_male_aged_18_65_hispanic,population_other_or_unknown,population_female_other_or_unknown,population_male_other_or_unknown,population_adult_other_or_unknown,population_female_adult_other_or_unknown,population_male_adult_other_or_unknown,population_aged_18_65_other_or_unknown,population_female_aged_18_65_other_or_unknown,population_male_aged_18_65_other_or_unknown,population_white,population_female_white,population_male_white,population_adult_white,population_female_adult_white,population_male_adult_white,population_aged_18_65_white,population_female_aged_18_65_white,population_male_aged_18_65_white,american_indian_female,american_indian_male,american_indian_total,asian_female,asian_male,asian_total,black_female,black_male,black_total,hispanic_or_latino_female,hispanic_or_latino_male,hispanic_or_latino_total,other_or_unknown_race_female,other_or_unknown_race_male,other_or_unknown_race_total,white_female,white_male,white_total
Ohio,2016,9007798,7256258,11614373,5916782,5697591,4646129,4361669,3652007,3604251,13810,7145,6665,11408,5824,5584,9851,4846,5005,233826,121220,112606,184756,96762,87994,165777,85948,79829,1428687,740121,688566,1052450,558678,493772,897111,464795,432316,416341,204895,211446,266586,130223,136363,245814,117733,128081,305116,152437,152679,156262,76757,79505,144472,69871,74601,9216593,4690964,4525629,7336336,3777885,3558451,5793233,2908814,2884419,1,65,66,8,67,75,1062,22080,23142,38,1273,1311,8,228,236,3477,23868,27345
Ohio,2015,8990472,7285422,11613423,5927762,5685661,4650254,4340218,3682828,3602594,15229,5906,9323,11851,4529,7322,9971,3666,6305,235937,126803,109134,184939,99371,85568,166067,89427,76640,1405836,742606,663230,1033612,557541,476071,889284,468201,421083,408057,197283,210774,260008,128818,131190,240082,117743,122339,292577,140100,152477,148748,73242,75506,138360,67130,71230,9255787,4715064,4540723,7351314,3786753,3564561,5841658,2936661,2904997,5,60,65,12,65,77,1092,22049,23141,36,1243,1279,0,0,0,3279,24204,27483
Ohio,2014,8960023,7291280,11594163,5914477,5679686,4633724,4326299,3677577,3613703,16705,7918,8787,13583,6878,6705,11624,5799,5825,221671,117102,104569,172421,91532,80889,155723,82196,73527,1405897,733562,672335,1029913,548638,481275,889243,462906,426337,394568,190275,204293,250996,120476,130520,230622,109952,120670,278095,138124,139971,137841,72494,65347,127291,66230,61061,9277227,4727496,4549731,7355269,3793706,3561563,5876777,2950494,2926283,8,66,74,10,58,68,1029,21963,22992,40,1260,1300,0,0,0,3114,23767,26881
Ohio,2013,8928373,7314167,11570808,5915372,5655436,4621997,4306376,3696276,3617891,13088,6576,6512,11261,5387,5874,10011,4764,5247,211514,110633,100881,165193,85859,79334,149152,76116,73036,1393124,730382,662742,1017385,545637,471748,877545,459256,418289,380444,188438,192006,241882,119453,122429,228138,111557,116581,274819,138748,136071,136677,69045,67632,127796,63583,64213,9297819,4740595,4557224,7355975,3796616,3559359,5921525,2981e3,2940525,7,62,69,14,57,71,1015,22308,23323,36,1223,1259,0,0,0,3075,23772,26847
Ohio,2012,8892056,7320406,11544225,5909185,5635040,4610639,4281417,3705936,3614470,20657,11840,8817,18220,9763,8457,14923,8026,6897,201136,106543,94593,158985,84354,74631,145310,76537,68773,1396811,730934,665877,1021843,546249,475594,888252,466995,421257,371e3,182951,188049,233414,113960,119454,216943,104008,112935,252527,130471,122056,120067,64824,55243,109536,58172,51364,9302094,4746446,4555648,7339527,3791489,3548038,5945442,2992198,2953244,6,61,67,14,66,80,1040,22445,23485,39,1292,1331,0,0,0,2764,22962,25726
Ohio,2011,8858876,7309982,11544951,5902189,5642762,4592349,4266527,3694669,3615313,14955,7409,7546,12694,6275,6419,11282,5892,5390,192658,100703,91955,149759,78094,71665,136285,70380,65905,1387359,724407,662952,1009230,539390,469840,877893,459899,417994,362308,174740,187568,228333,110072,118261,212696,100940,111756,243574,120831,122743,111148,58139,53009,101010,51642,49368,9344097,4774099,4569998,7347712,3800379,3547333,5970816,3005916,2964900,3,49,52,15,63,78,1102,22829,23931,40,1271,1311,0,0,0,2739,22701,25440
Ohio,2010,8817345,7291841,11536182,5903619,5632563,4572775,4244570,3689020,3602821,16795,8351,8444,14109,6844,7265,12556,6089,6467,197716,100907,96809,150008,76310,73698,138082,69990,68092,1397109,731261,665848,1005351,540149,465202,876097,461550,414547,355340,173144,182196,222802,108167,114635,208040,99484,108556,219842,114593,105249,95689,50525,45164,87889,45914,41975,9349380,4775363,4574017,7329386,3790780,3538606,5969177,3005993,2963184,3,42,45,12,64,76,1152,23247,24399,38,1241,1279,0,0,0,2784,22972,25756
Ohio,2009,8829355,7328849,11542645,5915287,5627358,4582432,4246923,3698320,3630529,16694,7994,8700,13165,5731,7434,12346,5261,7085,178996,91032,87964,136135,69848,66287,125318,63493,61825,1349458,710209,639249,974761,523602,451159,850516,446761,403755,320780,156804,163976,199973,95844,104129,184731,88129,96602,200951,104309,96642,92177,48045,44132,84208,42890,41318,9475766,4844939,4630827,7413144,3839362,3573782,6071730,3051786,3019944,2,50,52,NA,NA,NA,1253,23347,24600,45,1196,1241,NA,NA,NA,2674,22780,25454
Ohio,2008,8750083,7288692,11485910,5885902,5600008,4539121,4210962,3675992,3612700,20148,9561,10587,16524,7491,9033,14501,6639,7862,182201,94493,87708,140784,72639,68145,127349,66228,61121,1333787,701610,632177,956565,511047,445518,836873,436652,400221,296059,142089,153970,183159,86183,96976,169022,79281,89741,195546,101596,93950,90376,47044,43332,82054,42042,40012,9458169,4836553,4621616,7362675,3814717,3547958,6058893,3045150,3013743,4,54,58,NA,NA,NA,1298,23437,24735,38,1181,1219,NA,NA,NA,2561,22858,25419
Ohio,2007,8726992,7282406,11466917,5877307,5589610,4536213,4190779,3682812,3599594,17963,9093,8870,13553,6319,7234,12566,5955,6611,179692,96537,83155,141011,76915,64096,130033,70362,59671,1325385,699613,625772,939774,510712,429062,819235,438030,381205,282603,132359,150244,180261,85189,95072,166027,77496,88531,185866,92939,92927,86397,42889,43508,78168,38800,39368,9475408,4846766,4628642,7365996,3814189,3551807,6076377,3052169,3024208,4,53,57,NA,NA,NA,1246,22871,24117,31,1122,1153,NA,NA,NA,2529,22617,25146
