state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,population_american_indian,population_female_american_indian,population_male_american_indian,population_adult_american_indian,population_female_adult_american_indian,population_male_adult_american_indian,population_aged_18_65_american_indian,population_female_aged_18_65_american_indian,population_male_aged_18_65_american_indian,population_asian,population_female_asian,population_male_asian,population_adult_asian,population_female_adult_asian,population_male_adult_asian,population_aged_18_65_asian,population_female_aged_18_65_asian,population_male_aged_18_65_asian,population_black,population_female_black,population_male_black,population_adult_black,population_female_adult_black,population_male_adult_black,population_aged_18_65_black,population_female_aged_18_65_black,population_male_aged_18_65_black,population_hispanic,population_female_hispanic,population_male_hispanic,population_adult_hispanic,population_female_adult_hispanic,population_male_adult_hispanic,population_aged_18_65_hispanic,population_female_aged_18_65_hispanic,population_male_aged_18_65_hispanic,population_other_or_unknown,population_female_other_or_unknown,population_male_other_or_unknown,population_adult_other_or_unknown,population_female_adult_other_or_unknown,population_male_adult_other_or_unknown,population_aged_18_65_other_or_unknown,population_female_aged_18_65_other_or_unknown,population_male_aged_18_65_other_or_unknown,population_white,population_female_white,population_male_white,population_adult_white,population_female_adult_white,population_male_adult_white,population_aged_18_65_white,population_female_aged_18_65_white,population_male_aged_18_65_white,american_indian_female,american_indian_male,american_indian_total,asian_female,asian_male,asian_total,black_female,black_male,black_total,hispanic_or_latino_female,hispanic_or_latino_male,hispanic_or_latino_total,other_or_unknown_race_female,other_or_unknown_race_male,other_or_unknown_race_total,white_female,white_male,white_total
Montana,2016,813878,642460,1042520,518293,524227,408883,404995,319161,323299,64316,31341,32975,41411,20154,21257,37398,17855,19543,9147,6983,2164,8266,6523,1743,7738,5995,1743,2755,1016,1739,2473,971,1502,2171,669,1502,36696,19049,17647,22928,13500,9428,20450,11801,8649,28138,13178,14960,15610,7382,8228,13825,6351,7474,901468,446726,454742,723190,360353,362837,560878,276490,284388,141,731,872,6,10,16,5,110,115,0,0,0,0,0,0,257,2554,2811
Montana,2015,807451,641858,1032949,512871,520078,401773,405678,313458,328400,66068,32821,33247,43209,22283,20926,38940,19515,19425,7143,3099,4044,6213,2496,3717,5648,2123,3525,5066,1481,3585,4171,1332,2839,3719,1204,2515,37183,17668,19515,24258,11015,13243,21062,8988,12074,24020,11546,12474,14064,6908,7156,12413,6046,6367,893469,446256,447213,715536,357739,357797,560076,275582,284494,135,709,844,5,7,12,4,89,93,0,0,0,0,0,0,246,2490,2736
Montana,2014,799474,641552,1023579,511883,511696,402265,397209,318757,322795,69002,35012,33990,44717,23526,21191,40302,21021,19281,8705,3790,4915,7338,3548,3790,6692,3043,3649,5595,1113,4482,4660,873,3787,4660,873,3787,34027,20300,13727,20471,12746,7725,19293,12150,7143,17657,10240,7417,11076,6974,4102,9562,5885,3677,888593,441428,447165,711212,354598,356614,561043,275785,285258,122,664,786,5,8,13,10,96,106,0,0,0,0,0,0,251,2543,2794
Montana,2013,791360,642096,1015165,508501,506664,398557,392803,320857,321239,67367,35480,31887,46106,24227,21879,41772,21605,20167,7609,3287,4322,6665,2840,3825,6646,2821,3825,2387,1003,1384,1444,845,599,1444,845,599,32595,17485,15110,19933,11441,8492,18511,10597,7914,21053,11553,9500,10844,6561,4283,9660,5864,3796,884154,439693,444461,706368,352643,353725,564063,279125,284938,141,670,811,2,12,14,6,85,91,0,0,0,0,0,0,263,2463,2726
Montana,2012,785253,639014,1005141,503712,501429,395150,390103,317909,321105,67110,34852,32258,45568,24435,21133,41528,21788,19740,6273,4195,2078,4916,3292,1624,4589,3091,1498,2531,437,2094,1661,396,1265,1631,396,1235,30279,16343,13936,19819,9793,10026,18051,8752,9299,21601,11330,10271,12816,6739,6077,12020,6485,5535,877347,436555,440792,700473,350495,349978,561195,277397,283798,131,647,778,1,8,9,0,93,93,0,0,0,0,0,0,253,2438,2691
Montana,2011,777492,638222,998199,496312,501887,388498,388994,314366,323856,67304,32610,34694,45550,22416,23134,41472,20045,21427,5655,4315,1340,3836,2864,972,3814,2842,972,3515,1039,2476,2178,756,1422,2178,756,1422,29576,14293,15283,20616,9531,11085,19491,8985,10506,20261,10358,9903,10644,5034,5610,9885,4670,5215,871888,433697,438191,694668,347897,346771,561382,277068,284314,117,612,729,0,9,9,1,81,82,3,101,104,0,0,0,263,2371,2634
Montana,2010,767995,628422,990898,491e3,499898,385766,382229,310396,318026,62050,29686,32364,40600,20951,19649,36822,18352,18470,5323,3569,1754,4138,3063,1075,3369,2390,979,3675,1800,1875,2225,887,1338,2059,887,1172,28367,12395,15972,17664,8439,9225,15999,7122,8877,20681,10074,10607,11616,5537,6079,9597,4573,5024,870802,433476,437326,691752,346889,344863,560576,277072,283504,134,622,756,0,8,8,3,100,103,9,128,137,3,8,11,268,2357,2625
Montana,2009,754847,619430,974989,488588,486401,380724,374123,306795,312635,61911,31314,30597,41044,20391,20653,36770,17933,18837,4884,3461,1423,3929,2821,1108,3832,2724,1108,2377,772,1605,1676,471,1205,1646,471,1175,27907,13002,14905,18674,9343,9331,17469,8405,9064,24792,13865,10927,11666,7120,4546,10737,6584,4153,853118,426174,426944,677858,340578,337280,548976,270678,278298,118,582,700,0,5,5,7,86,93,14,133,147,3,9,12,245,2347,2592
Montana,2008,740161,614409,967440,486179,481261,373623,366538,303415,310994,60333,28679,31654,41143,19955,21188,38e3,18306,19694,5803,4260,1543,4500,3106,1394,3974,2771,1203,3357,951,2406,2768,829,1939,2768,829,1939,31093,17490,13603,16103,8584,7519,14747,7709,7038,18820,10455,8365,9930,5500,4430,9058,4828,4230,848034,424344,423690,665717,335649,330068,545862,268972,276890,101,611,712,1,10,11,4,99,103,17,144,161,1,0,1,233,2323,2556
Montana,2007,729504,605401,957861,478827,479034,370521,358983,302334,303067,50704,27889,22815,32844,18193,14651,30130,16578,13552,6793,3914,2879,6085,3690,2395,6038,3643,2395,6183,3496,2687,4021,1654,2367,3813,1534,2279,23624,11153,12471,14112,6205,7907,13146,5814,7332,19328,10714,8614,9324,5155,4169,8505,4577,3928,851229,421661,429568,663118,335624,327494,543769,270188,273581,88,591,679,0,7,7,1,87,88,13,127,140,0,0,0,194,2299,2493
