state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,deaths_caused_by_another_person_female,deaths_caused_by_another_person_male,deaths_caused_by_another_person_total,deaths_from_accidental_injury_to_self_female,deaths_from_accidental_injury_to_self_male,deaths_from_accidental_injury_to_self_total,deaths_from_aids_female,deaths_from_aids_male,deaths_from_aids_total,deaths_from_execution_female,deaths_from_execution_male,deaths_from_execution_total,deaths_from_homicide_by_other_inmates_female,deaths_from_homicide_by_other_inmates_male,deaths_from_homicide_by_other_inmates_total,deaths_from_illness_or_natural_cause_female,deaths_from_illness_or_natural_cause_male,deaths_from_illness_or_natural_cause_total,deaths_from_other_homicide_female,deaths_from_other_homicide_male,deaths_from_other_homicide_total,deaths_from_suicide_female,deaths_from_suicide_male,deaths_from_suicide_total,total_deaths_female,total_deaths_male,total_deaths_total
Nevada,2006,1861104,1605447,2495529,1222992,1272537,914346,946758,780308,825139,NA,NA,NA,0,0,0,1,0,1,0,1,1,0,2,2,1,26,27,0,0,0,0,5,5,2,34,36
Nevada,2005,1759522,1512730,2376017,1178560,1197457,875281,884241,742290,770440,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,29,31,NA,0,NA,0,2,2,2,31,33
Nevada,2004,1700427,1465063,2301197,1136138,1165059,843535,856892,717959,747104,NA,NA,NA,0,0,0,0,2,2,0,2,2,0,2,2,2,23,25,0,0,0,0,1,1,2,31,33
Nevada,2003,1630262,1402849,2207574,1094028,1113546,810407,819855,689119,713730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nevada,2002,1571877,1354731,2139794,1055004,1084790,779880,791997,664252,690479,NA,NA,NA,0,0,0,0,2,2,0,0,0,0,1,1,1,20,21,0,0,0,0,0,0,1,24,25
Nevada,2001,1514832,1301739,2072391,1027191,1045200,753075,761757,637356,664383,NA,NA,NA,0,0,0,0,1,1,0,1,1,0,1,1,0,23,23,0,0,0,0,2,2,0,28,28
Nevada,2000,1448097,1251824,1950488,990509,959979,738015,710082,627693,624131,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1,2,3,0,2,2,1,24,25
Nevada,1999,1393375.5,1205128.6,1875034.8,950116.3,924918.5,708525.1,684850.4,602929.8,602198.8,NA,NA,NA,0,1,1,1,9,10,0,1,1,0,0,0,1,23,24,0,0,0,0,2,2,2,36,38
Nevada,1998,1338654,1158433.2,1799581.6,909723.6,889858,679035.2,659618.8,578166.6,580266.6,0,3,3,0,1,1,0,1,1,0,1,1,NA,NA,NA,1,18,19,NA,NA,NA,0,2,2,NA,NA,NA
Nevada,1997,1283932.5,1111737.8,1724128.4,869330.9,854797.5,649545.3,634387.2,553403.4,558334.4,0,0,0,0,0,0,1,2,3,0,0,0,NA,NA,NA,1,17,18,NA,NA,NA,0,4,4,NA,NA,NA
Nevada,1996,1229211,1065042.4,1648675.2,828938.2,819737,620055.4,609155.6,528640.2,536402.2,0,1,1,0,2,2,0,8,8,0,1,1,NA,NA,NA,1,18,19,NA,NA,NA,1,3,4,NA,NA,NA
Nevada,1995,1174489.5,1018347,1573222,788545.5,784676.5,590565.5,583924,503877,514470,1,1,2,0,0,0,0,6,6,0,0,0,NA,NA,NA,2,13,15,NA,NA,NA,1,1,2,NA,NA,NA
Nevada,1994,1119768,971651.6,1497768.8,748152.8,749616,561075.6,558692.4,479113.8,492537.8,0,0,0,0,0,0,1,4,5,0,0,0,NA,NA,NA,1,11,12,NA,NA,NA,0,0,0,NA,NA,NA
Nevada,1993,1065046.5,924956.2,1422315.6,707760.1,714555.5,531585.7,533460.8,454350.6,470605.6,0,0,0,0,1,1,0,1,1,0,0,0,NA,NA,NA,0,7,7,NA,NA,NA,0,1,1,NA,NA,NA
Nevada,1992,1010325,878260.8,1346862.4,667367.4,679495,502095.8,508229.2,429587.4,448673.4,0,0,0,0,1,1,0,1,1,0,0,0,NA,NA,NA,0,10,10,NA,NA,NA,1,2,3,NA,NA,NA
Nevada,1991,955603.5,831565.4,1271409.2,626974.7,644434.5,472605.9,482997.6,404824.2,426741.2,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,6,6,NA,NA,NA,0,2,2,NA,NA,NA
Nevada,1990,900882,784870,1195956,586582,609374,443116,457766,380061,404809,0,1,1,0,0,0,NA,NA,NA,0,1,1,NA,NA,NA,0,10,10,NA,NA,NA,0,2,2,NA,NA,NA
Nevada,1989,869281.8,758819,1156844.4,567861.8,588982.6,428060.4,441221.4,368032.9,390786.1,0,1,1,0,1,1,NA,NA,NA,0,2,2,NA,NA,NA,0,13,13,NA,NA,NA,0,0,0,NA,NA,NA
Nevada,1988,837681.6,732768,1117732.8,549141.6,568591.2,413004.8,424676.8,356004.8,376763.2,0,2,2,0,1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,5,5,NA,NA,NA,0,5,5,NA,NA,NA
Nevada,1987,806081.4,706717,1078621.2,530421.4,548199.8,397949.2,408132.2,343976.7,362740.3,0,1,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,6,6,NA,NA,NA,0,3,3,NA,NA,NA
Nevada,1986,774481.2,680666,1039509.6,511701.2,527808.4,382893.6,391587.6,331948.6,348717.4,0,3,3,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,9,9,NA,NA,NA,0,2,2,NA,NA,NA
Nevada,1985,742881,654615,1000398,492981,507417,367838,375043,319920.5,334694.5,0,2,2,0,0,0,NA,NA,NA,0,1,1,NA,NA,NA,0,3,3,NA,NA,NA,0,2,2,NA,NA,NA
Nevada,1984,711280.8,628564,961286.4,474260.8,487025.6,352782.4,358498.4,307892.4,320671.6,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,4,4,NA,NA,NA,0,1,1,NA,NA,NA
Nevada,1983,679680.6,602513,922174.8,455540.6,466634.2,337726.8,341953.8,295864.3,306648.7,0,0,0,0,1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,4,4,NA,NA,NA,0,4,4,NA,NA,NA
Nevada,1982,648080.4,576462,883063.2,436820.4,446242.8,322671.2,325409.2,283836.2,292625.8,0,2,2,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,1,3,4,NA,NA,NA,0,0,0,NA,NA,NA
Nevada,1981,616480.2,550411,843951.6,418100.2,425851.4,307615.6,308864.6,271808.1,278602.9,0,1,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,2,2,NA,NA,NA,0,1,1,NA,NA,NA
Nevada,1980,584880,524360,804840,399380,405460,292560,292320,259780,264580,0,1,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,1,1,NA,NA,NA,0,3,3,NA,NA,NA
Nevada,1979,558222,500914,773226,383522,389704,278964,279258,248052,252862,0,0,0,0,0,0,NA,NA,NA,0,1,1,NA,NA,NA,0,3,3,NA,NA,NA,0,1,1,NA,NA,NA
Nevada,1978,531564,477468,741612,367664,373948,265368,266196,236324,241144,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,2,2,NA,NA,NA,0,1,1,NA,NA,NA
