state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,custody_including_private_facilities_female,custody_including_private_facilities_male,custody_private_prison_female,custody_private_prison_male,custody_private_prison_total,custody_public_prisons_female,custody_public_prisons_male,custody_public_prisons_total,custody_unsentenced_female,custody_unsentenced_male,custody_unsentenced_total,total_under_custody_female,total_under_custody_male,total_under_custody_total
New Jersey,2016,6962122,5682758,8944469,4575789,4368680,3607261,3354861,2870624,2812134,827,18631,178,2542,2720,649,16089,16738,NA,NA,NA,649,16089,16738
New Jersey,2015,6960879,5715537,8958013,4581199,4376814,3605135,3355744,2888521,2827016,903,19391,187,2676,2863,716,16715,17431,NA,NA,NA,716,16715,17431
New Jersey,2014,6926870,5713070,8938175,4568381,4369794,3591661,3335209,2889520,2823550,1008,20386,228,2533,2761,780,17853,18633,NA,NA,NA,780,17853,18633
New Jersey,2013,6879591,5686255,8899339,4559251,4340088,3569159,3310432,2874162,2812093,1012,21251,260,2475,2735,752,18776,19528,0,0,0,752,18776,19528
New Jersey,2012,6838531,5691193,8864590,4548369,4316221,3556346,3282185,2887219,2803974,1051,21999,266,2451,2717,785,19548,20333,0,0,0,785,19548,20333
New Jersey,2011,6780274,5656091,8821155,4522404,4298751,3527273,3253001,2866666,2789425,1052,22590,270,2617,2887,782,19973,20755,0,0,0,782,19973,20755
New Jersey,2010,6739909,5623488,8801624,4519141,4282483,3509380,3230529,2853408,2770080,1107,23381,261,2580,2841,846,20801,21647,0,0,0,846,20801,21647
New Jersey,2009,6662880,5575807,8707740,4440517,4267223,3442797,3220083,2801694,2774113,1149,22966,270,2680,2950,879,20286,21165,NA,NA,NA,879,20286,21165
New Jersey,2008,6635601,5574997,8682661,4430714,4251947,3426778,3208823,2799079,2775918,1239,23596,313,2328,2641,926,21268,22194,NA,NA,NA,926,21268,22194
New Jersey,2007,6634776,5577116,8685920,4436132,4249788,3440254,3194522,2813043,2764073,1342,24012,279,2407,2686,1063,21605,22668,NA,NA,NA,1063,21605,22668
New Jersey,2006,6632707,5581945,8724560,4465756,4258804,3435497,3197210,2812620,2769325,1348,24206,262,2340,2602,1086,21866,22952,NA,NA,NA,1086,21866,22952
