state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,population_american_indian,population_female_american_indian,population_male_american_indian,population_adult_american_indian,population_female_adult_american_indian,population_male_adult_american_indian,population_aged_18_65_american_indian,population_female_aged_18_65_american_indian,population_male_aged_18_65_american_indian,population_asian,population_female_asian,population_male_asian,population_adult_asian,population_female_adult_asian,population_male_adult_asian,population_aged_18_65_asian,population_female_aged_18_65_asian,population_male_aged_18_65_asian,population_black,population_female_black,population_male_black,population_adult_black,population_female_adult_black,population_male_adult_black,population_aged_18_65_black,population_female_aged_18_65_black,population_male_aged_18_65_black,population_hispanic,population_female_hispanic,population_male_hispanic,population_adult_hispanic,population_female_adult_hispanic,population_male_adult_hispanic,population_aged_18_65_hispanic,population_female_aged_18_65_hispanic,population_male_aged_18_65_hispanic,population_other_or_unknown,population_female_other_or_unknown,population_male_other_or_unknown,population_adult_other_or_unknown,population_female_adult_other_or_unknown,population_male_adult_other_or_unknown,population_aged_18_65_other_or_unknown,population_female_aged_18_65_other_or_unknown,population_male_aged_18_65_other_or_unknown,population_white,population_female_white,population_male_white,population_adult_white,population_female_adult_white,population_male_adult_white,population_aged_18_65_white,population_female_aged_18_65_white,population_male_aged_18_65_white,american_indian_female,american_indian_male,american_indian_total,asian_female,asian_male,asian_total,black_female,black_male,black_total,hispanic_or_latino_female,hispanic_or_latino_male,hispanic_or_latino_total,other_or_unknown_race_female,other_or_unknown_race_male,other_or_unknown_race_total,white_female,white_male,white_total
Arizona,2016,5302751,4213082,6931071,3485977,3445094,2692704,2610047,2105715,2107367,272756,141586,131170,193372,101283,92089,171659,88378,83281,227172,118812,108360,183997,98247,85750,161828,84683,77145,285723,140825,144898,212073,103345,108728,189565,91272,98293,2145655,1065868,1079787,1430339,716139,714200,1297769,641878,655891,163835,78581,85254,91900,47168,44732,84476,43460,41016,3835930,1940305,1895625,3191070,1626522,1564548,2307785,1156044,1151741,330,1893,2223,21,154,175,380,5494,5874,1114,15721,16835,67,592,659,2081,14381,16462
Arizona,2015,5207988,4168956,6828065,3443088,3384977,2650327,2557661,2089687,2079269,276564,144803,131761,194494,104393,90101,173018,91350,81668,220233,119522,100711,179181,97531,81650,159731,85474,74257,279072,133998,145074,207326,99008,108318,186246,88013,98233,2098511,1047196,1051315,1393570,699648,693922,1270516,631192,639324,150769,75891,74878,80248,42305,37943,73493,38489,35004,3802916,1921678,1881238,3153169,1607442,1545727,2305952,1155169,1150783,341,1882,2223,22,148,170,368,5495,5863,1108,15905,17013,66,562,628,2074,14659,16733
Arizona,2014,5110238,4116568,6731484,3394063,3337421,2597140,2513098,2058224,2058344,266858,136100,130758,186501,97752,88749,166555,85919,80636,216212,118047,98165,167594,92564,75030,150011,81619,68392,271768,129085,142683,202353,96091,106262,181899,84296,97603,2056370,1026268,1030102,1353068,678649,674419,1236556,612824,623732,142055,71555,70500,77548,39331,38217,70368,35869,34499,3778221,1913008,1865213,3123174,1592753,1530421,2311179,1157697,1153482,341,1833,2174,22,154,176,331,5275,5606,1068,15807,16875,68,542,610,2128,14557,16685
Arizona,2013,5012262,4076719,6626624,3325355,3301269,2537010,2475252,2032479,2044240,256950,131706,125244,181101,93434,87667,162288,83006,79282,199418,106405,93013,159107,85250,73857,142100,74718,67382,265826,126635,139191,197379,92918,104461,180393,84134,96259,2004279,990850,1013429,1304723,651185,653538,1199639,594889,604750,148384,72529,75855,78842,39230,39612,70698,33787,36911,3751767,1897230,1854537,3091110,1574993,1516117,2321601,1161945,1159656,314,1747,2061,27,168,195,345,5070,5415,1009,15650,16659,51,488,539,2022,14123,16145
Arizona,2012,4933281,4039033,6553255,3293148,3260107,2501312,2431969,2011781,2027252,259655,130164,129491,179841,90882,88959,161477,79858,81619,196608,105219,91389,152646,83107,69539,136019,72846,63173,262555,124417,138138,188940,89057,99883,171269,78936,92333,1977233,981986,995247,1271778,635959,635819,1169447,577163,592284,125786,62993,62793,71555,37614,33941,65875,34584,31291,3731418,1888369,1843049,3068521,1564693,1503828,2334946,1168394,1166552,286,1707,1993,20,154,174,331,4969,5300,1023,15139,16162,27,459,486,1944,13936,15880
Arizona,2011,4859763,3998261,6482505,3255616,3226889,2463272,2396491,1995526,2002735,263506,135712,127794,182276,94924,87352,162858,83744,79114,186062,98931,87131,147990,80220,67770,133887,71193,62694,249473,119597,129876,178648,86356,92292,163059,76907,86152,1949762,968162,981600,1243177,621233,621944,1147680,568975,578705,119298,56926,62372,62226,29069,33157,58655,27750,30905,3714404,1876288,1838116,3045446,1551470,1493976,2332122,1166957,1165165,264,1709,1973,20,144,164,395,4970,5365,997,15314,16311,15,456,471,1857,13797,15654
Arizona,2010,4780890,3949826,6413737,3225572,3188165,2428720,2352170,1977479,1972347,262472,136552,125920,178687,94165,84522,161345,83784,77561,182603,94578,88025,143067,76349,66718,128308,67765,60543,248009,116619,131390,176763,84754,92009,162018,76315,85703,1908923,950864,958059,1200350,602601,597749,1107846,551511,556335,107810,53977,53833,55680,27839,27841,51427,25023,26404,3703920,1872982,1830938,3026343,1543012,1483331,2338882,1173081,1165801,296,1804,2100,24,119,143,412,4889,5301,1078,15537,16615,20,468,488,1856,13617,15473
Arizona,2009,4864637,4055964,6595778,3289459,3306319,2444189,2420448,2000403,2055561,257927,136026,121901,176665,94330,82335,159912,85016,74896,174519,91295,83224,134776,71784,62992,120832,63800,57032,236731,111255,125476,164200,75336,88864,149843,67681,82162,2031990,974161,1057829,1277677,607305,670372,1189620,557896,631724,125380,66654,58726,64310,36326,27984,59568,33357,26211,3769231,1910068,1859163,3047009,1559108,1487901,2376189,1192653,1183536,317,1788,2105,22,109,131,407,4949,5356,1075,15666,16741,11,439,450,1943,13783,15726
Arizona,2008,4776565,3977732,6500180,3241482,3258698,2405053,2371512,1963887,2013845,269670,140196,129474,181629,96430,85199,163049,85694,77355,157931,84028,73903,122941,66267,56674,111424,59278,52146,225118,105710,119408,153447,71880,81567,138130,62996,75134,1964625,939879,1024746,1221688,580981,640707,1135143,532279,602864,109971,55943,54028,55806,29509,26297,50295,26044,24251,3772865,1915726,1857139,3041054,1559986,1481068,2379691,1197596,1182095,302,1752,2054,23,97,120,416,4808,5224,1017,14838,15855,13,424,437,1991,13742,15733
Arizona,2007,4679389,3904469,6338755,3165953,3172802,2356012,2323377,1927419,1977050,267447,136130,131317,181105,93533,87572,164313,83760,80553,157809,83019,74790,121871,64709,57162,109424,57325,52099,212958,100808,112150,145417,67296,78121,131692,59762,71930,1893171,907055,986116,1187610,565092,622518,1105015,518719,586296,92690,48537,44153,45531,23727,21804,41855,21939,19916,3714680,1890404,1824276,2997855,1541655,1456200,2352170,1185914,1166256,267,1738,2005,22,81,103,403,4570,4973,911,13762,14673,12,431,443,1843,13668,15511
