state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,jurisdiction_housed_in_local_facility_female,jurisdiction_housed_in_local_facility_male,jurisdiction_housed_in_local_facility_total,jurisdiction_local_facilities_solely_to_ease_prison_crowding_female,jurisdiction_local_facilities_solely_to_ease_prison_crowding_male,jurisdiction_local_facilities_solely_to_ease_prison_crowding_total,jurisdiction_private_prison_female,jurisdiction_private_prison_in_state_female,jurisdiction_private_prison_in_state_male,jurisdiction_private_prison_in_state_total,jurisdiction_private_prison_male,jurisdiction_private_prison_out_of_state_female,jurisdiction_private_prison_out_of_state_male,jurisdiction_private_prison_out_of_state_total,jurisdiction_private_prison_total,jurisdiction_public_prison_female,jurisdiction_public_prison_male,jurisdiction_public_prison_total,jurisdiction_unsentenced_female,jurisdiction_unsentenced_male,jurisdiction_unsentenced_total,total_under_jurisdiction_female,total_under_jurisdiction_male,total_under_jurisdiction_total
Wisconsin,2016,4496677,3640290,5778709,2913469,2865240,2281680,2214997,1810885,1829405,0,187,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,624,666,1488,21889,23377
Wisconsin,2015,4483634,3647735,5771337,2901568,2869769,2279216,2204418,1813642,1834093,0,27,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,615,655,1408,21567,22975
Wisconsin,2014,4460654,3647869,5757564,2899987,2857577,2265819,2194835,1813195,1834674,0,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,605,644,1378,21219,22597
Wisconsin,2013,4436203,3652613,5742713,2892365,2850348,2255128,2181075,1816228,1836385,2,9,11,NA,NA,NA,0,0,0,0,0,0,0,0,0,1239,21232,22471,37,604,641,1239,21232,22471
Wisconsin,2012,4407810,3650452,5726398,2885603,2840795,2246394,2161416,1819143,1831309,4,66,70,NA,NA,NA,2,0,13,13,16,2,3,5,18,1223,21359,22582,35,610,645,1225,21375,22600
Wisconsin,2011,4388161,3648386,5711767,2880068,2831699,2233746,2154415,1813504,1834882,5,144,149,NA,NA,NA,2,0,13,13,34,2,21,23,36,1183,21438,22621,44,569,613,1185,21472,22657
Wisconsin,2010,4356545,3630499,5691047,2866563,2824484,2215358,2141187,1802347,1828152,3,540,543,NA,NA,NA,2,0,20,20,48,2,28,30,50,1262,21417,22679,46,616,662,1264,21465,22729
Wisconsin,2009,4349655,3639239,5654774,2836775,2817999,2205459,2144196,1797872,1841367,3,700,703,NA,NA,NA,3,0,5,5,14,3,9,12,17,1303,21845,23148,46,659,705,1306,21859,23165
Wisconsin,2008,4320323,3625551,5627968,2830018,2797950,2188216,2132107,1789782,1835769,7,936,943,NA,NA,NA,5,0,11,11,41,5,30,35,46,1352,21981,23333,73,848,921,1357,22022,23379
Wisconsin,2007,4282787,3586688,5601640,2817547,2784093,2180917,2101870,1773615,1813073,13,702,715,NA,NA,NA,0,0,23,23,23,0,0,0,23,1527,22193,23720,116,1318,1434,1527,22216,23743
Wisconsin,2006,4230524,3544756,5556506,2797812,2758694,2151061,2079463,1750809,1793947,12,665,677,NA,NA,NA,0,0,3,3,3,0,0,0,3,1424,21988,23412,67,725,792,1424,21991,23415
Wisconsin,2005,4093256,3461466,5401740,2740358,2661382,2095112,1998144,1734934,1726532,17,577,594,NA,NA,NA,0,0,0,0,0,0,0,0,0,1349,21348,22697,45,716,761,1349,21348,22697
Wisconsin,2004,4050130,3427031,5353642,2706291,2647351,2070872,1979258,1715077,1711954,14,608,622,NA,NA,NA,0,0,11,11,79,0,68,68,79,1387,21493,22880,56,700,756,1387,21572,22959
Wisconsin,2003,3989998,3369554,5313443,2694462,2618981,2040633,1949365,1685893,1683661,11,250,261,NA,NA,NA,2,2,15,17,1905,0,1890,1890,1907,1403,19294,20697,62,465,527,1405,21199,22604
Wisconsin,2002,3970259,3352244,5294592,2669242,2625350,2028019,1942240,1672565,1679679,6,261,267,NA,NA,NA,0,0,7,7,3463,0,3456,3456,3463,1356,17294,18650,22,427,449,1356,20757,22113
Wisconsin,2001,3952080,3338654,5247393,2658283,2589110,2026943,1925137,1673541,1665113,12,398,410,NA,NA,NA,0,0,2,2,3429,0,3427,3427,3429,1303,16763,18066,15,429,444,1303,20192,21495
Wisconsin,2000,3864150,3265111,5242190,2685321,2556869,1978908,1885242,1628646,1636465,142,258,400,NA,NA,NA,2,2,25,27,4347,0,4322,4322,4349,1365,15040,16405,8,385,393,1367,19387,20754
Wisconsin,1999,3837410.3,3237283.8,5206115.1,2666003.1,2540112,1967790.6,1869619.7,1616083.6,1621200.2,79,972,1051,63,843,906,131,4,120,124,3290,127,3170,3297,3421,1252,15717,16969,10,279,289,1383,19007,20390
Wisconsin,1998,3810670.6,3209456.6,5170040.2,2646685.2,2523355,1956673.2,1853997.4,1603521.2,1605935.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,397,410,1168,17235,18403
Wisconsin,1997,3783930.9,3181629.4,5133965.3,2627367.3,2506598,1945555.8,1838375.1,1590958.8,1590670.6,NA,NA,NA,18,276,294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,483,555,988,15292,16280
Wisconsin,1996,3757191.2,3153802.2,5097890.4,2608049.4,2489841,1934438.4,1822752.8,1578396.4,1575405.8,NA,NA,NA,12,326,338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,610,623,645,12346,12991
Wisconsin,1995,3730451.5,3125975,5061815.5,2588731.5,2473084,1923321,1807130.5,1565834,1560141,NA,NA,NA,15,339,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,805,842,502,10697,11199
Wisconsin,1994,3703711.8,3098147.8,5025740.6,2569413.6,2456327,1912203.6,1791508.2,1553271.6,1544876.2,NA,NA,NA,55,322,377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,447,479,412,9610,10022
Wisconsin,1993,3676972.1,3070320.6,4989665.7,2550095.7,2439570,1901086.2,1775885.9,1540709.2,1529611.4,NA,NA,NA,48,262,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,294,333,387,8394,8781
Wisconsin,1992,3650232.4,3042493.4,4953590.8,2530777.8,2422813,1889968.8,1760263.6,1528146.8,1514346.6,NA,NA,NA,15,223,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,166,179,336,7855,8191
Wisconsin,1991,3623492.7,3014666.2,4917515.9,2511459.9,2406056,1878851.4,1744641.3,1515584.4,1499081.8,NA,NA,NA,10,68,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,348,7506,7854
Wisconsin,1990,3596753,2986839,4881441,2492142,2389299,1867734,1729019,1503022,1483817,NA,NA,NA,20,78,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,348,7117,7465
Wisconsin,1989,3571537.7,2970289.1,4864818.9,2483763.8,2381055.1,1854886.6,1716651.1,1495921.8,1474367.3,NA,NA,NA,0,73,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303,6485,6788
Wisconsin,1988,3546322.4,2953739.2,4848196.8,2475385.6,2372811.2,1842039.2,1704283.2,1488821.6,1464917.6,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282,6071,6353
Wisconsin,1987,3521107.1,2937189.3,4831574.7,2467007.4,2364567.3,1829191.8,1691915.3,1481721.4,1455467.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299,5844,6143
