state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_release_female,awol_release_male,awol_release_total,conditional_release_probations_female,conditional_release_probations_male,conditional_release_probations_total,discretionary_parole_female,discretionary_parole_male,discretionary_parole_total,escape_from_confinement_female,escape_from_confinement_male,escape_from_confinement_total,other_conditional_release_female,other_conditional_release_male,other_conditional_release_total,other_unconditional_release_female,other_unconditional_release_male,other_unconditional_release_total,release_to_appeal_or_bond_female,release_to_appeal_or_bond_male,release_to_appeal_or_bond_total,supervised_mandatory_release_female,supervised_mandatory_release_male,supervised_mandatory_release_total,total_releases_female,total_releases_male,total_releases_total,transfers_to_other_jurisdictions_female,transfers_to_other_jurisdictions_male,transfers_to_other_jurisdictions_total,unconditional_release_commutations_female,unconditional_release_commutations_male,unconditional_release_commutations_total,unconditional_release_expirations_of_sentence_female,unconditional_release_expirations_of_sentence_male,unconditional_release_expirations_of_sentence_total
South Dakota,2016,651552,525029,865454,429531,435923,325959,325593,256451,268578,3,8,11,0,0,0,424,1598,2022,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,521,2324,2845,0,0,0,0,2,2,30,271,301
South Dakota,2015,648913,524081,858469,426408,432061,325543,323370,257109,266972,0,0,0,0,0,0,364,1468,1832,1,17,18,0,0,0,0,0,0,0,2,2,0,0,0,473,2291,2764,0,0,0,1,2,3,27,296,323
South Dakota,2014,643681,525862,853175,424313,428862,323473,320208,258844,267018,0,0,0,0,0,0,315,1333,1648,1,10,11,0,0,0,0,0,0,0,1,1,0,0,0,398,2031,2429,0,5,5,0,3,3,32,268,300
South Dakota,2013,638895,523869,844877,420653,424224,319557,319338,255492,268377,2,15,17,0,0,0,0,0,0,0,0,0,268,1276,1544,0,0,0,0,2,2,0,0,0,302,1536,1838,0,1,1,0,0,0,31,237,268
South Dakota,2012,629217,519632,833354,416505,416849,316424,312793,254924,264708,1,9,10,0,0,0,0,0,0,0,0,0,279,1299,1578,0,0,0,0,0,0,1,27,28,322,1648,1970,0,1,1,0,0,0,41,304,345
South Dakota,2011,621205,508329,824082,414507,409575,313945,307260,249760,258569,3,9,12,0,0,0,0,0,0,0,0,0,352,1970,2322,0,0,0,0,3,3,10,49,59,420,2326,2746,0,2,2,0,0,0,55,282,337
South Dakota,2010,612049,501697,816463,406414,410049,307589,304460,245205,256492,0,7,7,0,0,0,0,0,0,0,0,0,312,2088,2400,0,0,0,0,2,2,9,69,78,384,2485,2869,1,4,5,0,0,0,62,307,369
South Dakota,2009,612948,502267,812383,409608,402775,311579,301369,249197,253070,0,8,8,NA,NA,NA,NA,NA,NA,0,0,0,378,2303,2681,NA,NA,NA,0,1,1,4,49,53,428,2661,3089,0,2,2,NA,NA,NA,46,294,340
South Dakota,2008,602665,493981,804194,402611,401583,306294,296371,243857,250124,0,2,2,NA,NA,NA,NA,NA,NA,1,4,5,365,2289,2654,NA,NA,NA,0,3,3,16,74,90,440,2670,3110,0,1,1,NA,NA,NA,58,291,349
South Dakota,2007,601498,490590,796215,398157,398058,301612,299886,238556,252034,2,7,9,NA,NA,NA,NA,NA,NA,0,0,0,369,2422,2791,NA,NA,NA,1,5,6,13,69,82,439,2832,3271,0,3,3,NA,NA,NA,54,317,371
