state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_returns_with_or_without_new_sentences_female,awol_returns_with_or_without_new_sentences_male,awol_returns_with_or_without_new_sentences_total,escapee_returns_with_or_without_new_sentences_female,escapee_returns_with_or_without_new_sentences_male,escapee_returns_with_or_without_new_sentences_total,new_court_commitments_female,new_court_commitments_male,new_court_commitments_total,other_admissions_female,other_admissions_male,other_admissions_total,other_conditional_release_violators_admitted_with_new_sentence_female,other_conditional_release_violators_admitted_with_new_sentence_male,other_conditional_release_violators_admitted_with_new_sentence_total,other_conditional_release_violators_admitted_without_new_sentence_female,other_conditional_release_violators_admitted_without_new_sentence_male,other_conditional_release_violators_admitted_without_new_sentence_total,parole_violators_with_new_sentence_female,parole_violators_with_new_sentence_male,parole_violators_with_new_sentence_total,parole_violators_without_new_sentence_female,parole_violators_without_new_sentence_male,parole_violators_without_new_sentence_total,returns_from_appeal_or_bond_female,returns_from_appeal_or_bond_male,returns_from_appeal_or_bond_total,total_admissions_female,total_admissions_male,total_admissions_total,transfers_admitted_from_other_jurisdictions_female,transfers_admitted_from_other_jurisdictions_male,transfers_admitted_from_other_jurisdictions_total
Florida,2016,16469863,12643937,20612439,10539818,10072621,8519783,7950080,6407821,6236116,0,0,0,0,1,1,3460,24776,28236,0,2,2,2,95,97,0,0,0,0,2,2,0,0,0,74,627,701,3536,25517,29053,0,14,14
Florida,2015,16169195,12477531,20271272,10382856,9888416,8367041,7802154,6331651,6145880,0,0,0,0,7,7,3530,26137,29667,0,2,2,2,99,101,0,0,0,0,5,5,0,0,0,62,594,656,3594,26857,30451,0,13,13
Florida,2014,15841290,12295546,19893297,10168487,9724810,8192489,7648801,6233737,6061809,0,0,0,0,11,11,3833,27151,30984,0,0,0,3,109,112,0,0,0,0,2,2,0,0,0,98,818,916,3934,28107,32041,0,16,16
Florida,2013,15527750,12147079,19552860,9989240,9563620,8029986,7497764,6158702,5988377,0,0,0,0,9,9,3898,28475,32373,0,3,3,0,102,102,0,0,0,0,3,3,0,0,0,158,974,1132,4059,29582,33641,3,16,19
Florida,2012,15319646,12075844,19317568,9872388,9445180,7914287,7405359,6120609,5955235,0,0,0,0,9,9,3578,27551,31129,123,894,1017,0,115,115,0,0,0,0,4,4,0,0,0,0,0,0,3702,28586,32288,1,13,14
Florida,2011,15064805,11920860,19057542,9734516,9323026,7787443,7277362,6039605,5881255,0,0,0,0,8,8,3659,28699,32358,93,847,940,1,97,98,0,0,0,0,3,3,0,0,0,0,0,0,3756,29666,33422,3,12,15
Florida,2010,14844082,11770156,18843326,9632568,9210758,7681e3,7163082,5971996,5798160,0,0,0,0,14,14,3739,28247,31986,87,623,710,1,88,89,0,0,0,0,1,1,0,0,0,0,0,0,3828,28988,32816,NA,15,NA
Florida,2009,14481613,11469445,18537969,9428709,9109260,7448300,7033313,5751115,5718330,NA,NA,NA,2,11,13,4051,33100,37151,2,20,22,2,117,119,NA,NA,NA,0,2,2,NA,NA,NA,100,656,756,4157,33906,38063,NA,NA,NA
Florida,2008,14319373,11338333,18328340,9331646,8996694,7374758,6944615,5697257,5641076,NA,NA,NA,1,11,12,4558,35439,39997,6,12,18,3,109,112,0,0,0,1,3,4,0,0,0,93,636,729,4662,36214,40876,0,4,4
Florida,2007,14226790,1131e4,18251243,9286018,8965225,7325100,6901690,5680476,5629524,NA,NA,NA,0,8,8,3539,28714,32253,36,1005,1041,0,62,62,5,163,168,0,3,3,0,13,13,1,11,12,3583,30012,33595,2,33,35
Florida,2006,14078580,11225111,18089889,9215642,8874247,7265570,6813010,5641206,5583905,NA,NA,NA,1,18,19,4130,32025,36155,3,3,6,6,125,131,NA,NA,NA,0,2,2,0,1,1,NA,NA,NA,4141,32194,36335,1,20,21
Florida,2005,13332515,10626339,17363653,8878880,8484773,6921363,6411152,5405674,5220665,0,0,0,11,88,99,3745,29362,33107,998,11930,12928,30,320,350,NA,NA,NA,NA,1,NA,5,140,145,NA,NA,NA,4789,41852,46641,NA,11,NA
Florida,2004,13008222,10350413,16957665,8716875,8240790,6778774,6229448,5290302,5060111,0,0,0,5,100,105,3296,27003,30299,803,6894,7697,5,186,191,84,1994,2078,0,5,5,3,96,99,2,15,17,4200,36371,40571,2,78,80
Florida,2003,12737441,10120019,16667245,8581299,8085946,6643544,6093897,5180173,4939846,0,0,0,4,69,73,3048,26648,29696,676,7073,7749,3,209,212,64,1679,1743,0,8,8,1,82,83,4,5,9,3803,35846,39649,3,73,76
Florida,2002,12453721,9883800,16342243,8411951,7930292,6517175,5936546,5070279,4813521,0,0,0,4,62,66,2632,23925,26557,697,7153,7850,4,268,272,63,1649,1712,0,7,7,2,79,81,1,20,21,3408,33230,36638,5,67,72
Florida,2001,12196801,9615245,16017780,8247388,7770392,6400800,5796001,4939562,4675683,0,0,0,3,73,76,2405,22513,24918,743,7288,8031,7,326,333,72,1613,1685,0,8,8,1,75,76,3,10,13,3239,31966,35205,5,60,65
Florida,2000,11994570,9397345,15587105,8020973,7566132,6267199,5727371,4805192,4592153,0,0,0,7,83,90,2354,22772,25126,717,7618,8335,10,347,357,61,1682,1743,0,9,9,5,98,103,0,10,10,3157,32692,35849,3,73,76
Florida,1999,11800885.1,9242397.2,15320684.8,7886769.4,7433915.4,6168487.4,5632397.7,4724993.5,4517403.7,NA,NA,NA,11,127,138,2062,21747,23809,467,5694,6161,8,402,410,68,1659,1727,0,9,9,1,90,91,2,16,18,2623,29820,32443,4,76,80
Florida,1998,11607200.2,9087449.4,15054264.6,7752565.8,7301698.8,6069775.8,5537424.4,4644795,4442654.4,NA,NA,NA,NA,NA,NA,1773,20164,21937,90,904,994,24,509,533,65,1638,1703,0,8,8,1,117,118,0,15,15,1967,23557,25524,4,45,49
Florida,1997,11413515.3,8932501.6,14787844.4,7618362.2,7169482.2,5971064.2,5442451.1,4564596.5,4367905.1,NA,NA,NA,NA,NA,NA,1791,19789,21580,36,617,653,9,439,448,161,2413,2574,0,6,6,6,107,113,2,11,13,2021,23667,25688,2,97,99
Florida,1996,11219830.4,8777553.8,14521424.2,7484158.6,7037265.6,5872352.6,5347477.8,4484398,4293155.8,NA,NA,NA,NA,NA,NA,1550,18422,19972,6,250,256,53,731,784,185,2632,2817,0,12,12,0,109,109,NA,NA,NA,1854,22355,24209,1,14,15
Florida,1995,11026145.5,8622606,14255004,7349955,6905049,5773641,5252504.5,4404199.5,4218406.5,NA,NA,NA,NA,NA,NA,1625,16951,18576,233,422,655,124,1617,1741,348,4545,4893,0,23,23,0,128,128,NA,NA,NA,2361,23974,26335,2,19,21
Florida,1994,10832460.6,8467658.2,13988583.8,7215751.4,6772832.4,5674929.4,5157531.2,4324001,4143657.2,NA,NA,NA,NA,NA,NA,2014,19174,21188,293,634,927,159,2142,2301,334,4652,4986,1,18,19,6,111,117,NA,NA,NA,2831,27066,29897,3,17,20
Florida,1993,10638775.7,8312710.4,13722163.6,7081547.8,6640615.8,5576217.8,5062557.9,4243802.5,4068907.9,NA,NA,NA,NA,NA,NA,2530,22766,25296,0,227,227,218,2208,2426,388,3493,3881,2,30,32,9,122,131,NA,NA,NA,3152,29117,32269,0,23,23
