state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,custody_including_private_facilities_female,custody_including_private_facilities_male,custody_private_prison_female,custody_private_prison_male,custody_private_prison_total,custody_public_prisons_female,custody_public_prisons_male,custody_public_prisons_total,custody_unsentenced_female,custody_unsentenced_male,custody_unsentenced_total,total_under_custody_female,total_under_custody_male,total_under_custody_total
North Carolina,2002,6002367,5134862,8063874,4128724,3935150,3121325,2881042,2607656,2527206,2085,30833,113,73,186,1972,30760,32732,25,247,272,2085,30833,32918
North Carolina,2001,5875491,5023771,7932350,4071390,3860960,3059353,2816138,2550425,2473346,1957,30246,117,74,191,1840,30172,32012,28,267,295,1957,30246,32203
North Carolina,2000,5803749,4958444,7792140,3986845,3805295,3025681,2778068,2514502,2443942,1802,29396,96,234,330,1706,29162,30868,16,230,246,1802,29396,31198
North Carolina,1999,5724399,4889409.6,7674145.8,3929027.1,3745118.7,2985627.6,2738771.4,2479780.5,2409629.1,1888,29190,115,1280,1395,1773,27910,29683,23,198,221,1773,27910,29683
North Carolina,1998,5645049,4820375.2,7556151.6,3871209.2,3684942.4,2945574.2,2699474.8,2445059,2375316.2,NA,NA,NA,NA,NA,NA,NA,NA,34,249,283,1849,28833,30682
North Carolina,1997,5565699,4751340.8,7438157.4,3813391.3,3624766.1,2905520.8,2660178.2,2410337.5,2341003.3,NA,NA,NA,NA,NA,NA,NA,NA,33,247,280,1778,29212,30990
North Carolina,1996,5486349,4682306.4,7320163.2,3755573.4,3564589.8,2865467.4,2620881.6,2375616,2306690.4,NA,NA,NA,NA,NA,NA,NA,NA,30,247,277,1795,26961,28756
North Carolina,1995,5406999,4613272,7202169,3697755.5,3504413.5,2825414,2581585,2340894.5,2272377.5,NA,NA,NA,NA,NA,NA,NA,NA,28,198,226,1666,25647,27313
North Carolina,1994,5327649,4544237.6,7084174.8,3639937.6,3444237.2,2785360.6,2542288.4,2306173,2238064.6,NA,NA,NA,NA,NA,NA,NA,NA,16,172,188,1199,22637,23836
North Carolina,1993,5248299,4475203.2,6966180.6,3582119.7,3384060.9,2745307.2,2502991.8,2271451.5,2203751.7,NA,NA,NA,NA,NA,NA,NA,NA,15,191,206,1135,20963,22098
North Carolina,1992,5168949,4406168.8,6848186.4,3524301.8,3323884.6,2705253.8,2463695.2,2236730,2169438.8,NA,NA,NA,NA,NA,NA,NA,NA,29,179,208,979,19683,20662
North Carolina,1991,5089599,4337134.4,6730192.2,3466483.9,3263708.3,2665200.4,2424398.6,2202008.5,2135125.9,NA,NA,NA,NA,NA,NA,NA,NA,25,188,213,1046,18070,19116
North Carolina,1990,5010249,4268100,6612198,3408666,3203532,2625147,2385102,2167287,2100813,NA,NA,NA,NA,NA,NA,NA,NA,20,188,208,965,17654,18619
North Carolina,1989,4931738.1,4208532,6541154.2,3372245.4,3168908.8,2584898.3,2346839.8,2138796.3,2069735.7,NA,NA,NA,NA,NA,NA,NA,NA,39,172,211,882,16783,17665
North Carolina,1988,4853227.2,4148964,6470110.4,3335824.8,3134285.6,2544649.6,2308577.6,2110305.6,2038658.4,NA,NA,NA,NA,NA,NA,NA,NA,24,190,214,807,16485,17292
North Carolina,1987,4774716.3,4089396,6399066.6,3299404.2,3099662.4,2504400.9,2270315.4,2081814.9,2007581.1,NA,NA,NA,NA,NA,NA,NA,NA,12,174,186,820,16584,17404
North Carolina,1986,4696205.4,4029828,6328022.8,3262983.6,3065039.2,2464152.2,2232053.2,2053324.2,1976503.8,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,759,16868,17627
North Carolina,1985,4617694.5,3970260,6256979,3226563,3030416,2423903.5,2193791,2024833.5,1945426.5,NA,NA,NA,NA,NA,NA,NA,NA,12,145,157,759,16742,17501
North Carolina,1984,4539183.6,3910692,6185935.2,3190142.4,2995792.8,2383654.8,2155528.8,1996342.8,1914349.2,NA,NA,NA,NA,NA,NA,NA,NA,5,93,98,707,15762,16469
North Carolina,1983,4460672.7,3851124,6114891.4,3153721.8,2961169.6,2343406.1,2117266.6,1967852.1,1883271.9,NA,NA,NA,NA,NA,NA,NA,NA,12,78,90,601,14884,15485
North Carolina,1982,4382161.8,3791556,6043847.6,3117301.2,2926546.4,2303157.4,2079004.4,1939361.4,1852194.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,16660
North Carolina,1981,4303650.9,3731988,5972803.8,3080880.6,2891923.2,2262908.7,2040742.2,1910870.7,1821117.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,15786
North Carolina,1980,4225140,3672420,5901760,3044460,2857300,2222660,2002480,1882380,1790040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,15615
North Carolina,1979,4132806,3596878,5821134,3000774,2820360,2173154,1959652,1844452,1752426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,14335
North Carolina,1978,4040472,3521336,5740508,2957088,2783420,2123648,1916824,1806524,1714812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,13350
