state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_returns_with_or_without_new_sentences_female,awol_returns_with_or_without_new_sentences_male,awol_returns_with_or_without_new_sentences_total,escapee_returns_with_or_without_new_sentences_female,escapee_returns_with_or_without_new_sentences_male,escapee_returns_with_or_without_new_sentences_total,new_court_commitments_female,new_court_commitments_male,new_court_commitments_total,other_admissions_female,other_admissions_male,other_admissions_total,other_conditional_release_violators_admitted_with_new_sentence_female,other_conditional_release_violators_admitted_with_new_sentence_male,other_conditional_release_violators_admitted_with_new_sentence_total,other_conditional_release_violators_admitted_without_new_sentence_female,other_conditional_release_violators_admitted_without_new_sentence_male,other_conditional_release_violators_admitted_without_new_sentence_total,parole_violators_with_new_sentence_female,parole_violators_with_new_sentence_male,parole_violators_with_new_sentence_total,parole_violators_without_new_sentence_female,parole_violators_without_new_sentence_male,parole_violators_without_new_sentence_total,returns_from_appeal_or_bond_female,returns_from_appeal_or_bond_male,returns_from_appeal_or_bond_total,total_admissions_female,total_admissions_male,total_admissions_total,transfers_admitted_from_other_jurisdictions_female,transfers_admitted_from_other_jurisdictions_male,transfers_admitted_from_other_jurisdictions_total
Washington,2016,5663243,4662065,7288e3,3651901,3636099,2857203,2806040,2308182,2353883,0,0,0,7,53,60,981,6375,7356,0,0,0,0,185,185,1888,15558,17446,0,0,0,2,61,63,1,4,5,2879,22236,25115,0,0,0
Washington,2015,5558571,4603853,7170351,3587267,3583084,2798430,2760141,2276053,2327800,0,0,0,10,42,52,926,6563,7489,0,0,0,1,39,40,1547,12696,14243,0,1,1,0,50,50,1,0,1,2485,19391,21876,0,0,0
Washington,2014,5460989,4551069,7061530,3529518,3532012,2753219,2707770,2253081,2297988,0,0,0,0,36,36,885,6757,7642,0,0,0,1,35,36,1360,11727,13087,0,1,1,0,29,29,1,1,2,2247,18586,20833,0,0,0
Washington,2013,5378895,4508105,6971406,3487837,3483569,2708948,2669947,2229008,2279097,0,0,0,4,37,41,1010,7096,8106,0,0,0,1,16,17,1376,11878,13254,0,6,6,1,37,38,0,5,5,2392,19075,21467,0,0,0
Washington,2012,5316558,4488323,6897012,3458480,3438532,2686241,2630317,2233072,2255251,0,0,0,3,24,27,902,6720,7622,0,0,0,3,55,58,1078,9429,10507,0,1,1,0,39,39,0,5,5,1986,16273,18259,0,0,0
Washington,2011,5252763,4455487,6830038,3424895,3405143,2653627,2599136,2213952,2241535,0,0,0,2,28,30,881,6487,7368,0,0,0,6,122,128,792,8020,8812,0,0,0,1,19,20,1,6,7,1683,14682,16365,0,0,0
Washington,2010,5162367,4392734,6744496,3385247,3359249,2615256,2547111,2184628,2208106,0,0,0,1,26,27,825,6417,7242,0,0,0,9,152,161,952,8691,9643,0,0,0,1,27,28,1,9,10,1789,15322,17111,NA,0,NA
Washington,2009,5093031,4352845,6664195,3339270,3324925,2574991,2518040,2159660,2193185,NA,NA,NA,3,31,34,886,6793,7679,0,0,0,9,56,65,994,8324,9318,0,1,1,0,2,2,2,7,9,1894,15214,17108,NA,NA,NA
Washington,2008,5001714,4279436,6549224,3281759,3267465,2518254,2483460,2111050,2168386,NA,NA,NA,5,20,25,987,6931,7918,0,0,0,10,84,94,779,6262,7041,0,0,0,1,8,9,1,7,8,1783,13312,15095,NA,NA,NA
Washington,2007,4930120,4231658,6468424,3240820,3227604,2494650,2435470,2101864,2129794,NA,NA,NA,2,46,48,1094,7078,8172,0,0,0,2,98,100,969,7221,8190,0,0,0,0,8,8,2,6,8,2069,14457,16526,NA,NA,NA
