state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_release_female,awol_release_male,awol_release_total,conditional_release_probations_female,conditional_release_probations_male,conditional_release_probations_total,discretionary_parole_female,discretionary_parole_male,discretionary_parole_total,escape_from_confinement_female,escape_from_confinement_male,escape_from_confinement_total,other_conditional_release_female,other_conditional_release_male,other_conditional_release_total,other_unconditional_release_female,other_unconditional_release_male,other_unconditional_release_total,release_to_appeal_or_bond_female,release_to_appeal_or_bond_male,release_to_appeal_or_bond_total,supervised_mandatory_release_female,supervised_mandatory_release_male,supervised_mandatory_release_total,total_releases_female,total_releases_male,total_releases_total,transfers_to_other_jurisdictions_female,transfers_to_other_jurisdictions_male,transfers_to_other_jurisdictions_total,unconditional_release_commutations_female,unconditional_release_commutations_male,unconditional_release_commutations_total,unconditional_release_expirations_of_sentence_female,unconditional_release_expirations_of_sentence_male,unconditional_release_expirations_of_sentence_total
Tennessee,2016,5148517,4183750,6651194,3407234,3243960,2677859,2470658,2136097,2047653,0,1,1,804,3009,3813,438,2892,3330,0,0,0,297,777,1074,0,0,0,0,0,0,0,0,0,2308,11377,13685,23,153,176,0,0,0,744,4445,5189
Tennessee,2015,5107242,4167751,6600299,3384403,3215896,2653185,2454057,2125461,2042290,0,1,1,769,3185,3954,578,3465,4043,0,0,0,302,817,1119,0,0,0,0,0,0,0,0,0,2419,12281,14700,23,188,211,0,0,0,745,4533,5278
Tennessee,2014,5055916,4148978,6549352,3358123,3191229,2628449,2427467,2120344,2028634,1,1,2,970,3669,4639,666,3846,4512,0,0,0,361,988,1349,0,0,0,0,0,0,0,0,0,2661,13108,15769,20,191,211,0,0,0,638,4336,4974
Tennessee,2013,5003829,4130937,6495978,3319592,3176386,2595951,2407878,2103298,2027639,0,0,0,983,3806,4789,728,4439,5167,0,3,3,322,955,1277,0,0,0,0,0,0,0,0,0,2673,13909,16582,16,215,231,0,0,0,624,4410,5034
Tennessee,2012,4964231,4120756,6456243,3310883,3145360,2581330,2382901,2099108,2021648,0,0,0,981,3627,4608,743,4559,5302,0,5,5,282,805,1087,0,0,0,0,0,0,0,0,0,2614,13549,16163,27,176,203,0,0,0,572,4306,4878
Tennessee,2011,4913801,4096470,6403353,3283234,3120119,2554260,2359541,2084724,2011746,0,0,0,788,3738,4526,646,3876,4522,0,8,8,288,877,1165,0,0,0,0,0,0,0,0,0,2244,12928,15172,17,186,203,0,0,0,503,4195,4698
Tennessee,2010,4857780,4052305,6356897,3264746,3092151,2530442,2327338,2067100,1985205,0,0,0,700,3592,4292,594,3995,4589,0,7,7,277,915,1192,0,0,0,0,0,0,0,0,0,2045,12924,14969,16,211,227,0,0,0,457,4142,4599
Tennessee,2009,4806513,4029150,6296254,3221660,3074594,2500155,2306358,2049940,1979210,NA,NA,NA,783,3825,4608,657,4389,5046,0,11,11,212,809,1021,NA,NA,NA,NA,NA,NA,NA,NA,NA,2220,13751,15971,17,181,198,0,0,0,549,4478,5027
Tennessee,2008,4746414,3993007,6214888,3188226,3026662,2470444,2275970,2026138,1966869,NA,NA,NA,839,4106,4945,518,3550,4068,1,3,4,238,878,1116,NA,NA,NA,NA,NA,NA,NA,NA,NA,2179,13442,15621,25,178,203,0,0,0,556,4666,5222
Tennessee,2007,4692049,3957214,6156719,3149566,3007153,2439462,2252587,2008003,1949211,NA,NA,NA,834,3902,4736,554,3936,4490,0,6,6,271,969,1240,NA,NA,NA,NA,NA,NA,NA,NA,NA,2251,13466,15717,18,156,174,0,0,0,573,4443,5016
