state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,population_american_indian,population_female_american_indian,population_male_american_indian,population_adult_american_indian,population_female_adult_american_indian,population_male_adult_american_indian,population_aged_18_65_american_indian,population_female_aged_18_65_american_indian,population_male_aged_18_65_american_indian,population_asian,population_female_asian,population_male_asian,population_adult_asian,population_female_adult_asian,population_male_adult_asian,population_aged_18_65_asian,population_female_aged_18_65_asian,population_male_aged_18_65_asian,population_black,population_female_black,population_male_black,population_adult_black,population_female_adult_black,population_male_adult_black,population_aged_18_65_black,population_female_aged_18_65_black,population_male_aged_18_65_black,population_hispanic,population_female_hispanic,population_male_hispanic,population_adult_hispanic,population_female_adult_hispanic,population_male_adult_hispanic,population_aged_18_65_hispanic,population_female_aged_18_65_hispanic,population_male_aged_18_65_hispanic,population_other_or_unknown,population_female_other_or_unknown,population_male_other_or_unknown,population_adult_other_or_unknown,population_female_adult_other_or_unknown,population_male_adult_other_or_unknown,population_aged_18_65_other_or_unknown,population_female_aged_18_65_other_or_unknown,population_male_aged_18_65_other_or_unknown,population_white,population_female_white,population_male_white,population_adult_white,population_female_adult_white,population_male_adult_white,population_aged_18_65_white,population_female_aged_18_65_white,population_male_aged_18_65_white,american_indian_female,american_indian_male,american_indian_total,asian_female,asian_male,asian_total,black_female,black_male,black_total,hispanic_or_latino_female,hispanic_or_latino_male,hispanic_or_latino_total,other_or_unknown_race_female,other_or_unknown_race_male,other_or_unknown_race_total,white_female,white_male,white_total
US Prison Total,2016,249576134,203914570,323127515,164066655,159060860,128188410,121387724,102604539,101310031,2116655,1071709,1044946,1554563,799931,754632,1348874,685677,663197,17806080,9377126,8428954,14272570,7643884,6628686,12310903,6524710,5786193,39808784,20776284,19032500,29890104,15908455,13981649,25881798,13499725,12382073,57389751,28428298,28961453,39091193,19495996,19595197,35483336,17433117,18050219,8519550,4288317,4231233,4768364,2473151,2295213,4341165,2228767,2112398,197486695,100124921,97361774,159999340,81866993,78132347,124548494,62232543,62315951,2954,19790,22744,1224,12413,13637,26596,569902,596498,14435,259039,273474,510,8228,8738,65348,521492,586840
US Prison Total,2015,247876467,203658037,321418821,163284489,158134332,127341903,120534564,102493471,101164566,2065003,1055895,1009108,1525381,790215,735166,1329737,680430,649307,17500206,9207951,8292255,14002244,7486580,6515664,12158076,6423615,5734461,39650251,20758540,18891711,29654620,15834228,13820392,25836183,13531219,12304964,56476777,27980897,28495880,38380691,19116751,19263940,34962384,17152082,17810302,8172629,4116583,4056046,4547692,2335067,2212625,4147303,2106904,2040399,197553955,100164623,97389332,159765839,81779062,77986777,125224354,62599221,62625133,2848,19994,22842,1234,12332,13566,27554,582338,609892,14397,254342,268739,483,8308,8791,64685,534559,599244
US Prison Total,2014,245365242,202656261,318857056,161968654,156888402,126104758,119260484,102044462,100611799,2084675,1065641,1019034,1521716,792328,729388,1338609,688570,650039,16916208,8891714,8024494,13484095,7204429,6279666,11771551,6228166,5543385,39302196,20574928,18727268,29276944,15645682,13631262,25635452,13438699,12196753,55250517,27323428,27927089,37371173,18598300,18772873,34158087,16753146,17404941,7862050,3959498,3902552,4327122,2232736,2094386,3945637,2009892,1935745,197441410,100153445,97287965,159384192,81631283,77752909,125806925,62925989,62880936,2930,19830,22760,1207,12110,13317,28587,600209,628796,14457,261405,275862,509,9070,9579,64883,542395,607278
US Prison Total,2013,242627222,201472079,316128839,160536555,155592284,124662628,117964594,101413903,100058176,2081234,1063489,1017745,1507559,780737,726822,1328628,682009,646619,16220790,8536487,7684303,12838265,6870186,5968079,11258383,5965057,5293326,38851242,20342316,18508926,28790820,15408031,13382789,25305257,13296291,12008966,53964235,26587086,27377149,36276429,17941726,18334703,33257265,16210981,17046284,7619580,3847765,3771815,4221402,2176841,2044561,3865362,1973568,1891794,197391758,100159412,97232346,158992747,81485107,77507640,126457184,63285997,63171187,2516,17094,19610,1197,11777,12974,28884,600123,629007,13691,261032,274723,445,9113,9558,61753,534515,596268
US Prison Total,2012,240281843,200704482,313914040,159499122,154414918,123537171,116744672,101062584,99641898,2096025,1068910,1027115,1527213,790218,736995,1361860,696775,665085,15809685,8339156,7470529,12463976,6672834,5791142,10987156,5829558,5157598,38535707,20169912,18365795,28398251,15182611,13215640,25062449,13150547,11911902,52932483,26102257,26830226,35387657,17532e3,17855657,32529515,15886212,16643303,7264406,3644881,3619525,3994396,2054943,1939453,3658641,1864593,1794048,197275734,100174006,97101728,158510350,81304565,77205785,127104861,63634899,63469962,2561,18211,20772,1227,11919,13146,29394,605355,634749,13453,261023,274476,321,7167,7488,59863,533731,593594
US Prison Total,2011,237741224,199183795,311591919,158343931,153247988,122292155,115449069,100294192,98889603,2076934,1059745,1017189,1495966,777987,717979,1335292,686370,648922,15318031,8041498,7276533,12016952,6414053,5602899,10630295,5615707,5014588,38203e3,19970475,18232525,28001559,14986792,13014767,24753507,12997063,11756444,51927158,25591481,26335677,34540915,17078745,17462170,31842155,15513324,16328831,6968133,3541583,3426550,3770761,1958613,1812148,3452791,1781084,1671707,197098663,100139149,96959514,157915071,81075965,76839106,127169755,63700644,63469111,2588,18901,21489,1483,12627,14110,31995,630651,662646,10334,204376,214710,293,7501,7794,64394,608885,673279
US Prison Total,2010,235217323,197483605,309349689,157294247,152055442,121118991,114098332,99534753,97948852,2075440,1056686,1018754,1500245,775573,724672,1347627,690754,656873,15019346,7876662,7142684,11712340,6243202,5469138,10403835,5495763,4908072,37936978,19894006,18042972,27532604,14790546,12742058,24394924,12862163,11532761,50729570,25007020,25722550,33548035,16621290,16926745,30965598,15116689,15848909,6656907,3373052,3283855,3629854,1881809,1748045,3316614,1701522,1615092,196931448,100086821,96844627,157294245,80806571,76487674,127055007,63667862,63387145,2680,18891,21571,1441,12389,13830,33721,635808,669529,10733,207808,218541,358,8063,8421,63450,603827,667277
US Prison Total,2009,232534305,195670932,307006556,155633206,151373350,119308257,113226048,97987630,97683302,1967833,1010277,957556,1427958,743427,684531,1282925,661761,621164,14022191,7275247,6746944,10877175,5730667,5146508,9627430,5013091,4614339,37178119,19468488,17709631,26959071,14442791,12516280,23912129,12558942,11353187,48348144,23367896,24980248,31653925,15236093,16417832,29158583,13798022,15360561,6163024,3111146,3051878,3336764,1722381,1614383,3059371,1560495,1498876,199327245,101400152,97927093,158279412,81432898,76846514,128630494,64395319,64235175,2531,18532,21063,1497,12690,14187,35038,644219,679257,10867,207097,217964,387,8356,8743,62819,603761,666580
US Prison Total,2008,230169098,194129070,304059728,154196371,149863357,118134588,112034510,97219551,96909519,2001987,1028280,973707,1458882,766467,692415,1310780,679806,630974,13626258,7049787,6576471,10626465,5572036,5054429,9419546,4878738,4540808,36774337,19243733,17530604,26525609,14235356,12290253,23569076,12400641,11168435,46822476,22608367,24214109,30820211,14823204,15997007,28395750,13430390,14965360,5871011,2984372,2886639,3177101,1644011,1533090,2924300,1496339,1427961,198963659,101281832,97681827,157560830,81093514,76467316,128509618,64333637,64175981,2367,18128,20495,1417,12342,13759,35943,642330,678273,10699,201158,211857,424,9645,10069,61674,599245,660919
US Prison Total,2007,227708235,192389832,301621159,152982213,148638946,116919183,110789052,96365402,96024430,2021731,1043852,977879,1463005,764727,698278,1316772,682629,634143,13505104,7013890,6491214,10514726,5530347,4984379,9366825,4871912,4494913,36624935,19181809,17443126,26059539,13989846,12069693,23161404,12192477,10968927,45378596,21923688,23454908,30046610,14437453,15609157,27749263,13102303,14646960,5496266,2757396,2738870,2985033,1544027,1441006,2750066,1406166,1343900,198594527,101061578,97532949,156639322,80652783,75986539,128045502,64109915,63935587,2342,18092,20434,1388,12349,13737,36837,638932,675769,10980,205474,216454,427,9318,9745,61941,591748,653689
