state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_returns_with_or_without_new_sentences_female,awol_returns_with_or_without_new_sentences_male,awol_returns_with_or_without_new_sentences_total,escapee_returns_with_or_without_new_sentences_female,escapee_returns_with_or_without_new_sentences_male,escapee_returns_with_or_without_new_sentences_total,new_court_commitments_female,new_court_commitments_male,new_court_commitments_total,other_admissions_female,other_admissions_male,other_admissions_total,other_conditional_release_violators_admitted_with_new_sentence_female,other_conditional_release_violators_admitted_with_new_sentence_male,other_conditional_release_violators_admitted_with_new_sentence_total,other_conditional_release_violators_admitted_without_new_sentence_female,other_conditional_release_violators_admitted_without_new_sentence_male,other_conditional_release_violators_admitted_without_new_sentence_total,parole_violators_with_new_sentence_female,parole_violators_with_new_sentence_male,parole_violators_with_new_sentence_total,parole_violators_without_new_sentence_female,parole_violators_without_new_sentence_male,parole_violators_without_new_sentence_total,returns_from_appeal_or_bond_female,returns_from_appeal_or_bond_male,returns_from_appeal_or_bond_total,total_admissions_female,total_admissions_male,total_admissions_total,transfers_admitted_from_other_jurisdictions_female,transfers_admitted_from_other_jurisdictions_male,transfers_admitted_from_other_jurisdictions_total
New York,2016,15572259,12754895,19745289,10153097,9592192,8119687,7452572,6503970,6250925,1,18,19,0,0,0,956,11698,12654,7,3,10,0,0,0,172,4271,4443,0,0,0,290,3598,3888,3,83,86,1460,19916,21376,31,245,276
New York,2015,15592507,12847208,19795791,10178540,9617251,8132702,7459805,6548709,6298499,2,23,25,0,2,2,978,11412,12390,0,40,40,0,0,0,191,4229,4420,0,0,0,222,3498,3720,3,94,97,1410,19842,21252,14,544,558
New York,2014,15527616,12839942,19746227,10164843,9581384,8106141,7421475,6548422,6291520,1,25,26,0,0,0,1016,12038,13054,0,3,3,0,0,0,204,4387,4591,0,0,0,218,3618,3836,2,86,88,1466,20739,22205,25,582,607
New York,2013,15421398,12813124,19651127,10109477,9541650,8050428,7370970,6533951,6279173,0,22,22,0,1,1,947,12494,13441,0,1,1,0,0,0,226,4853,5079,0,0,0,225,3902,4127,14,78,92,1443,21568,23011,31,217,248
New York,2012,15314573,12786511,19570261,10081525,9488736,8005399,7309174,6528584,6257927,2,30,32,0,0,0,980,12873,13853,0,4,4,0,0,0,196,4819,5015,0,0,0,226,3917,4143,6,44,50,1443,21916,23359,33,229,262
New York,2011,15188834,12704132,19465197,10038274,9426923,7950682,7238152,6487116,6217016,2,68,70,0,1,1,1009,13158,14167,0,3,3,0,0,0,214,4454,4668,0,0,0,263,4089,4352,2,65,67,1522,22131,23653,32,293,325
New York,2010,15081689,12628407,19392283,10008101,9384182,7903260,7178429,6458018,6170389,3,120,123,0,3,3,882,13575,14457,0,4,4,0,0,0,176,4228,4404,0,0,0,253,4191,4444,3,65,68,1346,22512,23858,NA,326,NA
New York,2009,15119153,12667884,19541453,10041220,9500233,7887671,7231482,6440535,6227349,7,78,85,0,1,1,982,13892,14874,1,5,6,NA,NA,NA,181,3978,4159,NA,NA,NA,315,4631,4946,6,67,73,1517,23031,24548,25,379,404
New York,2008,15093461,12675418,19490297,10028336,9461961,7874358,7219103,6441594,6233824,2,120,122,0,0,0,1070,14108,15178,0,7,7,NA,NA,NA,158,3905,4063,NA,NA,NA,418,5546,5964,2,88,90,1682,24257,25939,32,483,515
New York,2007,14865399,12511238,19297729,9936561,9361168,7767093,7098306,6372378,6138860,11,138,149,0,2,2,1173,15288,16461,0,40,40,NA,NA,NA,125,3900,4025,NA,NA,NA,411,5288,5699,5,61,66,1761,25157,26918,36,440,476
New York,2006,14791392,12429913,19306183,9955117,9351066,7754373,7037019,6350701,6079212,13,117,130,0,3,3,1180,15072,16252,0,2,2,NA,NA,NA,96,3173,3269,NA,NA,NA,433,5685,6118,1,68,69,1740,24553,26293,17,433,450
New York,2005,14140770,11922397,18679211,9674822,9004389,7449008,6691762,6134108,5788289,24,187,211,1,1,2,1166,14888,16054,0,2,2,0,0,0,81,2292,2373,0,0,0,409,5301,5710,6,54,60,1709,23157,24866,22,432,454
New York,2004,14111809,11907590,18661943,9683075,8978868,7450309,6661500,6151958,5755632,28,281,309,0,2,2,1129,15259,16388,1,0,1,0,0,0,70,2073,2143,0,0,0,438,5634,6072,3,57,60,1706,23818,25524,37,512,549
New York,2003,14084958,11899252,18601689,9660262,8941427,7447750,6637208,6152109,5747143,31,368,399,0,6,6,1162,16181,17343,0,1,1,0,0,0,78,2113,2191,0,0,0,442,6004,6446,3,56,59,1757,25198,26955,41,469,510
New York,2002,13982226,11796686,18529790,9639637,8890153,7409827,6572399,6110687,5685999,53,402,455,0,4,4,1213,15796,17009,0,1,1,0,0,0,78,1983,2061,0,0,0,493,6587,7080,3,62,65,1892,25319,27211,52,484,536
New York,2001,13879472,11724070,18429783,9576509,8853274,7360745,6518727,6083431,5640639,73,420,493,0,5,5,1212,15287,16499,0,50,50,0,0,0,68,1914,1982,0,0,0,514,6376,6890,0,52,52,1908,24517,26425,41,413,454
New York,2000,13684669,11545827,18434400,9584298,8850102,7281824,6402845,6007989,5537838,48,561,609,0,6,6,1337,17226,18563,5,3,8,0,0,0,17,1774,1791,0,0,0,613,6578,7191,2,46,48,2052,26622,28674,30,428,458
