state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,jurisdiction_housed_in_local_facility_female,jurisdiction_housed_in_local_facility_male,jurisdiction_housed_in_local_facility_total,jurisdiction_local_facilities_solely_to_ease_prison_crowding_female,jurisdiction_local_facilities_solely_to_ease_prison_crowding_male,jurisdiction_local_facilities_solely_to_ease_prison_crowding_total,jurisdiction_private_prison_female,jurisdiction_private_prison_in_state_female,jurisdiction_private_prison_in_state_male,jurisdiction_private_prison_in_state_total,jurisdiction_private_prison_male,jurisdiction_private_prison_out_of_state_female,jurisdiction_private_prison_out_of_state_male,jurisdiction_private_prison_out_of_state_total,jurisdiction_private_prison_total,jurisdiction_public_prison_female,jurisdiction_public_prison_male,jurisdiction_public_prison_total,jurisdiction_unsentenced_female,jurisdiction_unsentenced_male,jurisdiction_unsentenced_total,total_under_jurisdiction_female,total_under_jurisdiction_male,total_under_jurisdiction_total
Arkansas,2016,2282468,1831610,2988248,1517509,1470739,1177218,1105250,925184,906426,45,1324,1369,NA,NA,NA,0,0,0,0,0,0,0,0,0,1376,16161,17537,0,0,0,1376,16161,17537
Arkansas,2015,2271414,1827973,2978204,1517455,1460749,1174261,1097153,926094,901879,50,1873,1923,NA,NA,NA,0,0,0,0,0,0,0,0,0,1402,16305,17707,0,0,0,1402,16305,17707
Arkansas,2014,2259516,1825937,2966369,1512141,1454228,1166047,1093469,923302,902635,168,2432,2600,NA,NA,NA,0,0,0,0,0,0,0,0,0,1398,16476,17874,0,0,0,1398,16476,17874
Arkansas,2013,2249166,1831045,2959373,1498176,1461197,1158142,1091024,924608,906437,216,2700,2916,NA,NA,NA,0,0,0,0,0,0,0,0,0,1331,15904,17235,0,0,0,1331,15904,17235
Arkansas,2012,2238946,1828899,2949131,1501450,1447681,1156973,1081973,923513,905386,57,527,584,NA,NA,NA,0,0,0,0,0,0,0,0,0,1060,13594,14654,0,0,0,1060,13594,14654
Arkansas,2011,2226659,1824848,2937979,1484798,1453181,1144173,1082486,917622,907226,46,837,883,NA,NA,NA,0,0,0,0,0,0,0,0,0,1113,14995,16108,0,0,0,1113,14995,16108
Arkansas,2010,2212082,1817710,2921606,1490353,1431253,1140908,1071174,919210,898500,65,1919,1984,NA,NA,NA,0,0,0,0,0,0,0,0,0,1164,15040,16204,0,0,0,1164,15040,16204
Arkansas,2009,2181681,1793355,2889450,1478480,1410970,1130711,1050970,907891,885464,31,1747,1778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1061,14147,15208
Arkansas,2008,2156214,1773950,2855390,1456831,1398559,1111613,1044601,891985,881965,30,1511,1541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1060,13656,14716
Arkansas,2007,2135054,1760542,2834797,1447346,1387451,1106521,1028533,891266,869276,104,903,1007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1066,13248,14314
Arkansas,2006,2118675,1751944,2810872,1433812,1377060,1098641,1020034,883108,868836,79,763,842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1042,12687,13729
Arkansas,2005,2025759,169e4,2694665,1373735,1320930,1049419,976340,854863,835137,388,668,1056,NA,NA,NA,0,0,0,0,0,0,0,0,0,1144,12367,13511,3,6,9,1144,12367,13511
Arkansas,2004,2001494,1667193,2668372,1362433,1305939,1039884,961610,847438,819755,331,899,1230,NA,NA,NA,0,0,0,0,0,0,0,0,0,962,12845,13807,5,14,19,962,12845,13807
Arkansas,2003,1975063,1635204,2650703,1357688,1293015,1027216,947847,833607,801597,130,886,1016,NA,NA,NA,0,0,0,0,0,0,0,0,0,866,12449,13315,0,5,5,866,12449,13315
Arkansas,2002,1961923,1631366,2638797,1355424,1283373,1031555,930368,838552,792814,58,1114,1172,NA,NA,NA,0,0,0,0,0,0,0,0,0,854,12237,13091,2,11,13,854,12237,13091
Arkansas,2001,1930416,1598218,2618888,1350372,1268516,1007703,922713,814512,783706,84,867,951,NA,NA,NA,0,0,0,0,0,0,0,0,0,851,11743,12594,0,17,17,851,11743,12594
Arkansas,2000,1891385,1566855,2581195,1322703,1258492,986023,905362,803352,763503,42,686,728,NA,NA,NA,665,665,588,1253,875,0,287,287,1540,107,10268,10375,0,0,0,772,11143,11915
Arkansas,1999,1874918.9,1550333.2,2557496,1311410.4,1246085.6,978665.9,896253,795054.6,755278.6,53,650,703,0,0,0,631,631,583,1214,583,0,0,0,1214,157,10044,10201,0,0,0,788,10627,11415
Arkansas,1998,1858452.8,1533811.4,2533797,1300117.8,1233679.2,971308.8,887144,786757.2,747054.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,696,9942,10638
Arkansas,1997,1841986.7,1517289.6,2510098,1288825.2,1221272.8,963951.7,878035,778459.8,738829.8,NA,NA,NA,0,1376,1376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,611,9410,10021
Arkansas,1996,1825520.6,1500767.8,2486399,1277532.6,1208866.4,956594.6,868926,770162.4,730605.4,NA,NA,NA,0,1201,1201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,548,8859,9407
Arkansas,1995,1809054.5,1484246,2462700,1266240,1196460,949237.5,859817,761865,722381,NA,NA,NA,0,675,675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,523,8387,8910
Arkansas,1994,1792588.4,1467724.2,2439001,1254947.4,1184053.6,941880.4,850708,753567.6,714156.6,NA,NA,NA,0,301,301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,569,8388,8957
Arkansas,1993,1776122.3,1451202.4,2415302,1243654.8,1171647.2,934523.3,841599,745270.2,705932.2,NA,NA,NA,0,667,667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,495,8130,8625
Arkansas,1992,1759656.2,1434680.6,2391603,1232362.2,1159240.8,927166.2,832490,736972.8,697707.8,NA,NA,NA,50,446,496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,464,7821,8285
Arkansas,1991,1743190.1,1418158.8,2367904,1221069.6,1146834.4,919809.1,823381,728675.4,689483.4,NA,NA,NA,0,87,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,437,7329,7766
Arkansas,1990,1726724,1401637,2344205,1209777,1134428,912452,814272,720378,681259,NA,NA,NA,132,645,777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,435,6887,7322
Arkansas,1989,1715095.6,1393469.3,2338640.5,1207581.3,1131059.2,906682.8,808412.8,716998.2,676471.1,NA,NA,NA,84,335,419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,443,6206,6649
Arkansas,1988,1703467.2,1385301.6,2333076,1205385.6,1127690.4,900913.6,802553.6,713618.4,671683.2,NA,NA,NA,5,335,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295,5224,5519
Arkansas,1987,1691838.8,1377133.9,2327511.5,1203189.9,1124321.6,895144.4,796694.4,710238.6,666895.3,NA,NA,NA,0,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262,5179,5441
Arkansas,1986,1680210.4,1368966.2,2321947,1200994.2,1120952.8,889375.2,790835.2,706858.8,662107.4,NA,NA,NA,0,458,458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224,4477,4701
Arkansas,1985,1668582,1360798.5,2316382.5,1198798.5,1117584,883606,784976,703479,657319.5,NA,NA,NA,0,115,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217,4394,4611
Arkansas,1984,1656953.6,1352630.8,2310818,1196602.8,1114215.2,877836.8,779116.8,700099.2,652531.6,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,4286,4482
Arkansas,1983,1645325.2,1344463.1,2305253.5,1194407.1,1110846.4,872067.6,773257.6,696719.4,647743.7,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,4050,4246
Arkansas,1982,1633696.8,1336295.4,2299689,1192211.4,1107477.6,866298.4,767398.4,693339.6,642955.8,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,167,3755,3922
Arkansas,1981,1622068.4,1328127.7,2294124.5,1190015.7,1104108.8,860529.2,761539.2,689959.8,638167.9,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,131,3197,3328
Arkansas,1980,1610440,1319960,2288560,1187820,1100740,854760,755680,686580,633380,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,106,2805,2911
Arkansas,1979,1575156,1292274,2252244,1169968,1082276,836264,738892,673122,619152,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,115,2927,3042
Arkansas,1978,1539872,1264588,2215928,1152116,1063812,817768,722104,659664,604924,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,101,2553,2654
