state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,design_capacity_female,design_capacity_male,design_capacity_total,operational_capacity_female,operational_capacity_male,operational_capacity_total,rated_capacity_female,rated_capacity_male,rated_capacity_total
Ohio,2016,9007798,7256258,11614373,5916782,5697591,4646129,4361669,3652007,3604251,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ohio,2015,8990472,7285422,11613423,5927762,5685661,4650254,4340218,3682828,3602594,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ohio,2014,8960023,7291280,11594163,5914477,5679686,4633724,4326299,3677577,3613703,NA,NA,NA,NA,NA,NA,3344,31642,34986
Ohio,2013,8928373,7314167,11570808,5915372,5655436,4621997,4306376,3696276,3617891,NA,NA,NA,NA,NA,NA,3325,27939,31264
Ohio,2012,8892056,7320406,11544225,5909185,5635040,4610639,4281417,3705936,3614470,NA,NA,NA,NA,NA,NA,3325,24346,27671
Ohio,2011,8858876,7309982,11544951,5902189,5642762,4592349,4266527,3694669,3615313,NA,NA,NA,NA,NA,NA,NA,-2207,NA
Ohio,2010,8817345,7291841,11536182,5903619,5632563,4572775,4244570,3689020,3602821,NA,NA,NA,NA,NA,NA,3080,35309,38389
Ohio,2009,8829355,7328849,11542645,5915287,5627358,4582432,4246923,3698320,3630529,NA,NA,NA,NA,NA,NA,3080,35585,38665
Ohio,2008,8750083,7288692,11485910,5885902,5600008,4539121,4210962,3675992,3612700,NA,NA,NA,NA,NA,NA,2735,35585,38320
Ohio,2007,8726992,7282406,11466917,5877307,5589610,4536213,4190779,3682812,3599594,NA,NA,NA,NA,NA,NA,2735,35585,38320
Ohio,2006,8695512,7265029,11478006,5884983,5593023,4515315,4180197,3666784,3598245,NA,NA,NA,NA,NA,NA,2735,34875,37610
Ohio,2005,8405709,7061024,11146050,5721926,5424124,4384055,4021654,3594707,3466317,NA,NA,NA,NA,NA,NA,2616,32915,35531
Ohio,2004,8397018,7060876,11172251,5735109,5437142,4375872,4021146,3598076,3462800,NA,NA,NA,NA,NA,NA,2616,32813,35429
Ohio,2003,8313492,6980600,11131980,5731640,5400340,4360079,3953413,3577580,3403020,NA,NA,NA,NA,NA,NA,2247,34279,36526
Ohio,2002,8255118,6904082,11106524,5730149,5376375,4331842,3923276,3541697,3362385,NA,NA,NA,NA,NA,NA,2247,34023,36270
Ohio,2001,8331665,6994432,11066289,5711097,5355192,4380290,3951375,3590428,3404004,NA,NA,NA,NA,NA,NA,2247,37403,39650
Ohio,2000,8181891,6834334,11052389,5721491,5330898,4309578,3872313,3516925,3317409,NA,NA,NA,NA,NA,NA,2247,37680,39927
Ohio,1999,8166966.6,6823433.7,11030378.5,5710444.1,5319934.4,4303565,3863401.6,3510631.3,3312802.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ohio,1998,8152042.2,6812533.4,11008368,5699397.2,5308970.8,4297552,3854490.2,3504337.6,3308195.8,NA,NA,NA,NA,NA,NA,NA,NA,37245
Ohio,1997,8137117.8,6801633.1,10986357.5,5688350.3,5298007.2,4291539,3845578.8,3498043.9,3303589.2,NA,NA,NA,NA,NA,NA,NA,NA,34706
Ohio,1996,8122193.4,6790732.8,10964347,5677303.4,5287043.6,4285526,3836667.4,3491750.2,3298982.6,NA,NA,NA,NA,NA,NA,NA,NA,34337
Ohio,1995,8107269,6779832.5,10942336.5,5666256.5,5276080,4279513,3827756,3485456.5,3294376,NA,NA,26058,NA,NA,NA,NA,NA,26058
Ohio,1994,8092344.6,6768932.2,10920326,5655209.6,5265116.4,4273500,3818844.6,3479162.8,3289769.4,NA,NA,24526,NA,NA,NA,NA,NA,NA
Ohio,1993,8077420.2,6758031.9,10898315.5,5644162.7,5254152.8,4267487,3809933.2,3472869.1,3285162.8,NA,NA,22521,NA,NA,NA,NA,NA,NA
Ohio,1992,8062495.8,6747131.6,10876305,5633115.8,5243189.2,4261474,3801021.8,3466575.4,3280556.2,NA,NA,21738,NA,NA,NA,NA,NA,NA
Ohio,1991,8047571.4,6736231.3,10854294.5,5622068.9,5232225.6,4255461,3792110.4,3460281.7,3275949.6,NA,NA,20783,NA,NA,NA,NA,NA,NA
Ohio,1990,8032647,6725331,10832284,5611022,5221262,4249448,3783199,3453988,3271343,NA,NA,20598,NA,NA,NA,NA,NA,NA
Ohio,1989,7998444.3,6713783.9,10829131.6,5608037.8,5221093.8,4231147.2,3767297.1,3449421.2,3264362.7,NA,NA,19848,NA,NA,NA,NA,NA,NA
Ohio,1988,7964241.6,6702236.8,10825979.2,5605053.6,5220925.6,4212846.4,3751395.2,3444854.4,3257382.4,NA,NA,18482,NA,NA,NA,NA,NA,NA
Ohio,1987,7930038.9,6690689.7,10822826.8,5602069.4,5220757.4,4194545.6,3735493.3,3440287.6,3250402.1,NA,NA,17782,NA,NA,NA,NA,NA,NA
Ohio,1986,7895836.2,6679142.6,10819674.4,5599085.2,5220589.2,4176244.8,3719591.4,3435720.8,3243421.8,NA,NA,13282,NA,NA,NA,NA,NA,NA
Ohio,1985,7861633.5,6667595.5,10816522,5596101,5220421,4157944,3703689.5,3431154,3236441.5,NA,NA,13282,NA,NA,NA,NA,NA,NA
Ohio,1984,7827430.8,6656048.4,10813369.6,5593116.8,5220252.8,4139643.2,3687787.6,3426587.2,3229461.2,NA,NA,11600,NA,NA,NA,NA,NA,NA
Ohio,1983,7793228.1,6644501.3,10810217.2,5590132.6,5220084.6,4121342.4,3671885.7,3422020.4,3222480.9,NA,NA,16417,NA,NA,NA,NA,NA,NA
