state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_returns_with_or_without_new_sentences_female,awol_returns_with_or_without_new_sentences_male,awol_returns_with_or_without_new_sentences_total,escapee_returns_with_or_without_new_sentences_female,escapee_returns_with_or_without_new_sentences_male,escapee_returns_with_or_without_new_sentences_total,new_court_commitments_female,new_court_commitments_male,new_court_commitments_total,other_admissions_female,other_admissions_male,other_admissions_total,other_conditional_release_violators_admitted_with_new_sentence_female,other_conditional_release_violators_admitted_with_new_sentence_male,other_conditional_release_violators_admitted_with_new_sentence_total,other_conditional_release_violators_admitted_without_new_sentence_female,other_conditional_release_violators_admitted_without_new_sentence_male,other_conditional_release_violators_admitted_without_new_sentence_total,parole_violators_with_new_sentence_female,parole_violators_with_new_sentence_male,parole_violators_with_new_sentence_total,parole_violators_without_new_sentence_female,parole_violators_without_new_sentence_male,parole_violators_without_new_sentence_total,returns_from_appeal_or_bond_female,returns_from_appeal_or_bond_male,returns_from_appeal_or_bond_total,total_admissions_female,total_admissions_male,total_admissions_total,transfers_admitted_from_other_jurisdictions_female,transfers_admitted_from_other_jurisdictions_male,transfers_admitted_from_other_jurisdictions_total
Alaska,2016,553924,484883,741894,351695,390199,264297,289627,228742,256141,0,0,0,0,0,0,276,1374,1650,0,0,0,0,0,0,0,0,0,0,0,0,26,128,154,0,0,0,302,1502,1804,0,0,0
Alaska,2015,552184,487785,738432,349630,388802,262051,290133,228763,259022,NA,NA,NA,NA,NA,NA,NA,NA,NA,1140,3131,4271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1140,3131,4271,NA,NA,NA
Alaska,2014,551031,492709,736732,348497,388235,260180,290851,230475,262234,NA,NA,NA,NA,NA,NA,NA,NA,NA,701,3145,3846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,701,3145,3846,NA,NA,NA
Alaska,2013,546440,487008,735132,350128,385004,259222,287218,229032,257976,NA,NA,NA,NA,NA,NA,NA,NA,NA,707,3199,3906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707,3199,3906,NA,NA,NA
Alaska,2012,546885,493456,731449,348002,383447,260423,286462,233304,260152,NA,NA,NA,NA,NA,NA,NA,NA,NA,707,3199,3906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707,3199,3906,NA,NA,NA
Alaska,2011,534893,481549,722718,348501,374217,257048,277845,229779,251770,NA,NA,NA,NA,NA,NA,NA,NA,NA,699,3090,3789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,699,3090,3789,NA,NA,NA
Alaska,2010,525152,475489,713985,341905,372080,251901,273251,225240,250249,NA,NA,NA,NA,NA,NA,NA,NA,NA,363,2287,2650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363,2287,2650,NA,NA,NA
Alaska,2009,514949,466569,698473,335914,362559,248584,266365,223293,243276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420,2341,2761,NA,NA,NA
Alaska,2008,507059,464470,686293,328739,357554,243113,263946,220447,244023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,659,4198,4857,NA,NA,NA
Alaska,2007,500861,457959,683478,326249,357229,239463,261398,216183,241776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,495,2777,3272,NA,NA,NA
