state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_returns_with_or_without_new_sentences_female,awol_returns_with_or_without_new_sentences_male,awol_returns_with_or_without_new_sentences_total,escapee_returns_with_or_without_new_sentences_female,escapee_returns_with_or_without_new_sentences_male,escapee_returns_with_or_without_new_sentences_total,new_court_commitments_female,new_court_commitments_male,new_court_commitments_total,other_admissions_female,other_admissions_male,other_admissions_total,other_conditional_release_violators_admitted_with_new_sentence_female,other_conditional_release_violators_admitted_with_new_sentence_male,other_conditional_release_violators_admitted_with_new_sentence_total,other_conditional_release_violators_admitted_without_new_sentence_female,other_conditional_release_violators_admitted_without_new_sentence_male,other_conditional_release_violators_admitted_without_new_sentence_total,parole_violators_with_new_sentence_female,parole_violators_with_new_sentence_male,parole_violators_with_new_sentence_total,parole_violators_without_new_sentence_female,parole_violators_without_new_sentence_male,parole_violators_without_new_sentence_total,returns_from_appeal_or_bond_female,returns_from_appeal_or_bond_male,returns_from_appeal_or_bond_total,total_admissions_female,total_admissions_male,total_admissions_total,transfers_admitted_from_other_jurisdictions_female,transfers_admitted_from_other_jurisdictions_male,transfers_admitted_from_other_jurisdictions_total
Indiana,2016,5057836,4137541,6633053,3370413,3262640,2600621,2457215,2081024,2056517,10,94,104,0,0,0,1318,6983,8301,8,159,167,2,11,13,14,211,225,52,755,807,341,2746,3087,0,0,0,1765,11120,12885,20,161,181
Indiana,2015,5041017,4144444,6619680,3363981,3255699,2591946,2449071,2081569,2062875,21,100,121,0,0,0,2099,9934,12033,27,219,246,1,7,8,21,176,197,76,679,755,303,2479,2782,0,0,0,2586,13805,16391,38,211,249
Indiana,2014,5014663,4147984,6596855,3351790,3245065,2579126,2435537,2083538,2064446,9,46,55,0,0,0,2664,11778,14442,27,270,297,2,2,4,12,132,144,42,444,486,153,1560,1713,0,0,0,2941,14498,17439,32,266,298
Indiana,2013,4985428,4144789,6570902,3343036,3227866,2565305,2420123,2087230,2057559,15,26,41,0,0,0,2839,12934,15773,33,261,294,1,9,10,11,126,137,39,578,617,217,1833,2050,0,0,0,3191,16011,19202,36,244,280
Indiana,2012,4947700,4134790,6537334,3316338,3220996,2543650,2404050,2077863,2056927,12,44,56,0,0,0,2873,12504,15377,28,275,303,1,17,18,15,166,181,51,658,709,158,1948,2106,0,0,0,3168,15795,18963,30,183,213
Indiana,2011,4921885,4121239,6516922,3311101,3205821,2530713,2391172,2067393,2053846,16,77,93,0,0,0,1630,8285,9915,11,232,243,279,1452,1731,352,2341,2693,91,1006,1097,258,2452,2710,0,0,0,2676,16108,18784,39,263,302
Indiana,2010,4886036,4098945,6490621,3293027,3197594,2513274,2372762,2058811,2040134,0,0,0,16,69,85,2067,10097,12164,12,213,225,244,1174,1418,139,1639,1778,90,961,1051,195,1670,1865,0,0,0,2763,15823,18586,NA,0,NA
Indiana,2009,4836993,4067156,6423113,3266309,3156804,2488631,2348362,2035075,2032081,21,81,102,2,6,8,2119,10478,12597,2,242,244,251,1222,1473,116,1660,1776,88,1023,1111,308,2180,2488,0,0,0,2907,16892,19799,0,0,0
Indiana,2008,4794072,4034513,6376792,3240709,3136083,2464646,2329426,2016536,2017977,24,101,125,3,12,15,1802,9363,11165,12,209,221,256,1317,1573,136,1510,1646,70,984,1054,301,2403,2704,0,0,0,2604,15899,18503,0,0,0
Indiana,2007,4751401,4018322,6345289,3219474,3125815,2439279,2312122,2007160,2011162,37,142,179,0,0,0,1745,9625,11370,12,187,199,205,1012,1217,230,1283,1513,63,920,983,190,1760,1950,0,0,0,2513,15141,17654,31,212,243
