state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_returns_with_or_without_new_sentences_female,awol_returns_with_or_without_new_sentences_male,awol_returns_with_or_without_new_sentences_total,escapee_returns_with_or_without_new_sentences_female,escapee_returns_with_or_without_new_sentences_male,escapee_returns_with_or_without_new_sentences_total,new_court_commitments_female,new_court_commitments_male,new_court_commitments_total,other_admissions_female,other_admissions_male,other_admissions_total,other_conditional_release_violators_admitted_with_new_sentence_female,other_conditional_release_violators_admitted_with_new_sentence_male,other_conditional_release_violators_admitted_with_new_sentence_total,other_conditional_release_violators_admitted_without_new_sentence_female,other_conditional_release_violators_admitted_without_new_sentence_male,other_conditional_release_violators_admitted_without_new_sentence_total,parole_violators_with_new_sentence_female,parole_violators_with_new_sentence_male,parole_violators_with_new_sentence_total,parole_violators_without_new_sentence_female,parole_violators_without_new_sentence_male,parole_violators_without_new_sentence_total,returns_from_appeal_or_bond_female,returns_from_appeal_or_bond_male,returns_from_appeal_or_bond_total,total_admissions_female,total_admissions_male,total_admissions_total,transfers_admitted_from_other_jurisdictions_female,transfers_admitted_from_other_jurisdictions_male,transfers_admitted_from_other_jurisdictions_total
Colorado,2016,4280618,3594974,5540545,2750477,2790068,2137926,2142692,1764528,1830446,0,0,0,0,0,0,831,4597,5428,0,0,0,2,17,19,6,30,36,105,722,827,265,2132,2397,0,0,0,1212,7509,8721,3,11,14
Colorado,2015,4199053,3550797,5456574,2713952,2742622,2100768,2098285,1747545,1803252,0,0,0,0,0,0,697,4456,5153,0,0,0,0,14,14,1,26,27,78,702,780,418,2899,3317,0,0,0,1196,8105,9301,2,8,10
Colorado,2014,4108534,3488581,5355866,2664744,2691122,2061256,2047278,1722475,1766106,0,0,0,0,0,0,745,4530,5275,0,1,1,5,19,24,6,36,42,85,765,850,477,3474,3951,0,1,1,1320,8866,10186,2,40,42
Colorado,2013,4027780,3444514,5268367,2616599,2651768,2017621,2010159,1694605,1749909,0,0,0,0,0,0,717,4662,5379,3,14,17,5,26,31,3,45,48,96,765,861,431,3370,3801,0,0,0,1256,8889,10145,1,7,8
Colorado,2012,3956423,3405027,5187582,2582695,2604887,1981592,1974831,1676679,1728348,5,30,35,4,48,52,587,4422,5009,0,2,2,2,34,36,4,57,61,80,689,769,391,3139,3530,0,2,2,1074,8435,9509,1,12,13
Colorado,2011,3890434,3356506,5116796,2548745,2568051,1954486,1935948,1656763,1699743,2,38,40,5,58,63,661,4472,5133,0,2,2,6,35,41,9,74,83,105,735,840,416,2939,3355,0,1,1,1205,8367,9572,1,13,14
Colorado,2010,3820050,3309314,5049071,2514593,2534478,1921492,1898558,1636743,1672571,9,31,40,2,277,279,650,4719,5369,0,3,3,8,78,86,1,47,48,99,917,1016,466,3564,4030,1,0,1,1237,9647,10884,NA,11,NA
Colorado,2009,3797239,3303684,5024748,2496186,2528562,1896008,1901231,1617218,1686466,10,33,43,0,90,90,754,5229,5983,3,14,17,10,94,104,3,39,42,132,999,1131,433,3343,3776,0,1,1,1345,9850,11195,0,8,8
Colorado,2008,3733023,3260695,4939456,2451628,2487828,1865840,1867183,1599383,1661312,4,50,54,77,266,343,833,5522,6355,1,12,13,4,51,55,11,80,91,132,1089,1221,405,2948,3353,0,1,1,1467,10027,11494,0,8,8
Colorado,2007,3671619,3217074,4861515,2409823,2451692,1825429,1846190,1566941,1650133,8,62,70,60,367,427,913,5557,6470,NA,NA,NA,14,76,90,4,55,59,100,948,1048,430,2859,3289,0,3,3,1530,9936,11466,1,9,10
Colorado,2006,3585699,3145647,4753377,2360934,2392443,1794196,1791503,1545274,1600373,13,79,92,80,413,493,881,5494,6375,0,0,0,8,70,78,10,84,94,122,890,1012,350,2558,2908,0,1,1,1466,9597,11063,2,8,10
Colorado,2005,3372564,2963293,4540639,2264462,2276177,1693374,1679190,1465322,1497971,9,75,84,87,416,503,870,5242,6112,1,2,3,4,60,64,12,70,82,95,818,913,339,2384,2723,0,2,2,1417,9082,10499,0,13,13
Colorado,2004,3325951,2920097,4498611,2240875,2257736,1672841,1653110,1443154,1476943,5,71,76,59,441,500,733,4793,5526,0,0,0,4,28,32,8,61,69,93,514,607,238,2162,2400,0,0,0,1141,8079,9220,1,9,10
Colorado,2003,3301536,2906682,4447892,2212333,2235559,1658402,1643134,1434500,1472182,8,42,50,44,257,301,658,4637,5295,0,0,0,0,15,15,5,19,24,44,428,472,236,1956,2192,0,0,0,995,7371,8366,0,17,17
Colorado,2002,3260358,2880256,4403659,2202416,2201243,1642939,1617419,1426258,1453998,11,31,42,56,261,317,601,4774,5375,0,0,0,1,13,14,10,37,47,41,359,400,193,1922,2115,0,2,2,915,7414,8329,2,15,17
Colorado,2001,3164594,2790285,4314724,2162634,2152090,1599739,1564855,1385021,1405264,7,52,59,39,244,283,508,4195,4703,0,0,0,3,36,39,11,81,92,49,354,403,182,1825,2007,0,8,8,800,6815,7615,1,20,21
Colorado,2000,3126471,2756861,4247729,2108803,2138926,1565190,1561281,1355536,1401325,7,39,46,50,213,263,452,4063,4515,0,0,0,0,33,33,12,86,98,43,335,378,204,1803,2007,1,4,5,771,6602,7373,2,26,28
Colorado,1999,3056479.2,2693606.1,4151231.7,2063662.2,2087569.5,1532728.2,1523751,1326063.9,1367542.2,5,45,50,43,254,297,443,3769,4212,0,0,0,3,39,42,8,59,67,38,417,455,150,1769,1919,0,7,7,691,6373,7064,1,14,15
Colorado,1998,2986487.4,2630351.2,4054734.4,2018521.4,2036213,1500266.4,1486221,1296591.8,1333759.4,NA,NA,NA,NA,NA,NA,476,4109,4585,0,0,0,3,34,37,9,72,81,33,342,375,120,1338,1458,2,3,5,704,6177,6881,1,17,18
Colorado,1997,2916495.6,2567096.3,3958237.1,1973380.6,1984856.5,1467804.6,1448691,1267119.7,1299976.6,NA,NA,NA,NA,NA,NA,437,3931,4368,0,0,0,3,61,64,20,96,116,24,322,346,79,1008,1087,0,6,6,623,5710,6333,1,5,6
Colorado,1996,2846503.8,2503841.4,3861739.8,1928239.8,1933500,1435342.8,1411161,1237647.6,1266193.8,NA,NA,NA,NA,NA,NA,378,3968,4346,0,0,0,0,56,56,3,81,84,23,246,269,78,873,951,1,6,7,536,5562,6098,0,14,14
Colorado,1995,2776512,2440586.5,3765242.5,1883099,1882143.5,1402881,1373631,1208175.5,1232411,NA,NA,NA,NA,NA,NA,344,3454,3798,0,0,0,4,33,37,9,70,79,12,149,161,91,713,804,1,12,13,523,4811,5334,7,15,22
Colorado,1994,2706520.2,2377331.6,3668745.2,1837958.2,1830787,1370419.2,1336101,1178703.4,1198628.2,NA,NA,NA,NA,NA,NA,314,3209,3523,0,0,0,2,47,49,7,85,92,14,155,169,52,709,761,0,13,13,416,4548,4964,0,4,4
Colorado,1993,2636528.4,2314076.7,3572247.9,1792817.4,1779430.5,1337957.4,1298571,1149231.3,1164845.4,NA,NA,NA,NA,NA,NA,249,2882,3131,0,0,0,3,45,48,7,93,100,11,164,175,45,616,661,0,12,12,380,4130,4510,0,11,11
Colorado,1992,2566536.6,2250821.8,3475750.6,1747676.6,1728074,1305495.6,1261041,1119759.2,1131062.6,NA,NA,NA,NA,NA,NA,257,3005,3262,0,0,0,1,27,28,3,60,63,11,138,149,39,543,582,1,4,5,325,4034,4359,1,15,16
Colorado,1991,2496544.8,2187566.9,3379253.3,1702535.8,1676717.5,1273033.8,1223511,1090287.1,1097279.8,NA,NA,NA,NA,NA,NA,230,2657,2887,10,71,81,0,0,0,2,32,34,8,182,190,41,434,475,0,6,6,317,3720,4037,0,3,3
Colorado,1990,2426553,2124312,3282756,1657395,1625361,1240572,1185981,1060815,1063497,NA,NA,NA,NA,NA,NA,210,2163,2373,0,0,0,0,0,0,0,2,2,13,184,197,25,404,429,0,0,0,292,3147,3439,0,3,3
Colorado,1989,2391383.7,2096310.8,3244088.4,1637875.5,1606212.9,1222460.8,1168922.9,1046765.5,1049545.3,NA,NA,NA,NA,NA,NA,239,2495,2734,0,0,0,0,0,0,0,0,0,9,139,148,15,356,371,0,0,0,276,3222,3498,0,5,5
Colorado,1988,2356214.4,2068309.6,3205420.8,1618356,1587064.8,1204349.6,1151864.8,1032716,1035593.6,NA,NA,NA,NA,NA,NA,142,2204,2346,0,0,0,0,1,1,1,13,14,11,134,145,13,497,510,1,2,3,187,3067,3254,0,2,2
Colorado,1987,2321045.1,2040308.4,3166753.2,1598836.5,1567916.7,1186238.4,1134806.7,1018666.5,1021641.9,NA,NA,NA,NA,NA,NA,163,2219,2382,0,0,0,1,15,16,3,34,37,7,152,159,24,535,559,0,2,2,219,3136,3355,0,5,5
Colorado,1986,2285875.8,2012307.2,3128085.6,1579317,1548768.6,1168127.2,1117748.6,1004617,1007690.2,NA,NA,NA,NA,NA,NA,127,1986,2113,0,0,0,2,17,19,1,30,31,12,162,174,14,362,376,1,7,8,176,2785,2961,0,6,6
Colorado,1985,2250706.5,1984306,3089418,1559797.5,1529620.5,1150016,1100690.5,990567.5,993738.5,NA,NA,NA,NA,NA,NA,133,1798,1931,0,0,0,0,16,16,1,24,25,3,112,115,12,290,302,1,7,8,150,2477,2627,0,8,8
