state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,population_american_indian,population_female_american_indian,population_male_american_indian,population_adult_american_indian,population_female_adult_american_indian,population_male_adult_american_indian,population_aged_18_65_american_indian,population_female_aged_18_65_american_indian,population_male_aged_18_65_american_indian,population_asian,population_female_asian,population_male_asian,population_adult_asian,population_female_adult_asian,population_male_adult_asian,population_aged_18_65_asian,population_female_aged_18_65_asian,population_male_aged_18_65_asian,population_black,population_female_black,population_male_black,population_adult_black,population_female_adult_black,population_male_adult_black,population_aged_18_65_black,population_female_aged_18_65_black,population_male_aged_18_65_black,population_hispanic,population_female_hispanic,population_male_hispanic,population_adult_hispanic,population_female_adult_hispanic,population_male_adult_hispanic,population_aged_18_65_hispanic,population_female_aged_18_65_hispanic,population_male_aged_18_65_hispanic,population_other_or_unknown,population_female_other_or_unknown,population_male_other_or_unknown,population_adult_other_or_unknown,population_female_adult_other_or_unknown,population_male_adult_other_or_unknown,population_aged_18_65_other_or_unknown,population_female_aged_18_65_other_or_unknown,population_male_aged_18_65_other_or_unknown,population_white,population_female_white,population_male_white,population_adult_white,population_female_adult_white,population_male_adult_white,population_aged_18_65_white,population_female_aged_18_65_white,population_male_aged_18_65_white,american_indian_female,american_indian_male,american_indian_total,asian_female,asian_male,asian_total,black_female,black_male,black_total,hispanic_or_latino_female,hispanic_or_latino_male,hispanic_or_latino_total,other_or_unknown_race_female,other_or_unknown_race_male,other_or_unknown_race_total,white_female,white_male,white_total
Wisconsin,2016,4496677,3640290,5778709,2913469,2865240,2281680,2214997,1810885,1829405,47798,23144,24654,34575,17001,17574,31093,15218,15875,158567,86593,71974,115436,61483,53953,105152,55443,49709,354144,184251,169893,249073,129073,12e4,225331,115517,109814,388055,189195,198860,240734,115618,125116,228276,109268,119008,112215,53430,58785,54715,28225,26490,51973,26462,25511,4717930,2376856,2341074,3802144,1930280,1871864,2998465,1488977,1509488,98,741,839,13,239,252,316,9306,9622,48,1979,2027,0,0,0,1012,9613,10625
Wisconsin,2015,4483634,3647735,5771337,2901568,2869769,2279216,2204418,1813642,1834093,48876,23386,25490,37357,17913,19444,33730,15681,18049,152263,80980,71283,109896,58869,51027,99797,52084,47713,357819,184120,173699,252881,133756,119125,230371,120130,110241,380548,181227,199321,232361,112362,119999,220872,105798,115074,109132,52622,56510,51506,26089,25417,49421,25149,24272,4722699,2379233,2343466,3799633,1930227,1869406,3013544,1494800,1518744,82,680,762,7,225,232,332,8998,9330,45,1989,2034,0,0,0,941,9663,10604
Wisconsin,2014,4460654,3647869,5757564,2899987,2857577,2265819,2194835,1813195,1834674,43170,20995,22175,30625,15854,14771,27028,13652,13376,152928,79574,73354,111120,57944,53176,102547,52860,49687,349088,182045,167043,244087,126306,117781,221815,113333,108482,369688,176333,193355,224854,108902,115952,211578,101972,109606,112208,52884,59324,52531,27142,25389,49138,24843,24295,4730482,2388156,2342326,3797437,1929671,1867766,3035763,1506535,1529228,79,625,704,14,220,234,324,8817,9141,44,2005,2049,0,0,0,917,9540,10457
Wisconsin,2013,4436203,3652613,5742713,2892365,2850348,2255128,2181075,1816228,1836385,45814,23963,21851,33933,17398,16535,29984,15318,14666,141767,74698,67069,98143,52980,45163,91574,48799,42775,352630,177982,174648,241756,127436,114320,219901,114310,105591,362244,174271,187973,220229,102981,117248,211638,99209,112429,107364,53328,54036,53180,26146,27034,50931,24525,26406,4732894,2388123,2344771,3788962,1928187,1860775,3048585,1514067,1534518,71,594,665,5,215,220,308,8859,9167,47,1943,1990,0,0,0,808,9603,10411
Wisconsin,2012,4407810,3650452,5726398,2885603,2840795,2246394,2161416,1819143,1831309,49207,24342,24865,35139,18164,16975,32294,16465,15829,139459,73354,66105,97454,51774,45680,92770,48705,44065,346606,179323,167283,237830,125306,112524,217709,113452,104257,353159,169097,184062,211088,102917,108171,201482,97535,103947,98464,46897,51567,45748,23325,22423,43078,22123,20955,4739503,2392590,2346913,3780551,1924908,1855643,3063119,1520863,1542256,56,604,660,8,213,221,350,8991,9341,54,2068,2122,0,0,0,757,9463,10220
Wisconsin,2011,4388161,3648386,5711767,2880068,2831699,2233746,2154415,1813504,1834882,45286,21478,23808,33368,16210,17158,30063,14308,15755,134113,69247,64866,95845,50478,45367,90097,47003,43094,348451,179572,168879,234657,122178,112479,217306,111855,105451,343671,163201,180470,206612,99685,106927,194852,93432,101420,95232,52358,42874,43667,23965,19702,41958,22996,18962,4745014,2394212,2350802,3774012,1921230,1852782,3074110,1523910,1550200,69,597,666,7,211,218,322,9195,9517,65,2034,2099,0,0,0,723,9394,10117
Wisconsin,2010,4356545,3630499,5691047,2866563,2824484,2215358,2141187,1802347,1828152,45271,24831,20440,33672,18703,14969,30607,16672,13935,127083,63697,63386,86435,43120,43315,81255,40974,40281,350052,178791,171261,231643,120379,111264,212692,108719,103973,335404,157118,178286,202290,94448,107842,193979,89474,104505,91036,47621,43415,43401,23917,19484,40688,22199,18489,4742201,2394505,2347696,3759104,1914791,1844313,3071278,1524309,1546969,76,628,704,6,191,197,345,9265,9610,70,2008,2078,0,0,0,764,9311,10075
Wisconsin,2009,4349655,3639239,5654774,2836775,2817999,2205459,2144196,1797872,1841367,42755,19218,23537,30310,14090,16220,27861,12433,15428,126405,62857,63548,84087,43429,40658,78969,40326,38643,333420,169110,164310,227058,120404,106654,209040,109166,99874,297805,136616,161189,182668,81037,101631,173509,76053,97456,73909,38634,35275,32700,16101,16599,30525,14878,15647,4780480,2410340,2370140,3792832,1930398,1862434,3119335,1545016,1574319,74,615,689,NA,NA,NA,391,9540,9931,70,1972,2042,NA,NA,NA,762,9466,10228
Wisconsin,2008,4320323,3625551,5627968,2830018,2797950,2188216,2132107,1789782,1835769,39966,18198,21768,30567,15070,15497,28038,13405,14633,120465,62291,58174,80589,42656,37933,77564,40943,36621,315466,162089,153377,213533,110692,102841,196761,100439,96322,286382,132216,154166,175235,78793,96442,167259,74580,92679,85668,42576,43092,40165,19533,20632,37656,17907,19749,4780021,2412648,2367373,3780234,1921472,1858762,3118273,1542508,1575765,66,652,718,NA,NA,NA,447,9953,10400,NA,NA,NA,NA,NA,NA,819,11136,11955
Wisconsin,2007,4282787,3586688,5601640,2817547,2784093,2180917,2101870,1773615,1813073,42321,22778,19543,28973,15107,13866,26249,13072,13177,98877,50941,47936,69778,37369,32409,63461,32812,30649,334205,170674,163531,216937,114109,102828,200500,104107,96393,267563,120662,146901,167737,73740,93997,160312,69339,90973,69070,32311,36759,34408,16224,18184,30810,13982,16828,4789604,2420181,2369423,3764954,1924368,1840586,3105356,1540303,1565053,63,664,727,NA,NA,NA,547,10125,10672,NA,NA,NA,1,29,30,903,11147,12050
