state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_release_female,awol_release_male,awol_release_total,conditional_release_probations_female,conditional_release_probations_male,conditional_release_probations_total,discretionary_parole_female,discretionary_parole_male,discretionary_parole_total,escape_from_confinement_female,escape_from_confinement_male,escape_from_confinement_total,other_conditional_release_female,other_conditional_release_male,other_conditional_release_total,other_unconditional_release_female,other_unconditional_release_male,other_unconditional_release_total,release_to_appeal_or_bond_female,release_to_appeal_or_bond_male,release_to_appeal_or_bond_total,supervised_mandatory_release_female,supervised_mandatory_release_male,supervised_mandatory_release_total,total_releases_female,total_releases_male,total_releases_total,transfers_to_other_jurisdictions_female,transfers_to_other_jurisdictions_male,transfers_to_other_jurisdictions_total,unconditional_release_commutations_female,unconditional_release_commutations_male,unconditional_release_commutations_total,unconditional_release_expirations_of_sentence_female,unconditional_release_expirations_of_sentence_male,unconditional_release_expirations_of_sentence_total
Montana,2016,813878,642460,1042520,518293,524227,408883,404995,319161,323299,0,0,0,95,515,610,78,473,551,0,0,0,282,821,1103,0,0,0,0,2,2,0,0,0,496,2052,2548,0,2,2,0,0,0,39,221,260
Montana,2015,807451,641858,1032949,512871,520078,401773,405678,313458,328400,0,0,0,78,499,577,71,512,583,0,0,0,220,752,972,0,0,0,0,1,1,0,0,0,414,2002,2416,0,3,3,0,0,0,44,219,263
Montana,2014,799474,641552,1023579,511883,511696,402265,397209,318757,322795,0,0,0,110,477,587,76,508,584,0,0,0,223,705,928,0,0,0,1,0,1,0,0,0,456,1940,2396,0,9,9,0,0,0,46,226,272
Montana,2013,791360,642096,1015165,508501,506664,398557,392803,320857,321239,0,0,0,103,527,630,80,534,614,0,0,0,182,611,793,0,0,0,1,2,3,0,0,0,414,1937,2351,0,4,4,0,0,0,48,249,297
Montana,2012,785253,639014,1005141,503712,501429,395150,390103,317909,321105,0,0,0,88,505,593,63,437,500,0,0,0,152,544,696,0,0,0,0,2,2,0,0,0,342,1749,2091,0,2,2,0,0,0,38,246,284
Montana,2011,777492,638222,998199,496312,501887,388498,388994,314366,323856,0,0,0,89,575,664,56,458,514,0,0,0,149,475,624,0,0,0,1,1,2,0,0,0,342,1762,2104,1,2,3,0,0,0,46,241,287
Montana,2010,767995,628422,990898,491e3,499898,385766,382229,310396,318026,6,24,30,74,581,655,60,540,600,0,0,0,152,465,617,0,0,0,0,1,1,0,0,0,329,1898,2227,2,43,45,0,0,0,35,241,276
Montana,2009,754847,619430,974989,488588,486401,380724,374123,306795,312635,3,32,35,95,559,654,61,584,645,0,0,0,143,508,651,0,0,0,0,2,2,0,0,0,336,1952,2288,3,38,41,0,0,0,31,226,257
Montana,2008,740161,614409,967440,486179,481261,373623,366538,303415,310994,9,27,36,70,488,558,54,509,563,3,2,5,165,530,695,0,0,0,0,8,8,0,0,0,332,1844,2176,2,16,18,0,0,0,29,255,284
Montana,2007,729504,605401,957861,478827,479034,370521,358983,302334,303067,7,55,62,82,481,563,99,536,635,1,2,3,188,559,747,0,0,0,1,7,8,0,0,0,414,1848,2262,3,18,21,0,0,0,33,182,215
Montana,2006,727231,602017,944632,473389,471243,367376,359855,298311,303706,8,30,38,97,561,658,103,556,659,0,1,1,211,467,678,NA,NA,NA,2,9,11,NA,NA,NA,468,1853,2321,3,17,20,0,0,0,42,205,247
Montana,2005,699086,587238,897367,452919,444448,357895,341191,296289,290949,10,52,62,81,537,618,87,476,563,0,1,1,163,451,614,0,0,0,1,7,8,0,0,0,382,1745,2127,3,5,8,0,0,0,36,197,233
Montana,2004,694240,582461,903109,452336,450773,351089,343151,290212,292249,0,0,0,101,586,687,74,402,476,11,48,59,117,370,487,0,0,0,0,1,1,0,0,0,325,1650,1975,3,16,19,0,0,0,19,212,231
Montana,2003,677355,567277,892023,451366,440657,346793,330562,285200,282077,0,0,0,137,716,853,88,448,536,5,36,41,0,0,0,0,0,0,0,3,3,0,0,0,247,1442,1689,0,6,6,0,0,0,16,217,233
Montana,2002,673085,563633,887655,445222,442433,339976,333109,279979,283654,0,0,0,62,561,623,91,537,628,5,33,38,0,0,0,0,0,0,0,0,0,0,0,0,187,1369,1556,0,0,0,0,0,0,29,230,259
Montana,2001,655574,548632,875841,439288,436553,332411,323163,273754,274878,0,0,0,35,429,464,77,425,502,8,21,29,0,0,0,0,0,0,2,10,12,0,0,0,145,1131,1276,0,1,1,0,0,0,23,237,260
Montana,2000,651340,543615,879617,440565,439052,333109,318231,272285,271330,0,0,0,26,302,328,62,399,461,6,37,43,0,0,0,0,0,0,1,14,15,0,0,0,116,958,1074,0,0,0,0,0,0,19,193,212
Montana,1999,643522,536649.5,871287,437055.2,434231.8,329361.8,314160.2,268915.5,267734,1,27,28,37,307,344,70,377,447,0,8,8,0,0,0,0,2,2,1,0,1,0,0,0,136,955,1091,3,8,11,0,0,0,23,216,239
Montana,1998,635704,529684,862957,433545.4,429411.6,325614.6,310089.4,265546,264138,NA,NA,NA,17,188,205,57,577,634,NA,NA,NA,0,0,0,0,0,0,3,1,4,0,0,0,100,996,1096,0,10,10,0,0,0,20,196,216
Montana,1997,627886,522718.5,854627,430035.6,424591.4,321867.4,306018.6,262176.5,260542,NA,NA,NA,12,202,214,53,385,438,NA,NA,NA,0,13,13,0,0,0,0,2,2,0,0,0,76,840,916,0,4,4,0,0,0,11,194,205
Montana,1996,620068,515753,846297,426525.8,419771.2,318120.2,301947.8,258807,256946,NA,NA,NA,19,172,191,54,385,439,NA,NA,NA,0,0,0,0,1,1,NA,NA,NA,0,0,0,89,726,815,0,0,0,0,1,1,16,157,173
Montana,1995,612250,508787.5,837967,423016,414951,314373,297877,255437.5,253350,NA,NA,NA,11,119,130,28,318,346,NA,NA,NA,0,0,0,0,2,2,0,0,0,0,0,0,42,567,609,0,0,0,0,0,0,3,117,120
Montana,1994,604432,501822,829637,419506.2,410130.8,310625.8,293806.2,252068,249754,NA,NA,NA,9,148,157,23,299,322,NA,NA,NA,0,0,0,0,0,0,0,3,3,0,15,15,35,635,670,0,5,5,0,0,0,2,109,111
Montana,1993,596614,494856.5,821307,415996.4,405310.6,306878.6,289735.4,248698.5,246158,NA,NA,NA,5,114,119,54,365,419,NA,NA,NA,0,0,0,0,4,4,0,0,0,0,0,0,63,624,687,0,0,0,0,0,0,3,90,93
Montana,1992,588796,487891,812977,412486.6,400490.4,303131.4,285664.6,245329,242562,NA,NA,NA,0,109,109,36,394,430,NA,NA,NA,0,0,0,0,0,0,0,3,3,NA,NA,NA,44,634,678,1,0,1,0,0,0,6,86,92
Montana,1991,580978,480925.5,804647,408976.8,395670.2,299384.2,281593.8,241959.5,238966,NA,NA,NA,2,106,108,40,319,359,NA,NA,NA,0,0,0,0,0,0,1,3,4,NA,NA,NA,46,544,590,0,0,0,0,0,0,3,82,85
Montana,1990,573160,473960,796317,405467,390850,295637,277523,238590,235370,NA,NA,NA,1,101,102,39,313,352,NA,NA,NA,0,0,0,0,0,0,1,2,3,NA,NA,NA,42,523,565,0,0,0,0,0,0,0,73,73
Montana,1989,571412,474278,795881.3,404800.3,391081,294423.3,276988.7,238611,235667,NA,NA,NA,5,86,91,35,333,368,NA,NA,NA,0,0,0,0,0,0,0,1,1,NA,NA,NA,44,531,575,0,2,2,0,2,2,1,83,84
Montana,1988,569664,474596,795445.6,404133.6,391312,293209.6,276454.4,238632,235964,NA,NA,NA,1,123,124,29,240,269,NA,NA,NA,0,0,0,0,0,0,1,0,1,NA,NA,NA,41,462,503,0,3,3,1,4,5,3,63,66
Montana,1987,567916,474914,795009.9,403466.9,391543,291995.9,275920.1,238653,236261,NA,NA,NA,3,119,122,26,272,298,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,36,508,544,0,5,5,1,5,6,4,81,85
Montana,1986,566168,475232,794574.2,402800.2,391774,290782.2,275385.8,238674,236558,NA,NA,NA,1,116,117,22,294,316,NA,NA,NA,0,0,0,0,0,0,0,10,10,NA,NA,NA,29,548,577,0,8,8,0,0,0,6,84,90
