state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,deaths_caused_by_another_person_female,deaths_caused_by_another_person_male,deaths_caused_by_another_person_total,deaths_from_accidental_injury_to_self_female,deaths_from_accidental_injury_to_self_male,deaths_from_accidental_injury_to_self_total,deaths_from_aids_female,deaths_from_aids_male,deaths_from_aids_total,deaths_from_execution_female,deaths_from_execution_male,deaths_from_execution_total,deaths_from_homicide_by_other_inmates_female,deaths_from_homicide_by_other_inmates_male,deaths_from_homicide_by_other_inmates_total,deaths_from_illness_or_natural_cause_female,deaths_from_illness_or_natural_cause_male,deaths_from_illness_or_natural_cause_total,deaths_from_other_homicide_female,deaths_from_other_homicide_male,deaths_from_other_homicide_total,deaths_from_suicide_female,deaths_from_suicide_male,deaths_from_suicide_total,total_deaths_female,total_deaths_male,total_deaths_total
North Carolina,1994,5327649,4544237.6,7084174.8,3639937.6,3444237.2,2785360.6,2542288.4,2306173,2238064.6,0,2,2,0,0,0,0,26,26,0,1,1,NA,NA,NA,1,23,24,NA,NA,NA,0,4,4,NA,NA,NA
North Carolina,1993,5248299,4475203.2,6966180.6,3582119.7,3384060.9,2745307.2,2502991.8,2271451.5,2203751.7,0,0,0,0,0,0,0,15,15,0,0,0,NA,NA,NA,1,23,24,NA,NA,NA,0,2,2,NA,NA,NA
North Carolina,1992,5168949,4406168.8,6848186.4,3524301.8,3323884.6,2705253.8,2463695.2,2236730,2169438.8,0,0,0,0,0,0,1,10,11,0,1,1,NA,NA,NA,0,23,23,NA,NA,NA,0,2,2,NA,NA,NA
North Carolina,1991,5089599,4337134.4,6730192.2,3466483.9,3263708.3,2665200.4,2424398.6,2202008.5,2135125.9,0,2,2,0,1,1,0,14,14,0,1,1,NA,NA,NA,2,23,25,NA,NA,NA,0,2,2,NA,NA,NA
North Carolina,1990,5010249,4268100,6612198,3408666,3203532,2625147,2385102,2167287,2100813,0,1,1,0,1,1,NA,NA,NA,0,0,0,NA,NA,NA,2,38,40,NA,NA,NA,1,2,3,NA,NA,NA
North Carolina,1989,4931738.1,4208532,6541154.2,3372245.4,3168908.8,2584898.3,2346839.8,2138796.3,2069735.7,0,1,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,1,25,26,NA,NA,NA,0,3,3,NA,NA,NA
North Carolina,1988,4853227.2,4148964,6470110.4,3335824.8,3134285.6,2544649.6,2308577.6,2110305.6,2038658.4,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,31,31,NA,NA,NA,0,1,1,NA,NA,NA
North Carolina,1987,4774716.3,4089396,6399066.6,3299404.2,3099662.4,2504400.9,2270315.4,2081814.9,2007581.1,0,0,0,0,1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,21,21,NA,NA,NA,0,3,3,NA,NA,NA
North Carolina,1986,4696205.4,4029828,6328022.8,3262983.6,3065039.2,2464152.2,2232053.2,2053324.2,1976503.8,0,1,1,0,1,1,NA,NA,NA,0,1,1,NA,NA,NA,0,12,12,NA,NA,NA,0,1,1,NA,NA,NA
North Carolina,1985,4617694.5,3970260,6256979,3226563,3030416,2423903.5,2193791,2024833.5,1945426.5,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,17,17,NA,NA,NA,0,2,2,NA,NA,NA
North Carolina,1984,4539183.6,3910692,6185935.2,3190142.4,2995792.8,2383654.8,2155528.8,1996342.8,1914349.2,0,1,1,0,1,1,NA,NA,NA,1,1,2,NA,NA,NA,0,15,15,NA,NA,NA,0,2,2,NA,NA,NA
North Carolina,1983,4460672.7,3851124,6114891.4,3153721.8,2961169.6,2343406.1,2117266.6,1967852.1,1883271.9,0,1,1,0,2,2,NA,NA,NA,0,0,0,NA,NA,NA,0,28,28,NA,NA,NA,0,4,4,NA,NA,NA
North Carolina,1982,4382161.8,3791556,6043847.6,3117301.2,2926546.4,2303157.4,2079004.4,1939361.4,1852194.6,0,4,4,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,22,22,NA,NA,NA,0,0,0,NA,NA,NA
North Carolina,1981,4303650.9,3731988,5972803.8,3080880.6,2891923.2,2262908.7,2040742.2,1910870.7,1821117.3,0,3,3,0,2,2,NA,NA,NA,0,0,0,NA,NA,NA,2,19,21,NA,NA,NA,0,2,2,NA,NA,NA
North Carolina,1980,4225140,3672420,5901760,3044460,2857300,2222660,2002480,1882380,1790040,0,2,2,0,2,2,NA,NA,NA,0,0,0,NA,NA,NA,1,20,21,NA,NA,NA,0,2,2,NA,NA,NA
North Carolina,1979,4132806,3596878,5821134,3000774,2820360,2173154,1959652,1844452,1752426,0,2,2,0,1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,12,12,NA,NA,NA,0,4,4,NA,NA,NA
North Carolina,1978,4040472,3521336,5740508,2957088,2783420,2123648,1916824,1806524,1714812,0,2,2,0,1,1,NA,NA,NA,0,0,0,NA,NA,NA,2,15,17,NA,NA,NA,0,2,2,NA,NA,NA
