state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,jurisdiction_housed_in_local_facility_female,jurisdiction_housed_in_local_facility_male,jurisdiction_housed_in_local_facility_total,jurisdiction_local_facilities_solely_to_ease_prison_crowding_female,jurisdiction_local_facilities_solely_to_ease_prison_crowding_male,jurisdiction_local_facilities_solely_to_ease_prison_crowding_total,jurisdiction_private_prison_female,jurisdiction_private_prison_in_state_female,jurisdiction_private_prison_in_state_male,jurisdiction_private_prison_in_state_total,jurisdiction_private_prison_male,jurisdiction_private_prison_out_of_state_female,jurisdiction_private_prison_out_of_state_male,jurisdiction_private_prison_out_of_state_total,jurisdiction_private_prison_total,jurisdiction_public_prison_female,jurisdiction_public_prison_male,jurisdiction_public_prison_total,jurisdiction_unsentenced_female,jurisdiction_unsentenced_male,jurisdiction_unsentenced_total,total_under_jurisdiction_female,total_under_jurisdiction_male,total_under_jurisdiction_total
Kentucky,2001,2956198,2509806,3950704,2029683,1921021,1542861,1413337,1281351,1228455,485,4221,4706,NA,NA,NA,0,0,1028,1028,1028,0,0,0,1028,1138,13258,14396,NA,NA,NA,1138,14286,15424
Kentucky,2000,2940381,2509732,3922149,2022654,1899495,1539550,1400831,1275233,1234499,404,3446,3850,NA,NA,NA,0,0,1268,1268,1268,0,0,0,1268,1061,12590,13651,NA,NA,NA,1061,13858,14919
Kentucky,1999,2918241.3,2487399.5,3896673.6,2008901.7,1887771.9,1528115,1390126.3,1264040.2,1223359.3,366,2855,3221,0,0,0,0,0,1700,1700,1700,0,0,0,1700,1097,12520,13617,0,0,0,1097,14220,15317
Kentucky,1998,2896101.6,2465067,3871198.2,1995149.4,1876048.8,1516680,1379421.6,1252847.4,1212219.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1046,13941,14987
Kentucky,1997,2873961.9,2442734.5,3845722.8,1981397.1,1864325.7,1505245,1368716.9,1241654.6,1201079.9,NA,NA,NA,68,1076,1144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1052,13548,14600
Kentucky,1996,2851822.2,2420402,3820247.4,1967644.8,1852602.6,1493810,1358012.2,1230461.8,1189940.2,NA,NA,NA,57,721,778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,820,12090,12910
Kentucky,1995,2829682.5,2398069.5,3794772,1953892.5,1840879.5,1482375,1347307.5,1219269,1178800.5,NA,NA,NA,32,527,559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,734,11326,12060
Kentucky,1994,2807542.8,2375737,3769296.6,1940140.2,1829156.4,1470940,1336602.8,1208076.2,1167660.8,NA,NA,NA,39,593,632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,637,10429,11066
Kentucky,1993,2785403.1,2353404.5,3743821.2,1926387.9,1817433.3,1459505,1325898.1,1196883.4,1156521.1,NA,NA,NA,18,378,396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,545,9895,10440
Kentucky,1992,2763263.4,2331072,3718345.8,1912635.6,1805710.2,1448070,1315193.4,1185690.6,1145381.4,NA,NA,NA,85,489,574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,545,9819,10364
Kentucky,1991,2741123.7,2308739.5,3692870.4,1898883.3,1793987.1,1436635,1304488.7,1174497.8,1134241.7,NA,NA,NA,44,822,866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,513,9286,9799
Kentucky,1990,2718984,2286407,3667395,1885131,1782264,1425200,1293784,1163305,1123102,NA,NA,NA,66,627,693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,479,8544,9023
Kentucky,1989,2703801.6,2276204.3,3666283.5,1883931.9,1782351.6,1417014,1286787.6,1158548.5,1117655.8,NA,NA,NA,107,1304,1411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,447,7842,8289
Kentucky,1988,2688619.2,2266001.6,3665172,1882732.8,1782439.2,1408828,1279791.2,1153792,1112209.6,NA,NA,NA,108,824,932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,348,6771,7119
Kentucky,1987,2673436.8,2255798.9,3664060.5,1881533.7,1782526.8,1400642,1272794.8,1149035.5,1106763.4,NA,NA,NA,67,898,965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,6144,6437
Kentucky,1986,2658254.4,2245596.2,3662949,1880334.6,1782614.4,1392456,1265798.4,1144279,1101317.2,NA,NA,NA,55,831,886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221,5067,5288
Kentucky,1985,2643072,2235393.5,3661837.5,1879135.5,1782702,1384270,1258802,1139522.5,1095871,NA,NA,NA,26,800,826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213,4768,4981
Kentucky,1984,2627889.6,2225190.8,3660726,1877936.4,1782789.6,1376084,1251805.6,1134766,1090424.8,NA,NA,NA,15,700,715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,4617,4820
Kentucky,1983,2612707.2,2214988.1,3659614.5,1876737.3,1782877.2,1367898,1244809.2,1130009.5,1084978.6,NA,NA,NA,23,229,252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192,4581,4773
Kentucky,1982,2597524.8,2204785.4,3658503,1875538.2,1782964.8,1359712,1237812.8,1125253,1079532.4,NA,NA,NA,19,143,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,159,3872,4031
Kentucky,1981,2582342.4,2194582.7,3657391.5,1874339.1,1783052.4,1351526,1230816.4,1120496.5,1074086.2,NA,NA,NA,0,104,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,130,3863,3993
Kentucky,1980,2567160,2184380,3656280,1873140,1783140,1343340,1223820,1115740,1068640,NA,NA,NA,0,94,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,125,3463,3588
Kentucky,1979,2519524,2142722,3612422,1849826,1762596,1317816,1201708,1094826,1047896,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,141,3550,3691
Kentucky,1978,2471888,2101064,3568564,1826512,1742052,1292292,1179596,1073912,1027152,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,111,3279,3390
