state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,custody_including_private_facilities_female,custody_including_private_facilities_male,custody_private_prison_female,custody_private_prison_male,custody_private_prison_total,custody_public_prisons_female,custody_public_prisons_male,custody_public_prisons_total,custody_unsentenced_female,custody_unsentenced_male,custody_unsentenced_total,total_under_custody_female,total_under_custody_male,total_under_custody_total
Kentucky,2016,3425666,2792106,4436974,2257420,2179554,1763045,1662621,1410850,1381256,907,10956,0,0,0,907,10956,11863,NA,NA,NA,908,10959,11867
Kentucky,2015,3415817,2792936,4425092,2246706,2178386,1753718,1662099,1402011,1390925,898,11061,0,0,0,898,11061,11959,0,0,0,898,11061,11959
Kentucky,2014,3399427,2801983,4413457,2233621,2179836,1745872,1653555,1409035,1392948,1333,10781,0,0,0,1333,10781,12114,15,62,77,1333,10781,12114
Kentucky,2013,3384076,2800393,4395295,2232200,2163095,1738344,1645732,1407381,1393012,1307,10834,0,0,0,1307,10834,12141,13,73,86,1307,10834,12141
Kentucky,2012,3364861,2803410,4380415,2225586,2154829,1731481,1633380,1409665,1393745,1369,11629,0,812,812,1369,10817,12186,20,65,85,1369,10817,12186
Kentucky,2011,3347482,2797635,4369356,2223648,2145708,1723771,1623711,1406533,1391102,1362,12639,2,2048,2050,1360,10591,11951,19,1,20,1360,10591,11951
Kentucky,2010,3328494,2787617,4346266,2207080,2139186,1715175,1613319,1403742,1383875,1342,13159,39,2088,2127,1303,11071,12374,22,5,27,1303,11071,12374
Kentucky,2009,3296134,2761750,4314113,2201670,2112443,1703275,1592859,1392226,1369524,1490,13494,626,1865,2491,864,11629,12493,5,4,9,864,11629,12493
Kentucky,2008,3264786,2743445,4269245,2182463,2086782,1687215,1577571,1386040,1357405,1471,13789,627,1582,2209,844,12207,13051,9,8,17,844,12207,13051
Kentucky,2007,3224873,2718786,4241474,2166059,2075415,1674750,1550123,1376157,1342629,1538,13826,682,1722,2404,856,12104,12960,5,44,49,856,12104,12960
Kentucky,2006,3215998,2716606,4206074,2147910,2058164,1661794,1554204,1368264,1348342,1557,14032,637,1870,2507,920,12162,13082,0,13,13,920,12162,13082
Kentucky,2005,3089485,2627495,4065635,2077708,1987927,1602611,1486874,1334689,1292806,1470,13434,567,1657,2224,903,11777,12680,0,11,11,903,11777,12680
Kentucky,2004,3057341,2603381,4031134,2068573,1962561,1590904,1466437,1326755,1276626,1075,12247,176,1570,1746,899,10677,11576,2,62,64,899,10677,11576
Kentucky,2003,3013737,2565499,4003036,2046711,1956325,1568461,1445276,1305839,1259660,847,10813,139,1501,1640,708,9312,10020,1,8,9,708,9312,10020
Kentucky,2002,3049835,2606380,3978103,2043188,1934915,1594560,1455275,1335326,1271054,841,10742,139,1496,1635,702,9246,9948,0,0,0,702,9246,9948
Kentucky,2001,2956198,2509806,3950704,2029683,1921021,1542861,1413337,1281351,1228455,653,10067,0,1028,1028,653,9039,9692,1,4,5,653,9039,9692
Kentucky,2000,2940381,2509732,3922149,2022654,1899495,1539550,1400831,1275233,1234499,651,10382,0,1268,1268,651,9114,9765,1,5,6,651,9114,9765
Kentucky,1999,2918241.3,2487399.5,3896673.6,2008901.7,1887771.9,1528115,1390126.3,1264040.2,1223359.3,670,12155,0,1700,1700,670,10455,11125,0,0,0,670,10455,11125
Kentucky,1998,2896101.6,2465067,3871198.2,1995149.4,1876048.8,1516680,1379421.6,1252847.4,1212219.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670,10544,11214
Kentucky,1997,2873961.9,2442734.5,3845722.8,1981397.1,1864325.7,1505245,1368716.9,1241654.6,1201079.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,10209,10875
Kentucky,1996,2851822.2,2420402,3820247.4,1967644.8,1852602.6,1493810,1358012.2,1230461.8,1189940.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,508,9640,10148
Kentucky,1995,2829682.5,2398069.5,3794772,1953892.5,1840879.5,1482375,1347307.5,1219269,1178800.5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,476,9452,9928
Kentucky,1994,2807542.8,2375737,3769296.6,1940140.2,1829156.4,1470940,1336602.8,1208076.2,1167660.8,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,437,8660,9097
Kentucky,1993,2785403.1,2353404.5,3743821.2,1926387.9,1817433.3,1459505,1325898.1,1196883.4,1156521.1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,382,8240,8622
Kentucky,1992,2763263.4,2331072,3718345.8,1912635.6,1805710.2,1448070,1315193.4,1185690.6,1145381.4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,331,8389,8720
Kentucky,1991,2741123.7,2308739.5,3692870.4,1898883.3,1793987.1,1436635,1304488.7,1174497.8,1134241.7,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,469,8464,8933
Kentucky,1990,2718984,2286407,3667395,1885131,1782264,1425200,1293784,1163305,1123102,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,413,7917,8330
Kentucky,1989,2703801.6,2276204.3,3666283.5,1883931.9,1782351.6,1417014,1286787.6,1158548.5,1117655.8,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,340,6538,6878
Kentucky,1988,2688619.2,2266001.6,3665172,1882732.8,1782439.2,1408828,1279791.2,1153792,1112209.6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,240,5947,6187
Kentucky,1987,2673436.8,2255798.9,3664060.5,1881533.7,1782526.8,1400642,1272794.8,1149035.5,1106763.4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,225,5246,5471
Kentucky,1986,2658254.4,2245596.2,3662949,1880334.6,1782614.4,1392456,1265798.4,1144279,1101317.2,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,207,5067,5274
Kentucky,1985,2643072,2235393.5,3661837.5,1879135.5,1782702,1384270,1258802,1139522.5,1095871,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,207,4749,4956
Kentucky,1984,2627889.6,2225190.8,3660726,1877936.4,1782789.6,1376084,1251805.6,1134766,1090424.8,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,183,4527,4710
Kentucky,1983,2612707.2,2214988.1,3659614.5,1876737.3,1782877.2,1367898,1244809.2,1130009.5,1084978.6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,170,4471,4641
Kentucky,1982,2597524.8,2204785.4,3658503,1875538.2,1782964.8,1359712,1237812.8,1125253,1079532.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,3915
