state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_release_female,awol_release_male,awol_release_total,conditional_release_probations_female,conditional_release_probations_male,conditional_release_probations_total,discretionary_parole_female,discretionary_parole_male,discretionary_parole_total,escape_from_confinement_female,escape_from_confinement_male,escape_from_confinement_total,other_conditional_release_female,other_conditional_release_male,other_conditional_release_total,other_unconditional_release_female,other_unconditional_release_male,other_unconditional_release_total,release_to_appeal_or_bond_female,release_to_appeal_or_bond_male,release_to_appeal_or_bond_total,supervised_mandatory_release_female,supervised_mandatory_release_male,supervised_mandatory_release_total,total_releases_female,total_releases_male,total_releases_total,transfers_to_other_jurisdictions_female,transfers_to_other_jurisdictions_male,transfers_to_other_jurisdictions_total,unconditional_release_commutations_female,unconditional_release_commutations_male,unconditional_release_commutations_total,unconditional_release_expirations_of_sentence_female,unconditional_release_expirations_of_sentence_male,unconditional_release_expirations_of_sentence_total
Mississippi,2016,2266009,1854304,2988726,1548961,1439765,1190833,1075176,955778,898526,0,0,0,79,1013,1092,548,4090,4638,0,0,0,97,616,713,0,0,0,0,0,0,0,0,0,748,6332,7080,0,0,0,0,0,0,22,544,566
Mississippi,2015,2263210,1854997,2992333,1545520,1446813,1184452,1078758,950440,904557,0,0,0,48,866,914,460,3111,3571,0,1,1,134,890,1024,0,0,0,0,0,0,0,0,0,674,5431,6105,0,0,0,0,0,0,26,473,499
Mississippi,2014,2262018,1866896,2994079,1535297,1458782,1181829,1080189,954836,912060,0,0,0,64,1067,1131,499,4404,4903,0,0,0,272,1856,2128,0,0,0,0,0,0,0,0,0,949,8493,9442,0,0,0,0,0,0,101,1072,1173
Mississippi,2013,2255085,1874672,2991207,1540005,1451202,1179436,1075649,959433,915239,0,0,0,94,1352,1446,347,2060,2407,0,1,1,426,2448,2874,0,0,0,0,0,0,0,0,0,973,7229,8202,0,0,0,0,2,2,97,1230,1327
Mississippi,2012,2237499,1872898,2984926,1543407,1441519,1174754,1062745,964306,908592,0,0,0,95,1254,1349,296,1803,2099,0,3,3,369,2422,2791,0,0,0,0,0,0,0,0,0,859,6869,7728,0,0,0,5,14,19,91,1260,1351
Mississippi,2011,2226732,1866434,2978512,1529416,1449096,1163599,1063133,955544,910890,0,0,0,95,1309,1404,320,2024,2344,0,0,0,364,2428,2792,0,0,0,0,0,0,0,0,0,897,7300,8197,0,0,0,0,0,0,83,1199,1282
Mississippi,2010,2216967,1859102,2970036,1529348,1440688,1159524,1057443,950830,908272,0,0,0,132,1293,1425,464,2624,3088,0,6,6,342,2422,2764,0,0,0,0,0,0,0,0,0,1040,7660,8700,0,0,0,0,0,0,97,1199,1296
Mississippi,2009,2187529,1837819,2951996,1516807,1435189,1146501,1041028,937377,900442,0,0,0,140,1232,1372,613,2811,3424,0,2,2,284,1977,2261,0,0,0,0,0,0,0,0,0,1206,8081,9287,0,0,0,0,1,1,118,1349,1467
Mississippi,2008,2176235,1834136,2938618,1510775,1427843,1143846,1032389,939889,894247,0,12,12,139,1345,1484,254,1097,1351,0,2,2,290,2035,2325,0,0,0,1,0,1,0,0,0,918,6913,7831,0,0,0,0,0,0,208,1563,1771
Mississippi,2007,2158909,1822318,2918785,1504875,1413910,1134121,1024788,930963,891355,0,17,17,308,1945,2253,126,484,610,0,1,1,55,185,240,0,0,0,5,45,50,234,1768,2002,1098,7375,8473,0,0,0,0,0,0,191,1739,1930
