state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,jurisdiction_housed_in_local_facility_female,jurisdiction_housed_in_local_facility_male,jurisdiction_housed_in_local_facility_total,jurisdiction_local_facilities_solely_to_ease_prison_crowding_female,jurisdiction_local_facilities_solely_to_ease_prison_crowding_male,jurisdiction_local_facilities_solely_to_ease_prison_crowding_total,jurisdiction_private_prison_female,jurisdiction_private_prison_in_state_female,jurisdiction_private_prison_in_state_male,jurisdiction_private_prison_in_state_total,jurisdiction_private_prison_male,jurisdiction_private_prison_out_of_state_female,jurisdiction_private_prison_out_of_state_male,jurisdiction_private_prison_out_of_state_total,jurisdiction_private_prison_total,jurisdiction_public_prison_female,jurisdiction_public_prison_male,jurisdiction_public_prison_total,jurisdiction_unsentenced_female,jurisdiction_unsentenced_male,jurisdiction_unsentenced_total,total_under_jurisdiction_female,total_under_jurisdiction_male,total_under_jurisdiction_total
West Virginia,2016,1454578,1136439,1831102,925805,905297,742573,712005,565430,571009,274,989,1263,NA,NA,NA,0,0,0,0,0,0,0,0,0,876,6286,7162,0,0,0,876,6286,7162
West Virginia,2015,1464966,1154097,1844128,935217,908911,748250,716716,576685,577412,259,934,1193,NA,NA,NA,0,0,0,0,0,0,0,0,0,865,6253,7118,0,0,0,865,6253,7118
West Virginia,2014,1467316,1164664,1850326,936005,914321,749665,717651,581219,583445,247,782,1029,NA,NA,NA,0,0,0,0,0,0,0,0,0,831,6065,6896,3,12,15,831,6065,6896
West Virginia,2013,1471764,1178908,1854304,936667,917637,750484,721280,587191,591717,302,814,1116,NA,NA,NA,0,0,0,0,0,0,0,0,0,808,6016,6824,7,5,12,808,6016,6824
West Virginia,2012,1470340,1188320,1855413,942344,913069,753699,716641,595759,592561,301,1434,1735,NA,NA,NA,0,0,0,0,0,0,0,0,0,805,6265,7070,13,30,43,805,6265,7070
West Virginia,2011,1469390,1192811,1855364,941008,914356,752939,716451,596420,596391,256,1421,1677,NA,NA,NA,0,0,0,0,0,0,0,0,0,752,6074,6826,5,18,23,752,6074,6826
West Virginia,2010,1467669,1188550,1853973,941315,912658,753322,714347,594994,593556,229,1380,1609,NA,NA,NA,0,0,0,0,0,0,0,0,0,725,5956,6681,14,25,39,725,5956,6681
West Virginia,2009,1435182,1166477,1819777,925985,893792,739187,695995,583781,582696,173,1132,1305,NA,NA,NA,0,0,0,0,0,0,0,0,0,684,5683,6367,10,44,54,684,5683,6367
West Virginia,2008,1435959,1173396,1814468,926300,888168,741592,694367,589258,584138,134,1029,1163,NA,NA,NA,0,0,0,0,0,0,0,0,0,648,5411,6059,8,32,40,648,5411,6059
West Virginia,2007,1419562,1153085,1812035,922977,889058,732067,687495,578451,574634,113,1036,1149,NA,NA,NA,0,0,0,0,0,0,0,0,0,634,5422,6056,3,4,7,634,5422,6056
West Virginia,2006,1428728,1164212,1818470,927833,890637,737806,690922,584605,579607,149,1217,1366,NA,NA,NA,0,0,0,0,0,0,0,0,0,574,5159,5733,5,9,14,574,5159,5733
West Virginia,2005,1396212,1146453,1781817,906603,875214,721008,675204,578620,567833,59,1217,1276,NA,NA,NA,0,0,0,0,0,0,0,0,0,480,4832,5312,2,18,20,480,4832,5312
West Virginia,2004,1387973,1140089,1771784,907959,863825,723574,664399,580722,559367,79,998,1077,NA,NA,NA,0,0,0,0,0,0,0,0,0,459,4608,5067,15,26,41,459,4608,5067
West Virginia,2003,1378583,1131390,1767580,906693,860887,720228,658355,576390,555e3,54,914,968,NA,NA,NA,0,0,0,0,0,0,0,0,0,405,4353,4758,16,27,43,405,4353,4758
West Virginia,2002,1373614,1126911,1761291,910684,850607,716730,656884,571859,555052,118,850,968,NA,NA,NA,0,0,0,0,0,0,0,0,0,362,4182,4544,19,21,40,362,4182,4544
West Virginia,2001,1361659,1115905,1758405,904323,854082,711497,650162,566993,548912,66,673,739,NA,NA,NA,66,66,693,759,1471,0,778,778,1537,280,2398,2678,13,38,51,346,3869,4215
West Virginia,2000,1376793,1115609,1770413,905382,865031,706516,670277,562725,552884,155,641,796,NA,NA,NA,0,0,0,0,0,0,0,0,0,303,3553,3856,16,45,61,303,3553,3856
West Virginia,1999,1373385.7,1113313.4,1771971.6,907676.7,864294.9,707388,665997.7,562733.6,550579.8,86,566,652,86,566,652,0,0,0,0,0,0,0,0,0,239,3293,3532,0,0,0,239,3293,3532
West Virginia,1998,1369978.4,1111017.8,1773530.2,909971.4,863558.8,708260,661718.4,562742.2,548275.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,3267,3478
West Virginia,1997,1366571.1,1108722.2,1775088.8,912266.1,862822.7,709132,657439.1,562750.8,545971.4,NA,NA,NA,67,708,775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186,2962,3148
West Virginia,1996,1363163.8,1106426.6,1776647.4,914560.8,862086.6,710004,653159.8,562759.4,543667.2,NA,NA,NA,11,275,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,20,24,149,2600,2749
West Virginia,1995,1359756.5,1104131,1778206,916855.5,861350.5,710876,648880.5,562768,541363,NA,NA,NA,0,134,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,26,29,129,2383,2512
West Virginia,1994,1356349.2,1101835.4,1779764.6,919150.2,860614.4,711748,644601.2,562776.6,539058.8,NA,NA,NA,15,383,398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,91,2241,2332
West Virginia,1993,1352941.9,1099539.8,1781323.2,921444.9,859878.3,712620,640321.9,562785.2,536754.6,NA,NA,NA,21,241,262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,79,1726,1805
West Virginia,1992,1349534.6,1097244.2,1782881.8,923739.6,859142.2,713492,636042.6,562793.8,534450.4,NA,NA,NA,19,362,381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,80,1594,1674
West Virginia,1991,1346127.3,1094948.6,1784440.4,926034.3,858406.1,714364,631763.3,562802.4,532146.2,NA,NA,NA,24,263,287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,70,1432,1502
West Virginia,1990,1342720,1092653,1785999,928329,857670,715236,627484,562811,529842,NA,NA,NA,15,87,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,76,1489,1565
West Virginia,1989,1347154,1100131.7,1802083.1,935696.1,866387,716904.4,630249.6,566719.9,533411.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,1463,1536
West Virginia,1988,1351588,1107610.4,1818167.2,943063.2,875104,718572.8,633015.2,570628.8,536981.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,1389,1455
West Virginia,1987,1356022,1115089.1,1834251.3,950430.3,883821,720241.2,635780.8,574537.7,540551.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,1380,1449
West Virginia,1986,1360456,1122567.8,1850335.4,957797.4,892538,721909.6,638546.4,578446.6,544121.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,1405,1472
West Virginia,1985,1364890,1130046.5,1866419.5,965164.5,901255,723578,641312,582355.5,547691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,1658,1725
West Virginia,1984,1369324,1137525.2,1882503.6,972531.6,909972,725246.4,644077.6,586264.4,551260.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,1528,1579
West Virginia,1983,1373758,1145003.9,1898587.7,979898.7,918689,726914.8,646843.2,590173.3,554830.6,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,1553,1611
West Virginia,1982,1378192,1152482.6,1914671.8,987265.8,927406,728583.2,649608.8,594082.2,558400.4,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,47,1500,1547
West Virginia,1981,1382626,1159961.3,1930755.9,994632.9,936123,730251.6,652374.4,597991.1,561970.2,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,37,1528,1565
West Virginia,1980,1387060,1167440,1946840,1002e3,944840,731920,655140,601900,565540,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,30,1227,1257
