state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,custody_including_private_facilities_female,custody_including_private_facilities_male,custody_private_prison_female,custody_private_prison_male,custody_private_prison_total,custody_public_prisons_female,custody_public_prisons_male,custody_public_prisons_total,custody_unsentenced_female,custody_unsentenced_male,custody_unsentenced_total,total_under_custody_female,total_under_custody_male,total_under_custody_total
Alaska,2016,553924,484883,741894,351695,390199,264297,289627,228742,256141,489,4400,95,456,551,394,3944,4338,216,1567,1783,401,3977,4378
Alaska,2015,552184,487785,738432,349630,388802,262051,290133,228763,259022,568,4679,93,500,593,475,4179,4654,256,1598,1854,568,4679,5247
Alaska,2014,551031,492709,736732,348497,388235,260180,290851,230475,262234,780,5543,87,508,595,693,5035,5728,336,1900,2236,693,5035,5728
Alaska,2013,546440,487008,735132,350128,385004,259222,287218,229032,257976,768,4313,0,27,27,768,4286,5054,258,1516,1774,768,4286,5054
Alaska,2012,546885,493456,731449,348002,383447,260423,286462,233304,260152,788,5520,93,1640,1733,695,3880,4575,233,1371,1604,695,3880,4575
Alaska,2011,534893,481549,722718,348501,374217,257048,277845,229779,251770,735,5481,74,1614,1688,661,3867,4528,211,1318,1529,661,3867,4528
Alaska,2010,525152,475489,713985,341905,372080,251901,273251,225240,250249,605,4764,75,1523,1598,530,3241,3771,194,1138,1332,530,3241,3771
Alaska,2009,514949,466569,698473,335914,362559,248584,266365,223293,243276,638,4834,118,1508,1626,520,3326,3846,199,1250,1449,520,3326,3846
Alaska,2008,507059,464470,686293,328739,357554,243113,263946,220447,244023,500,4497,72,1378,1450,428,3119,3547,156,1268,1424,428,3119,3547
Alaska,2007,500861,457959,683478,326249,357229,239463,261398,216183,241776,561,4590,96,1428,1524,465,3162,3627,211,1362,1573,465,3162,3627
Alaska,2006,493947,451968,670053,325587,344466,241369,252578,219786,232182,520,4532,117,1564,1681,403,2968,3371,213,1359,1572,403,2968,3371
Alaska,2005,465089,427770,658002,323203,334799,230881,234208,211645,216125,442,4356,64,1301,1365,378,3055,3433,201,1314,1515,378,3055,3433
Alaska,2004,448242,412375,635963,312916,323047,222554,225688,203715,208660,377,4157,68,1324,1392,309,2833,3142,136,1195,1331,309,2833,3142
Alaska,2003,441735,405161,629832,308071,321761,216406,225329,198023,207138,383,4089,72,1314,1386,311,2775,3086,143,1090,1233,311,2775,3086
Alaska,2002,433463,398812,624252,305164,319088,212864,220599,194410,204402,343,4008,78,1282,1360,265,2726,2991,127,1081,1208,265,2726,2991
Alaska,2001,424576,394247,615531,300465,315066,208455,216121,193241,201006,358,4212,66,1471,1537,292,2741,3033,148,1187,1335,292,2741,3033
Alaska,2000,406721,373955,609687,296257,313430,196913,209808,180006,193949,276,3864,44,1339,1383,232,2525,2757,145,1242,1387,232,2525,2757
Alaska,1999,403894.6,372421.2,603787.9,292809.6,310978.3,195021.8,208872.8,178647,193774.2,280,3636,55,1332,1387,225,2304,2529,101,928,1029,225,2304,2529
Alaska,1998,401068.2,370887.4,597888.8,289362.2,308526.6,193130.6,207937.6,177288,193599.4,NA,NA,NA,NA,NA,NA,NA,NA,83,847,930,211,2390,2601
Alaska,1997,398241.8,369353.6,591989.7,285914.8,306074.9,191239.4,207002.4,175929,193424.6,NA,NA,NA,NA,NA,NA,NA,NA,90,926,1016,211,2993,3204
Alaska,1996,395415.4,367819.8,586090.6,282467.4,303623.2,189348.2,206067.2,174570,193249.8,NA,NA,NA,NA,NA,NA,NA,NA,79,831,910,187,2781,2968
Alaska,1995,392589,366286,580191.5,279020,301171.5,187457,205132,173211,193075,NA,NA,NA,NA,NA,NA,NA,NA,89,866,955,180,2652,2832
Alaska,1994,389762.6,364752.2,574292.4,275572.6,298719.8,185565.8,204196.8,171852,192900.2,NA,NA,NA,NA,NA,NA,NA,NA,88,775,863,156,2589,2745
Alaska,1993,386936.2,363218.4,568393.3,272125.2,296268.1,183674.6,203261.6,170493,192725.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,2581,2703
Alaska,1992,384109.8,361684.6,562494.2,268677.8,293816.4,181783.4,202326.4,169134,192550.6,NA,NA,NA,NA,NA,NA,NA,NA,46,624,670,112,2386,2498
Alaska,1991,381283.4,360150.8,556595.1,265230.4,291364.7,179892.2,201391.2,167775,192375.8,NA,NA,NA,NA,NA,NA,NA,NA,56,635,691,114,2369,2483
Alaska,1990,378457,358617,550696,261783,288913,178001,200456,166416,192201,NA,NA,NA,NA,NA,NA,NA,NA,34,530,564,107,2255,2362
Alaska,1989,367833.3,348949.3,536224.4,254824.7,281399.7,172918.9,194914.4,161988.4,186960.9,NA,NA,NA,NA,NA,NA,NA,NA,55,587,642,140,2344,2484
