state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,population_american_indian,population_female_american_indian,population_male_american_indian,population_adult_american_indian,population_female_adult_american_indian,population_male_adult_american_indian,population_aged_18_65_american_indian,population_female_aged_18_65_american_indian,population_male_aged_18_65_american_indian,population_asian,population_female_asian,population_male_asian,population_adult_asian,population_female_adult_asian,population_male_adult_asian,population_aged_18_65_asian,population_female_aged_18_65_asian,population_male_aged_18_65_asian,population_black,population_female_black,population_male_black,population_adult_black,population_female_adult_black,population_male_adult_black,population_aged_18_65_black,population_female_aged_18_65_black,population_male_aged_18_65_black,population_hispanic,population_female_hispanic,population_male_hispanic,population_adult_hispanic,population_female_adult_hispanic,population_male_adult_hispanic,population_aged_18_65_hispanic,population_female_aged_18_65_hispanic,population_male_aged_18_65_hispanic,population_other_or_unknown,population_female_other_or_unknown,population_male_other_or_unknown,population_adult_other_or_unknown,population_female_adult_other_or_unknown,population_male_adult_other_or_unknown,population_aged_18_65_other_or_unknown,population_female_aged_18_65_other_or_unknown,population_male_aged_18_65_other_or_unknown,population_white,population_female_white,population_male_white,population_adult_white,population_female_adult_white,population_male_adult_white,population_aged_18_65_white,population_female_aged_18_65_white,population_male_aged_18_65_white,american_indian_female,american_indian_male,american_indian_total,asian_female,asian_male,asian_total,black_female,black_male,black_total,hispanic_or_latino_female,hispanic_or_latino_male,hispanic_or_latino_total,other_or_unknown_race_female,other_or_unknown_race_male,other_or_unknown_race_total,white_female,white_male,white_total
Missouri,2016,4703576,3794795,6093e3,3093350,2999650,2422259,2281317,1912445,1882350,26144,10983,15161,19250,9105,10145,16368,8123,8245,124425,63077,61348,98420,51037,47383,90148,46353,43795,698948,364102,334846,515106,276363,238743,447367,234712,212655,243834,117499,126335,154118,75302,78816,141762,68990,72772,148207,71215,76992,74960,36768,38192,66425,31436,34989,4851442,2466474,2384968,3841722,1973684,1868038,3032725,1522831,1509894,28,78,106,17,54,71,515,10623,11138,75,452,527,0,0,0,2699,17866,20565
Missouri,2015,4696210,3811896,6083672,3100719,2982953,2426191,2270019,1925822,1886074,23519,10978,12541,20101,9617,10484,17349,8103,9246,119456,64242,55214,91688,51295,40393,84237,46600,37637,704118,373202,330916,521142,281997,239145,454754,240686,214068,238070,117215,120855,150264,74681,75583,139275,67872,71403,138910,66028,72882,73026,35603,37423,66218,31352,34866,4859599,2469054,2390545,3839989,1972998,1866991,3050063,1531209,1518854,28,92,120,11,54,65,552,10777,11329,67,463,530,0,0,0,2606,17617,20223
Missouri,2014,4671311,3808067,6063589,3091668,2971921,2413978,2257333,1926332,1881735,23567,10509,13058,20003,9065,10938,16532,8198,8334,109842,56816,53026,86077,45365,40712,79079,41536,37543,701009,372315,328694,512698,277386,235312,448084,237491,210593,231619,110724,120895,144854,71879,72975,135691,66322,69369,150794,76466,74328,78023,42216,35807,71944,37887,34057,4846758,2464838,2381920,3829656,1968067,1861589,3056737,1534898,1521839,33,83,116,11,45,56,557,10992,11549,58,482,540,0,0,0,2445,17174,19619
Missouri,2013,4645397,3799537,6044171,3081854,2962317,2400636,2244761,1921089,1878448,19986,9735,10251,16819,8044,8775,14181,6739,7442,103776,52704,51072,82069,41743,40326,72586,36052,36534,691049,365092,325957,507241,275533,231708,444266,237964,206302,226975,111158,115817,140512,68993,71519,131623,63629,67994,144547,74367,70180,71277,38130,33147,64162,33660,30502,4857838,2468798,2389040,3827479,1968193,1859286,3072719,1543045,1529674,29,86,115,7,57,64,548,11241,11789,53,499,552,0,0,0,2143,16820,18963
Missouri,2012,4621004,3801285,6021988,3071065,2950923,2391311,2229693,1924900,1876385,23913,13911,10002,18525,10607,7918,16147,9209,6938,104751,54620,50131,81583,43948,37635,76516,40871,35645,692714,365249,327465,501387,269857,231530,440075,232643,207432,217948,104150,113798,139637,69524,70113,128919,64253,64666,131057,64279,66778,65930,33352,32578,59018,29758,29260,4851605,2468856,2382749,3813942,1964023,1849919,3080610,1548166,1532444,17,88,105,7,56,63,563,11229,11792,59,476,535,0,0,0,2055,16635,18690
Missouri,2011,4599862,3796549,6010688,3066021,2944667,2377125,2222737,1919676,1876873,20438,11456,8982,16371,9559,6812,14855,8877,5978,101735,52866,48869,78180,40385,37795,71799,36595,35204,678521,357595,320926,494822,267752,227070,435286,231506,203780,214492,100241,114251,132110,60923,71187,124759,57349,67410,142717,73357,69360,73970,39083,34887,66139,34373,31766,4852785,2470506,2382279,3804409,1959423,1844986,3083711,1550976,1532735,22,84,106,14,48,62,568,11319,11887,56,469,525,0,0,0,1913,16294,18207
Missouri,2010,4579206,3785676,5996231,3064200,2932031,2374284,2204922,1917418,1868258,19334,10660,8674,15798,8789,7009,14096,7988,6108,100115,54500,45615,76809,41764,35045,70300,38428,31872,696073,367992,328081,494692,270571,224121,434843,231509,203334,212239,103451,108788,133586,66303,67283,123752,60583,63169,112947,55893,57054,63258,31448,31810,58652,28673,29979,4855523,2471704,2383819,3795063,1955409,1839654,3084033,1550237,1533796,23,73,96,10,49,59,572,11397,11969,55,470,525,0,0,0,1800,16127,17927
Missouri,2009,4556338,3788356,5987580,3060821,2926759,2361893,2194445,1916797,1871559,18017,9380,8637,15280,7435,7845,13152,6423,6729,85294,44255,41039,65088,33344,31744,58431,30250,28181,665171,353108,312063,474261,257578,216683,421889,224330,197559,201427,93527,107900,123027,57787,65240,113077,51968,61109,121831,62589,59242,63406,33327,30079,56549,29553,26996,4895840,2497962,2397878,3815276,1972422,1842854,3125258,1574273,1550985,18,81,99,NA,NA,NA,623,11650,12273,50,476,526,9,NA,NA,1726,15837,17563
Missouri,2008,4499981,3750818,5911605,3026019,2885586,2340169,2159812,1901972,1848846,18762,10216,8546,14758,7834,6924,13240,6759,6481,86760,46280,40480,66488,35419,31069,60792,32591,28201,651097,347172,303925,462288,255632,206656,407611,219992,187619,182059,84228,97831,113136,51972,61164,106377,48002,58375,108022,53990,54032,59431,31139,28292,53317,27562,25755,4864905,2484133,2380772,3783880,1958173,1825707,3109481,1567066,1542415,8,90,98,NA,NA,NA,638,11524,12162,41,503,544,NA,NA,NA,1756,15566,17322
Missouri,2007,4461852,3727675,5878415,3011497,2866918,2318313,2143539,1890155,1837520,18632,9060,9572,15015,7966,7049,13332,7177,6155,91886,49203,42683,67684,36750,30934,62621,34227,28394,652670,343050,309620,453179,246961,206218,401317,214811,186506,169739,80825,88914,109911,51714,58197,103298,47763,55535,92723,49047,43676,52178,26235,25943,46627,23384,23243,4852765,2480312,2372453,3763885,1948687,1815198,3100480,1562793,1537687,13,96,109,NA,NA,NA,696,11356,12052,30,472,502,NA,NA,NA,1775,15362,17137
