state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_release_female,awol_release_male,awol_release_total,conditional_release_probations_female,conditional_release_probations_male,conditional_release_probations_total,discretionary_parole_female,discretionary_parole_male,discretionary_parole_total,escape_from_confinement_female,escape_from_confinement_male,escape_from_confinement_total,other_conditional_release_female,other_conditional_release_male,other_conditional_release_total,other_unconditional_release_female,other_unconditional_release_male,other_unconditional_release_total,release_to_appeal_or_bond_female,release_to_appeal_or_bond_male,release_to_appeal_or_bond_total,supervised_mandatory_release_female,supervised_mandatory_release_male,supervised_mandatory_release_total,total_releases_female,total_releases_male,total_releases_total,transfers_to_other_jurisdictions_female,transfers_to_other_jurisdictions_male,transfers_to_other_jurisdictions_total,unconditional_release_commutations_female,unconditional_release_commutations_male,unconditional_release_commutations_total,unconditional_release_expirations_of_sentence_female,unconditional_release_expirations_of_sentence_male,unconditional_release_expirations_of_sentence_total
New Jersey,2016,6962122,5682758,8944469,4575789,4368680,3607261,3354861,2870624,2812134,0,0,0,0,3,3,200,2909,3109,13,164,177,103,704,807,5,72,77,0,0,0,0,0,0,618,9246,9864,0,2,2,0,7,7,284,5044,5328
New Jersey,2015,6960879,5715537,8958013,4581199,4376814,3605135,3355744,2888521,2827016,0,0,0,1,3,4,238,2975,3213,18,169,187,108,695,803,8,95,103,0,1,1,0,0,0,725,9711,10436,0,1,1,0,10,10,336,5458,5794
New Jersey,2014,6926870,5713070,8938175,4568381,4369794,3591661,3335209,2889520,2823550,0,0,0,3,5,8,216,2939,3155,14,157,171,119,649,768,2,81,83,1,2,3,0,0,0,661,9786,10447,0,1,1,1,5,6,295,5711,6006
New Jersey,2013,6879591,5686255,8899339,4559251,4340088,3569159,3310432,2874162,2812093,0,0,0,3,9,12,260,3114,3374,19,161,180,125,782,907,1,96,97,0,1,1,0,0,0,738,10214,10952,0,6,6,0,81,81,322,5734,6056
New Jersey,2012,6838531,5691193,8864590,4548369,4316221,3556346,3282185,2887219,2803974,0,0,0,4,9,13,270,3407,3677,19,213,232,104,824,928,3,83,86,0,0,0,0,0,0,716,10340,11056,0,7,7,0,7,7,305,5642,5947
New Jersey,2011,6780274,5656091,8821155,4522404,4298751,3527273,3253001,2866666,2789425,0,0,0,1,17,18,350,4192,4542,22,236,258,100,780,880,5,86,91,0,1,1,0,0,0,832,10912,11744,0,1,1,0,11,11,347,5426,5773
New Jersey,2010,6739909,5623488,8801624,4519141,4282483,3509380,3230529,2853408,2770080,0,0,0,0,0,0,489,6553,7042,0,0,0,150,883,1033,0,0,0,8,159,167,0,0,0,912,11909,12821,0,0,0,0,0,0,264,4254,4518
New Jersey,2009,6662880,5575807,8707740,4440517,4267223,3442797,3220083,2801694,2774113,0,0,0,NA,NA,NA,578,6447,7025,0,0,0,103,848,951,0,0,0,9,105,114,NA,NA,NA,968,11892,12860,0,0,0,0,0,0,272,4434,4706
New Jersey,2008,6635601,5574997,8682661,4430714,4251947,3426778,3208823,2799079,2775918,0,0,0,NA,NA,NA,727,7397,8124,0,0,0,87,857,944,0,0,0,9,126,135,NA,NA,NA,1133,12752,13885,0,0,0,0,0,0,306,4306,4612
New Jersey,2007,6634776,5577116,8685920,4436132,4249788,3440254,3194522,2813043,2764073,0,0,0,NA,NA,NA,703,7728,8431,0,0,0,110,728,838,0,0,0,9,171,180,NA,NA,NA,1131,13227,14358,0,0,0,0,0,0,305,4535,4840
New Jersey,2006,6632707,5581945,8724560,4465756,4258804,3435497,3197210,2812620,2769325,0,0,0,NA,NA,NA,628,7506,8134,0,0,0,99,710,809,0,0,0,14,163,177,NA,NA,NA,1080,12906,13986,0,0,0,0,0,0,335,4446,4781
New Jersey,2005,6364651,5349459,8524868,4375857,4149011,3330969,3033682,2735143,2614316,0,0,0,0,0,0,639,7183,7822,0,0,0,91,706,797,0,0,0,12,149,161,0,0,0,1067,12582,13649,0,0,0,0,0,0,323,4477,4800
New Jersey,2004,6352672,5344939,8503294,4393227,4110067,3332843,3019829,2740855,2604084,0,0,0,0,0,0,642,7938,8580,0,0,0,113,732,845,0,0,0,14,86,100,0,0,0,1106,13312,14418,0,0,0,0,0,0,334,4473,4807
New Jersey,2003,6320351,5325514,8444076,4354803,4089273,3319461,3000890,2730543,2594971,0,0,0,0,0,0,805,7991,8796,0,0,0,109,782,891,0,0,0,14,128,142,0,0,0,1305,13738,15043,0,0,0,0,0,0,371,4740,5111
New Jersey,2002,6275385,5282513,8395357,4327542,4067815,3296695,2978690,2710532,2571981,0,0,0,0,0,0,865,7943,8808,0,0,0,109,774,883,0,0,0,13,116,129,0,0,0,1337,13490,14827,0,0,0,0,0,0,345,4562,4907
New Jersey,2001,6357318,5375232,8289599,4295870,3993729,3345181,3012137,2755563,2619669,0,0,0,0,0,0,916,8821,9737,0,0,0,99,655,754,0,0,0,8,91,99,0,0,0,1377,14687,16064,0,0,0,0,0,0,343,5005,5348
New Jersey,2000,6091506,5119380,8206336,4209681,3996655,3208416,2883090,2631332,2488048,0,0,0,0,0,0,1051,7418,8469,0,0,0,126,728,854,0,0,0,14,106,120,0,0,0,1495,13867,15362,0,0,0,0,0,0,295,5456,5751
New Jersey,1999,6073078.1,5102803.5,8155602.2,4186746.4,3968855.8,3198096.7,2874981.4,2620906.1,2481897.4,NA,NA,NA,NA,NA,NA,825,7693,8518,0,0,0,106,654,760,0,0,0,13,103,116,NA,NA,NA,1248,13486,14734,0,0,0,0,0,0,291,4856,5147
New Jersey,1998,6054650.2,5086227,8104868.4,4163811.8,3941056.6,3187777.4,2866872.8,2610480.2,2475746.8,NA,NA,NA,NA,NA,NA,783,8038,8821,NA,NA,NA,91,742,833,0,0,0,8,94,102,NA,NA,NA,1202,12839,14041,0,0,0,0,0,0,309,3807,4116
New Jersey,1997,6036222.3,5069650.5,8054134.6,4140877.2,3913257.4,3177458.1,2858764.2,2600054.3,2469596.2,NA,NA,NA,NA,NA,NA,958,10024,10982,NA,NA,NA,59,478,537,0,0,0,4,71,75,NA,NA,NA,1293,14048,15341,0,0,0,0,0,0,266,3379,3645
New Jersey,1996,6017794.4,5053074,8003400.8,4117942.6,3885458.2,3167138.8,2850655.6,2589628.4,2463445.6,NA,NA,NA,NA,NA,NA,934,9687,10621,NA,NA,NA,56,445,501,0,0,0,7,62,69,NA,NA,NA,1213,13364,14577,0,0,0,0,0,0,210,3032,3242
New Jersey,1995,5999366.5,5036497.5,7952667,4095008,3857659,3156819.5,2842547,2579202.5,2457295,NA,NA,NA,NA,NA,NA,752,8080,8832,NA,NA,NA,59,453,512,0,0,0,9,53,62,NA,NA,NA,1001,11585,12586,0,0,0,0,0,0,169,2743,2912
New Jersey,1994,5980938.6,5019921,7901933.2,4072073.4,3829859.8,3146500.2,2834438.4,2568776.6,2451144.4,NA,NA,NA,NA,NA,NA,808,8518,9326,NA,NA,NA,28,280,308,0,0,0,11,36,47,NA,NA,NA,979,11408,12387,0,0,0,0,0,0,121,2320,2441
New Jersey,1993,5962510.7,5003344.5,7851199.4,4049138.8,3802060.6,3136180.9,2826329.8,2558350.7,2444993.8,NA,NA,NA,NA,NA,NA,688,8259,8947,NA,NA,NA,36,259,295,0,0,0,10,46,56,NA,NA,NA,876,10625,11501,0,0,0,0,0,0,120,1765,1885
New Jersey,1992,5944082.8,4986768,7800465.6,4026204.2,3774261.4,3125861.6,2818221.2,2547924.8,2438843.2,NA,NA,NA,NA,NA,NA,741,9799,10540,NA,NA,NA,39,268,307,0,0,0,8,87,95,NA,NA,NA,924,12401,13325,0,0,0,0,0,0,99,1979,2078
New Jersey,1991,5925654.9,4970191.5,7749731.8,4003269.6,3746462.2,3115542.3,2810112.6,2537498.9,2432692.6,NA,NA,NA,NA,NA,NA,541,7175,7716,NA,NA,NA,38,207,245,0,0,0,4,72,76,NA,NA,NA,666,9113,9779,0,0,0,0,0,0,71,1305,1376
New Jersey,1990,5907227,4953615,7698998,3980335,3718663,3105223,2802004,2527073,2426542,NA,NA,NA,NA,NA,NA,421,6863,7284,NA,NA,NA,37,260,297,0,0,0,4,72,76,NA,NA,NA,513,8432,8945,0,0,0,0,0,0,50,1123,1173
New Jersey,1989,5852722.3,4915451.5,7666630.2,3967153.5,3699476.7,3080698.7,2772023.6,2512275.7,2403175.8,NA,NA,NA,NA,NA,NA,349,5266,5615,NA,NA,NA,32,169,201,0,0,0,16,88,104,NA,NA,NA,477,6716,7193,0,0,0,0,0,0,75,963,1038
New Jersey,1988,5798217.6,4877288,7634262.4,3953972,3680290.4,3056174.4,2742043.2,2497478.4,2379809.6,NA,NA,NA,NA,NA,NA,279,4845,5124,NA,NA,NA,43,274,317,0,0,0,15,61,76,NA,NA,NA,400,6340,6740,0,0,0,0,0,0,50,961,1011
New Jersey,1987,5743712.9,4839124.5,7601894.6,3940790.5,3661104.1,3031650.1,2712062.8,2482681.1,2356443.4,NA,NA,NA,NA,NA,NA,256,4025,4281,NA,NA,NA,44,356,400,0,0,0,4,64,68,NA,NA,NA,356,5189,5545,0,0,0,0,0,0,49,608,657
New Jersey,1986,5689208.2,4800961,7569526.8,3927609,3641917.8,3007125.8,2682082.4,2467883.8,2333077.2,NA,NA,NA,NA,NA,NA,215,4052,4267,NA,NA,NA,31,268,299,0,0,0,11,44,55,NA,NA,NA,291,5013,5304,0,0,0,0,0,0,30,536,566
New Jersey,1985,5634703.5,4762797.5,7537159,3914427.5,3622731.5,2982601.5,2652102,2453086.5,2309711,NA,NA,NA,NA,NA,NA,219,3974,4193,NA,NA,NA,25,262,287,0,0,0,6,55,61,NA,NA,NA,270,4651,4921,0,0,0,0,0,0,16,250,266
New Jersey,1984,5580198.8,4724634,7504791.2,3901246,3603545.2,2958077.2,2622121.6,2438289.2,2286344.8,NA,NA,NA,NA,NA,NA,224,3325,3549,NA,NA,NA,0,277,277,0,0,0,21,82,103,NA,NA,NA,256,3932,4188,0,0,0,0,0,0,11,173,184
New Jersey,1983,5525694.1,4686470.5,7472423.4,3888064.5,3584358.9,2933552.9,2592141.2,2423491.9,2262978.6,NA,NA,NA,NA,NA,NA,186,4350,4536,NA,NA,NA,0,0,0,0,0,0,14,79,93,NA,NA,NA,225,4607,4832,0,0,0,0,0,0,22,110,132
New Jersey,1982,5471189.4,4648307,7440055.6,3874883,3565172.6,2909028.6,2562160.8,2408694.6,2239612.4,NA,NA,NA,0,0,0,174,3004,3178,NA,NA,NA,0,0,0,0,0,0,9,67,76,0,0,0,198,3259,3457,0,0,0,0,0,0,13,126,139
New Jersey,1981,5416684.7,4610143.5,7407687.8,3861701.5,3545986.3,2884504.3,2532180.4,2393897.3,2216246.2,NA,NA,NA,0,0,0,137,2682,2819,NA,NA,NA,0,0,0,0,0,0,7,76,83,0,0,0,156,2946,3102,0,0,0,0,0,0,11,119,130
New Jersey,1980,5362180,4571980,7375320,3848520,3526800,2859980,2502200,2379100,2192880,NA,NA,NA,0,0,0,156,3460,3616,NA,NA,NA,0,0,0,0,0,0,5,73,78,0,0,0,169,3741,3910,0,0,0,0,0,0,4,147,151
New Jersey,1979,5301522,4524822,7353038,3833408,3519630,2826622,2474900,2354910,2169912,NA,NA,NA,0,0,0,142,3165,3307,NA,NA,NA,0,0,0,0,0,0,9,90,99,0,0,0,163,3488,3651,0,0,0,0,0,0,5,144,149
New Jersey,1978,5240864,4477664,7330756,3818296,3512460,2793264,2447600,2330720,2146944,0,0,0,0,0,0,154,3227,3381,3,66,69,0,0,0,0,0,0,6,48,54,0,0,0,168,3503,3671,0,0,0,0,0,0,5,153,158
