state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,population_american_indian,population_female_american_indian,population_male_american_indian,population_adult_american_indian,population_female_adult_american_indian,population_male_adult_american_indian,population_aged_18_65_american_indian,population_female_aged_18_65_american_indian,population_male_aged_18_65_american_indian,population_asian,population_female_asian,population_male_asian,population_adult_asian,population_female_adult_asian,population_male_adult_asian,population_aged_18_65_asian,population_female_aged_18_65_asian,population_male_aged_18_65_asian,population_black,population_female_black,population_male_black,population_adult_black,population_female_adult_black,population_male_adult_black,population_aged_18_65_black,population_female_aged_18_65_black,population_male_aged_18_65_black,population_hispanic,population_female_hispanic,population_male_hispanic,population_adult_hispanic,population_female_adult_hispanic,population_male_adult_hispanic,population_aged_18_65_hispanic,population_female_aged_18_65_hispanic,population_male_aged_18_65_hispanic,population_other_or_unknown,population_female_other_or_unknown,population_male_other_or_unknown,population_adult_other_or_unknown,population_female_adult_other_or_unknown,population_male_adult_other_or_unknown,population_aged_18_65_other_or_unknown,population_female_aged_18_65_other_or_unknown,population_male_aged_18_65_other_or_unknown,population_white,population_female_white,population_male_white,population_adult_white,population_female_adult_white,population_male_adult_white,population_aged_18_65_white,population_female_aged_18_65_white,population_male_aged_18_65_white,american_indian_female,american_indian_male,american_indian_total,asian_female,asian_male,asian_total,black_female,black_male,black_total,hispanic_or_latino_female,hispanic_or_latino_male,hispanic_or_latino_total,other_or_unknown_race_female,other_or_unknown_race_male,other_or_unknown_race_total,white_female,white_male,white_total
Wyoming,2016,445361,363174,585501,288697,296804,218603,226758,174854,188320,13684,6998,6686,8878,4447,4431,7755,3946,3809,5855,3766,2089,4177,2627,1550,3829,2445,1384,4539,1584,2955,3273,855,2418,3273,855,2418,56875,28013,28862,37567,16743,20824,33113,13978,19135,11095,6050,5045,6055,4045,2010,5695,3757,1938,493453,242286,251167,385411,189886,195525,309509,149873,159636,24,114,138,3,11,14,8,119,127,26,265,291,0,2,2,225,1576,1801
Wyoming,2015,446677,368905,586107,293248,292859,222276,224401,181073,187832,11176,6125,5051,8541,4887,3654,7644,4562,3082,6028,2924,3104,5411,2663,2748,5285,2537,2748,4805,1920,2885,3079,1294,1785,3042,1294,1748,57801,32654,25147,38292,19536,18756,34816,17543,17273,13773,6820,6953,6301,3946,2355,5787,3689,2098,492524,242805,249719,385053,189950,195103,312331,151448,160883,18,111,129,1,10,11,8,119,127,21,274,295,0,2,2,219,1641,1860
Wyoming,2014,446810,374770,584153,287723,296430,220223,226587,180903,193867,11649,6521,5128,7834,4634,3200,7544,4344,3200,6610,4081,2529,5345,3507,1838,4716,2903,1813,6801,1971,4830,5150,1261,3889,4931,1261,3670,57227,29188,28039,37728,18875,18853,36060,17791,18269,11063,4202,6861,7049,2567,4482,6060,2181,3879,490803,241760,249043,383704,189379,194325,315459,152423,163036,23,106,129,1,11,12,5,115,120,17,262,279,0,3,3,231,1609,1840
Wyoming,2013,442390,373526,582658,286499,296159,219105,223285,182064,191462,10979,4832,6147,6779,3144,3635,6426,2992,3434,5085,3343,1742,4930,3343,1587,4429,2842,1587,7735,3548,4187,4894,2233,2661,4568,2024,2544,51893,24733,27160,33998,16226,17772,30403,14114,16289,13299,7229,6070,6780,4379,2401,6335,4061,2274,493667,242814,250853,385009,189780,195229,321365,156031,165334,24,122,146,1,13,14,4,117,121,12,247,259,0,3,3,219,1548,1767
Wyoming,2012,440162,371589,576412,284411,292001,218097,222065,181444,190145,9950,5228,4722,7206,3949,3257,6436,3430,3006,5216,3081,2135,3247,1686,1561,2817,1625,1192,5089,2980,2109,4054,2316,1738,3842,2316,1526,54253,26103,28150,36207,17557,18650,32726,15365,17361,14345,7394,6951,7982,4934,3048,7015,4070,2945,487559,239625,247934,381466,187655,193811,318753,154638,164115,16,105,121,1,12,13,4,100,104,11,217,228,0,2,2,206,1530,1736
Wyoming,2011,433541,367758,568158,278935,289223,212981,220560,177593,190165,9944,5234,4710,6700,3637,3063,5746,2943,2803,4536,3031,1505,3683,2341,1342,3234,1946,1288,4552,1763,2789,4359,1570,2789,4332,1570,2762,51925,24180,27745,32104,15401,16703,29729,14170,15559,10455,4607,5848,5909,2265,3644,5414,1867,3547,486746,240120,246626,380786,187767,193019,319303,155097,164206,17,101,118,2,10,12,5,88,93,15,223,238,0,0,0,199,1522,1721
Wyoming,2010,427961,363280,564460,277752,286708,210827,217134,176212,187068,12172,6101,6071,7533,3983,3550,7095,3723,3372,4177,2771,1406,2997,1686,1311,2614,1636,978,4992,1560,3432,4301,1122,3179,3365,871,2494,50125,24775,25350,30371,14927,15444,27903,13224,14679,8490,4290,4200,5260,2811,2449,4891,2569,2322,484504,238255,246249,377499,186298,191201,317412,154189,163223,14,87,101,3,9,12,3,91,94,17,232,249,0,0,0,194,1462,1656
Wyoming,2009,414877,351648,544270,264778,279492,204172,210705,169202,182446,12292,6864,5428,8683,4591,4092,8059,4192,3867,3302,1496,1806,2818,1448,1370,2818,1448,1370,4874,776,4098,3251,367,2884,3068,184,2884,44072,19583,24489,28749,13669,15080,26053,12387,13666,11182,5692,5490,6065,3041,3024,5532,2653,2879,468548,230367,238181,365311,181056,184255,306118,148338,157780,10,86,96,3,7,10,6,81,87,9,240,249,0,0,0,186,1447,1633
Wyoming,2008,404715,343138,532668,263380,269288,201704,203011,167914,175224,9062,4865,4197,6283,3308,2975,5696,2959,2737,3369,1494,1875,2882,1345,1537,2646,1109,1537,5263,2155,3108,3967,1604,2363,2389,822,1567,43385,21639,21746,27644,13360,14284,25911,12338,13573,11697,7350,4347,5986,3572,2414,4769,3152,1617,459892,225877,234015,357953,178515,179438,301727,147534,154193,14,86,100,3,11,14,8,99,107,8,233,241,0,0,0,175,1447,1622
Wyoming,2007,396119,337062,522830,255652,267178,194600,201519,162972,174090,11842,6214,5628,7401,3801,3600,6976,3502,3474,2522,1533,989,1910,1193,717,1528,1134,394,2461,752,1709,1766,752,1014,1512,706,806,36753,15783,20970,24343,10689,13654,22894,10230,12664,11564,6653,4911,5840,3495,2345,5631,3352,2279,457688,224717,232971,354859,174670,180189,298521,144048,154473,15,100,115,1,12,13,8,90,98,14,242,256,0,0,0,208,1394,1602
Wyoming,2006,393018,336338,515004,255976,259028,196867,196151,164884,171454,9599,5242,4357,5791,3448,2343,5064,2981,2083,5304,3243,2061,3933,2514,1419,3834,2415,1419,4704,2061,2643,3725,1346,2379,3555,1176,2379,36728,18829,17899,23816,12336,11480,22027,11158,10869,8148,3440,4708,5794,2643,3151,5628,2615,3013,450521,223161,227360,349959,174580,175379,296230,144539,151691,14,100,114,3,10,13,8,93,101,15,255,270,0,0,0,203,1413,1616
Wyoming,2005,383367,327533,494170,248594,245576,194756,188611,163422,164111,7960,4203,3757,6080,3417,2663,5648,3165,2483,3404,2571,833,2200,1632,568,2133,1632,501,3858,1450,2408,2092,1090,1002,1993,1090,903,36722,18952,17770,25508,12997,12511,23225,11319,11906,6313,3163,3150,4528,2457,2071,3918,1926,1992,435913,218255,217658,342959,173163,169796,290616,144290,146326,9,102,111,2,6,8,7,87,94,12,241,253,0,0,0,192,1389,1581
Wyoming,2004,376652,323598,492534,245797,246737,189525,187127,160839,162759,10723,5028,5695,7065,3300,3765,6626,3161,3465,3100,1701,1399,2173,1253,920,2027,1164,863,3538,1531,2007,2717,1216,1501,2619,1182,1437,33011,16528,16483,22145,10997,11148,20525,10320,10205,5950,2847,3103,3857,1974,1883,3606,1770,1836,436212,218162,218050,338695,170785,167910,288195,143242,144953,9,96,105,1,5,6,7,86,93,16,231,247,0,0,0,177,1352,1529
Wyoming,2003,367675,315308,487341,243545,243796,185285,182390,156305,159003,8901,4517,4384,5794,3270,2524,5063,2959,2104,2354,1496,858,1877,1116,761,1625,1005,620,3526,1559,1967,2435,1067,1368,2233,906,1327,33239,16637,16602,21760,10568,11192,20103,9510,10593,8383,3819,4564,5742,2707,3035,5352,2575,2777,430938,215517,215421,330067,166557,163510,280932,139350,141582,9,101,110,0,6,6,6,82,88,11,211,222,0,0,0,149,1297,1446
Wyoming,2002,363129,310337,484833,241138,243695,182866,180263,153869,156468,8433,4158,4275,5139,2561,2578,4868,2516,2352,2762,1970,792,2201,1584,617,2126,1531,595,2994,1405,1589,2442,985,1457,2043,859,1184,32470,15158,17312,21330,10252,11078,19279,9205,10074,8448,4086,4362,4434,2203,2231,4023,1928,2095,429726,214361,215365,327583,165281,162302,277998,137830,140168,15,103,118,0,5,5,5,91,96,13,213,226,0,0,0,134,1158,1292
Wyoming,2001,358315,308081,480332,240876,239456,180820,177495,152861,155220,8666,4628,4038,5609,3047,2562,5082,2613,2469,2078,1348,730,1558,1051,507,1444,994,450,3599,2026,1573,2433,1217,1216,2213,1055,1158,31605,15542,16063,20651,9928,10723,19280,9275,10005,8297,4388,3909,5498,2977,2521,5197,2880,2317,426087,212944,213143,322566,162600,159966,274865,136044,138821,8,90,98,0,6,6,3,80,83,15,201,216,0,0,0,109,1171,1280
Wyoming,2000,347372,296289,473089,233255,239834,174054,173318,146185,150104,9832,4767,5065,6974,2801,4173,5421,2333,3088,1058,307,751,1058,307,751,1058,307,751,3478,1201,2277,1894,464,1430,1894,464,1430,30355,15036,15319,18285,9790,8495,17267,9367,7900,13893,4807,9086,7376,2533,4843,7376,2533,4843,414473,207137,207336,311785,158159,153626,263273,131181,132092,9,100,109,0,4,4,2,93,95,17,173,190,0,4,4,128,1150,1278
Wyoming,1999,344373.6,293952.8,471099,232686.1,238412.9,172697.4,171676.2,145060,148892.8,9750.9,4753.5,4997.4,6838.3,2805.6,4032.7,5401.3,2357.4,3043.9,1157,387.1,769.9,1116.4,368.8,747.6,1107.3,363.4,743.9,3417.4,1199.1,2218.3,1897.7,489.9,1407.8,1889.1,485.2,1403.9,29810.9,14773.3,15037.6,17942.9,9576,8366.9,16925.5,9140.6,7784.9,12518.8,4333.9,8184.9,6643.4,2283,4360.4,6643.4,2283,4360.4,414444,207239.2,207204.8,309934.9,157174.1,152760.8,261986.2,130430.4,131555.8,3,109,112,NA,NA,NA,4,81,85,10,188,198,10,188,198,125,1187,1312
Wyoming,1998,341375.2,291616.6,469109,232117.2,236991.8,171340.8,170034.4,143935,147681.6,9669.8,4740,4929.8,6702.6,2810.2,3892.4,5381.6,2381.8,2999.8,1256,467.2,788.8,1174.8,430.6,744.2,1156.6,419.8,736.8,3356.8,1197.2,2159.6,1901.4,515.8,1385.6,1884.2,506.4,1377.8,29266.8,14510.6,14756.2,17600.8,9362,8238.8,16584,8914.2,7669.8,11144.6,3860.8,7283.8,5910.8,2033,3877.8,5910.8,2033,3877.8,414415,207341.4,207073.6,308084.8,156189.2,151895.6,260699.4,129679.8,131019.6,3,93,96,NA,NA,NA,9,69,78,9,190,199,9,190,199,110,1086,1196
Wyoming,1997,338376.8,289280.4,467119,231548.3,235570.7,169984.2,168392.6,142810,146470.4,9588.7,4726.5,4862.2,6566.9,2814.8,3752.1,5361.9,2406.2,2955.7,1355,547.3,807.7,1233.2,492.4,740.8,1205.9,476.2,729.7,3296.2,1195.3,2100.9,1905.1,541.7,1363.4,1879.3,527.6,1351.7,28722.7,14247.9,14474.8,17258.7,9148,8110.7,16242.5,8687.8,7554.7,9770.4,3387.7,6382.7,5178.2,1783,3395.2,5178.2,1783,3395.2,414386,207443.6,206942.4,306234.7,155204.3,151030.4,259412.6,128929.2,130483.4,2,88,90,NA,NA,NA,8,74,82,13,169,182,13,169,182,113,1077,1190
