state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_release_female,awol_release_male,awol_release_total,conditional_release_probations_female,conditional_release_probations_male,conditional_release_probations_total,discretionary_parole_female,discretionary_parole_male,discretionary_parole_total,escape_from_confinement_female,escape_from_confinement_male,escape_from_confinement_total,other_conditional_release_female,other_conditional_release_male,other_conditional_release_total,other_unconditional_release_female,other_unconditional_release_male,other_unconditional_release_total,release_to_appeal_or_bond_female,release_to_appeal_or_bond_male,release_to_appeal_or_bond_total,supervised_mandatory_release_female,supervised_mandatory_release_male,supervised_mandatory_release_total,total_releases_female,total_releases_male,total_releases_total,transfers_to_other_jurisdictions_female,transfers_to_other_jurisdictions_male,transfers_to_other_jurisdictions_total,unconditional_release_commutations_female,unconditional_release_commutations_male,unconditional_release_commutations_total,unconditional_release_expirations_of_sentence_female,unconditional_release_expirations_of_sentence_male,unconditional_release_expirations_of_sentence_total
Michigan,1987,6728452.5,5760014.7,9281309,4773854.4,4507454.6,3526225.6,3202226.9,2944086.8,2815927.9,NA,NA,NA,NA,NA,NA,306,4165,4471,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,410,5663,6073,7,81,88,0,0,0,37,351,388
Michigan,1986,6696305,5746812.6,9280142,4772435.2,4507706.8,3509044.8,3187260.2,2938734.4,2808078.2,NA,NA,NA,NA,NA,NA,251,3754,4005,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,364,5307,5671,6,135,141,0,0,0,30,367,397
Michigan,1985,6664157.5,5733610.5,9278975,4771016,4507959,3491864,3172293.5,2933382,2800228.5,NA,NA,NA,NA,NA,NA,226,3055,3281,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,375,4847,5222,8,95,103,0,0,0,27,253,280
Michigan,1984,6632010,5720408.4,9277808,4769596.8,4508211.2,3474683.2,3157326.8,2928029.6,2792378.8,NA,NA,NA,NA,NA,NA,371,5572,5943,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,555,7044,7599,10,89,99,0,0,0,23,322,345
Michigan,1983,6599862.5,5707206.3,9276641,4768177.6,4508463.4,3457502.4,3142360.1,2922677.2,2784529.1,NA,NA,NA,NA,NA,NA,364,5746,6110,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,513,7323,7836,17,161,178,0,0,0,19,330,349
Michigan,1982,6567715,5694004.2,9275474,4766758.4,4508715.6,3440321.6,3127393.4,2917324.8,2776679.4,NA,NA,NA,0,0,0,326,4735,5061,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,471,6621,7092,9,119,128,0,0,0,22,383,405
Michigan,1981,6535567.5,5680802.1,9274307,4765339.2,4508967.8,3423140.8,3112426.7,2911972.4,2768829.7,NA,NA,NA,0,0,0,302,4452,4754,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,492,6505,6997,8,139,147,0,0,0,16,361,377
Michigan,1980,6503420,5667600,9273140,4763920,4509220,3405960,3097460,2906620,2760980,NA,NA,NA,0,0,0,264,4297,4561,NA,NA,NA,12,17,29,0,0,0,0,0,0,0,0,0,481,6081,6562,17,88,105,0,0,0,11,365,376
Michigan,1979,6413958,5591780,9232636,4744398,4488238,3359794,3054164,2870628,2721152,NA,NA,NA,0,0,0,262,4456,4718,NA,NA,NA,9,111,120,0,0,0,0,0,0,0,0,0,425,6064,6489,7,2,9,0,0,0,16,428,444
Michigan,1978,6324496,5515960,9192132,4724876,4467256,3313628,3010868,2834636,2681324,0,0,0,0,0,0,257,4216,4473,98,793,891,1,50,51,0,0,0,0,0,0,0,0,0,397,5634,6031,0,1,1,0,0,0,12,376,388
