state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,design_capacity_female,design_capacity_male,design_capacity_total,operational_capacity_female,operational_capacity_male,operational_capacity_total,rated_capacity_female,rated_capacity_male,rated_capacity_total
Alabama,2016,3764841,3037574,4863300,2502802,2360498,1976894,1787947,1561951,1475623,892,12426,13318,NA,NA,NA,NA,NA,NA
Alabama,2015,3751787,3041803,4858979,2508497,2350482,1966748,1785039,1559466,1482337,742,12576,13318,NA,NA,NA,NA,NA,NA
Alabama,2014,3743355,3051977,4849377,2498961,2350416,1961551,1781804,1568039,1483938,764,12554,13318,NA,NA,NA,NA,NA,NA
Alabama,2013,3723333,3058166,4833722,2492548,2341174,1946337,1776996,1562843,1495323,892,12426,13318,NA,NA,NA,NA,NA,NA
Alabama,2012,3696370,3057134,4822023,2489964,2332059,1938393,1757977,1567915,1489219,892,12511,13403,NA,NA,NA,NA,NA,NA
Alabama,2011,3679096,3054392,4802740,2486530,2316210,1929412,1749684,1567729,1486663,892,12511,13403,NA,NA,NA,NA,NA,NA
Alabama,2010,3649882,3033805,4785298,2461913,2323385,1909749,1740133,1553525,1480280,700,12703,13403,NA,NA,NA,NA,NA,NA
Alabama,2009,3583043,2975424,4708708,2425474,2283234,1876818,1706225,1517971,1457453,892,12511,13403,NA,25341,NA,NA,NA,NA
Alabama,2008,3538230,2948913,4661900,2402969,2258931,1851861,1686369,1503825,1445088,892,12511,13403,NA,NA,NA,NA,NA,NA
Alabama,2007,3505909,2926834,4627851,2389504,2238347,1835152,1670757,1493340,1433494,1157,12571,13728,NA,25686,NA,NA,NA,NA
Alabama,2006,3479514,2912653,4599030,2368281,2230749,1827557,1651957,1491481,1421172,737,11949,12686,NA,25310,NA,NA,NA,NA
Alabama,2005,3366418,2826299,4448075,2300418,2147657,1776246,1590172,1460745,1365554,NA,12444,NA,NA,25206,NA,NA,NA,NA
Alabama,2004,3325616,2803953,4414559,2292525,2122034,1753802,1571814,1445210,1358743,550,11838,12388,958,24256,25214,NA,NA,NA
