state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_release_female,awol_release_male,awol_release_total,conditional_release_probations_female,conditional_release_probations_male,conditional_release_probations_total,discretionary_parole_female,discretionary_parole_male,discretionary_parole_total,escape_from_confinement_female,escape_from_confinement_male,escape_from_confinement_total,other_conditional_release_female,other_conditional_release_male,other_conditional_release_total,other_unconditional_release_female,other_unconditional_release_male,other_unconditional_release_total,release_to_appeal_or_bond_female,release_to_appeal_or_bond_male,release_to_appeal_or_bond_total,supervised_mandatory_release_female,supervised_mandatory_release_male,supervised_mandatory_release_total,total_releases_female,total_releases_male,total_releases_total,transfers_to_other_jurisdictions_female,transfers_to_other_jurisdictions_male,transfers_to_other_jurisdictions_total,unconditional_release_commutations_female,unconditional_release_commutations_male,unconditional_release_commutations_total,unconditional_release_expirations_of_sentence_female,unconditional_release_expirations_of_sentence_male,unconditional_release_expirations_of_sentence_total
Arizona,2006,4548321,3799731,6166318,3081023,3085295,2287613,2260708,1871504,1928227,0,0,0,78,673,751,3,57,60,0,9,9,1005,7629,8634,8,215,223,0,0,0,1,28,29,1275,10945,12220,1,1,2,0,3,3,173,1905,2078
Arizona,2005,4245954,3569299,5806266,2903676,2902590,2150254,2095700,1775404,1793895,0,0,0,106,703,809,2,82,84,0,0,0,1018,7918,8936,1,60,61,0,0,0,0,11,11,1297,10643,11940,1,7,8,0,1,1,160,1746,1906
Arizona,2004,4093437,3425995,5638345,2840404,2797941,2082464,2010973,1717003,1708992,1,0,1,7,32,39,6,152,158,0,1,1,861,6986,7847,7,34,41,0,0,0,0,17,17,1025,9180,10205,2,11,13,0,1,1,139,1871,2010
Arizona,2003,3962399,3321332,5490147,2750873,2739274,2010097,1952302,1654384,1666948,0,0,0,8,31,39,18,197,215,0,3,3,816,6888,7704,3,47,50,0,0,0,0,14,14,1049,9360,10409,0,15,15,0,0,0,203,2065,2268
Arizona,2002,3870515,3248475,5349497,2704518,2644979,1976045,1894470,1630220,1618255,0,1,1,6,39,45,15,226,241,0,2,2,791,6721,7512,5,33,38,0,0,0,6,29,35,998,9082,10080,1,20,21,3,29,32,165,1890,2055
Arizona,2001,3711360,3081267,5183424,2632194,2551230,1905869,1805491,1554141,1527126,0,0,0,3,44,47,29,250,279,0,4,4,616,5972,6588,3,45,48,0,0,0,0,23,23,794,8273,9067,3,7,10,0,1,1,136,1811,1947
Arizona,2000,3639273,3062022,4943392,2490017,2453375,1846771,1792502,1522163,1539859,5,1,6,0,33,33,24,194,218,0,7,7,610,6047,6657,5,42,47,0,0,0,0,32,32,814,8306,9120,0,7,7,0,2,2,167,1819,1986
Arizona,1999,3542958.2,2979191.8,4814337.7,2426083.6,2388254.1,1799700.5,1743257.7,1482277.4,1496914.4,5,0,5,2,34,36,44,332,376,1,4,5,612,6148,6760,1,28,29,0,0,0,0,67,67,778,8222,9e3,1,7,8,0,1,1,103,1395,1498
Arizona,1998,3446643.4,2896361.6,4685283.4,2362150.2,2323133.2,1752630,1694013.4,1442391.8,1453969.8,NA,NA,NA,2,28,30,67,533,600,NA,NA,NA,566,5656,6222,1,45,46,0,0,0,1,64,65,768,7805,8573,0,4,4,0,0,0,91,1131,1222
Arizona,1997,3350328.6,2813531.4,4556229.1,2298216.8,2258012.3,1705559.5,1644769.1,1402506.2,1411025.2,NA,NA,NA,3,39,42,104,893,997,NA,NA,NA,604,5301,5905,7,94,101,1,1,2,2,77,79,814,7578,8392,0,3,3,0,2,2,46,715,761
Arizona,1996,3254013.8,2730701.2,4427174.8,2234283.4,2192891.4,1658489,1595524.8,1362620.6,1368080.6,NA,NA,NA,4,74,78,138,864,1002,NA,NA,NA,616,4994,5610,7,97,104,0,0,0,2,85,87,819,7039,7858,0,2,2,0,0,0,26,470,496
Arizona,1995,3157699,2647871,4298120.5,2170350,2127770.5,1611418.5,1546280.5,1322735,1325136,NA,NA,NA,3,69,72,170,1101,1271,NA,NA,NA,522,4662,5184,3,74,77,0,0,0,2,100,102,759,6703,7462,0,2,2,0,0,0,21,353,374
Arizona,1994,3061384.2,2565040.8,4169066.2,2106416.6,2062649.6,1564348,1497036.2,1282849.4,1282191.4,NA,NA,NA,5,166,171,165,989,1154,NA,NA,NA,494,4741,5235,4,82,86,0,0,0,2,116,118,712,6738,7450,0,5,5,0,0,0,6,300,306
Arizona,1993,2965069.4,2482210.6,4040011.9,2042483.2,1997528.7,1517277.5,1447791.9,1242963.8,1239246.8,NA,NA,NA,8,216,224,125,856,981,NA,NA,NA,504,4328,4832,6,89,95,0,0,0,6,141,147,693,6170,6863,0,4,4,0,0,0,12,252,264
Arizona,1992,2868754.6,2399380.4,3910957.6,1978549.8,1932407.8,1470207,1398547.6,1203078.2,1196302.2,NA,NA,NA,16,155,171,85,910,995,NA,NA,NA,495,4150,4645,5,80,85,0,0,0,13,218,231,663,6035,6698,1,13,14,0,0,0,17,295,312
Arizona,1991,2772439.8,2316550.2,3781903.3,1914616.4,1867286.9,1423136.5,1349303.3,1163192.6,1153357.6,NA,NA,NA,0,32,32,106,1163,1269,NA,NA,NA,444,3694,4138,3,67,70,0,0,0,15,224,239,650,6078,6728,0,10,10,0,0,0,33,317,350
Arizona,1990,2676125,2233720,3652849,1850683,1802166,1376066,1300059,1123307,1110413,NA,NA,NA,0,37,37,143,1321,1464,NA,NA,NA,231,2017,2248,4,46,50,0,0,0,27,401,428,505,5097,5602,1,8,9,0,0,0,88,986,1074
Arizona,1989,2601036.5,2174588,3559942.1,1804700.7,1755241.4,1338135.4,1262901.1,1094792.3,1079795.7,NA,NA,NA,0,6,6,197,1339,1536,NA,NA,NA,139,1346,1485,5,56,61,0,2,2,29,578,607,445,4568,5013,0,3,3,0,0,0,68,995,1063
Arizona,1988,2525948,2115456,3467035.2,1758718.4,1708316.8,1300204.8,1225743.2,1066277.6,1049178.4,NA,NA,NA,0,1,1,98,805,903,NA,NA,NA,144,1589,1733,3,36,39,0,0,0,33,704,737,332,4111,4443,3,50,53,0,0,0,48,710,758
Arizona,1987,2450859.5,2056324,3374128.3,1712736.1,1661392.2,1262274.2,1188585.3,1037762.9,1018561.1,NA,NA,NA,1,8,9,69,764,833,NA,NA,NA,130,1299,1429,5,43,48,0,2,2,29,766,795,266,3748,4014,1,34,35,0,0,0,29,595,624
Arizona,1986,2375771,1997192,3281221.4,1666753.8,1614467.6,1224343.6,1151427.4,1009248.2,987943.8,NA,NA,NA,0,9,9,56,810,866,NA,NA,NA,142,1404,1546,4,45,49,0,0,0,12,746,758,236,3628,3864,5,70,75,0,0,0,16,377,393
Arizona,1985,2300682.5,1938060,3188314.5,1620771.5,1567543,1186413,1114269.5,980733.5,957326.5,NA,NA,NA,1,41,42,74,750,824,NA,NA,NA,112,1451,1563,0,0,0,0,0,0,15,651,666,217,3281,3498,2,21,23,0,0,0,8,237,245
Arizona,1984,2225594,1878928,3095407.6,1574789.2,1520618.4,1148482.4,1077111.6,952218.8,926709.2,NA,NA,NA,9,79,88,43,711,754,NA,NA,NA,65,1055,1120,0,0,0,4,3,7,14,319,333,150,2356,2506,0,0,0,0,0,0,15,177,192
Arizona,1983,2150505.5,1819796,3002500.7,1528806.9,1473693.8,1110551.8,1039953.7,923704.1,896091.9,NA,NA,NA,8,71,79,39,636,675,NA,NA,NA,58,943,1001,0,0,0,4,3,7,13,285,298,136,2107,2243,0,0,0,0,0,0,14,158,172
Arizona,1982,2075417,1760664,2909593.8,1482824.6,1426769.2,1072621.2,1002795.8,895189.4,865474.6,NA,NA,NA,10,44,54,28,376,404,NA,NA,NA,78,938,1016,0,0,0,0,0,0,13,387,400,152,2109,2261,0,20,20,0,0,0,8,134,142
Arizona,1981,2000328.5,1701532,2816686.9,1436842.3,1379844.6,1034690.6,965637.9,866674.7,834857.3,NA,NA,NA,15,82,97,44,761,805,NA,NA,NA,30,568,598,0,0,0,0,2,2,38,294,332,164,1916,2080,8,18,26,0,0,0,8,26,34
Arizona,1980,1925240,1642400,2723780,1390860,1332920,996760,928480,838160,804240,NA,NA,NA,12,59,71,24,415,439,NA,NA,NA,26,633,659,0,0,0,0,0,0,41,191,232,132,1521,1653,6,21,27,0,2,2,5,41,46
Arizona,1979,1844166,1574900,2627942,1341584,1286358,954584,889582,803854,771046,NA,NA,NA,27,84,111,20,160,180,NA,NA,NA,20,1003,1023,0,0,0,0,3,3,47,216,263,149,1800,1949,2,56,58,4,12,16,2,32,34
Arizona,1978,1763092,1507400,2532104,1292308,1239796,912408,850684,769548,737852,9,212,221,25,138,163,12,155,167,8,29,37,21,734,755,0,0,0,0,0,0,58,162,220,141,1546,1687,0,77,77,5,8,13,2,23,25
