state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_release_female,awol_release_male,awol_release_total,conditional_release_probations_female,conditional_release_probations_male,conditional_release_probations_total,discretionary_parole_female,discretionary_parole_male,discretionary_parole_total,escape_from_confinement_female,escape_from_confinement_male,escape_from_confinement_total,other_conditional_release_female,other_conditional_release_male,other_conditional_release_total,other_unconditional_release_female,other_unconditional_release_male,other_unconditional_release_total,release_to_appeal_or_bond_female,release_to_appeal_or_bond_male,release_to_appeal_or_bond_total,supervised_mandatory_release_female,supervised_mandatory_release_male,supervised_mandatory_release_total,total_releases_female,total_releases_male,total_releases_total,transfers_to_other_jurisdictions_female,transfers_to_other_jurisdictions_male,transfers_to_other_jurisdictions_total,unconditional_release_commutations_female,unconditional_release_commutations_male,unconditional_release_commutations_total,unconditional_release_expirations_of_sentence_female,unconditional_release_expirations_of_sentence_male,unconditional_release_expirations_of_sentence_total
Illinois,2016,9881135,8142022,12801539,6517472,6284067,5084387,4796748,4093545,4048477,0,0,0,0,0,0,0,21,21,1,36,37,0,0,0,3,36,39,1,9,10,2142,22251,24393,2302,26350,28652,0,0,0,0,0,0,149,3912,4061
Illinois,2015,9904659,8209729,12859995,6558660,6301335,5102943,4801716,4132700,4077029,0,0,0,0,0,0,0,18,18,3,79,82,0,0,0,2,31,33,0,7,7,2201,22578,24779,2432,27300,29732,0,0,0,0,1,1,166,4469,4635
Illinois,2014,9899818,8250437,12880580,6565618,6314962,5102668,4797150,4157752,4092685,0,0,0,0,0,0,0,7,7,2,60,62,0,0,0,0,34,34,3,10,13,2330,23180,25510,2523,27594,30117,0,0,0,1,0,1,155,4216,4371
Illinois,2013,9861196,8251659,12882135,6560187,6321948,5085608,4775588,4156721,4094938,0,0,0,0,0,0,0,13,13,2,54,56,0,0,0,2,43,45,0,2,2,2469,24260,26729,2712,28714,31426,0,0,0,2,0,2,149,4264,4413
Illinois,2012,9815754,8253846,12875255,6566528,6308727,5062116,4753638,4161965,4091881,0,0,0,0,0,0,0,14,14,2,62,64,0,0,0,1,29,30,0,0,0,2071,22296,24367,2346,27825,30171,0,0,0,0,1,1,239,5332,5571
Illinois,2011,9776465,8247105,12869259,6562541,6306718,5043816,4732649,4155076,4092029,0,0,0,0,0,0,0,14,14,2,64,66,0,0,0,1,30,31,0,0,0,2143,23072,25215,2428,28793,31221,0,0,0,0,1,1,247,5518,5765
Illinois,2010,9719409,8204134,12843166,6544230,6298936,5022427,4696982,4139515,4064619,0,0,0,0,0,0,0,13,13,3,68,71,0,0,0,1,18,19,0,1,1,2125,22655,24780,2497,28629,31126,0,0,0,0,0,0,361,5787,6148
Illinois,2009,9740592,8252433,12910409,6550654,6359755,5004066,4736526,4126529,4125904,NA,NA,NA,NA,NA,NA,0,19,19,6,75,81,0,0,0,5,17,22,0,3,3,3039,29657,32696,3291,34824,38115,NA,NA,NA,1,0,1,237,4981,5218
Illinois,2008,9721792,8252264,12901564,6547874,6353690,5000451,4721341,4129705,4122559,NA,NA,NA,NA,NA,NA,1,17,18,6,119,125,0,0,0,5,27,32,0,5,5,3188,28164,31352,3372,32533,35905,NA,NA,NA,0,1,1,169,4131,4300
Illinois,2007,9649702,8195532,12852548,6518927,6333621,4948708,4700994,4087392,4108140,NA,NA,NA,NA,NA,NA,0,25,25,4,178,182,0,0,0,1,25,26,1,7,8,3165,28302,31467,3337,32582,35919,NA,NA,NA,0,0,0,163,3940,4103
Illinois,2006,9605280,8177418,12831970,6517276,6314694,4948594,4656686,4098613,4078805,0,0,0,0,0,0,0,29,29,0,123,123,0,0,0,1,26,27,2,0,2,3851,30050,33901,4064,32286,36350,0,0,0,0,2,2,259,4999,5258
Illinois,2005,9203751,7858352,12441864,6346707,6095157,4765472,4438279,3977198,3881154,0,0,0,0,0,0,0,33,33,1,131,132,0,0,0,3,30,33,1,2,3,3735,29759,33494,4036,35130,39166,0,0,0,0,1,1,294,5102,5396
Illinois,2004,9145046,7802115,12368348,6320929,6047419,4743960,4401086,3950102,3852013,0,0,0,0,0,0,0,41,41,6,147,153,0,0,0,6,38,44,0,13,13,3503,29177,32680,3980,34819,38799,0,0,0,0,0,0,365,5309,5674
Illinois,2003,9106372,7784845,12338235,6290182,6048053,4718727,4387645,3945903,3838942,0,0,0,0,0,0,0,24,24,8,137,145,0,0,0,7,32,39,2,11,13,3184,27517,30701,3519,31998,35517,0,0,0,5,146,151,304,4054,4358
Illinois,2002,9047270,7728908,12307e3,6297212,6009788,4704974,4342296,3926709,3802199,0,0,0,0,0,0,0,39,39,10,142,152,0,0,0,10,39,49,0,11,11,3321,27613,30934,3738,32576,36314,0,0,0,1,3,4,395,4656,5051
Illinois,2001,9052944,7757582,12174337,6242572,5931765,4708328,4344616,3943326,3814256,0,0,0,0,0,0,2,39,41,34,161,195,0,0,0,3,38,41,1,12,13,3114,26261,29375,3788,32720,36508,0,0,0,1,1,2,607,5914,6521
Illinois,2000,8875143,7542703,12123016,6145319,5977697,4588499,4286644,3808899,3733804,0,0,0,0,0,0,0,20,20,70,418,488,0,0,0,5,54,59,0,13,13,2756,22739,25495,3033,26331,29364,0,0,0,0,3,3,182,2806,2988
Illinois,1999,8833346.7,7500989.1,12050094,6117930.3,5932163.7,4573220.4,4260126.3,3789594,3711395.1,92,595,687,NA,NA,NA,0,28,28,NA,NA,NA,0,0,0,1,35,36,2,8,10,2511,21486,23997,2718,23964,26682,NA,NA,NA,0,3,3,109,1640,1749
Illinois,1998,8791550.4,7459275.2,11977172,6090541.6,5886630.4,4557941.8,4233608.6,3770289,3688986.2,NA,NA,NA,NA,NA,NA,1,31,32,NA,NA,NA,0,0,0,5,38,43,1,10,11,2258,20372,22630,2419,22680,25099,NA,NA,NA,1,0,1,36,1329,1365
Illinois,1997,8749754.1,7417561.3,11904250,6063152.9,5841097.1,4542663.2,4207090.9,3750984,3666577.3,NA,NA,NA,NA,NA,NA,0,44,44,NA,NA,NA,0,0,0,6,17,23,2,17,19,2114,20315,22429,2300,22447,24747,NA,NA,NA,1,1,2,36,970,1006
Illinois,1996,8707957.8,7375847.4,11831328,6035764.2,5795563.8,4527384.6,4180573.2,3731679,3644168.4,NA,NA,NA,NA,NA,NA,0,24,24,NA,NA,NA,0,0,0,2,19,21,3,17,20,2011,19393,21404,2209,21138,23347,NA,NA,NA,1,0,1,30,706,736
Illinois,1995,8666161.5,7334133.5,11758406,6008375.5,5750030.5,4512106,4154055.5,3712374,3621759.5,NA,NA,NA,NA,NA,NA,1,32,33,NA,NA,NA,0,0,0,3,11,14,3,15,18,1679,19727,21406,1833,21411,23244,NA,NA,NA,3,4,7,17,503,520
Illinois,1994,8624365.2,7292419.6,11685484,5980986.8,5704497.2,4496827.4,4127537.8,3693069,3599350.6,NA,NA,NA,NA,NA,NA,0,28,28,NA,NA,NA,0,0,0,3,13,16,6,16,22,1428,18192,19620,1567,19742,21309,NA,NA,NA,6,2,8,23,415,438
Illinois,1993,8582568.9,7250705.7,11612562,5953598.1,5658963.9,4481548.8,4101020.1,3673764,3576941.7,NA,NA,NA,NA,NA,NA,1,37,38,NA,NA,NA,0,0,0,4,8,12,6,23,29,1213,16206,17419,1285,17577,18862,NA,NA,NA,4,9,13,5,256,261
Illinois,1992,8540772.6,7208991.8,11539640,5926209.4,5613430.6,4466270.2,4074502.4,3654459,3554532.8,NA,NA,NA,NA,NA,NA,0,37,37,NA,NA,NA,0,0,0,1,18,19,5,16,21,1078,15447,16525,1142,16262,17404,NA,NA,NA,3,5,8,17,308,325
Illinois,1991,8498976.3,7167277.9,11466718,5898820.7,5567897.3,4450991.6,4047984.7,3635154,3532123.9,NA,NA,NA,NA,NA,NA,0,70,70,NA,NA,NA,0,0,0,1,20,21,3,27,30,945,14862,15807,1076,16205,17281,NA,NA,NA,4,12,16,64,989,1053
Illinois,1990,8457180,7125564,11393796,5871432,5522364,4435713,4021467,3615849,3509715,NA,NA,NA,NA,NA,NA,5,54,59,NA,NA,NA,0,0,0,0,3,3,1,20,21,793,12692,13485,957,14548,15505,NA,NA,NA,3,13,16,78,1404,1482
Illinois,1989,8427712,7113659.6,11399822.4,5876192.8,5523629.6,4422727.7,4004984.3,3614138.1,3499521.5,NA,NA,NA,NA,NA,NA,0,42,42,NA,NA,NA,0,0,0,2,23,25,5,42,47,599,9161,9760,707,10229,10936,NA,NA,NA,2,7,9,42,765,807
Illinois,1988,8398244,7101755.2,11405848.8,5880953.6,5524895.2,4409742.4,3988501.6,3612427.2,3489328,NA,NA,NA,NA,NA,NA,0,39,39,NA,NA,NA,0,0,0,0,21,21,3,29,32,553,8232,8785,594,9127,9721,NA,NA,NA,0,0,0,21,588,609
Illinois,1987,8368776,7089850.8,11411875.2,5885714.4,5526160.8,4396757.1,3972018.9,3610716.3,3479134.5,NA,NA,NA,NA,NA,NA,5,84,89,NA,NA,NA,1,12,13,1,4,5,5,35,40,568,8797,9365,682,10426,11108,NA,NA,NA,0,0,0,44,1282,1326
Illinois,1986,8339308,7077946.4,11417901.6,5890475.2,5527426.4,4383771.8,3955536.2,3609005.4,3468941,NA,NA,NA,NA,NA,NA,2,198,200,NA,NA,NA,0,0,0,1,11,12,NA,NA,NA,484,8158,8642,652,10007,10659,NA,NA,NA,0,0,0,51,1127,1178
Illinois,1985,8309840,7066042,11423928,5895236,5528692,4370786.5,3939053.5,3607294.5,3458747.5,NA,NA,NA,NA,NA,NA,3,294,297,NA,NA,NA,0,0,0,0,25,25,NA,NA,NA,480,7513,7993,562,8705,9267,NA,NA,NA,0,0,0,35,731,766
Illinois,1984,8280372,7054137.6,11429954.4,5899996.8,5529957.6,4357801.2,3922570.8,3605583.6,3448554,NA,NA,NA,NA,NA,NA,1,266,267,NA,NA,NA,0,0,0,1,4,5,NA,NA,NA,384,7014,7398,495,8051,8546,NA,NA,NA,0,0,0,24,613,637
Illinois,1983,8250904,7042233.2,11435980.8,5904757.6,5531223.2,4344815.9,3906088.1,3603872.7,3438360.5,NA,NA,NA,NA,NA,NA,16,426,442,NA,NA,NA,0,0,0,1,5,6,NA,NA,NA,362,7347,7709,428,8729,9157,NA,NA,NA,0,0,0,0,550,550
Illinois,1982,8221436,7030328.8,11442007.2,5909518.4,5532488.8,4331830.6,3889605.4,3602161.8,3428167,NA,NA,NA,0,0,0,17,714,731,NA,NA,NA,1,12,13,2,11,13,0,0,0,425,7726,8151,479,9435,9914,0,0,0,0,0,0,18,726,744
Illinois,1981,8191968,7018424.4,11448033.6,5914279.2,5533754.4,4318845.3,3873122.7,3600450.9,3417973.5,NA,NA,NA,0,0,0,41,825,866,NA,NA,NA,0,0,0,0,13,13,5,0,5,204,5129,5333,308,9407,9715,0,0,0,0,43,43,52,1063,1115
Illinois,1980,8162500,7006520,11454060,5919040,5535020,4305860,3856640,3598740,3407780,NA,NA,NA,0,0,0,20,979,999,NA,NA,NA,0,6,6,2,40,42,7,34,41,205,4792,4997,412,8293,8705,0,0,0,0,55,55,70,1232,1302
Illinois,1979,8073890,6930888,11417344,5898386,5518958,4259584,3814306,3563486,3367402,NA,NA,NA,0,0,0,96,2587,2683,NA,NA,NA,0,2,2,41,70,111,4,46,50,133,3101,3234,276,6442,6718,0,0,0,0,9,9,1,487,488
Illinois,1978,7985280,6855256,11380628,5877732,5502896,4213308,3771972,3528232,3327024,0,13,13,0,0,0,195,5586,5781,0,8,8,0,2,2,6,81,87,3,42,45,28,678,706,255,6918,7173,4,64,68,0,20,20,0,0,0
