state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_returns_with_or_without_new_sentences_female,awol_returns_with_or_without_new_sentences_male,awol_returns_with_or_without_new_sentences_total,escapee_returns_with_or_without_new_sentences_female,escapee_returns_with_or_without_new_sentences_male,escapee_returns_with_or_without_new_sentences_total,new_court_commitments_female,new_court_commitments_male,new_court_commitments_total,other_admissions_female,other_admissions_male,other_admissions_total,other_conditional_release_violators_admitted_with_new_sentence_female,other_conditional_release_violators_admitted_with_new_sentence_male,other_conditional_release_violators_admitted_with_new_sentence_total,other_conditional_release_violators_admitted_without_new_sentence_female,other_conditional_release_violators_admitted_without_new_sentence_male,other_conditional_release_violators_admitted_without_new_sentence_total,parole_violators_with_new_sentence_female,parole_violators_with_new_sentence_male,parole_violators_with_new_sentence_total,parole_violators_without_new_sentence_female,parole_violators_without_new_sentence_male,parole_violators_without_new_sentence_total,returns_from_appeal_or_bond_female,returns_from_appeal_or_bond_male,returns_from_appeal_or_bond_total,total_admissions_female,total_admissions_male,total_admissions_total,transfers_admitted_from_other_jurisdictions_female,transfers_admitted_from_other_jurisdictions_male,transfers_admitted_from_other_jurisdictions_total
Missouri,2006,4412152,3673915,5842713,2991397,2851316,2294403,2117749,1863976,1809939,139,1054,1193,1,0,1,1484,8362,9846,0,2,2,52,623,675,284,1334,1618,39,661,700,660,4921,5581,0,7,7,2659,16973,19632,0,9,9
Missouri,2005,4251865,3578420,5632603,2878899,2753704,2210022,2041843,1829602,1748818,92,1034,1126,1,1,2,1605,8736,10341,16,289,305,56,611,667,308,1573,1881,13,653,666,600,4644,5244,0,6,6,2691,17560,20251,0,13,13
Missouri,2004,4214477,3542551,5587906,2874522,2713384,2196153,2018324,1810643,1731908,103,1012,1115,0,4,4,1467,8390,9857,2,10,12,52,571,623,288,1585,1873,31,539,570,646,4696,5342,1,3,4,2593,16819,19412,3,9,12
Missouri,2003,4136522,3470964,5537884,2842486,2695398,2160569,1975953,1773591,1697373,133,995,1128,0,3,3,1433,8506,9939,0,10,10,43,577,620,259,1559,1818,18,518,536,476,3740,4216,0,12,12,2365,15933,18298,3,13,16
Missouri,2002,4123339,3457423,5506873,2847611,2659262,2161271,1962068,1773631,1683792,87,702,789,1,6,7,1266,8449,9715,0,4,4,60,637,697,266,1651,1917,10,636,646,419,3224,3643,0,15,15,2109,15332,17441,0,8,8
Missouri,2001,4053988,3396237,5471085,2816975,2654110,2127290,1926698,1741398,1654839,68,592,660,0,8,8,1106,7562,8668,1,15,16,64,561,625,247,1573,1820,20,569,589,400,3059,3459,0,6,6,1909,13965,15874,3,20,23
Missouri,2000,3976371,3311194,5449651,2789214,2660437,2085817,1890554,1700617,1610577,82,634,716,0,12,12,1077,7393,8470,0,0,0,58,539,597,212,1385,1597,16,579,595,359,2829,3188,0,7,7,1805,13399,15204,1,21,22
Missouri,1999,3958270.1,3292867.6,5414878,2774403.3,2640474.7,2078003.4,1880266.7,1690470.1,1602397.5,63,475,538,13,97,110,1067,7183,8250,1,1,2,65,526,591,171,1207,1378,23,627,650,323,2308,2631,0,24,24,1727,12461,14188,1,13,14
Missouri,1998,3940169.2,3274541.2,5380105,2759592.6,2620512.4,2070189.8,1869979.4,1680323.2,1594218,NA,NA,NA,NA,NA,NA,1015,6807,7822,136,962,1098,101,714,815,189,1634,1823,28,627,655,98,574,672,1,14,15,1657,12003,13660,0,0,0
Missouri,1997,3922068.3,3256214.8,5345332,2744781.9,2600550.1,2062376.2,1859692.1,1670176.3,1586038.5,NA,NA,NA,NA,NA,NA,989,7252,8241,104,958,1062,0,35,35,184,1461,1645,31,367,398,94,1090,1184,0,11,11,1490,11994,13484,0,0,0
Missouri,1996,3903967.4,3237888.4,5310559,2729971.2,2580587.8,2054562.6,1849404.8,1660029.4,1577859,NA,NA,NA,NA,NA,NA,895,7021,7916,93,844,937,4,52,56,167,1200,1367,40,443,483,129,1301,1430,1,18,19,1436,12026,13462,4,35,39
Missouri,1995,3885866.5,3219562,5275786,2715160.5,2560625.5,2046749,1839117.5,1649882.5,1569679.5,NA,NA,NA,NA,NA,NA,770,6647,7417,58,737,795,3,82,85,5,95,100,32,809,841,205,1508,1713,1,16,17,1156,10652,11808,0,8,8
Missouri,1994,3867765.6,3201235.6,5241013,2700349.8,2540663.2,2038935.4,1828830.2,1639735.6,1561500,NA,NA,NA,NA,NA,NA,770,6692,7462,6,4,10,2,79,81,10,339,349,27,538,565,136,1865,2001,0,13,13,1015,10258,11273,0,18,18
Missouri,1993,3849664.7,3182909.2,5206240,2685539.1,2520700.9,2031121.8,1818542.9,1629588.7,1553320.5,NA,NA,NA,NA,NA,NA,685,6229,6914,0,2,2,0,50,50,7,204,211,24,425,449,124,1436,1560,0,19,19,897,8915,9812,0,7,7
Missouri,1992,3831563.8,3164582.8,5171467,2670728.4,2500738.6,2023308.2,1808255.6,1619441.8,1545141,NA,NA,NA,NA,NA,NA,640,6031,6671,0,7,7,0,68,68,9,310,319,17,308,325,103,1364,1467,0,10,10,813,8438,9251,3,30,33
Missouri,1991,3813462.9,3146256.4,5136694,2655917.7,2480776.3,2015494.6,1797968.3,1609294.9,1536961.5,NA,NA,NA,NA,NA,NA,433,5731,6164,68,243,311,NA,NA,NA,NA,NA,NA,110,1034,1144,61,1073,1134,NA,NA,NA,672,8084,8756,0,3,3
Missouri,1990,3795362,3127930,5101921,2641107,2460814,2007681,1787681,1599148,1528782,NA,NA,NA,NA,NA,NA,385,5351,5736,105,172,277,0,0,0,0,0,0,101,970,1071,55,1009,1064,NA,NA,NA,646,7506,8152,0,4,4
Missouri,1989,3770683.8,3109289,5083004.9,2632508.3,2450496.6,1995790.9,1774892.9,1591273.2,1518015.8,NA,NA,NA,NA,NA,NA,322,5570,5892,121,398,519,NA,NA,NA,NA,NA,NA,70,1203,1273,90,953,1043,NA,NA,NA,603,8124,8727,0,0,0
Missouri,1988,3746005.6,3090648,5064088.8,2623909.6,2440179.2,1983900.8,1762104.8,1583398.4,1507249.6,NA,NA,NA,NA,NA,NA,286,4382,4668,125,346,471,NA,NA,NA,NA,NA,NA,58,870,928,40,594,634,NA,NA,NA,509,6196,6705,0,4,4
Missouri,1987,3721327.4,3072007,5045172.7,2615310.9,2429861.8,1972010.7,1749316.7,1575523.6,1496483.4,NA,NA,NA,NA,NA,NA,345,4079,4424,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,1233,1284,0,14,14,432,5680,6112,0,2,2
Missouri,1986,3696649.2,3053366,5026256.6,2606712.2,2419544.4,1960120.6,1736528.6,1567648.8,1485717.2,NA,NA,NA,NA,NA,NA,283,3615,3898,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,1080,1130,4,11,15,359,5048,5407,0,0,0
Missouri,1985,3671971,3034725,5007340.5,2598113.5,2409227,1948230.5,1723740.5,1559774,1474951,NA,NA,NA,NA,NA,NA,210,3187,3397,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,1057,1098,1,6,7,264,4517,4781,0,0,0
Missouri,1984,3647292.8,3016084,4988424.4,2589514.8,2398909.6,1936340.4,1710952.4,1551899.2,1464184.8,NA,NA,NA,NA,NA,NA,158,2998,3156,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,836,866,0,9,9,190,4103,4293,0,0,0
Missouri,1983,3622614.6,2997443,4969508.3,2580916.1,2388592.2,1924450.3,1698164.3,1544024.4,1453418.6,NA,NA,NA,NA,NA,NA,168,2899,3067,0,0,0,0,0,0,0,0,0,NA,NA,NA,30,643,673,0,8,8,198,3789,3987,0,0,0
Missouri,1982,3597936.4,2978802,4950592.2,2572317.4,2378274.8,1912560.2,1685376.2,1536149.6,1442652.4,NA,NA,NA,NA,NA,NA,151,2771,2922,0,0,0,0,0,0,0,0,0,0,0,0,18,536,554,1,5,6,171,3557,3728,0,0,0
Missouri,1981,3573258.2,2960161,4931676.1,2563718.7,2367957.4,1900670.1,1672588.1,1528274.8,1431886.2,NA,NA,NA,NA,NA,NA,140,2740,2880,0,9,9,0,0,0,0,50,50,0,0,0,8,353,361,2,0,2,157,3316,3473,2,0,2
Missouri,1980,3548580,2941520,4912760,2555120,2357640,1888780,1659800,1520400,1421120,NA,NA,NA,NA,NA,NA,117,2514,2631,2,133,135,0,0,0,0,5,5,0,0,0,11,237,248,0,0,0,139,2973,3112,0,0,0
Missouri,1979,3505052,2905948,4888484,2542308,2346176,1865532,1639520,1502950,1402998,NA,NA,NA,NA,NA,NA,97,2079,2176,13,136,149,0,0,0,0,0,0,0,0,0,7,217,224,0,0,0,122,2493,2615,0,0,0
Missouri,1978,3461524,2870376,4864208,2529496,2334712,1842284,1619240,1485500,1384876,0,0,0,4,21,25,102,2236,2338,0,0,0,0,0,0,0,0,0,1,11,12,9,206,215,0,0,0,116,2474,2590,0,0,0
