state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_release_female,awol_release_male,awol_release_total,conditional_release_probations_female,conditional_release_probations_male,conditional_release_probations_total,discretionary_parole_female,discretionary_parole_male,discretionary_parole_total,escape_from_confinement_female,escape_from_confinement_male,escape_from_confinement_total,other_conditional_release_female,other_conditional_release_male,other_conditional_release_total,other_unconditional_release_female,other_unconditional_release_male,other_unconditional_release_total,release_to_appeal_or_bond_female,release_to_appeal_or_bond_male,release_to_appeal_or_bond_total,supervised_mandatory_release_female,supervised_mandatory_release_male,supervised_mandatory_release_total,total_releases_female,total_releases_male,total_releases_total,transfers_to_other_jurisdictions_female,transfers_to_other_jurisdictions_male,transfers_to_other_jurisdictions_total,unconditional_release_commutations_female,unconditional_release_commutations_male,unconditional_release_commutations_total,unconditional_release_expirations_of_sentence_female,unconditional_release_expirations_of_sentence_male,unconditional_release_expirations_of_sentence_total
Wisconsin,2016,4496677,3640290,5778709,2913469,2865240,2281680,2214997,1810885,1829405,0,0,0,0,0,0,13,163,176,0,28,28,2,3,5,0,0,0,0,18,18,460,4791,5251,482,5289,5771,0,0,0,0,0,0,6,230,236
Wisconsin,2015,4483634,3647735,5771337,2901568,2869769,2279216,2204418,1813642,1834093,0,0,0,0,0,0,19,124,143,1,20,21,0,1,1,0,0,0,0,24,24,417,4643,5060,445,5108,5553,0,0,0,0,0,0,8,258,266
Wisconsin,2014,4460654,3647869,5757564,2899987,2857577,2265819,2194835,1813195,1834674,0,0,0,0,0,0,9,138,147,0,9,9,0,0,0,0,0,0,1,23,24,322,4636,4958,345,5097,5442,0,0,0,0,0,0,12,240,252
Wisconsin,2013,4436203,3652613,5742713,2892365,2850348,2255128,2181075,1816228,1836385,0,0,0,0,0,0,11,121,132,2,34,36,0,3,3,0,0,0,1,15,16,371,4628,4999,392,5090,5482,0,0,0,0,0,0,7,280,287
Wisconsin,2012,4407810,3650452,5726398,2885603,2840795,2246394,2161416,1819143,1831309,0,0,0,0,0,0,7,124,131,2,34,36,1,31,32,0,1,1,0,0,0,583,6467,7050,610,7150,7760,0,0,0,0,0,0,17,449,466
Wisconsin,2011,4388161,3648386,5711767,2880068,2831699,2233746,2154415,1813504,1834882,0,0,0,0,0,0,18,243,261,0,0,0,1,27,28,0,2,2,0,0,0,608,6469,7077,638,7187,7825,0,0,0,0,0,0,10,403,413
Wisconsin,2010,4356545,3630499,5691047,2866563,2824484,2215358,2141187,1802347,1828152,0,0,0,0,0,0,24,252,276,0,0,0,2,30,32,0,3,3,0,0,0,606,7206,7812,650,7990,8640,0,0,0,0,3,3,18,471,489
Wisconsin,2009,4349655,3639239,5654774,2836775,2817999,2205459,2144196,1797872,1841367,NA,NA,NA,0,0,0,34,339,373,NA,NA,NA,2,40,42,2,5,7,NA,NA,NA,635,7170,7805,701,8070,8771,NA,NA,NA,0,0,0,26,477,503
Wisconsin,2008,4320323,3625551,5627968,2830018,2797950,2188216,2132107,1789782,1835769,NA,NA,NA,0,0,0,29,412,441,NA,NA,NA,3,22,25,0,16,16,NA,NA,NA,739,7582,8321,802,8589,9391,NA,NA,NA,0,0,0,30,517,547
Wisconsin,2007,4282787,3586688,5601640,2817547,2784093,2180917,2101870,1773615,1813073,NA,NA,NA,0,0,0,36,486,522,NA,NA,NA,0,26,26,1,17,18,NA,NA,NA,650,7159,7809,708,8195,8903,NA,NA,NA,0,0,0,19,469,488
