state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_release_female,awol_release_male,awol_release_total,conditional_release_probations_female,conditional_release_probations_male,conditional_release_probations_total,discretionary_parole_female,discretionary_parole_male,discretionary_parole_total,escape_from_confinement_female,escape_from_confinement_male,escape_from_confinement_total,other_conditional_release_female,other_conditional_release_male,other_conditional_release_total,other_unconditional_release_female,other_unconditional_release_male,other_unconditional_release_total,release_to_appeal_or_bond_female,release_to_appeal_or_bond_male,release_to_appeal_or_bond_total,supervised_mandatory_release_female,supervised_mandatory_release_male,supervised_mandatory_release_total,total_releases_female,total_releases_male,total_releases_total,transfers_to_other_jurisdictions_female,transfers_to_other_jurisdictions_male,transfers_to_other_jurisdictions_total,unconditional_release_commutations_female,unconditional_release_commutations_male,unconditional_release_commutations_total,unconditional_release_expirations_of_sentence_female,unconditional_release_expirations_of_sentence_male,unconditional_release_expirations_of_sentence_total
North Dakota,2004,472176,390994,609691,306842,302849,239698,232478,192567,198427,0,0,0,14,152,166,100,427,527,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,132,792,924,0,0,0,0,0,0,18,204,222
North Dakota,2003,463605,383112,609236,305790,303446,234417,229188,188330,194782,0,2,2,29,175,204,74,389,463,0,2,2,3,0,3,0,0,0,0,2,2,0,0,0,119,755,874,0,0,0,0,0,0,13,184,197
North Dakota,2002,463533,382827,610245,307685,302560,234859,228674,188632,194195,0,3,3,30,161,191,56,245,301,0,0,0,0,9,9,2,0,2,0,0,0,0,0,0,110,663,773,0,0,0,0,0,0,22,244,266
North Dakota,2001,471608,391036,610793,306740,304053,238313,233295,192681,198355,0,0,0,20,197,217,25,170,195,0,0,0,0,0,0,0,7,7,0,1,1,0,0,0,66,649,715,0,0,0,0,0,0,21,271,292
North Dakota,2000,455157,372544,609909,303685,306224,226381,228776,180457,192087,0,6,6,14,172,186,26,152,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,540,604,0,0,0,1,0,1,23,208,231
North Dakota,1999,455748.8,372823.1,612427.6,305093,307334.6,227124.4,228624.4,180795.8,192027.3,0,0,0,12,142,154,31,258,289,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,64,608,672,0,0,0,0,0,0,20,178,198
North Dakota,1998,456340.6,373102.2,614946.2,306501,308445.2,227867.8,228472.8,181134.6,191967.6,NA,NA,NA,12,194,206,42,243,285,NA,NA,NA,0,8,8,0,0,0,1,4,5,NA,NA,NA,65,581,646,0,0,0,0,0,0,10,130,140
North Dakota,1997,456932.4,373381.3,617464.8,307909,309555.8,228611.2,228321.2,181473.4,191907.9,NA,NA,NA,11,147,158,18,169,187,NA,NA,NA,1,8,9,0,0,0,0,0,0,NA,NA,NA,40,486,526,0,0,0,0,0,0,10,154,164
North Dakota,1996,457524.2,373660.4,619983.4,309317,310666.4,229354.6,228169.6,181812.2,191848.2,NA,NA,NA,10,138,148,17,137,154,NA,NA,NA,1,8,9,0,0,0,0,0,0,NA,NA,NA,35,444,479,0,0,0,0,0,0,7,153,160
North Dakota,1995,458116,373939.5,622502,310725,311777,230098,228018,182151,191788.5,NA,NA,NA,9,118,127,16,162,178,NA,NA,NA,3,5,8,0,0,0,0,0,0,NA,NA,NA,34,401,435,0,0,0,0,0,0,6,109,115
North Dakota,1994,458707.8,374218.6,625020.6,312133,312887.6,230841.4,227866.4,182489.8,191728.8,NA,NA,NA,8,89,97,11,121,132,NA,NA,NA,1,7,8,0,0,0,0,0,0,NA,NA,NA,30,315,345,0,0,0,0,0,0,10,98,108
North Dakota,1993,459299.6,374497.7,627539.2,313541,313998.2,231584.8,227714.8,182828.6,191669.1,NA,NA,NA,3,98,101,11,104,115,NA,NA,NA,3,11,14,0,0,0,0,1,1,NA,NA,NA,18,316,334,0,0,0,0,0,0,1,100,101
North Dakota,1992,459891.4,374776.8,630057.8,314949,315108.8,232328.2,227563.2,183167.4,191609.4,NA,NA,NA,5,98,103,15,102,117,NA,NA,NA,0,6,6,0,0,0,0,2,2,NA,NA,NA,26,304,330,0,0,0,0,0,0,6,86,92
North Dakota,1991,460483.2,375055.9,632576.4,316357,316219.4,233071.6,227411.6,183506.2,191549.7,NA,NA,NA,3,105,108,6,114,120,NA,NA,NA,3,8,11,0,0,0,0,0,0,NA,NA,NA,16,318,334,0,0,0,0,0,0,4,87,91
North Dakota,1990,461075,375335,635095,317765,317330,233815,227260,183845,191490,NA,NA,NA,11,96,107,9,107,116,NA,NA,NA,3,12,15,0,0,0,0,2,2,NA,NA,NA,27,306,333,0,0,0,0,0,0,4,87,91
North Dakota,1989,461097.5,376411.5,637201.5,318760.5,318441,233719.5,227378,184472.5,191939,NA,NA,NA,8,92,100,5,139,144,NA,NA,NA,1,12,13,0,0,0,0,1,1,NA,NA,NA,16,331,347,0,0,0,0,0,0,2,86,88
North Dakota,1988,461120,377488,639308,319756,319552,233624,227496,185100,192388,NA,NA,NA,2,66,68,2,107,109,NA,NA,NA,3,15,18,0,0,0,0,0,0,NA,NA,NA,8,263,271,0,0,0,0,0,0,1,70,71
North Dakota,1987,461142.5,378564.5,641414.5,320751.5,320663,233528.5,227614,185727.5,192837,NA,NA,NA,6,66,72,5,125,130,NA,NA,NA,1,6,7,0,0,0,0,2,2,NA,NA,NA,13,281,294,0,0,0,0,0,0,1,81,82
North Dakota,1986,461165,379641,643521,321747,321774,233433,227732,186355,193286,NA,NA,NA,3,77,80,3,131,134,NA,NA,NA,0,5,5,0,0,0,0,2,2,NA,NA,NA,10,300,310,0,0,0,0,0,0,4,83,87
North Dakota,1985,461187.5,380717.5,645627.5,322742.5,322885,233337.5,227850,186982.5,193735,NA,NA,NA,2,64,66,4,130,134,NA,NA,NA,0,4,4,0,0,0,0,0,0,NA,NA,NA,7,235,242,0,0,0,0,0,0,1,36,37
North Dakota,1984,461210,381794,647734,323738,323996,233242,227968,187610,194184,NA,NA,NA,1,44,45,5,120,125,NA,NA,NA,0,11,11,0,0,0,0,2,2,NA,NA,NA,7,208,215,0,0,0,0,0,0,1,29,30
North Dakota,1983,461232.5,382870.5,649840.5,324733.5,325107,233146.5,228086,188237.5,194633,NA,NA,NA,8,42,50,5,146,151,NA,NA,NA,0,8,8,0,0,0,0,0,0,NA,NA,NA,13,224,237,0,0,0,0,0,0,0,27,27
North Dakota,1982,461255,383947,651947,325729,326218,233051,228204,188865,195082,NA,NA,NA,2,27,29,2,131,133,NA,NA,NA,0,6,6,0,0,0,0,1,1,0,0,0,4,187,191,0,0,0,0,0,0,0,22,22
North Dakota,1981,461277.5,385023.5,654053.5,326724.5,327329,232955.5,228322,189492.5,195531,NA,NA,NA,0,11,11,1,146,147,NA,NA,NA,0,7,7,0,0,0,0,0,0,0,0,0,1,174,175,0,0,0,0,0,0,0,9,9
North Dakota,1980,461300,386100,656160,327720,328440,232860,228440,190120,195980,NA,NA,NA,2,4,6,1,115,116,NA,NA,NA,1,4,5,0,0,0,0,1,1,0,0,0,4,142,146,0,0,0,0,0,0,0,16,16
North Dakota,1979,454090,380100,652324,325638,326686,229094,224996,187208,192892,NA,NA,NA,0,9,9,4,115,119,NA,NA,NA,0,8,8,0,0,0,0,1,1,0,0,0,4,146,150,0,0,0,0,0,0,0,10,10
North Dakota,1978,446880,374100,648488,323556,324932,225328,221552,184296,189804,0,0,0,0,4,4,4,141,145,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6,172,178,0,0,0,0,0,0,0,18,18
