state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,design_capacity_female,design_capacity_male,design_capacity_total,operational_capacity_female,operational_capacity_male,operational_capacity_total,rated_capacity_female,rated_capacity_male,rated_capacity_total
Wisconsin,2016,4496677,3640290,5778709,2913469,2865240,2281680,2214997,1810885,1829405,1024,16157,17181,1362,21629,22991,NA,NA,NA
Wisconsin,2015,4483634,3647735,5771337,2901568,2869769,2279216,2204418,1813642,1834093,1024,16157,17181,1278,21618,22896,NA,NA,NA
Wisconsin,2014,4460654,3647869,5757564,2899987,2857577,2265819,2194835,1813195,1834674,1024,16157,17181,1280,21638,22918,NA,NA,NA
Wisconsin,2013,4436203,3652613,5742713,2892365,2850348,2255128,2181075,1816228,1836385,1024,16157,17181,1280,21643,22923,NA,NA,NA
Wisconsin,2012,4407810,3650452,5726398,2885603,2840795,2246394,2161416,1819143,1831309,967,16169,17136,NA,NA,NA,NA,NA,NA
Wisconsin,2011,4388161,3648386,5711767,2880068,2831699,2233746,2154415,1813504,1834882,969,16241,17210,NA,NA,NA,NA,NA,NA
Wisconsin,2010,4356545,3630499,5691047,2866563,2824484,2215358,2141187,1802347,1828152,1123,16473,17596,NA,NA,NA,NA,NA,NA
Wisconsin,2009,4349655,3639239,5654774,2836775,2817999,2205459,2144196,1797872,1841367,1123,16438,17561,NA,NA,NA,NA,NA,NA
Wisconsin,2008,4320323,3625551,5627968,2830018,2797950,2188216,2132107,1789782,1835769,1127,16646,17773,NA,NA,NA,NA,NA,NA
Wisconsin,2007,4282787,3586688,5601640,2817547,2784093,2180917,2101870,1773615,1813073,NA,NA,NA,1123,16260,17383,NA,NA,NA
Wisconsin,2006,4230524,3544756,5556506,2797812,2758694,2151061,2079463,1750809,1793947,NA,NA,NA,1123,16289,17412,NA,NA,NA
Wisconsin,2005,4093256,3461466,5401740,2740358,2661382,2095112,1998144,1734934,1726532,NA,NA,NA,1123,16202,17325,NA,NA,NA
Wisconsin,2004,4050130,3427031,5353642,2706291,2647351,2070872,1979258,1715077,1711954,NA,NA,NA,1153,16645,17798,NA,NA,NA
Wisconsin,2003,3989998,3369554,5313443,2694462,2618981,2040633,1949365,1685893,1683661,NA,NA,NA,1153,14798,15951,NA,NA,NA
Wisconsin,2002,3970259,3352244,5294592,2669242,2625350,2028019,1942240,1672565,1679679,NA,NA,NA,1141,14418,15559,NA,NA,NA
Wisconsin,2001,3952080,3338654,5247393,2658283,2589110,2026943,1925137,1673541,1665113,NA,NA,NA,952,12820,13772,NA,NA,NA
Wisconsin,2000,3864150,3265111,5242190,2685321,2556869,1978908,1885242,1628646,1636465,NA,NA,NA,822,10917,11739,NA,NA,NA
Wisconsin,1999,3837410.3,3237283.8,5206115.1,2666003.1,2540112,1967790.6,1869619.7,1616083.6,1621200.2,NA,NA,NA,636,10315,10951,NA,NA,NA
Wisconsin,1998,3810670.6,3209456.6,5170040.2,2646685.2,2523355,1956673.2,1853997.4,1603521.2,1605935.4,NA,NA,NA,NA,NA,11136,NA,NA,NA
Wisconsin,1997,3783930.9,3181629.4,5133965.3,2627367.3,2506598,1945555.8,1838375.1,1590958.8,1590670.6,NA,NA,10288,NA,NA,10288,NA,NA,10288
Wisconsin,1996,3757191.2,3153802.2,5097890.4,2608049.4,2489841,1934438.4,1822752.8,1578396.4,1575405.8,NA,NA,9538,NA,NA,9538,NA,NA,9538
Wisconsin,1995,3730451.5,3125975,5061815.5,2588731.5,2473084,1923321,1807130.5,1565834,1560141,NA,NA,7499,NA,NA,7499,NA,NA,7499
Wisconsin,1994,3703711.8,3098147.8,5025740.6,2569413.6,2456327,1912203.6,1791508.2,1553271.6,1544876.2,NA,NA,7230,NA,NA,7230,NA,NA,7230
Wisconsin,1993,3676972.1,3070320.6,4989665.7,2550095.7,2439570,1901086.2,1775885.9,1540709.2,1529611.4,NA,NA,6550,NA,NA,6550,NA,NA,6550
Wisconsin,1992,3650232.4,3042493.4,4953590.8,2530777.8,2422813,1889968.8,1760263.6,1528146.8,1514346.6,NA,NA,6342,NA,NA,6342,NA,NA,6342
Wisconsin,1991,3623492.7,3014666.2,4917515.9,2511459.9,2406056,1878851.4,1744641.3,1515584.4,1499081.8,NA,NA,6497,NA,NA,6497,NA,NA,6497
Wisconsin,1990,3596753,2986839,4881441,2492142,2389299,1867734,1729019,1503022,1483817,NA,NA,5241,NA,NA,5241,NA,NA,5241
Wisconsin,1989,3571537.7,2970289.1,4864818.9,2483763.8,2381055.1,1854886.6,1716651.1,1495921.8,1474367.3,NA,NA,4889,NA,NA,6672,NA,NA,4889
Wisconsin,1988,3546322.4,2953739.2,4848196.8,2475385.6,2372811.2,1842039.2,1704283.2,1488821.6,1464917.6,NA,NA,4683,NA,NA,NA,NA,NA,4683
Wisconsin,1987,3521107.1,2937189.3,4831574.7,2467007.4,2364567.3,1829191.8,1691915.3,1481721.4,1455467.9,NA,NA,NA,NA,NA,4680,NA,NA,4680
Wisconsin,1986,3495891.8,2920639.4,4814952.6,2458629.2,2356323.4,1816344.4,1679547.4,1474621.2,1446018.2,NA,NA,NA,NA,NA,4591,NA,NA,NA
