state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,jurisdiction_housed_in_local_facility_female,jurisdiction_housed_in_local_facility_male,jurisdiction_housed_in_local_facility_total,jurisdiction_local_facilities_solely_to_ease_prison_crowding_female,jurisdiction_local_facilities_solely_to_ease_prison_crowding_male,jurisdiction_local_facilities_solely_to_ease_prison_crowding_total,jurisdiction_private_prison_female,jurisdiction_private_prison_in_state_female,jurisdiction_private_prison_in_state_male,jurisdiction_private_prison_in_state_total,jurisdiction_private_prison_male,jurisdiction_private_prison_out_of_state_female,jurisdiction_private_prison_out_of_state_male,jurisdiction_private_prison_out_of_state_total,jurisdiction_private_prison_total,jurisdiction_public_prison_female,jurisdiction_public_prison_male,jurisdiction_public_prison_total,jurisdiction_unsentenced_female,jurisdiction_unsentenced_male,jurisdiction_unsentenced_total,total_under_jurisdiction_female,total_under_jurisdiction_male,total_under_jurisdiction_total
Tennessee,1999,4071060,3441063.6,5406712.8,2777169.6,2629543.2,2151028.8,1920031.2,1784661,1656402.6,515,5201,5716,137,1622,1759,0,0,3476,3476,3476,0,0,0,3476,1368,17658,19026,0,0,0,1368,21134,22502
Tennessee,1998,4024440,3400976.2,5346126.6,2748397.2,2597729.4,2126658.6,1897781.4,1762095,1638881.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1260,20178,21438
Tennessee,1997,3977820,3360888.8,5285540.4,2719624.8,2565915.6,2102288.4,1875531.6,1739529,1621359.8,NA,NA,NA,186,1242,1428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,798,15861,16659
Tennessee,1996,3931200,3320801.4,5224954.2,2690852.4,2534101.8,2077918.2,1853281.8,1716963,1603838.4,NA,NA,NA,247,1711,1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,688,14938,15626
Tennessee,1995,3884580,3280714,5164368,2662080,2502288,2053548,1831032,1694397,1586317,NA,NA,NA,214,1843,2057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,637,14569,15206
Tennessee,1994,3837960,3240626.6,5103781.8,2633307.6,2470474.2,2029177.8,1808782.2,1671831,1568795.6,NA,NA,NA,189,1640,1829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,587,13814,14401
Tennessee,1993,3791340,3200539.2,5043195.6,2604535.2,2438660.4,2004807.6,1786532.4,1649265,1551274.2,NA,NA,NA,119,1210,1329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,508,12316,12824
Tennessee,1992,3744720,3160451.8,4982609.4,2575762.8,2406846.6,1980437.4,1764282.6,1626699,1533752.8,NA,NA,NA,150,970,1120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,528,11321,11849
Tennessee,1991,3698100,3120364.4,4922023.2,2546990.4,2375032.8,1956067.2,1742032.8,1604133,1516231.4,NA,NA,NA,89,1929,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,459,11015,11474
Tennessee,1990,3651480,3080277,4861437,2518218,2343219,1931697,1719783,1581567,1498710,NA,NA,NA,15,1854,1869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390,9998,10388
Tennessee,1989,3614456,3052521.3,4834339.3,2504662.2,2329677.1,1912615.3,1701840.7,1568550.3,1483971,NA,NA,NA,93,2640,2733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,471,10159,10630
Tennessee,1988,3577432,3024765.6,4807241.6,2491106.4,2316135.2,1893533.6,1683898.4,1555533.6,1469232,NA,NA,NA,NA,2218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402,7330,7732
Tennessee,1987,3540408,2997009.9,4780143.9,2477550.6,2302593.3,1874451.9,1665956.1,1542516.9,1454493,NA,NA,NA,NA,1610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390,7249,7639
Tennessee,1986,3503384,2969254.2,4753046.2,2463994.8,2289051.4,1855370.2,1648013.8,1529500.2,1439754,NA,NA,NA,NA,1201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,413,7178,7591
Tennessee,1985,3466360,2941498.5,4725948.5,2450439,2275509.5,1836288.5,1630071.5,1516483.5,1425015,NA,NA,NA,NA,628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302,6825,7127
Tennessee,1984,3429336,2913742.8,4698850.8,2436883.2,2261967.6,1817206.8,1612129.2,1503466.8,1410276,NA,NA,NA,65,1450,1515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314,6993,7307
Tennessee,1983,3392312,2885987.1,4671753.1,2423327.4,2248425.7,1798125.1,1594186.9,1490450.1,1395537,NA,NA,NA,0,1100,1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,398,7803,8201
Tennessee,1982,3355288,2858231.4,4644655.4,2409771.6,2234883.8,1779043.4,1576244.6,1477433.4,1380798,NA,NA,NA,2,184,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,380,7489,7869
Tennessee,1981,3318264,2830475.7,4617557.7,2396215.8,2221341.9,1759961.7,1558302.3,1464416.7,1366059,NA,NA,NA,1,218,219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,395,7502,7897
Tennessee,1980,3281240,2802720,4590460,2382660,2207800,1740880,1540360,1451400,1351320,NA,NA,NA,2,176,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,336,6686,7022
Tennessee,1979,3211046,2744278,4523824,2348124,2175700,1704022,1507024,1422760,1321518,NA,NA,NA,2,212,214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,283,6346,6629
Tennessee,1978,3140852,2685836,4457188,2313588,2143600,1667164,1473688,1394120,1291716,NA,NA,NA,0,114,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,261,5574,5835
