year,state,total_releases,aggravated_or_simple_assault_total_total_releases,burglary_total_total_releases,drugs_total_total_releases,fraud_total_total_releases,motor_vehicle_theft_total_total_releases,murder_total_total_releases,negligent_manslaughter_total_total_releases,other_property_offenses_total_total_releases,other_unknown_total_total_releases,other_violent_offenses_total_total_releases,public_order_total_total_releases,rape_or_sexual_assault_total_total_releases,robbery_total_total_releases,theft_total_total_releases,aggravated_or_simple_assault_total_female_releases,aggravated_or_simple_assault_total_male_releases,burglary_total_female_releases,burglary_total_male_releases,drugs_total_female_releases,drugs_total_male_releases,fraud_total_female_releases,fraud_total_male_releases,motor_vehicle_theft_total_female_releases,motor_vehicle_theft_total_male_releases,murder_total_female_releases,murder_total_male_releases,negligent_manslaughter_total_female_releases,negligent_manslaughter_total_male_releases,other_property_offenses_total_female_releases,other_property_offenses_total_male_releases,other_unknown_total_female_releases,other_unknown_total_male_releases,other_violent_offenses_total_female_releases,other_violent_offenses_total_male_releases,public_order_total_female_releases,public_order_total_male_releases,rape_or_sexual_assault_total_female_releases,rape_or_sexual_assault_total_male_releases,robbery_total_female_releases,robbery_total_male_releases,theft_total_female_releases,theft_total_male_releases,aggravated_or_simple_assault_black_total_releases,aggravated_or_simple_assault_hispanic_total_releases,aggravated_or_simple_assault_other_or_unknown_total_releases,aggravated_or_simple_assault_white_total_releases,burglary_black_total_releases,burglary_hispanic_total_releases,burglary_other_or_unknown_total_releases,burglary_white_total_releases,drugs_black_total_releases,drugs_hispanic_total_releases,drugs_other_or_unknown_total_releases,drugs_white_total_releases,fraud_black_total_releases,fraud_hispanic_total_releases,fraud_other_or_unknown_total_releases,fraud_white_total_releases,motor_vehicle_theft_black_total_releases,motor_vehicle_theft_hispanic_total_releases,motor_vehicle_theft_other_or_unknown_total_releases,motor_vehicle_theft_white_total_releases,murder_black_total_releases,murder_hispanic_total_releases,murder_other_or_unknown_total_releases,murder_white_total_releases,negligent_manslaughter_black_total_releases,negligent_manslaughter_hispanic_total_releases,negligent_manslaughter_other_or_unknown_total_releases,negligent_manslaughter_white_total_releases,other_property_offenses_black_total_releases,other_property_offenses_hispanic_total_releases,other_property_offenses_other_or_unknown_total_releases,other_property_offenses_white_total_releases,other_unknown_black_total_releases,other_unknown_hispanic_total_releases,other_unknown_other_or_unknown_total_releases,other_unknown_white_total_releases,other_violent_offenses_black_total_releases,other_violent_offenses_hispanic_total_releases,other_violent_offenses_other_or_unknown_total_releases,other_violent_offenses_white_total_releases,public_order_black_total_releases,public_order_hispanic_total_releases,public_order_other_or_unknown_total_releases,public_order_white_total_releases,rape_or_sexual_assault_black_total_releases,rape_or_sexual_assault_hispanic_total_releases,rape_or_sexual_assault_other_or_unknown_total_releases,rape_or_sexual_assault_white_total_releases,robbery_black_total_releases,robbery_hispanic_total_releases,robbery_other_or_unknown_total_releases,robbery_white_total_releases,theft_black_total_releases,theft_hispanic_total_releases,theft_other_or_unknown_total_releases,theft_white_total_releases,aggravated_or_simple_assault_black_female_releases,aggravated_or_simple_assault_black_male_releases,aggravated_or_simple_assault_hispanic_female_releases,aggravated_or_simple_assault_hispanic_male_releases,aggravated_or_simple_assault_other_or_unknown_female_releases,aggravated_or_simple_assault_other_or_unknown_male_releases,aggravated_or_simple_assault_white_female_releases,aggravated_or_simple_assault_white_male_releases,burglary_black_female_releases,burglary_black_male_releases,burglary_hispanic_female_releases,burglary_hispanic_male_releases,burglary_other_or_unknown_female_releases,burglary_other_or_unknown_male_releases,burglary_white_female_releases,burglary_white_male_releases,drugs_black_female_releases,drugs_black_male_releases,drugs_hispanic_female_releases,drugs_hispanic_male_releases,drugs_other_or_unknown_female_releases,drugs_other_or_unknown_male_releases,drugs_white_female_releases,drugs_white_male_releases,fraud_black_female_releases,fraud_black_male_releases,fraud_hispanic_female_releases,fraud_hispanic_male_releases,fraud_other_or_unknown_female_releases,fraud_other_or_unknown_male_releases,fraud_white_female_releases,fraud_white_male_releases,motor_vehicle_theft_black_female_releases,motor_vehicle_theft_black_male_releases,motor_vehicle_theft_hispanic_female_releases,motor_vehicle_theft_hispanic_male_releases,motor_vehicle_theft_other_or_unknown_female_releases,motor_vehicle_theft_other_or_unknown_male_releases,motor_vehicle_theft_white_female_releases,motor_vehicle_theft_white_male_releases,murder_black_female_releases,murder_black_male_releases,murder_hispanic_female_releases,murder_hispanic_male_releases,murder_other_or_unknown_female_releases,murder_other_or_unknown_male_releases,murder_white_female_releases,murder_white_male_releases,negligent_manslaughter_black_female_releases,negligent_manslaughter_black_male_releases,negligent_manslaughter_hispanic_female_releases,negligent_manslaughter_hispanic_male_releases,negligent_manslaughter_other_or_unknown_female_releases,negligent_manslaughter_other_or_unknown_male_releases,negligent_manslaughter_white_female_releases,negligent_manslaughter_white_male_releases,other_property_offenses_black_female_releases,other_property_offenses_black_male_releases,other_property_offenses_hispanic_female_releases,other_property_offenses_hispanic_male_releases,other_property_offenses_other_or_unknown_female_releases,other_property_offenses_other_or_unknown_male_releases,other_property_offenses_white_female_releases,other_property_offenses_white_male_releases,other_unknown_black_female_releases,other_unknown_black_male_releases,other_unknown_hispanic_female_releases,other_unknown_hispanic_male_releases,other_unknown_other_or_unknown_female_releases,other_unknown_other_or_unknown_male_releases,other_unknown_white_female_releases,other_unknown_white_male_releases,other_violent_offenses_black_female_releases,other_violent_offenses_black_male_releases,other_violent_offenses_hispanic_female_releases,other_violent_offenses_hispanic_male_releases,other_violent_offenses_other_or_unknown_female_releases,other_violent_offenses_other_or_unknown_male_releases,other_violent_offenses_white_female_releases,other_violent_offenses_white_male_releases,public_order_black_female_releases,public_order_black_male_releases,public_order_hispanic_female_releases,public_order_hispanic_male_releases,public_order_other_or_unknown_female_releases,public_order_other_or_unknown_male_releases,public_order_white_female_releases,public_order_white_male_releases,rape_or_sexual_assault_black_female_releases,rape_or_sexual_assault_black_male_releases,rape_or_sexual_assault_hispanic_female_releases,rape_or_sexual_assault_hispanic_male_releases,rape_or_sexual_assault_other_or_unknown_female_releases,rape_or_sexual_assault_other_or_unknown_male_releases,rape_or_sexual_assault_white_female_releases,rape_or_sexual_assault_white_male_releases,robbery_black_female_releases,robbery_black_male_releases,robbery_hispanic_female_releases,robbery_hispanic_male_releases,robbery_other_or_unknown_female_releases,robbery_other_or_unknown_male_releases,robbery_white_female_releases,robbery_white_male_releases,theft_black_female_releases,theft_black_male_releases,theft_hispanic_female_releases,theft_hispanic_male_releases,theft_other_or_unknown_female_releases,theft_other_or_unknown_male_releases,theft_white_female_releases,theft_white_male_releases
1991,Pennsylvania,8068,598,1146,1481,387,25,418,135,496,378,98,493,527,1372,514,39,559,12,1134,128,1353,69,318,1,24,29,389,15,120,19,477,21,357,4,94,36,457,6,521,28,1344,91,423,31,17,517,33,53,32,968,93,111,278,1018,74,21,8,315,43,1,1,14,9,8,8,392,10,10,3,118,4,18,13,430,35,12,21,332,13,6,2,80,10,10,10,422,51,12,8,483,24,85,25,1228,34,34,8,457,15,NA,31,1,16,38,479,NA,33,NA,53,1,31,11,957,NA,93,1,110,26,252,100,918,1,73,1,20,2,6,65,250,1,42,NA,1,NA,1,1,13,NA,9,NA,8,NA,8,29,363,NA,10,NA,10,NA,3,15,103,NA,4,NA,18,NA,13,19,411,NA,35,NA,12,NA,21,21,311,NA,13,NA,6,NA,2,4,76,NA,10,NA,10,1,9,35,387,NA,51,NA,12,NA,8,6,477,NA,24,NA,85,NA,25,28,1200,NA,34,NA,34,4,4,87,370,NA,15
1992,Pennsylvania,7632,609,960,1784,348,27,359,146,441,262,107,388,506,1283,412,35,574,21,939,159,1625,43,305,1,26,24,335,11,135,20,421,23,239,2,105,45,343,8,498,33,1250,78,334,47,38,487,37,38,38,829,55,115,464,1132,73,22,11,299,16,NA,2,20,5,5,9,336,9,11,7,114,14,22,20,361,38,9,18,226,9,2,1,89,15,11,8,338,31,9,12,453,32,77,32,1151,23,30,15,352,15,NA,47,3,35,32,455,NA,37,NA,38,NA,38,21,808,NA,55,NA,115,30,434,129,1003,NA,73,NA,22,2,9,41,258,NA,16,NA,NA,NA,2,1,19,NA,5,NA,5,NA,9,24,312,NA,9,NA,11,NA,7,11,103,NA,14,NA,22,1,19,19,342,NA,38,NA,9,6,12,17,209,NA,9,NA,2,NA,1,2,87,NA,15,NA,11,1,7,44,294,NA,31,NA,9,NA,12,8,445,NA,32,NA,77,NA,32,33,1118,NA,23,NA,30,4,11,74,278,NA,15
1993,Pennsylvania,8356,661,1050,2255,430,30,328,157,497,247,98,435,510,1244,414,33,628,14,1036,167,2088,55,375,NA,30,28,300,19,138,13,484,14,233,4,94,43,392,3,507,26,1218,79,335,47,30,540,44,53,48,876,73,173,577,1415,90,20,14,361,35,NA,3,23,4,9,10,302,7,9,11,125,12,34,23,403,37,14,28,195,10,4,3,84,7,11,22,366,36,23,18,430,39,98,40,1076,30,28,8,358,20,NA,47,1,29,32,508,NA,44,NA,53,1,47,13,863,NA,73,1,172,28,549,138,1277,NA,90,NA,20,NA,14,55,306,NA,35,NA,NA,NA,3,NA,23,NA,4,NA,9,NA,10,28,274,NA,7,NA,9,1,10,18,107,NA,12,NA,34,NA,23,13,390,NA,37,NA,14,4,24,10,185,NA,10,NA,4,NA,3,4,80,NA,7,NA,11,2,20,41,325,NA,36,NA,23,NA,18,3,427,NA,39,NA,98,NA,40,26,1050,NA,30,NA,28,3,5,76,282,NA,20
1994,Pennsylvania,8409,686,1011,2484,451,21,317,154,485,216,113,375,441,1214,441,31,655,14,997,191,2293,68,383,1,20,18,299,21,133,9,476,19,197,5,108,33,342,5,436,37,1177,87,354,68,43,513,62,61,48,785,117,290,583,1489,122,28,16,352,55,2,NA,16,3,14,10,281,12,11,10,120,13,33,24,375,53,21,14,175,6,7,5,83,18,10,20,289,56,26,20,364,31,111,52,1003,48,28,12,376,25,NA,68,1,42,30,483,NA,62,NA,61,NA,48,14,771,NA,117,1,289,44,539,145,1344,1,121,NA,28,2,14,66,286,NA,55,NA,2,NA,NA,1,15,NA,3,NA,14,NA,10,18,263,NA,12,NA,11,NA,10,21,99,NA,13,NA,33,NA,24,9,366,NA,53,NA,21,1,13,18,157,NA,6,NA,7,NA,5,5,78,NA,18,NA,10,NA,20,33,256,NA,56,NA,26,NA,20,5,359,NA,31,NA,111,1,51,36,967,NA,48,NA,28,1,11,86,290,NA,25
1995,Pennsylvania,6099,406,643,2125,317,15,208,82,342,164,86,294,311,756,350,17,389,7,636,140,1985,62,255,NA,15,12,196,12,70,11,331,15,149,1,85,24,270,5,306,22,734,80,270,47,25,287,47,70,30,475,68,338,486,1180,121,32,13,238,34,1,1,10,3,10,17,168,13,8,8,60,6,41,26,232,43,22,15,116,11,4,5,57,20,25,16,195,58,21,17,243,30,88,48,588,32,38,9,271,32,NA,47,NA,25,17,270,NA,47,NA,70,NA,30,7,468,NA,68,NA,338,32,454,108,1072,NA,121,NA,32,2,11,60,178,NA,34,NA,1,NA,1,NA,10,NA,3,NA,10,1,16,11,157,NA,13,NA,8,1,7,11,49,NA,6,NA,41,NA,26,11,221,NA,43,NA,22,1,14,14,102,NA,11,NA,4,NA,5,1,56,NA,20,NA,25,2,14,22,173,NA,58,NA,21,NA,17,5,238,NA,30,NA,88,3,45,19,569,NA,32,NA,38,1,8,79,192,NA,32
1996,Pennsylvania,7261,467,820,2685,437,24,199,105,433,161,103,389,227,826,385,31,436,10,810,212,2473,65,372,2,22,17,182,22,83,16,417,16,145,3,100,26,363,3,224,21,805,99,286,68,26,322,51,77,39,578,126,484,645,1406,150,42,16,301,78,2,1,16,5,14,7,162,16,6,7,75,17,49,22,307,55,20,22,104,15,8,6,70,19,28,22,240,99,10,10,178,29,108,34,641,43,47,9,300,29,NA,68,3,23,28,294,NA,51,NA,77,1,38,8,570,1,125,NA,484,44,601,168,1238,NA,150,NA,42,1,15,63,238,1,77,NA,2,NA,1,2,14,NA,5,NA,14,NA,7,16,146,1,15,NA,6,NA,7,22,53,NA,17,NA,49,1,21,15,292,NA,55,NA,20,2,20,14,90,NA,15,NA,8,NA,6,3,67,NA,19,NA,28,2,20,24,216,NA,99,NA,10,NA,10,3,175,NA,29,NA,108,1,33,20,621,NA,43,NA,47,1,8,98,202,NA,29
1997,Pennsylvania,8851,673,1007,3014,499,14,252,162,531,190,129,470,350,1210,350,51,622,20,987,207,2807,73,426,NA,14,25,227,25,137,19,512,15,175,5,124,34,436,6,344,51,1159,87,263,87,45,467,74,86,51,702,168,492,726,1628,168,39,16,347,97,1,1,9,3,11,22,206,13,8,8,124,22,64,31,370,66,18,29,128,15,7,6,88,28,36,32,286,116,28,17,262,43,178,52,928,52,29,12,278,31,NA,87,4,41,47,420,NA,74,NA,86,NA,51,20,682,NA,168,2,490,46,680,159,1469,NA,168,NA,39,3,13,69,278,1,96,NA,1,NA,1,NA,9,NA,3,NA,11,1,21,24,182,NA,13,NA,8,NA,8,25,99,NA,22,NA,64,NA,31,19,351,NA,66,NA,18,3,26,12,116,NA,15,NA,7,NA,6,5,83,NA,28,NA,36,4,28,30,256,NA,116,NA,28,NA,17,6,256,NA,43,NA,178,2,50,49,879,NA,52,NA,29,1,11,86,192,NA,31
1998,Pennsylvania,8907,811,935,2782,501,22,313,141,478,207,138,474,432,1362,311,54,757,19,916,177,2605,72,429,2,20,28,285,18,123,24,454,17,190,5,133,40,434,5,427,35,1327,78,233,93,68,560,90,87,52,638,158,451,652,1529,150,40,19,347,95,2,NA,16,4,27,23,257,6,7,5,110,19,49,24,350,55,24,24,135,24,12,5,95,26,44,32,309,89,36,24,319,53,202,77,1010,73,32,7,246,26,NA,93,3,65,51,509,NA,90,NA,87,NA,52,19,619,NA,158,NA,451,36,616,141,1388,NA,150,NA,40,3,16,69,278,NA,95,NA,2,NA,NA,2,14,NA,4,NA,27,1,22,27,230,NA,6,NA,7,NA,5,18,92,NA,19,NA,49,1,23,23,327,NA,55,NA,24,1,23,16,119,NA,24,NA,12,NA,5,5,90,NA,26,NA,44,2,30,38,271,NA,89,NA,36,NA,24,5,314,NA,53,NA,202,2,75,33,977,NA,73,NA,32,NA,7,78,168,NA,26
1999,Pennsylvania,10387,980,1112,3008,594,28,415,178,540,290,160,527,549,1699,307,52,928,19,1093,176,2832,78,516,2,26,22,393,13,165,19,521,32,258,6,154,30,497,9,540,42,1657,78,229,119,73,703,85,95,47,799,171,481,688,1706,133,41,24,439,90,NA,1,21,6,28,36,333,18,16,14,124,24,36,37,393,74,29,38,198,25,11,6,109,34,36,43,359,89,39,27,397,86,204,82,1326,87,27,16,233,31,NA,119,2,71,50,653,NA,85,NA,95,NA,47,19,780,NA,171,2,479,42,646,132,1574,NA,133,NA,41,3,21,75,364,NA,90,NA,NA,NA,1,2,19,NA,6,NA,28,1,35,21,312,NA,18,NA,16,NA,14,13,111,NA,24,NA,36,1,36,18,375,NA,74,NA,29,2,36,30,168,NA,25,NA,11,1,5,5,104,NA,34,NA,36,3,40,27,332,NA,89,NA,39,NA,27,9,388,NA,86,NA,204,3,79,39,1287,NA,87,NA,27,3,13,75,158,NA,31
2e3,Pennsylvania,11873,1140,1151,3465,639,31,453,210,579,536,186,741,633,1781,328,64,1076,22,1129,220,3245,120,519,1,30,31,422,23,187,23,556,33,503,6,180,55,686,11,622,43,1738,95,233,654,102,3,381,514,59,4,574,2098,840,10,517,244,22,3,370,13,2,NA,16,289,33,6,125,97,15,1,97,311,36,5,227,246,61,1,228,80,9,1,96,246,42,3,450,252,29,NA,352,1318,109,15,339,186,26,NA,116,39,615,5,97,NA,3,20,361,14,500,2,57,1,3,5,569,112,1986,41,799,3,7,64,453,43,201,2,20,NA,3,75,295,1,12,NA,2,NA,NA,NA,16,18,271,1,32,1,5,11,114,12,85,NA,15,NA,1,11,86,9,302,NA,36,NA,5,14,213,14,232,1,60,NA,1,18,210,4,76,1,8,NA,1,1,95,12,234,5,37,NA,3,38,412,5,247,NA,29,NA,NA,6,346,20,1298,4,105,1,14,18,321,58,128,6,20,NA,NA,31,85
