state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,jurisdiction_housed_in_local_facility_female,jurisdiction_housed_in_local_facility_male,jurisdiction_housed_in_local_facility_total,jurisdiction_local_facilities_solely_to_ease_prison_crowding_female,jurisdiction_local_facilities_solely_to_ease_prison_crowding_male,jurisdiction_local_facilities_solely_to_ease_prison_crowding_total,jurisdiction_private_prison_female,jurisdiction_private_prison_in_state_female,jurisdiction_private_prison_in_state_male,jurisdiction_private_prison_in_state_total,jurisdiction_private_prison_male,jurisdiction_private_prison_out_of_state_female,jurisdiction_private_prison_out_of_state_male,jurisdiction_private_prison_out_of_state_total,jurisdiction_private_prison_total,jurisdiction_public_prison_female,jurisdiction_public_prison_male,jurisdiction_public_prison_total,jurisdiction_unsentenced_female,jurisdiction_unsentenced_male,jurisdiction_unsentenced_total,total_under_jurisdiction_female,total_under_jurisdiction_male,total_under_jurisdiction_total
Hawaii,2016,1121758,896686,1428557,709046,719511,561907,559851,436865,459821,NA,NA,NA,NA,NA,NA,23,23,0,23,1382,0,1382,1382,1405,645,3552,4197,144,887,1031,668,4934,5602
Hawaii,2015,1119532,900769,1431603,709902,721701,554442,565090,433594,467175,NA,NA,NA,NA,NA,NA,23,23,0,23,1317,0,1317,1317,1340,679,3860,4539,144,924,1068,702,5177,5879
Hawaii,2014,1112169,902764,1419561,703657,715904,553477,558692,433942,468822,NA,NA,NA,NA,NA,NA,26,26,0,26,1399,0,1399,1399,1425,642,3799,4441,143,973,1116,668,5198,5866
Hawaii,2013,1097385,893685,1404054,694578,709476,546085,551300,432692,460993,0,0,0,NA,NA,NA,27,27,0,27,1394,0,1394,1394,1421,633,3578,4211,141,899,1040,660,4972,5632
Hawaii,2012,1090738,895103,1392313,687795,704518,543414,547324,434717,460386,0,0,0,NA,NA,NA,30,30,0,30,1606,0,1606,1606,1636,658,3537,4195,114,810,924,688,5143,5831
Hawaii,2011,1070445,881517,1374810,687674,687136,538404,532041,432737,448780,0,0,0,NA,NA,NA,27,27,0,27,1740,0,1740,1740,1767,706,3564,4270,116,834,950,733,5304,6037
Hawaii,2010,1061148,877239,1363621,680003,683618,533142,528006,430732,446507,0,0,0,NA,NA,NA,25,25,0,25,1906,0,1906,1906,1931,703,3278,3981,132,859,991,728,5184,5912
Hawaii,2009,1007001,831136,1295178,637932,657246,500861,506140,399645,431491,NA,NA,NA,NA,NA,NA,30,30,0,30,1618,0,1618,1618,1648,671,3572,4243,98,729,827,701,5190,5891
Hawaii,2008,1002360,824737,1288198,638663,649535,500434,501926,399032,425705,NA,NA,NA,NA,NA,NA,204,40,0,40,1904,164,1904,2068,2108,524,3323,3847,108,670,778,728,5227,5955
Hawaii,2007,1003521,833325,1283388,637636,645752,502493,501028,406056,427269,NA,NA,NA,NA,NA,NA,216,41,0,41,1913,175,1913,2088,2129,530,3319,3849,125,800,925,746,5232,5978
Hawaii,2006,986139,816614,1285498,641788,643710,499935,486204,402829,413785,NA,NA,NA,NA,NA,NA,216,42,0,42,1699,174,1699,1873,1915,518,3534,4052,136,919,1055,734,5233,5967
Hawaii,2005,948756,785155,1258528,639622,618906,490860,457896,394120,391035,0,0,0,NA,NA,NA,165,46,0,46,1737,119,1737,1856,1902,567,3677,4244,146,928,1074,732,5414,6146
Hawaii,2004,930178,767908,1227008,620276,606732,477513,452665,382957,384951,0,0,0,NA,NA,NA,121,41,0,41,1545,80,1545,1625,1666,578,3716,4294,131,808,939,699,5261,5960
Hawaii,2003,926971,772541,1221885,614713,607172,471135,455836,384857,387684,0,0,0,NA,NA,NA,108,44,0,44,1370,64,1370,1434,1478,577,3773,4350,136,762,898,685,5143,5828
Hawaii,2002,915388,762887,1208537,609679,598858,466965,448423,381232,381655,0,0,0,NA,NA,NA,106,42,0,42,1241,64,1241,1305,1347,563,3513,4076,134,766,900,669,4754,5423
Hawaii,2001,886445,737459,1188615,597621,590994,450505,435940,367137,370322,NA,NA,NA,NA,NA,NA,61,0,0,0,1190,61,1190,1251,1251,555,3625,4180,85,946,1031,616,4815,5431
Hawaii,2000,890920,746577,1198101,590966,607135,449071,441849,369583,376994,NA,NA,NA,NA,NA,NA,79,0,0,0,1108,79,1108,1187,1187,482,3384,3866,56,758,814,561,4492,5053
Hawaii,1999,884337,742969.3,1188757.7,585938,602819.7,444861.6,439475.4,367317.3,375652,0,0,0,0,0,0,82,0,0,0,1086,82,1086,1168,1168,471,3264,3735,61,898,959,553,4350,4903
Hawaii,1998,877754,739361.6,1179414.4,580910,598504.4,440652.2,437101.8,365051.6,374310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,991,1043,430,4494,4924
Hawaii,1997,871171,735753.9,1170071.1,575882,594189.1,436442.8,434728.2,362785.9,372968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129,1201,1330,518,4460,4978
Hawaii,1996,864588,732146.2,1160727.8,570854,589873.8,432233.4,432354.6,360520.2,371626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,870,938,385,3626,4011
