state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_release_female,awol_release_male,awol_release_total,conditional_release_probations_female,conditional_release_probations_male,conditional_release_probations_total,discretionary_parole_female,discretionary_parole_male,discretionary_parole_total,escape_from_confinement_female,escape_from_confinement_male,escape_from_confinement_total,other_conditional_release_female,other_conditional_release_male,other_conditional_release_total,other_unconditional_release_female,other_unconditional_release_male,other_unconditional_release_total,release_to_appeal_or_bond_female,release_to_appeal_or_bond_male,release_to_appeal_or_bond_total,supervised_mandatory_release_female,supervised_mandatory_release_male,supervised_mandatory_release_total,total_releases_female,total_releases_male,total_releases_total,transfers_to_other_jurisdictions_female,transfers_to_other_jurisdictions_male,transfers_to_other_jurisdictions_total,unconditional_release_commutations_female,unconditional_release_commutations_male,unconditional_release_commutations_total,unconditional_release_expirations_of_sentence_female,unconditional_release_expirations_of_sentence_male,unconditional_release_expirations_of_sentence_total
Georgia,2016,7798957,6546036,10310371,5295521,5014850,4068101,3730856,3356054,3189982,0,0,0,1,0,1,1027,6912,7939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1886,14331,16217,188,976,1164,0,0,0,665,6317,6982
Georgia,2015,7712805,6517028,10214860,5237746,4977114,4017116,3695689,3335293,3181735,0,0,0,1,1,2,1016,7368,8384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1890,16122,18012,195,2218,2413,0,0,0,674,6411,7085
Georgia,2014,7607044,6460153,10097343,5173573,4923770,3961007,3646037,3306918,3153235,0,0,0,1,5,6,1204,8637,9841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2067,17327,19394,193,2077,2270,0,0,0,665,6492,7157
Georgia,2013,7504789,6410870,9992167,5113796,4878371,3898341,3606448,3273170,3137700,0,0,0,2,20,22,1363,10569,11932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2066,17924,19990,260,1504,1764,0,0,0,440,5718,6158
Georgia,2012,7429713,6396154,9919945,5068718,4851227,3851053,3578660,3256039,3140115,0,0,0,3,25,28,1116,8244,9360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1638,14070,15708,165,1522,1687,0,0,0,348,4162,4510
Georgia,2011,7327051,6333123,9815210,5008348,4806862,3798787,3528264,3224498,3108625,0,0,0,4,46,50,973,10094,11067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1226,14381,15607,16,282,298,8,176,184,219,3637,3856
Georgia,2010,7219911,6267819,9712587,4969897,4742690,3755208,3464703,3201946,3065873,0,0,0,279,1425,1704,4,20,24,0,0,0,40,125,165,966,7664,8630,0,0,0,0,0,0,1757,15803,17560,22,793,815,48,371,419,395,5268,5663
Georgia,2009,7246007,6312570,9829211,5000171,4829040,3740303,3505704,3189592,3122978,0,0,0,283,1367,1650,4,19,23,0,0,0,41,120,161,980,7353,8333,0,0,0,0,0,0,1783,15161,16944,22,761,783,49,356,405,401,5054,5455
Georgia,2008,7137004,6239554,9685744,4918070,4767674,3674362,3462642,3140753,3098801,0,0,0,336,1166,1502,1,6,7,0,2,2,53,331,384,1082,8395,9477,0,0,0,0,0,0,2206,18249,20455,99,891,990,33,334,367,592,6966,7558
Georgia,2007,7015513,6149840,9544750,4846718,4698032,3620356,3395157,3101158,3048682,0,0,0,503,2258,2761,0,0,0,0,0,0,51,294,345,1014,7406,8420,0,0,0,0,0,0,2116,17182,19298,21,503,524,1,30,31,517,6574,7091
Georgia,2006,6910518,6071969,9363941,4749676,4614265,3551372,3359146,3051233,3020736,NA,NA,NA,436,1762,2198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,973,7926,8899,1921,16090,18011,24,519,543,1,32,33,483,5743,6226
Georgia,2005,6468912,5720615,8811648,4484200,4327448,3342251,3126661,2906350,2814265,0,0,0,87,632,719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1328,8875,10203,1912,16207,18119,78,953,1031,3,35,38,408,5573,5981
Georgia,2004,6279787,5555067,8580307,4370848,4209459,3236126,3043661,2818080,2736987,0,0,0,515,1452,1967,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1143,9242,10385,2219,16896,19115,96,808,904,4,39,43,456,5260,5716
Georgia,2003,6155477,5434852,8438710,4300894,4137816,3189135,2966342,2760583,2674269,0,0,0,515,3176,3691,942,6959,7901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1909,15787,17696,39,324,363,4,42,46,403,5155,5558
Georgia,2002,6068492,5359670,8328862,4273763,4055099,3163391,2905101,2741355,2618315,0,0,0,510,2726,3236,960,6866,7826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1888,15053,16941,27,306,333,5,48,53,380,5003,5383
Georgia,2001,5900735,5203896,8158938,4174762,3984176,3075813,2824922,2661873,2542023,0,0,0,496,3140,3636,865,6188,7053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1740,14262,16002,21,223,244,20,66,86,335,4548,4883
Georgia,2000,5778754,5047399,7951518,4087125,3864393,3031583,2747171,2599311,2448088,0,0,0,52,1004,1056,1313,7798,9111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1724,13324,15048,31,220,251,4,40,44,322,4161,4483
Georgia,1999,5674893.5,4955975.8,7802968.5,4011779.3,3791189.2,2977344.2,2697549.3,2550374.9,2405600.9,NA,NA,NA,13,49,62,1534,10750,12284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1859,15314,17173,NA,NA,NA,NA,NA,NA,307,4438,4745
Georgia,1998,5571033,4864552.6,7654419,3936433.6,3717985.4,2923105.4,2647927.6,2501438.8,2363113.8,NA,NA,NA,5,37,42,764,6431,7195,NA,NA,NA,279,1086,1365,0,0,0,NA,NA,NA,NA,NA,NA,1369,11238,12607,52,377,429,17,93,110,247,3074,3321
Georgia,1997,5467172.5,4773129.4,7505869.5,3861087.9,3644781.6,2868866.6,2598305.9,2452502.7,2320626.7,NA,NA,NA,5,46,51,887,7615,8502,NA,NA,NA,240,1072,1312,0,1,1,NA,NA,NA,NA,NA,NA,1413,12594,14007,54,607,661,0,34,34,217,3045,3262
Georgia,1996,5363312,4681706.2,7357320,3785742.2,3571577.8,2814627.8,2548684.2,2403566.6,2278139.6,NA,NA,NA,5,38,43,818,8216,9034,NA,NA,NA,332,1428,1760,0,0,0,NA,NA,NA,NA,NA,NA,1471,14e3,15471,54,593,647,19,81,100,237,3468,3705
Georgia,1995,5259451.5,4590283,7208770.5,3710396.5,3498374,2760389,2499062.5,2354630.5,2235652.5,NA,NA,NA,1,46,47,689,7971,8660,NA,NA,NA,297,975,1272,0,1,1,NA,NA,NA,NA,NA,NA,1269,12490,13759,38,552,590,2,22,24,225,2733,2958
