state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,custody_including_private_facilities_female,custody_including_private_facilities_male,custody_private_prison_female,custody_private_prison_male,custody_private_prison_total,custody_public_prisons_female,custody_public_prisons_male,custody_public_prisons_total,custody_unsentenced_female,custody_unsentenced_male,custody_unsentenced_total,total_under_custody_female,total_under_custody_male,total_under_custody_total
California,2016,30161367,25208518,39250017,19752605,19497412,15316063,14845304,12543904,12664614,5876,123540,289,6716,7005,5587,116824,122411,57,279,336,5876,123540,129416
California,2015,30036576,25242668,39144818,19718423,19426395,15252323,14784253,12565280,12677388,5441,122374,267,1928,2195,5174,120446,125620,53,318,371,5441,122374,127815
California,2014,29657288,25051350,38802500,19544750,19257750,15066286,14591002,12484967,12566383,6130,128300,307,2069,2376,5823,126231,132054,37,331,368,6130,128300,134430
California,2013,29166485,24748650,38332521,19273782,19058739,14802893,14363592,12315189,12433461,6128,128211,51,1975,2026,6077,126236,132313,0,0,0,6128,128211,134339
California,2012,28811886,24580453,38041430,19130566,18910864,14618952,14192934,12231612,12348841,5926,127009,15,593,608,5911,126416,132327,66,245,311,5926,127009,132935
California,2011,28428497,24342806,37691912,18938705,18753207,14423636,14004861,12112730,12230076,8034,139544,67,630,697,7967,138914,146881,132,395,527,8034,139544,147578
California,2010,28045434,24084544,37349363,18782439,18566924,14238965,13806469,11987395,12097149,9774,153047,409,1761,2170,9365,151286,160651,186,629,815,9774,153047,162821
California,2009,27529898,23675378,36961664,18440773,18520891,13855146,13674752,11638857,12036521,10812,158018,450,1866,2316,10362,156152,166514,251,868,1119,10812,158018,168830
California,2008,27407685,23581891,36756666,18373167,18383499,13811667,13596018,11614904,11966987,11391,159694,417,2602,3019,10974,157092,168066,249,816,1065,11391,159694,171085
California,2007,27145831,23428281,36553215,18272008,18281207,13680468,13465363,11535522,11892759,11416,160028,447,2585,3032,10969,157443,168412,309,1006,1315,11416,160028,171444
California,2006,26913190,23266323,36457549,18235868,18221681,13565186,13348004,11462253,11804070,11758,160540,381,2463,2844,11377,158077,169454,389,1144,1533,11758,160540,172298
California,2005,25665530,22202559,35340566,17798914,17541652,13076050,12589480,11101730,11100829,11462,156573,477,2324,2801,10985,154249,165234,386,1260,1646,11462,156573,168035
California,2004,25494686,22071260,35057375,17687829,17369546,13016395,12478291,11041125,11030135,10973,152966,444,2545,2989,10529,150421,160950,302,1285,1587,10973,152966,163939
California,2003,25298742,21939768,34644509,17472389,17172120,12908627,12390115,10982624,10957144,10454,151331,433,3074,3507,10021,148257,158278,357,1417,1774,10454,151331,161785
California,2002,24903151,21595083,34325414,17368754,16956660,12743589,12159562,10851630,10743453,9796,149899,389,4260,4649,9407,145639,155046,370,1571,1941,9796,149899,159695
California,2001,24050763,20781306,33713792,17050634,16663158,12311489,11739274,10440547,10340759,9751,147391,390,4062,4452,9361,143329,152690,376,1729,2105,9751,147391,157142
California,2000,23923698,20727821,33087051,16699671,16387380,12243261,11680437,10396081,10331740,10978,149677,349,4198,4547,10629,145479,156108,551,1987,2538,10978,149677,160655
California,1999,23730164.9,20564152.8,32749918.6,16516501.7,16233416.9,12128977.7,11601187.2,10295615.4,10268537.4,11174,149513,356,4265,4621,10818,145248,156066,521,1958,2479,11174,149513,160687
California,1998,23536631.8,20400484.6,32412786.2,16333332.4,16079453.8,12014694.4,11521937.4,10195149.8,10205334.8,NA,NA,NA,NA,NA,NA,NA,NA,622,2081,2703,11485,148078,159563
California,1997,23343098.7,20236816.4,32075653.8,16150163.1,15925490.7,11900411.1,11442687.6,10094684.2,10142132.2,NA,NA,NA,NA,NA,NA,NA,NA,603,2448,3051,10884,144392,155276
California,1996,23149565.6,20073148.2,31738521.4,15966993.8,15771527.6,11786127.8,11363437.8,9994218.6,10078929.6,NA,NA,NA,NA,NA,NA,NA,NA,689,2495,3184,10084,135481,145565
California,1995,22956032.5,19909480,31401389,15783824.5,15617564.5,11671844.5,11284188,9893753,10015727,NA,NA,NA,NA,NA,NA,NA,NA,791,3110,3901,9054,126079,135133
