state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,jurisdiction_housed_in_local_facility_female,jurisdiction_housed_in_local_facility_male,jurisdiction_housed_in_local_facility_total,jurisdiction_local_facilities_solely_to_ease_prison_crowding_female,jurisdiction_local_facilities_solely_to_ease_prison_crowding_male,jurisdiction_local_facilities_solely_to_ease_prison_crowding_total,jurisdiction_private_prison_female,jurisdiction_private_prison_in_state_female,jurisdiction_private_prison_in_state_male,jurisdiction_private_prison_in_state_total,jurisdiction_private_prison_male,jurisdiction_private_prison_out_of_state_female,jurisdiction_private_prison_out_of_state_male,jurisdiction_private_prison_out_of_state_total,jurisdiction_private_prison_total,jurisdiction_public_prison_female,jurisdiction_public_prison_male,jurisdiction_public_prison_total,jurisdiction_unsentenced_female,jurisdiction_unsentenced_male,jurisdiction_unsentenced_total,total_under_jurisdiction_female,total_under_jurisdiction_male,total_under_jurisdiction_total
Washington,2016,5663243,4662065,7288e3,3651901,3636099,2857203,2806040,2308182,2353883,12,166,178,NA,NA,NA,0,0,0,0,0,0,0,0,0,1658,17446,19104,0,0,0,1658,17446,19104
Washington,2015,5558571,4603853,7170351,3587267,3583084,2798430,2760141,2276053,2327800,9,149,158,NA,NA,NA,0,0,0,0,0,0,0,0,0,1455,16829,18284,0,0,0,1455,16829,18284
Washington,2014,5460989,4551069,7061530,3529518,3532012,2753219,2707770,2253081,2297988,18,149,167,NA,NA,NA,0,0,0,0,0,0,0,0,0,1454,16666,18120,0,0,0,1454,16666,18120
Washington,2013,5378895,4508105,6971406,3487837,3483569,2708948,2669947,2229008,2279097,19,144,163,NA,NA,NA,0,0,0,0,0,0,0,0,0,1449,16535,17984,0,0,0,1449,16535,17984
Washington,2012,5316558,4488323,6897012,3458480,3438532,2686241,2630317,2233072,2255251,50,229,279,NA,NA,NA,0,0,0,0,0,0,0,0,0,1337,15934,17271,0,0,0,1337,15934,17271
Washington,2011,5252763,4455487,6830038,3424895,3405143,2653627,2599136,2213952,2241535,33,353,386,NA,NA,NA,0,0,0,0,0,0,0,0,0,1395,16452,17847,0,0,0,1395,16452,17847
Washington,2010,5162367,4392734,6744496,3385247,3359249,2615256,2547111,2184628,2208106,34,580,614,NA,NA,NA,0,0,0,0,0,0,0,0,0,1427,16808,18235,0,0,0,1427,16808,18235
Washington,2009,5093031,4352845,6664195,3339270,3324925,2574991,2518040,2159660,2193185,32,431,463,NA,NA,NA,0,0,0,0,124,0,124,124,124,1397,16712,18109,NA,NA,NA,1397,16836,18233
Washington,2008,5001714,4279436,6549224,3281759,3267465,2518254,2483460,2111050,2168386,49,381,430,NA,NA,NA,0,0,0,0,863,0,863,863,863,1404,15659,17063,NA,NA,NA,1404,16522,17926
Washington,2007,4930120,4231658,6468424,3240820,3227604,2494650,2435470,2101864,2129794,46,316,362,NA,NA,NA,0,0,0,0,1203,0,1203,1203,1203,1514,15055,16569,NA,NA,NA,1514,16258,17772
Washington,2006,4859395,4171816,6395798,3210390,3185408,2459251,2400144,2069892,2101924,37,387,424,NA,NA,NA,0,0,0,0,954,0,954,954,954,1496,15111,16607,0,0,0,1496,16065,17561
Washington,2005,4676603,4030546,6157786,3095414,3062372,2375133,2301470,2015873,2014673,28,304,332,NA,NA,NA,0,0,0,0,890,0,890,890,890,1455,15037,16492,0,0,0,1455,15927,17382
Washington,2004,4581637,3957796,6071325,3062840,3008485,2336404,2245233,1983637,1974159,1,0,1,NA,NA,NA,0,0,0,0,327,0,327,327,327,1330,14957,16287,0,0,0,1330,15284,16614
