state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,jurisdiction_housed_in_local_facility_female,jurisdiction_housed_in_local_facility_male,jurisdiction_housed_in_local_facility_total,jurisdiction_local_facilities_solely_to_ease_prison_crowding_female,jurisdiction_local_facilities_solely_to_ease_prison_crowding_male,jurisdiction_local_facilities_solely_to_ease_prison_crowding_total,jurisdiction_private_prison_female,jurisdiction_private_prison_in_state_female,jurisdiction_private_prison_in_state_male,jurisdiction_private_prison_in_state_total,jurisdiction_private_prison_male,jurisdiction_private_prison_out_of_state_female,jurisdiction_private_prison_out_of_state_male,jurisdiction_private_prison_out_of_state_total,jurisdiction_private_prison_total,jurisdiction_public_prison_female,jurisdiction_public_prison_male,jurisdiction_public_prison_total,jurisdiction_unsentenced_female,jurisdiction_unsentenced_male,jurisdiction_unsentenced_total,total_under_jurisdiction_female,total_under_jurisdiction_male,total_under_jurisdiction_total
Washington,2003,4501566,3882202,5988638,3021529,2967109,2296410,2205156,1944825,1937377,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,1288,14860,16148,0,0,0,1288,14860,16148
Washington,2002,4426673,3825364,5937852,2985345,2952507,2252514,2174159,1911251,1914113,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,1254,14808,16062,NA,NA,NA,1254,14808,16062
Washington,2001,4331354,3732001,5852281,2956139,2896142,2213585,2117769,1873388,1858613,0,0,0,NA,NA,NA,33,0,0,0,443,33,443,476,476,1046,13637,14683,NA,NA,NA,1079,14080,15159
Washington,2000,4249005,3667693,5776726,2901145,2875581,2161191,2087814,1836278,1831415,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,1065,13850,14915,NA,NA,NA,1065,13850,14915
Washington,1999,4183157.1,3606559.8,5683249.8,2854657.8,2828592,2128011.9,2055145.2,1804701.3,1801858.5,0,0,0,NA,NA,NA,0,0,0,0,331,0,331,331,331,1111,13148,14259,0,0,0,1111,13479,14590
Washington,1998,4117309.2,3545426.6,5589773.6,2808170.6,2781603,2094832.8,2022476.4,1773124.6,1772302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1018,13143,14161
Washington,1997,4051461.3,3484293.4,5496297.4,2761683.4,2734614,2061653.7,1989807.6,1741547.9,1742745.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,924,12290,13214
Washington,1996,3985613.4,3423160.2,5402821.2,2715196.2,2687625,2028474.6,1957138.8,1709971.2,1713189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,920,11607,12527
Washington,1995,3919765.5,3362027,5309345,2668709,2640636,1995295.5,1924470,1678394.5,1683632.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,793,10815,11608
Washington,1994,3853917.6,3300893.8,5215868.8,2622221.8,2593647,1962116.4,1891801.2,1646817.8,1654076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698,10135,10833
Washington,1993,3788069.7,3239760.6,5122392.6,2575734.6,2546658,1928937.3,1859132.4,1615241.1,1624519.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,9753,10419
Washington,1992,3722221.8,3178627.4,5028916.4,2529247.4,2499669,1895758.2,1826463.6,1583664.4,1594963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,618,9341,9959
Washington,1991,3656373.9,3117494.2,4935440.2,2482760.2,2452680,1862579.1,1793794.8,1552087.7,1565406.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,539,8617,9156
Washington,1990,3590526,3056361,4841964,2436273,2405691,1829400,1761126,1520511,1535850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,435,7560,7995
Washington,1989,3530561.4,3009820.9,4771583.6,2401595.7,2369987.9,1799384,1731177.4,1497927.9,1511893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331,6597,6928
Washington,1988,3470596.8,2963280.8,4701203.2,2366918.4,2334284.8,1769368,1701228.8,1475344.8,1487936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249,5567,5816
Washington,1987,3410632.2,2916740.7,4630822.8,2332241.1,2298581.7,1739352,1671280.2,1452761.7,1463979,NA,NA,NA,0,46,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220,5911,6131
Washington,1986,3350667.6,2870200.6,4560442.4,2297563.8,2262878.6,1709336,1641331.6,1430178.6,1440022,NA,NA,NA,0,62,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222,6381,6603
Washington,1985,3290703,2823660.5,4490062,2262886.5,2227175.5,1679320,1611383,1407595.5,1416065,NA,NA,NA,0,49,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,6689,6919
Washington,1984,3230738.4,2777120.4,4419681.6,2228209.2,2191472.4,1649304,1581434.4,1385012.4,1392108,NA,NA,NA,0,61,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,254,6567,6821
Washington,1983,3170773.8,2730580.3,4349301.2,2193531.9,2155769.3,1619288,1551485.8,1362429.3,1368151,NA,NA,NA,0,28,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242,6416,6658
Washington,1982,3110809.2,2684040.2,4278920.8,2158854.6,2120066.2,1589272,1521537.2,1339846.2,1344194,NA,NA,NA,0,28,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,246,6018,6264
Washington,1981,3050844.6,2637500.1,4208540.4,2124177.3,2084363.1,1559256,1491588.6,1317263.1,1320237,NA,NA,NA,0,24,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,212,5124,5336
Washington,1980,2990880,2590960,4138160,2089500,2048660,1529240,1461640,1294680,1296280,NA,NA,NA,0,85,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,190,4209,4399
Washington,1979,2916282,2526744,4064484,2051270,2013214,1490796,1425486,1262902,1263842,NA,NA,NA,0,135,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,205,4137,4342
Washington,1978,2841684,2462528,3990808,2013040,1977768,1452352,1389332,1231124,1231404,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,236,4251,4487
