state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,deaths_caused_by_another_person_female,deaths_caused_by_another_person_male,deaths_caused_by_another_person_total,deaths_from_accidental_injury_to_self_female,deaths_from_accidental_injury_to_self_male,deaths_from_accidental_injury_to_self_total,deaths_from_aids_female,deaths_from_aids_male,deaths_from_aids_total,deaths_from_execution_female,deaths_from_execution_male,deaths_from_execution_total,deaths_from_homicide_by_other_inmates_female,deaths_from_homicide_by_other_inmates_male,deaths_from_homicide_by_other_inmates_total,deaths_from_illness_or_natural_cause_female,deaths_from_illness_or_natural_cause_male,deaths_from_illness_or_natural_cause_total,deaths_from_other_homicide_female,deaths_from_other_homicide_male,deaths_from_other_homicide_total,deaths_from_suicide_female,deaths_from_suicide_male,deaths_from_suicide_total,total_deaths_female,total_deaths_male,total_deaths_total
Washington,1996,3985613.4,3423160.2,5402821.2,2715196.2,2687625,2028474.6,1957138.8,1709971.2,1713189,0,0,0,0,0,0,0,9,9,0,0,0,NA,NA,NA,1,22,23,NA,NA,NA,0,1,1,NA,NA,NA
Washington,1995,3919765.5,3362027,5309345,2668709,2640636,1995295.5,1924470,1678394.5,1683632.5,0,0,0,0,0,0,1,3,4,0,0,0,NA,NA,NA,0,19,19,NA,NA,NA,0,0,0,NA,NA,NA
Washington,1994,3853917.6,3300893.8,5215868.8,2622221.8,2593647,1962116.4,1891801.2,1646817.8,1654076,0,0,0,1,1,2,0,4,4,0,1,1,NA,NA,NA,1,18,19,NA,NA,NA,0,2,2,NA,NA,NA
Washington,1993,3788069.7,3239760.6,5122392.6,2575734.6,2546658,1928937.3,1859132.4,1615241.1,1624519.5,0,0,0,0,1,1,0,0,0,0,1,1,NA,NA,NA,2,16,18,NA,NA,NA,0,0,0,NA,NA,NA
Washington,1992,3722221.8,3178627.4,5028916.4,2529247.4,2499669,1895758.2,1826463.6,1583664.4,1594963,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,13,13,NA,NA,NA,1,2,3,NA,NA,NA
Washington,1991,3656373.9,3117494.2,4935440.2,2482760.2,2452680,1862579.1,1793794.8,1552087.7,1565406.5,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,7,7,NA,NA,NA,0,2,2,NA,NA,NA
Washington,1990,3590526,3056361,4841964,2436273,2405691,1829400,1761126,1520511,1535850,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,10,10,NA,NA,NA,0,1,1,NA,NA,NA
Washington,1989,3530561.4,3009820.9,4771583.6,2401595.7,2369987.9,1799384,1731177.4,1497927.9,1511893,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,11,11,NA,NA,NA,0,1,1,NA,NA,NA
Washington,1988,3470596.8,2963280.8,4701203.2,2366918.4,2334284.8,1769368,1701228.8,1475344.8,1487936,0,0,0,0,3,3,NA,NA,NA,0,0,0,NA,NA,NA,0,4,4,NA,NA,NA,0,4,4,NA,NA,NA
Washington,1987,3410632.2,2916740.7,4630822.8,2332241.1,2298581.7,1739352,1671280.2,1452761.7,1463979,0,2,2,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,9,9,NA,NA,NA,0,2,2,NA,NA,NA
Washington,1986,3350667.6,2870200.6,4560442.4,2297563.8,2262878.6,1709336,1641331.6,1430178.6,1440022,0,1,1,0,1,1,NA,NA,NA,0,0,0,NA,NA,NA,1,10,11,NA,NA,NA,0,4,4,NA,NA,NA
Washington,1985,3290703,2823660.5,4490062,2262886.5,2227175.5,1679320,1611383,1407595.5,1416065,0,1,1,0,1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,9,9,NA,NA,NA,0,3,3,NA,NA,NA
Washington,1984,3230738.4,2777120.4,4419681.6,2228209.2,2191472.4,1649304,1581434.4,1385012.4,1392108,0,1,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,11,11,NA,NA,NA,0,2,2,NA,NA,NA
Washington,1983,3170773.8,2730580.3,4349301.2,2193531.9,2155769.3,1619288,1551485.8,1362429.3,1368151,0,0,0,0,1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,8,8,NA,NA,NA,0,2,2,NA,NA,NA
Washington,1982,3110809.2,2684040.2,4278920.8,2158854.6,2120066.2,1589272,1521537.2,1339846.2,1344194,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,14,14,NA,NA,NA,1,3,4,NA,NA,NA
Washington,1981,3050844.6,2637500.1,4208540.4,2124177.3,2084363.1,1559256,1491588.6,1317263.1,1320237,0,4,4,0,3,3,NA,NA,NA,0,0,0,NA,NA,NA,0,8,8,NA,NA,NA,0,3,3,NA,NA,NA
Washington,1980,2990880,2590960,4138160,2089500,2048660,1529240,1461640,1294680,1296280,0,4,4,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,4,4,NA,NA,NA,0,6,6,NA,NA,NA
Washington,1979,2916282,2526744,4064484,2051270,2013214,1490796,1425486,1262902,1263842,0,3,3,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,6,6,NA,NA,NA,0,1,1,NA,NA,NA
Washington,1978,2841684,2462528,3990808,2013040,1977768,1452352,1389332,1231124,1231404,0,5,5,0,1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,5,5,NA,NA,NA,0,3,3,NA,NA,NA
