state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_returns_with_or_without_new_sentences_female,awol_returns_with_or_without_new_sentences_male,awol_returns_with_or_without_new_sentences_total,escapee_returns_with_or_without_new_sentences_female,escapee_returns_with_or_without_new_sentences_male,escapee_returns_with_or_without_new_sentences_total,new_court_commitments_female,new_court_commitments_male,new_court_commitments_total,other_admissions_female,other_admissions_male,other_admissions_total,other_conditional_release_violators_admitted_with_new_sentence_female,other_conditional_release_violators_admitted_with_new_sentence_male,other_conditional_release_violators_admitted_with_new_sentence_total,other_conditional_release_violators_admitted_without_new_sentence_female,other_conditional_release_violators_admitted_without_new_sentence_male,other_conditional_release_violators_admitted_without_new_sentence_total,parole_violators_with_new_sentence_female,parole_violators_with_new_sentence_male,parole_violators_with_new_sentence_total,parole_violators_without_new_sentence_female,parole_violators_without_new_sentence_male,parole_violators_without_new_sentence_total,returns_from_appeal_or_bond_female,returns_from_appeal_or_bond_male,returns_from_appeal_or_bond_total,total_admissions_female,total_admissions_male,total_admissions_total,transfers_admitted_from_other_jurisdictions_female,transfers_admitted_from_other_jurisdictions_male,transfers_admitted_from_other_jurisdictions_total
Delaware,2016,747851,593084,952065,493471,458594,391639,356212,305466,287618,0,6,6,0,0,0,382,1955,2337,4,26,30,170,558,728,0,0,0,0,1,1,0,0,0,0,0,0,563,2558,3121,7,12,19
Delaware,2015,741578,593841,945934,490694,455240,389245,352333,307006,286835,1,8,9,0,0,0,379,2056,2435,6,21,27,172,508,680,0,0,0,1,3,4,0,0,0,0,0,0,563,2615,3178,4,19,23
Delaware,2014,731376,590993,935614,481081,454533,381457,349919,302595,288398,0,12,12,0,0,0,465,2246,2711,5,23,28,133,473,606,0,0,0,0,4,4,0,0,0,0,0,0,605,2769,3374,2,11,13
Delaware,2013,722020,588191,925749,476664,449085,378164,343856,303535,284656,0,5,5,0,0,0,469,2329,2798,4,19,23,72,245,317,0,0,0,0,4,4,0,0,0,0,0,0,546,2613,3159,1,11,12
Delaware,2012,712118,581471,917092,471181,445911,371043,341075,298441,283030,0,15,15,0,0,0,415,2195,2610,4,14,18,82,300,382,0,0,0,0,7,7,0,0,0,0,0,0,503,2539,3042,2,8,10
Delaware,2011,702607,577593,907135,467671,439464,366298,336309,296956,280637,0,15,15,0,0,0,416,2298,2714,6,9,15,58,238,296,0,0,0,0,6,6,0,0,0,0,0,0,480,2571,3051,0,5,5
Delaware,2010,694074,573567,899769,464042,435727,361964,332110,293402,280165,0,9,9,0,0,0,140,1155,1295,4,8,12,31,234,265,0,0,0,0,11,11,0,0,0,0,0,0,176,1423,1599,NA,6,NA
Delaware,2009,678296,559747,885122,455854,429268,355415,322881,288568,271179,0,11,11,0,2,2,126,1157,1283,6,13,19,51,191,242,0,0,0,1,5,6,0,0,0,0,0,0,185,1388,1573,1,9,10
Delaware,2008,665733,553726,873092,450434,422658,350048,315685,286521,267205,0,11,11,0,1,1,98,1077,1175,7,21,28,70,205,275,0,0,0,1,15,16,NA,NA,NA,0,0,0,176,1331,1507,0,1,1
Delaware,2007,663002,553714,864764,445873,418891,346041,316961,283373,270341,1,10,11,0,0,0,119,1267,1386,13,33,46,90,366,456,0,0,0,1,10,11,0,0,0,0,0,0,224,1687,1911,0,1,1
Delaware,2006,647391,535793,853476,439937,413539,337790,309601,274382,261411,0,5,5,0,0,0,81,1029,1110,9,25,34,83,297,380,NA,NA,NA,1,21,22,NA,NA,NA,NA,NA,NA,175,1381,1556,1,4,5
Delaware,2005,625838,523626,825598,421599,403999,326069,299769,267476,256150,0,6,6,0,0,0,70,921,991,2,30,32,57,322,379,0,0,0,3,17,20,0,0,0,0,0,0,132,1306,1438,0,10,10
