state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,design_capacity_female,design_capacity_male,design_capacity_total,operational_capacity_female,operational_capacity_male,operational_capacity_total,rated_capacity_female,rated_capacity_male,rated_capacity_total
Massachusetts,2016,5434401,4431861,6811885,3502155,3309730,2832580,2601821,2256817,2175044,577,7151,7728,824,9836,10660,NA,NA,NA
Massachusetts,2015,5408795,4442078,6794422,3495022,3299400,2820079,2588716,2265580,2176498,577,7151,7728,NA,NA,NA,NA,NA,NA
Massachusetts,2014,5358636,4414911,6745408,3475455,3269953,2797049,2561587,2254574,2160337,592,7437,8029,NA,NA,NA,NA,NA,NA
Massachusetts,2013,5302868,4387385,6692824,3450931,3241893,2773624,2529244,2242472,2144913,592,7437,8029,NA,NA,NA,NA,NA,NA
Massachusetts,2012,5244629,4365828,6646144,3432425,3213719,2742352,2502277,2230394,2135434,592,7437,8029,NA,NA,NA,NA,NA,NA
Massachusetts,2011,5184434,4322687,6587536,3399434,3188102,2713581,2470853,2210441,2112246,612,7417,8029,NA,NA,NA,NA,NA,NA
Massachusetts,2010,5140479,4293097,6557254,3382855,3174399,2691128,2449351,2194096,2099001,592,7437,8029,NA,NA,NA,NA,NA,NA
Massachusetts,2009,5160833,4329133,6593587,3389013,3204574,2690148,2470685,2196985,2132148,592,7387,7979,NA,NA,NA,NA,NA,NA
Massachusetts,2008,5063215,4260268,6497967,3345765,3152202,2645999,2417216,2168468,2091800,592,7367,7959,NA,NA,NA,NA,NA,NA
Massachusetts,2007,5015072,4204948,6449755,3323709,3126046,2626877,2388195,2143813,2061135,592,7283,7875,NA,NA,NA,NA,NA,NA
Massachusetts,2006,4983280,4176424,6437193,3321127,3116066,2610412,2372868,2130212,2046212,592,7210,7802,NA,NA,NA,NA,NA,NA
Massachusetts,2005,4743399,3990903,6200944,3191967,3008977,2481854,2261545,2037487,1953416,592,7186,7778,NA,NA,NA,NA,NA,NA
Massachusetts,2004,4741168,3995506,6193986,3204972,2989014,2486555,2254613,2047424,1948082,592,7186,7778,NA,NA,NA,NA,NA,NA
Massachusetts,2003,4728290,3973e3,6218757,3219505,2999252,2484989,2243301,2033572,1939428,592,7129,7721,NA,NA,NA,NA,NA,NA
Massachusetts,2002,4757769,3981882,6211595,3227220,2984375,2515246,2242523,2057959,1923923,592,7129,7721,NA,NA,NA,NA,NA,NA
Massachusetts,2001,4748010,3994245,6155496,3196383,2959113,2503136,2244874,2056717,1937528,561,8365,8926,NA,NA,NA,NA,NA,NA
Massachusetts,2000,4653923,3891966,6221681,3234438,2987243,2417904,2236019,1969067,1922899,589,8573,9162,NA,NA,NA,NA,NA,NA
Massachusetts,1999,4654996.9,3893214.8,6201102.7,3223229.2,2977873.5,2422751.4,2232245.5,1971246.8,1921968,589,8753,9342,NA,NA,NA,NA,NA,NA
Massachusetts,1998,4656070.8,3894463.6,6180524.4,3212020.4,2968504,2427598.8,2228472,1973426.6,1921037,NA,NA,9162,NA,NA,NA,NA,NA,NA
Massachusetts,1997,4657144.7,3895712.4,6159946.1,3200811.6,2959134.5,2432446.2,2224698.5,1975606.4,1920106,NA,NA,8138,NA,NA,NA,NA,NA,NA
Massachusetts,1996,4658218.6,3896961.2,6139367.8,3189602.8,2949765,2437293.6,2220925,1977786.2,1919175,NA,NA,7838,NA,NA,NA,NA,NA,NA
Massachusetts,1995,4659292.5,3898210,6118789.5,3178394,2940395.5,2442141,2217151.5,1979966,1918244,NA,NA,7603,NA,NA,NA,NA,NA,NA
Massachusetts,1994,4660366.4,3899458.8,6098211.2,3167185.2,2931026,2446988.4,2213378,1982145.8,1917313,NA,NA,6904,NA,NA,NA,NA,NA,NA
Massachusetts,1993,4661440.3,3900707.6,6077632.9,3155976.4,2921656.5,2451835.8,2209604.5,1984325.6,1916382,NA,NA,6902,NA,NA,NA,NA,NA,NA
Massachusetts,1992,4662514.2,3901956.4,6057054.6,3144767.6,2912287,2456683.2,2205831,1986505.4,1915451,NA,NA,6999,NA,NA,NA,NA,NA,NA
Massachusetts,1991,4663588.1,3903205.2,6036476.3,3133558.8,2902917.5,2461530.6,2202057.5,1988685.2,1914520,NA,NA,5650,NA,NA,NA,NA,NA,NA
Massachusetts,1990,4664662,3904454,6015898,3122350,2893548,2466378,2198284,1990865,1913589,NA,NA,4864,NA,NA,NA,NA,NA,NA
Massachusetts,1989,4620995.8,3869056.6,5986810.2,3111281,2875529.2,2447450.2,2173545.6,1976736.5,1892320.1,NA,NA,4494,NA,NA,NA,NA,NA,NA
Massachusetts,1988,4577329.6,3833659.2,5957722.4,3100212,2857510.4,2428522.4,2148807.2,1962608,1871051.2,NA,NA,3891,NA,NA,NA,NA,NA,NA
Massachusetts,1987,4533663.4,3798261.8,5928634.6,3089143,2839491.6,2409594.6,2124068.8,1948479.5,1849782.3,NA,NA,3790,NA,NA,NA,NA,NA,NA
Massachusetts,1986,4489997.2,3762864.4,5899546.8,3078074,2821472.8,2390666.8,2099330.4,1934351,1828513.4,NA,NA,NA,NA,NA,NA,NA,NA,3265
Massachusetts,1985,4446331,3727467,5870459,3067005,2803454,2371739,2074592,1920222.5,1807244.5,NA,NA,NA,NA,NA,NA,NA,NA,3257
Massachusetts,1984,4402664.8,3692069.6,5841371.2,3055936,2785435.2,2352811.2,2049853.6,1906094,1785975.6,NA,NA,3362,NA,NA,3362,NA,NA,3135
Massachusetts,1983,4358998.6,3656672.2,5812283.4,3044867,2767416.4,2333883.4,2025115.2,1891965.5,1764706.7,NA,NA,3339,NA,NA,3339,NA,NA,3112
