state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,deaths_caused_by_another_person_female,deaths_caused_by_another_person_male,deaths_caused_by_another_person_total,deaths_from_accidental_injury_to_self_female,deaths_from_accidental_injury_to_self_male,deaths_from_accidental_injury_to_self_total,deaths_from_aids_female,deaths_from_aids_male,deaths_from_aids_total,deaths_from_execution_female,deaths_from_execution_male,deaths_from_execution_total,deaths_from_homicide_by_other_inmates_female,deaths_from_homicide_by_other_inmates_male,deaths_from_homicide_by_other_inmates_total,deaths_from_illness_or_natural_cause_female,deaths_from_illness_or_natural_cause_male,deaths_from_illness_or_natural_cause_total,deaths_from_other_homicide_female,deaths_from_other_homicide_male,deaths_from_other_homicide_total,deaths_from_suicide_female,deaths_from_suicide_male,deaths_from_suicide_total,total_deaths_female,total_deaths_male,total_deaths_total
New Mexico,1994,1148375.2,983505.8,1612321.6,817830,794491.6,586224.2,562151,496063.4,487442.4,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Mexico,1993,1127073.9,966047.1,1586027.7,804558,781469.7,576422.4,550651.5,487545.3,478501.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Mexico,1992,1105772.6,948588.4,1559733.8,791286,768447.8,566620.6,539152,479027.2,469561.2,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Mexico,1991,1084471.3,931129.7,1533439.9,778014,755425.9,556818.8,527652.5,470509.1,460620.6,0,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Mexico,1990,1063170,913671,1507146,764742,742404,547017,516153,461991,451680,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Mexico,1989,1045315,900227.9,1487435.4,755073.8,732361.6,538063.3,507251.7,455497.9,444730,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Mexico,1988,1027460,886784.8,1467724.8,745405.6,722319.2,529109.6,498350.4,449004.8,437780,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
New Mexico,1987,1009605,873341.7,1448014.2,735737.4,712276.8,520155.9,489449.1,442511.7,430830,0,9,9,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
New Mexico,1986,991750,859898.6,1428303.6,726069.2,702234.4,511202.2,480547.8,436018.6,423880,0,4,4,1,0,1,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
New Mexico,1985,973895,846455.5,1408593,716401,692192,502248.5,471646.5,429525.5,416930,0,3,3,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,1,1,NA,NA,NA
New Mexico,1984,956040,833012.4,1388882.4,706732.8,682149.6,493294.8,462745.2,423032.4,409980,0,4,4,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
New Mexico,1983,938185,819569.3,1369171.8,697064.6,672107.2,484341.1,453843.9,416539.3,403030,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
New Mexico,1982,920330,806126.2,1349461.2,687396.4,662064.8,475387.4,444942.6,410046.2,396080,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Mexico,1981,902475,792683.1,1329750.6,677728.2,652022.4,466433.7,436041.3,403553.1,389130,0,10,10,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
New Mexico,1980,884620,779240,1310040,668060,641980,457480,427140,397060,382180,0,39,39,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
New Mexico,1979,856248,754916,1280716,653194,627522,442812,413436,384844,370072,0,2,2,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,1,1,NA,NA,NA,0,0,0,NA,NA,NA
New Mexico,1978,827876,730592,1251392,638328,613064,428144,399732,372628,357964,0,2,2,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,1,1,NA,NA,NA,0,0,0,NA,NA,NA
