state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,custody_including_private_facilities_female,custody_including_private_facilities_male,custody_private_prison_female,custody_private_prison_male,custody_private_prison_total,custody_public_prisons_female,custody_public_prisons_male,custody_public_prisons_total,custody_unsentenced_female,custody_unsentenced_male,custody_unsentenced_total,total_under_custody_female,total_under_custody_male,total_under_custody_total
South Dakota,2016,651552,525029,865454,429531,435923,325959,325593,256451,268578,481,3289,34,0,34,447,3289,3736,1,30,31,447,3289,3736
South Dakota,2015,648913,524081,858469,426408,432061,325543,323370,257109,266972,418,3118,22,0,22,396,3118,3514,6,27,33,396,3118,3514
South Dakota,2014,643681,525862,853175,424313,428862,323473,320208,258844,267018,355,3152,10,0,10,345,3152,3497,1,15,16,345,3152,3497
South Dakota,2013,638895,523869,844877,420653,424224,319557,319338,255492,268377,398,3214,16,0,16,382,3214,3596,0,18,18,382,3214,3596
South Dakota,2012,629217,519632,833354,416505,416849,316424,312793,254924,264708,380,3216,15,0,15,365,3216,3581,1,13,14,365,3216,3581
South Dakota,2011,621205,508329,824082,414507,409575,313945,307260,249760,258569,454,3108,11,0,11,443,3108,3551,1,21,22,443,3108,3551
South Dakota,2010,612049,501697,816463,406414,410049,307589,304460,245205,256492,374,3019,5,0,5,369,3019,3388,0,38,38,369,3019,3388
South Dakota,2009,612948,502267,812383,409608,402775,311579,301369,249197,253070,355,3035,13,0,13,342,3035,3377,3,25,28,342,3035,3377
South Dakota,2008,602665,493981,804194,402611,401583,306294,296371,243857,250124,338,3014,15,0,15,323,3014,3337,2,48,50,323,3014,3337
South Dakota,2007,601498,490590,796215,398157,398058,301612,299886,238556,252034,353,2923,21,0,21,332,2923,3255,4,28,32,332,2923,3255
South Dakota,2006,585043,479096,781919,389405,392514,296720,288323,236171,242925,347,2969,12,0,12,335,2969,3304,4,29,33,335,2969,3304
South Dakota,2005,564080,467484,755152,384762,370390,291960,272120,238173,229311,334,3012,10,0,10,324,3012,3336,14,15,29,324,3012,3336
South Dakota,2004,552674,458347,741480,373419,368061,281365,271309,228198,230149,296,2757,6,0,6,290,2757,3047,18,7,25,290,2757,3047
South Dakota,2003,542217,447807,735349,372323,363026,277228,264989,223587,224220,280,2739,11,14,25,269,2725,2994,2,21,23,269,2725,2994
South Dakota,2002,538713,443797,731963,369837,362126,275483,263230,221707,222090,261,2682,4,28,32,257,2654,2911,2,14,16,257,2654,2911
South Dakota,2001,543772,451518,727968,368508,359460,279087,264685,227121,224397,244,2555,4,31,35,240,2524,2764,4,16,20,240,2524,2764
South Dakota,2000,521901,426235,718859,357941,360918,264775,257126,208796,217439,197,2395,6,39,45,191,2356,2547,0,0,0,191,2356,2547
South Dakota,1999,519190.6,423432.4,716293.7,357518.3,358775.4,263954.4,255236.2,207923.6,215508.8,198,2340,10,36,46,188,2304,2492,0,10,10,188,2304,2492
South Dakota,1998,516480.2,420629.8,713728.4,357095.6,356632.8,263133.8,253346.4,207051.2,213578.6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,203,2232,2435
South Dakota,1997,513769.8,417827.2,711163.1,356672.9,354490.2,262313.2,251456.6,206178.8,211648.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169,2070,2239
South Dakota,1996,511059.4,415024.6,708597.8,356250.2,352347.6,261492.6,249566.8,205306.4,209718.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,1922,2063
South Dakota,1995,508349,412222,706032.5,355827.5,350205,260672,247677,204434,207788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,1730,1864
South Dakota,1994,505638.6,409419.4,703467.2,355404.8,348062.4,259851.4,245787.2,203561.6,205857.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,1626,1734
South Dakota,1993,502928.2,406616.8,700901.9,354982.1,345919.8,259030.8,243897.4,202689.2,203927.6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,88,1482,1570
South Dakota,1992,500217.8,403814.2,698336.6,354559.4,343777.2,258210.2,242007.6,201816.8,201997.4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,83,1426,1509
South Dakota,1991,497507.4,401011.6,695771.3,354136.7,341634.6,257389.6,240117.8,200944.4,200067.2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,81,1310,1391
South Dakota,1990,494797,398209,693206,353714,339492,256569,238228,200072,198137,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,81,1279,1360
South Dakota,1989,493769.3,398088.1,693203.4,353532.6,339670.8,255858.1,237911.2,199988.8,198099.3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,88,1189,1277
South Dakota,1988,492741.6,397967.2,693200.8,353351.2,339849.6,255147.2,237594.4,199905.6,198061.6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,54,976,1030
South Dakota,1987,491713.9,397846.3,693198.2,353169.8,340028.4,254436.3,237277.6,199822.4,198023.9,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,53,1075,1128
South Dakota,1986,490686.2,397725.4,693195.6,352988.4,340207.2,253725.4,236960.8,199739.2,197986.2,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,41,1032,1073
South Dakota,1985,489658.5,397604.5,693193,352807,340386,253014.5,236644,199656,197948.5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,41,1003,1044
South Dakota,1984,488630.8,397483.6,693190.4,352625.6,340564.8,252303.6,236327.2,199572.8,197910.8,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,32,880,912
South Dakota,1983,487603.1,397362.7,693187.8,352444.2,340743.6,251592.7,236010.4,199489.6,197873.1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,40,790,830
South Dakota,1982,486575.4,397241.8,693185.2,352262.8,340922.4,250881.8,235693.6,199406.4,197835.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,794
South Dakota,1981,485547.7,397120.9,693182.6,352081.4,341101.2,250170.9,235376.8,199323.2,197797.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,696
South Dakota,1980,484520,397e3,693180,351900,341280,249460,235060,199240,197760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,651
South Dakota,1979,478308,392150,690252,350570,339682,246344,231964,196866,195284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,574
South Dakota,1978,472096,387300,687324,349240,338084,243228,228868,194492,192808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,549
