state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,jurisdiction_housed_in_local_facility_female,jurisdiction_housed_in_local_facility_male,jurisdiction_housed_in_local_facility_total,jurisdiction_local_facilities_solely_to_ease_prison_crowding_female,jurisdiction_local_facilities_solely_to_ease_prison_crowding_male,jurisdiction_local_facilities_solely_to_ease_prison_crowding_total,jurisdiction_private_prison_female,jurisdiction_private_prison_in_state_female,jurisdiction_private_prison_in_state_male,jurisdiction_private_prison_in_state_total,jurisdiction_private_prison_male,jurisdiction_private_prison_out_of_state_female,jurisdiction_private_prison_out_of_state_male,jurisdiction_private_prison_out_of_state_total,jurisdiction_private_prison_total,jurisdiction_public_prison_female,jurisdiction_public_prison_male,jurisdiction_public_prison_total,jurisdiction_unsentenced_female,jurisdiction_unsentenced_male,jurisdiction_unsentenced_total,total_under_jurisdiction_female,total_under_jurisdiction_male,total_under_jurisdiction_total
Virginia,2016,6547604,5404922,8411808,4275793,4136015,3365097,3182507,2725776,2679146,936,6995,7931,NA,NA,NA,0,0,1576,1576,1576,0,0,0,1576,3109,33128,36237,NA,NA,NA,3109,34704,37813
Virginia,2015,6513104,5420396,8382993,4264266,4118727,3348381,3164723,2735866,2684530,911,7062,7973,NA,NA,NA,NA,0,1568,1568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3236,35167,38403
Virginia,2014,6459130,5407290,8326289,4231186,4095103,3319412,3139718,2725121,2682169,590,6859,7449,NA,NA,NA,NA,0,1570,1570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3015,34529,37544
Virginia,2013,6397091,5383242,8260405,4204129,4056276,3287903,3109188,2713685,2669557,424,6550,6974,NA,NA,NA,0,0,1554,1554,1554,0,0,0,1554,2849,32579,35428,0,0,0,2849,34133,36982
Virginia,2012,6330863,5357455,8185867,4176369,4009498,3269204,3061659,2712426,2645029,455,6934,7389,NA,NA,NA,0,0,1559,1559,1559,0,0,0,1559,2894,32591,35485,0,0,0,2894,34150,37044
Virginia,2011,6243412,5304359,8096604,4113099,3983505,3214010,3029402,2678680,2625679,499,6975,7474,NA,NA,NA,0,0,1569,1569,1569,0,0,0,1569,2809,33752,36561,0,0,0,2809,35321,38130
Virginia,2010,6171111,5261338,8024617,4081919,3942698,3181831,2989280,2659944,2601394,476,6070,6546,NA,NA,NA,0,0,1560,1560,1560,0,0,0,1560,2848,33230,36078,0,0,0,2848,34790,37638
Virginia,2009,6036341,5149897,7882590,4010193,3872397,3110591,2925750,2596542,2553355,555,6818,7373,NA,NA,NA,0,0,1575,1575,1575,0,0,0,1575,2903,33581,36484,NA,NA,NA,2903,35156,38059
Virginia,2008,5941173,5074881,7769089,3946834,3822255,3060577,2880596,2556667,2518214,581,5476,6057,NA,NA,NA,0,0,1535,1535,1535,0,0,0,1535,2967,33714,36681,NA,NA,NA,2967,35249,38216
Virginia,2007,5878890,5034717,7712091,3922991,3789100,3031326,2847564,2534696,2500021,584,4513,5097,NA,NA,NA,0,0,1535,1535,1535,0,0,0,1535,2929,33520,36449,NA,NA,NA,2929,35055,37984
Virginia,2006,5835933,5007717,7642884,3885258,3757626,3008633,2827300,2522824,2484893,617,5348,5965,NA,NA,NA,0,0,1549,1549,1549,0,0,0,1549,2893,32246,35139,NA,NA,NA,2893,33795,36688
Virginia,2005,5510784,4743193,7320848,3760650,3560198,2867617,2643167,2424948,2318245,482,4197,4679,NA,NA,NA,0,0,1569,1569,1569,0,0,0,1569,2668,31107,33775,0,0,0,2668,32676,35344
Virginia,2004,5430699,4678974,7219758,3694086,3525672,2822851,2607848,2386256,2292718,450,4052,4502,NA,NA,NA,0,0,1568,1568,1568,0,0,0,1568,2706,31290,33996,0,0,0,2706,32858,35564
Virginia,2003,5360674,4629289,7150715,3662527,3488188,2789582,2571092,2364268,2265021,600,4506,5106,NA,NA,NA,0,0,1562,1562,1562,0,0,0,1562,2681,30824,33505,0,0,0,2681,32386,35067
Virginia,2002,5293745,4573830,7063475,3632993,3430482,2765154,2528591,2344174,2229656,506,4518,5024,NA,NA,NA,0,0,1569,1569,1569,0,0,0,1569,2641,30763,33404,NA,NA,NA,2641,32332,34973
Virginia,2001,5163018,4444425,6955099,3578222,3376877,2699527,2463491,2274998,2169427,347,3093,3440,NA,NA,NA,0,0,1566,1566,1566,0,0,0,1566,2240,27856,30096,NA,NA,NA,2240,29422,31662
Virginia,2000,5034454,4363762,6761816,3469341,3292475,2637040,2397414,2239802,2123960,302,2660,2962,NA,NA,NA,NA,NA,1571,NA,1571,NA,0,NA,NA,NA,26538,NA,NA,NA,NA,2059,28109,30168
Virginia,1999,4999195.2,4334424.6,6703755.9,3437412.3,3266343.6,2615224.5,2383970.7,2220447,2113977.6,NA,NA,NA,NA,NA,NA,0,0,1542,1542,1542,0,0,0,1542,2011,26236,28247,0,0,0,2011,27778,29789
Virginia,1998,4963936.4,4305087.2,6645695.8,3405483.6,3240212.2,2593409,2370527.4,2201092,2103995.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1857,28419,30276
Virginia,1997,4928677.6,4275749.8,6587635.7,3373554.9,3214080.8,2571593.5,2357084.1,2181737,2094012.8,NA,NA,NA,488,3265,3753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1710,26675,28385
Virginia,1996,4893418.8,4246412.4,6529575.6,3341626.2,3187949.4,2549778,2343640.8,2162382,2084030.4,NA,NA,NA,343,2163,2506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1687,25968,27655
Virginia,1995,4858160,4217075,6471515.5,3309697.5,3161818,2527962.5,2330197.5,2143027,2074048,NA,NA,NA,433,2546,2979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1659,25756,27415
Virginia,1994,4822901.2,4187737.6,6413455.4,3277768.8,3135686.6,2506147,2316754.2,2123672,2064065.6,NA,NA,NA,201,1862,2063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1565,25403,26968
Virginia,1993,4787642.4,4158400.2,6355395.3,3245840.1,3109555.2,2484331.5,2303310.9,2104317,2054083.2,NA,NA,NA,387,3223,3610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1219,21631,22850
Virginia,1992,4752383.6,4129062.8,6297335.2,3213911.4,3083423.8,2462516,2289867.6,2084962,2044100.8,NA,NA,NA,210,1773,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1163,20036,21199
Virginia,1991,4717124.8,4099725.4,6239275.1,3181982.7,3057292.4,2440700.5,2276424.3,2065607,2034118.4,NA,NA,NA,292,1218,1510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1040,18789,19829
Virginia,1990,4681866,4070388,6181215,3150054,3031161,2418885,2262981,2046252,2024136,NA,NA,NA,232,1337,1569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,927,16666,17593
Virginia,1989,4599751.4,4003233.2,6098105.5,3108976.6,2989128.9,2378096.5,2221654.9,2014276.8,1988956.4,NA,NA,NA,165,860,1025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,794,15683,16477
Virginia,1988,4517636.8,3936078.4,6014996,3067899.2,2947096.8,2337308,2180328.8,1982301.6,1953776.8,NA,NA,NA,86,874,960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,588,13596,14184
Virginia,1987,4435522.2,3868923.6,5931886.5,3026821.8,2905064.7,2296519.5,2139002.7,1950326.4,1918597.2,NA,NA,NA,61,787,848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,499,12822,13321
Virginia,1986,4353407.6,3801768.8,5848777,2985744.4,2863032.6,2255731,2097676.6,1918351.2,1883417.6,NA,NA,NA,88,1169,1257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,488,12442,12930
