state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,population_american_indian,population_female_american_indian,population_male_american_indian,population_adult_american_indian,population_female_adult_american_indian,population_male_adult_american_indian,population_aged_18_65_american_indian,population_female_aged_18_65_american_indian,population_male_aged_18_65_american_indian,population_asian,population_female_asian,population_male_asian,population_adult_asian,population_female_adult_asian,population_male_adult_asian,population_aged_18_65_asian,population_female_aged_18_65_asian,population_male_aged_18_65_asian,population_black,population_female_black,population_male_black,population_adult_black,population_female_adult_black,population_male_adult_black,population_aged_18_65_black,population_female_aged_18_65_black,population_male_aged_18_65_black,population_hispanic,population_female_hispanic,population_male_hispanic,population_adult_hispanic,population_female_adult_hispanic,population_male_adult_hispanic,population_aged_18_65_hispanic,population_female_aged_18_65_hispanic,population_male_aged_18_65_hispanic,population_other_or_unknown,population_female_other_or_unknown,population_male_other_or_unknown,population_adult_other_or_unknown,population_female_adult_other_or_unknown,population_male_adult_other_or_unknown,population_aged_18_65_other_or_unknown,population_female_aged_18_65_other_or_unknown,population_male_aged_18_65_other_or_unknown,population_white,population_female_white,population_male_white,population_adult_white,population_female_adult_white,population_male_adult_white,population_aged_18_65_white,population_female_aged_18_65_white,population_male_aged_18_65_white,american_indian_female,american_indian_male,american_indian_total,asian_female,asian_male,asian_total,black_female,black_male,black_total,hispanic_or_latino_female,hispanic_or_latino_male,hispanic_or_latino_total,other_or_unknown_race_female,other_or_unknown_race_male,other_or_unknown_race_total,white_female,white_male,white_total
Kentucky,2016,3425666,2792106,4436974,2257420,2179554,1763045,1662621,1410850,1381256,9598,4951,4647,8741,4339,4402,7379,3739,3640,63369,34556,28813,48705,27518,21187,45419,25300,20119,365013,182826,182187,268892,136831,132061,236168,118508,117660,151891,72274,79617,91953,40933,51020,88424,39086,49338,81498,42414,39084,38074,21563,16511,34586,19762,14824,3765605,1920399,1845206,2969301,1531861,1437440,2380130,1204455,1175675,2,15,17,2,28,30,208,4695,4903,14,288,302,0,0,0,2677,14837,17514
Kentucky,2015,3415817,2792936,4425092,2246706,2178386,1753718,1662099,1402011,1390925,8419,4209,4210,7167,3504,3663,6244,3078,3166,62328,34950,27378,47077,25696,21381,42279,22517,19762,354268,173754,180514,265740,132674,133066,232825,113250,119575,145175,66800,78375,87990,39481,48509,82792,36449,46343,86513,44285,42228,41892,21818,20074,38034,19548,18486,3768389,1922708,1845681,2965951,1530545,1435406,2390762,1207169,1183593,2,15,17,4,27,31,208,4599,4807,12,266,278,0,0,0,2332,14018,16350
Kentucky,2014,3399427,2801983,4413457,2233621,2179836,1745872,1653555,1409035,1392948,6276,3270,3006,5450,2640,2810,4981,2370,2611,56561,32174,24387,43026,24311,18715,40078,22382,17696,342252,169563,172689,257591,131606,125985,228657,113464,115193,144671,62444,82227,89378,36983,52395,85891,35083,50808,94203,48646,45557,40169,20728,19441,35653,18108,17545,3769494,1917524,1851970,2963813,1529604,1434209,2406723,1217628,1189095,2,15,17,2,31,33,232,4701,4933,13,254,267,0,0,0,2303,13904,16207
Kentucky,2013,3384076,2800393,4395295,2232200,2163095,1738344,1645732,1407381,1393012,7964,5404,2560,6828,4560,2268,5407,3820,1587,53383,29682,23701,37880,20510,17370,34344,17992,16352,348466,176613,171853,258396,133496,124900,228753,116066,112687,141084,60794,80290,88059,35453,52606,83631,33139,50492,80663,43687,36976,40326,20583,19743,36431,18885,17546,3763735,1916020,1847715,2952587,1523742,1428845,2411827,1217479,1194348,3,15,18,2,30,32,243,4723,4966,16,226,242,0,0,0,2028,13555,15583
Kentucky,2012,3364861,2803410,4380415,2225586,2154829,1731481,1633380,1409665,1393745,6988,3158,3830,4787,2196,2591,4489,2055,2434,57613,30893,26720,41690,22126,19564,38950,20511,18439,348596,177757,170839,255376,130786,124590,228999,113400,115599,133726,63555,70171,85364,40597,44767,81642,38153,43489,73740,37076,36664,34469,18276,16193,30412,15723,14689,3759752,1913147,1846605,2943175,1517500,1425675,2418918,1219823,1199095,3,15,18,1,30,31,273,4926,5199,8,234,242,0,0,0,2373,14055,16428
Kentucky,2011,3347482,2797635,4369356,2223648,2145708,1723771,1623711,1406533,1391102,5289,2284,3005,4011,1847,2164,3443,1558,1885,50200,26297,23903,36881,19654,17227,32902,17097,15805,349176,176069,173107,256770,131686,125084,228888,112789,116099,132267,59538,72729,81175,34950,46225,76460,32049,44411,73028,41449,31579,31919,18422,13497,29022,16863,12159,3759396,1918011,1841385,2936726,1517212,1419514,2426920,1226177,1200743,5,24,29,2,24,26,274,5036,5310,9,224,233,0,0,0,2139,13651,15790
Kentucky,2010,3328494,2787617,4346266,2207080,2139186,1715175,1613319,1403742,1383875,8370,4019,4351,7249,3769,3480,6794,3496,3298,51540,28100,23440,38427,21204,17223,36649,20102,16547,337303,170734,166569,244012,126570,117442,218265,110690,107575,130485,54918,75567,82230,34324,47906,78716,32347,46369,62168,32952,29216,29723,16030,13693,25603,13271,12332,3756400,1916357,1840043,2926853,1513278,1413575,2421590,1223836,1197754,5,20,25,2,23,25,273,5165,5438,11,239,250,0,0,0,1831,12862,14693
Kentucky,2009,3296134,2761750,4314113,2201670,2112443,1703275,1592859,1392226,1369524,10570,4600,5970,7799,3659,4140,6950,3560,3390,41595,22054,19541,29692,15682,14010,28040,14568,13472,318876,162687,156189,233189,122348,110841,207139,105846,101293,112997,49541,63456,66990,28273,38717,63710,26455,37255,65762,35379,30383,28386,15105,13281,23814,12560,11254,3764313,1927409,1836904,2930078,1518208,1411870,2432097,1229237,1202860,2,16,18,NA,NA,NA,343,5746,6089,8,264,272,NA,NA,NA,1923,13211,15134
Kentucky,2008,3264786,2743445,4269245,2182463,2086782,1687215,1577571,1386040,1357405,5487,2359,3128,4944,1980,2964,4049,1682,2367,42959,23186,19773,31430,17147,14283,29951,16219,13732,317854,162900,154954,228993,117382,111611,204821,101842,102979,100366,43293,57073,60828,23870,36958,58865,22756,36109,56759,29297,27462,24148,14258,9890,20715,12291,8424,3745820,1921428,1824392,2914443,1512578,1401865,2425044,1231250,1193794,1,16,17,NA,NA,NA,391,5960,6351,8,267,275,NA,NA,NA,1851,13098,14949
Kentucky,2007,3224873,2718786,4241474,2166059,2075415,1674750,1550123,1376157,1342629,5646,3814,1832,4761,3448,1313,4169,3063,1106,38585,20730,17855,29037,15459,13578,27420,14712,12708,319802,163335,156467,225674,120253,105421,202139,105092,97047,87175,36636,50539,55409,21460,33949,53860,20421,33439,50267,25009,25258,25256,14209,11047,22563,12870,9693,3739999,1916535,1823464,2884736,1499921,1384815,2408635,1219999,1188636,1,15,16,4,30,34,446,6192,6638,8,245,253,0,0,0,1971,13498,15469
Kentucky,2006,3215998,2716606,4206074,2147910,2058164,1661794,1554204,1368264,1348342,8192,4746,3446,6414,3701,2713,5673,3219,2454,41614,22428,19186,33e3,17549,15451,31010,16305,14705,309262,159635,149627,219810,116937,102873,194808,101234,93574,83032,33444,49588,55640,19752,35888,53404,18636,34768,48747,25989,22758,22409,11485,10924,19872,10034,9838,3715227,1901668,1813559,2878725,1492370,1386355,2411839,1218836,1193003,2,7,9,1,17,18,383,5519,5902,6,245,251,8,27,35,1668,12156,13824
Kentucky,2005,3089485,2627495,4065635,2077708,1987927,1602611,1486874,1334689,1292806,7262,3735,3527,6102,2968,3134,5870,2818,3052,41531,23044,18487,31571,17748,13823,29280,16484,12796,285927,150968,134959,199270,111656,87614,177309,98394,78915,65177,26938,38239,41898,15326,26572,39925,14064,25861,44412,23330,21082,22823,12552,10271,21498,11613,9885,3621326,1849693,1771633,2787821,1442361,1345460,2353613,1191316,1162297,3,11,14,2,15,17,384,5432,5816,10,219,229,1,40,41,1604,11941,13545
Kentucky,2004,3057341,2603381,4031134,2068573,1962561,1590904,1466437,1326755,1276626,8765,5652,3113,7559,4987,2572,6351,4004,2347,35634,18004,17630,27460,15097,12363,25282,13201,12081,274229,147395,126834,193286,106651,86635,171236,92739,78497,74613,34067,40546,51400,21564,29836,49515,19997,29518,40975,20838,20137,18451,9438,9013,16182,7900,8282,3596918,1842617,1754301,2759185,1433167,1326018,2334815,1188914,1145901,0,7,7,0,16,16,325,5096,5421,4,188,192,4,23,27,1225,10889,12114
Kentucky,2003,3013737,2565499,4003036,2046711,1956325,1568461,1445276,1305839,1259660,8195,3936,4259,6494,3429,3065,5237,2591,2646,34350,19299,15051,26306,14113,12193,24966,13423,11543,290397,148992,141405,199813,108964,90849,177492,95009,82483,60593,26618,33975,42929,17014,25915,40064,15204,24860,40990,18635,22355,20214,10108,10106,17911,8507,9404,3568511,1829231,1739280,2717981,1414833,1303148,2299829,1171105,1128724,0,7,7,NA,NA,NA,339,4797,5136,1,176,177,NA,NA,NA,999,9977,10976
Kentucky,2002,3049835,2606380,3978103,2043188,1934915,1594560,1455275,1335326,1271054,8270,6374,1896,5372,4193,1179,4415,3638,777,34504,19474,15030,28207,16039,12168,27150,15331,11819,263669,139367,124302,185653,101800,83853,167257,90585,76672,65532,30297,35235,44190,18441,25749,41269,17071,24198,60661,30099,30562,36873,21174,15699,32318,18408,13910,3545467,1817577,1727890,2749540,1432913,1316627,2333971,1190293,1143678,0,6,6,1,10,11,326,4767,5093,4,142,146,0,0,0,947,9698,10645
Kentucky,2001,2956198,2509806,3950704,2029683,1921021,1542861,1413337,1281351,1228455,5288,2890,2398,4022,1777,2245,3692,1579,2113,30611,16915,13696,24419,13325,11094,23627,12752,10875,270599,143700,126899,185968,101059,84909,163972,87233,76739,55611,23400,32211,37795,15527,22268,36007,14283,21724,56860,29538,27322,30826,15725,15101,24376,11516,12860,3531735,1813240,1718495,2673168,1395448,1277720,2258132,1153988,1104144,0,3,3,3,4,7,336,4738,5074,3,132,135,0,0,0,794,9392,10186
Kentucky,2000,2940381,2509732,3922149,2022654,1899495,1539550,1400831,1275233,1234499,4514,2539,1975,4041,2539,1502,3552,2050,1502,26948,14750,12198,21141,11015,10126,19685,10054,9631,243728,128391,115337,176903,95017,81886,155987,82470,73517,57511,26726,30785,38647,15456,23191,37640,14449,23191,59347,31501,27846,26993,16866,10127,25080,15886,9194,3530101,1818747,1711354,2672656,1398657,1273999,2267788,1150324,1117464,0,6,6,2,7,9,381,4850,5231,1,106,107,0,0,0,667,8869,9536
Kentucky,1999,2918241.3,2487399.5,3896673.6,2008901.7,1887771.9,1528115,1390126.3,1264040.2,1223359.3,4708.3,2600.4,2107.9,4123.3,2517.7,1605.6,3659.7,2066.1,1593.6,25694.7,14061,11633.7,20028.9,10470.3,9558.6,18704.1,9599.3,9104.8,245313.4,129134.2,116179.2,176958.5,95079.9,81878.6,155550.9,82192.8,73358.1,53710.9,24962.7,28748.2,36058.1,14489.3,21568.8,35065.2,13523.5,21541.7,53537,28397.7,25139.3,24334.5,15194.9,9139.6,22611,14312.2,8298.8,3513709.3,1809745.7,1703963.6,2656738,1390362.9,1266375.1,2251808.6,1142346.3,1109462.3,0,6,6,NA,NA,NA,449,5335,5784,4,90,94,1,31,32,643,8750,9393
Kentucky,1998,2896101.6,2465067,3871198.2,1995149.4,1876048.8,1516680,1379421.6,1252847.4,1212219.6,4902.6,2661.8,2240.8,4205.6,2496.4,1709.2,3767.4,2082.2,1685.2,24441.4,13372,11069.4,18916.8,9925.6,8991.2,17723.2,9144.6,8578.6,246898.8,129877.4,117021.4,177014,95142.8,81871.2,155114.8,81915.6,73199.2,49910.8,23199.4,26711.4,33469.2,13522.6,19946.6,32490.4,12598,19892.4,47727,25294.4,22432.6,21676,13523.8,8152.2,20142,12738.4,7403.6,3497317.6,1800744.4,1696573.2,2640820,1382068.8,1258751.2,2235829.2,1134368.6,1101460.6,0,7,7,NA,NA,NA,408,5166,5574,4,85,89,1,25,26,637,8736,9373
Kentucky,1997,2873961.9,2442734.5,3845722.8,1981397.1,1864325.7,1505245,1368716.9,1241654.6,1201079.9,5096.9,2723.2,2373.7,4287.9,2475.1,1812.8,3875.1,2098.3,1776.8,23188.1,12683,10505.1,17804.7,9380.9,8423.8,16742.3,8689.9,8052.4,248484.2,130620.6,117863.6,177069.5,95205.7,81863.8,154678.7,81638.4,73040.3,46110.7,21436.1,24674.6,30880.3,12555.9,18324.4,29915.6,11672.5,18243.1,41917,22191.1,19725.9,19017.5,11852.7,7164.8,17673,11164.6,6508.4,3480925.9,1791743.1,1689182.8,2624902,1373774.7,1251127.3,2219849.8,1126390.9,1093458.9,0,6,6,NA,NA,NA,410,5176,5586,2,62,64,0,25,25,642,8334,8976
Kentucky,1996,2851822.2,2420402,3820247.4,1967644.8,1852602.6,1493810,1358012.2,1230461.8,1189940.2,5291.2,2784.6,2506.6,4370.2,2453.8,1916.4,3982.8,2114.4,1868.4,21934.8,11994,9940.8,16692.6,8836.2,7856.4,15761.4,8235.2,7526.2,250069.6,131363.8,118705.8,177125,95268.6,81856.4,154242.6,81361.2,72881.4,42310.6,19672.8,22637.8,28291.4,11589.2,16702.2,27340.8,10747,16593.8,36107,19087.8,17019.2,16359,10181.6,6177.4,15204,9590.8,5613.2,3464534.2,1782741.8,1681792.4,2608984,1365480.6,1243503.4,2203870.4,1118413.2,1085457.2,0,3,3,0,7,7,339,4451,4790,2,60,62,0,20,20,481,7609,8090
Kentucky,1995,2829682.5,2398069.5,3794772,1953892.5,1840879.5,1482375,1347307.5,1219269,1178800.5,5485.5,2846,2639.5,4452.5,2432.5,2020,4090.5,2130.5,1960,20681.5,11305,9376.5,15580.5,8291.5,7289,14780.5,7780.5,7e3,251655,132107,119548,177180.5,95331.5,81849,153806.5,81084,72722.5,38510.5,17909.5,20601,25702.5,10622.5,15080,24766,9821.5,14944.5,30297,15984.5,14312.5,13700.5,8510.5,5190,12735,8017,4718,3448142.5,1773740.5,1674402,2593066,1357186.5,1235879.5,2187891,1110435.5,1077455.5,0,5,5,0,3,3,307,4109,4416,0,38,38,0,19,19,427,7190,7617
Kentucky,1994,2807542.8,2375737,3769296.6,1940140.2,1829156.4,1470940,1336602.8,1208076.2,1167660.8,5679.8,2907.4,2772.4,4534.8,2411.2,2123.6,4198.2,2146.6,2051.6,19428.2,10616,8812.2,14468.4,7746.8,6721.6,13799.6,7325.8,6473.8,253240.4,132850.2,120390.2,177236,95394.4,81841.6,153370.4,80806.8,72563.6,34710.4,16146.2,18564.2,23113.6,9655.8,13457.8,22191.2,8896,13295.2,24487,12881.2,11605.8,11042,6839.4,4202.6,10266,6443.2,3822.8,3431750.8,1764739.2,1667011.6,2577148,1348892.4,1228255.6,2171911.6,1102457.8,1069453.8,0,0,0,0,2,2,299,3746,4045,0,29,29,0,22,22,338,6659,6997
Kentucky,1993,2785403.1,2353404.5,3743821.2,1926387.9,1817433.3,1459505,1325898.1,1196883.4,1156521.1,5874.1,2968.8,2905.3,4617.1,2389.9,2227.2,4305.9,2162.7,2143.2,18174.9,9927,8247.9,13356.3,7202.1,6154.2,12818.7,6871.1,5947.6,254825.8,133593.4,121232.4,177291.5,95457.3,81834.2,152934.3,80529.6,72404.7,30910.3,14382.9,16527.4,20524.7,8689.1,11835.6,19616.4,7970.5,11645.9,18677,9777.9,8899.1,8383.5,5168.3,3215.2,7797,4869.4,2927.6,3415359.1,1755737.9,1659621.2,2561230,1340598.3,1220631.7,2155932.2,1094480.1,1061452.1,0,0,0,0,0,0,228,3275,3503,0,23,23,1,13,14,316,6607,6923
