state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,jurisdiction_housed_in_local_facility_female,jurisdiction_housed_in_local_facility_male,jurisdiction_housed_in_local_facility_total,jurisdiction_local_facilities_solely_to_ease_prison_crowding_female,jurisdiction_local_facilities_solely_to_ease_prison_crowding_male,jurisdiction_local_facilities_solely_to_ease_prison_crowding_total,jurisdiction_private_prison_female,jurisdiction_private_prison_in_state_female,jurisdiction_private_prison_in_state_male,jurisdiction_private_prison_in_state_total,jurisdiction_private_prison_male,jurisdiction_private_prison_out_of_state_female,jurisdiction_private_prison_out_of_state_male,jurisdiction_private_prison_out_of_state_total,jurisdiction_private_prison_total,jurisdiction_public_prison_female,jurisdiction_public_prison_male,jurisdiction_public_prison_total,jurisdiction_unsentenced_female,jurisdiction_unsentenced_male,jurisdiction_unsentenced_total,total_under_jurisdiction_female,total_under_jurisdiction_male,total_under_jurisdiction_total
Louisiana,2016,3564536,2935832,4681666,2390206,2291460,1844753,1719783,1489542,1446290,1339,19284,20623,NA,NA,NA,0,0,0,0,0,0,0,0,0,1981,33701,35682,0,36,36,1981,33701,35682
Louisiana,2015,3555920,2948468,4670724,2383927,2286797,1844560,1711360,1499072,1449396,1105,16825,17930,NA,NA,NA,0,0,3152,3152,3152,0,0,0,3152,2046,31179,33225,0,30,30,2046,34331,36377
Louisiana,2014,3534984,2954086,4649676,2378697,2270979,1832919,1702065,1501257,1452829,971,18349,19320,NA,NA,NA,0,0,3142,3142,3142,0,0,0,3142,2075,32813,34888,0,8,8,2075,35955,38030
Louisiana,2013,3515282,2957034,4625470,2367933,2257537,1819728,1695554,1501511,1455523,1126,19379,20505,NA,NA,NA,0,0,3158,3158,3158,0,0,0,3158,2228,33913,36141,0,1,1,2228,37071,39299
Louisiana,2012,3484029,2933137,4601893,2354322,2247571,1804690,1679339,1487436,1445701,1313,20258,21571,NA,NA,NA,0,0,2956,2956,2956,0,0,0,2956,2389,34827,37216,0,2,2,2389,37783,40172
Louisiana,2011,3456063,2926373,4574836,2334375,2240461,1792595,1663468,1484915,1441458,1300,19566,20866,NA,NA,NA,0,0,2951,2951,2951,0,0,0,2951,2384,34375,36759,0,1,1,2384,37326,39710
Louisiana,2010,3426437,2904926,4544228,2317994,2226234,1773050,1653387,1472606,1432320,1330,19106,20436,NA,NA,NA,0,0,2921,2921,2921,0,0,0,2921,2408,34116,36524,0,1,1,2408,37037,39445
Louisiana,2009,3369803,2854561,4492076,2307172,2184904,1758827,1610976,1457379,1397182,1515,18376,19891,NA,NA,NA,NA,0,2922,2922,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2616,37164,39780
Louisiana,2008,3311064,2810356,4410796,2271185,2139611,1730461,1580603,1435650,1374706,1355,16169,17524,NA,NA,NA,NA,0,2928,2928,NA,NA,NA,NA,NA,NA,NA,NA,36,541,577,2516,35865,38381
Louisiana,2007,3210012,2726790,4293204,2205573,2087631,1678321,1531691,1394703,1332087,1289,15790,17079,NA,NA,NA,NA,0,3004,3004,NA,NA,NA,NA,NA,NA,NA,NA,7,192,199,2458,35082,37540
Louisiana,2006,3211629,2719283,4287768,2209486,2078282,1678546,1533083,1385247,1334036,1277,14953,16230,NA,NA,NA,NA,0,3066,3066,NA,NA,NA,NA,NA,NA,NA,NA,12,624,636,2389,34623,37012
Louisiana,2005,3245235,2786667,4387181,2266760,2120421,1708499,1536736,1441809,1344858,1279,14904,16183,NA,NA,NA,0,0,2952,2952,2952,0,0,0,2952,2309,30822,33131,0,0,0,2309,33774,36083
Louisiana,2004,3222315,2762696,4383224,2280739,2102485,1707266,1515049,1438831,1323865,1400,16069,17469,NA,NA,NA,0,0,2921,2921,2921,0,0,0,2921,2386,31632,34018,0,0,0,2386,34553,36939
Louisiana,2003,3194605,2737873,4364568,2262801,2101767,1692681,1501924,1421912,1315961,1376,15173,16549,NA,NA,NA,0,0,2918,2918,2918,0,0,0,2918,2405,30724,33129,0,0,0,2405,33642,36047
Louisiana,2002,3172908,2715570,4348960,2266865,2082095,1685637,1487271,1415763,1299807,1364,14658,16022,NA,NA,NA,0,0,2929,2929,2929,0,0,0,2929,2398,30705,33103,NA,NA,NA,2398,33634,36032
Louisiana,2001,3102174,2641419,4328743,2247191,2081552,1649113,1453061,1376861,1264558,1224,14826,16050,NA,NA,NA,0,0,2928,2928,2928,0,0,0,2928,2362,30520,32882,NA,NA,NA,2362,33448,35810
Louisiana,2000,3121107,2648498,4321694,2236215,2085479,1653932,1467175,1373980,1274518,1252,14347,15599,NA,NA,NA,NA,0,3065,3065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2219,32988,35207
Louisiana,1999,3105716.1,2637100.5,4308365.4,2230446.6,2077918.8,1646341.8,1459374.3,1367983.5,1269117,1309,13583,14892,0,0,0,0,0,3080,3080,3080,0,0,0,3080,2268,28718,30986,0,0,0,2268,31798,34066
Louisiana,1998,3090325.2,2625703,4295036.8,2224678.2,2070358.6,1638751.6,1451573.6,1361987,1263716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2180,30048,32228
Louisiana,1997,3074934.3,2614305.5,4281708.2,2218909.8,2062798.4,1631161.4,1443772.9,1355990.5,1258315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1868,27397,29265
Louisiana,1996,3059543.4,2602908,4268379.6,2213141.4,2055238.2,1623571.2,1435972.2,1349994,1252914,NA,NA,NA,774,8373,9147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1561,25218,26779
Louisiana,1995,3044152.5,2591510.5,4255051,2207373,2047678,1615981,1428171.5,1343997.5,1247513,NA,NA,NA,835,7836,8671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1424,23771,25195
Louisiana,1994,3028761.6,2580113,4241722.4,2201604.6,2040117.8,1608390.8,1420370.8,1338001,1242112,NA,NA,NA,748,7333,8081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1295,22768,24063
Louisiana,1993,3013370.7,2568715.5,4228393.8,2195836.2,2032557.6,1600800.6,1412570.1,1332004.5,1236711,NA,NA,NA,573,5817,6390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1114,21354,22468
Louisiana,1992,2997979.8,2557318,4215065.2,2190067.8,2024997.4,1593210.4,1404769.4,1326008,1231310,NA,NA,NA,483,4180,4663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1026,19954,20980
Louisiana,1991,2982588.9,2545920.5,4201736.6,2184299.4,2017437.2,1585620.2,1396968.7,1320011.5,1225909,NA,NA,NA,342,4686,5028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,911,19092,20003
Louisiana,1990,2967198,2534523,4188408,2178531,2009877,1578030,1389168,1314015,1220508,NA,NA,NA,257,4236,4493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,775,17824,18599
Louisiana,1989,2957020.2,2530656.7,4190887.2,2178557.9,2012329.3,1571453,1385567.2,1311537.5,1219119.2,NA,NA,NA,170,3968,4138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698,16559,17257
Louisiana,1988,2946842.4,2526790.4,4193366.4,2178584.8,2014781.6,1564876,1381966.4,1309060,1217730.4,NA,NA,NA,170,3962,4132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,669,15573,16242
Louisiana,1987,2936664.6,2522924.1,4195845.6,2178611.7,2017233.9,1558299,1378365.6,1306582.5,1216341.6,NA,NA,NA,280,3504,3784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,673,14702,15375
Louisiana,1986,2926486.8,2519057.8,4198324.8,2178638.6,2019686.2,1551722,1374764.8,1304105,1214952.8,NA,NA,NA,237,2932,3169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,627,13673,14300
