year,state,total_admissions,aggravated_or_simple_assault_total_total_admissions,burglary_total_total_admissions,drugs_total_total_admissions,fraud_total_total_admissions,motor_vehicle_theft_total_total_admissions,murder_total_total_admissions,negligent_manslaughter_total_total_admissions,other_property_offenses_total_total_admissions,other_unknown_total_total_admissions,other_violent_offenses_total_total_admissions,public_order_total_total_admissions,rape_or_sexual_assault_total_total_admissions,robbery_total_total_admissions,theft_total_total_admissions,aggravated_or_simple_assault_total_female_admissions,aggravated_or_simple_assault_total_male_admissions,burglary_total_female_admissions,burglary_total_male_admissions,drugs_total_female_admissions,drugs_total_male_admissions,fraud_total_female_admissions,fraud_total_male_admissions,motor_vehicle_theft_total_female_admissions,motor_vehicle_theft_total_male_admissions,murder_total_female_admissions,murder_total_male_admissions,negligent_manslaughter_total_female_admissions,negligent_manslaughter_total_male_admissions,other_property_offenses_total_female_admissions,other_property_offenses_total_male_admissions,other_unknown_total_female_admissions,other_unknown_total_male_admissions,other_violent_offenses_total_female_admissions,other_violent_offenses_total_male_admissions,public_order_total_female_admissions,public_order_total_male_admissions,rape_or_sexual_assault_total_female_admissions,rape_or_sexual_assault_total_male_admissions,robbery_total_female_admissions,robbery_total_male_admissions,theft_total_female_admissions,theft_total_male_admissions,aggravated_or_simple_assault_black_total_admissions,aggravated_or_simple_assault_hispanic_total_admissions,aggravated_or_simple_assault_other_or_unknown_total_admissions,aggravated_or_simple_assault_white_total_admissions,burglary_black_total_admissions,burglary_hispanic_total_admissions,burglary_other_or_unknown_total_admissions,burglary_white_total_admissions,drugs_black_total_admissions,drugs_hispanic_total_admissions,drugs_other_or_unknown_total_admissions,drugs_white_total_admissions,fraud_black_total_admissions,fraud_hispanic_total_admissions,fraud_other_or_unknown_total_admissions,fraud_white_total_admissions,motor_vehicle_theft_black_total_admissions,motor_vehicle_theft_hispanic_total_admissions,motor_vehicle_theft_other_or_unknown_total_admissions,motor_vehicle_theft_white_total_admissions,murder_black_total_admissions,murder_hispanic_total_admissions,murder_other_or_unknown_total_admissions,murder_white_total_admissions,negligent_manslaughter_black_total_admissions,negligent_manslaughter_hispanic_total_admissions,negligent_manslaughter_other_or_unknown_total_admissions,negligent_manslaughter_white_total_admissions,other_property_offenses_black_total_admissions,other_property_offenses_hispanic_total_admissions,other_property_offenses_other_or_unknown_total_admissions,other_property_offenses_white_total_admissions,other_unknown_black_total_admissions,other_unknown_hispanic_total_admissions,other_unknown_other_or_unknown_total_admissions,other_unknown_white_total_admissions,other_violent_offenses_black_total_admissions,other_violent_offenses_hispanic_total_admissions,other_violent_offenses_other_or_unknown_total_admissions,other_violent_offenses_white_total_admissions,public_order_black_total_admissions,public_order_hispanic_total_admissions,public_order_other_or_unknown_total_admissions,public_order_white_total_admissions,rape_or_sexual_assault_black_total_admissions,rape_or_sexual_assault_hispanic_total_admissions,rape_or_sexual_assault_other_or_unknown_total_admissions,rape_or_sexual_assault_white_total_admissions,robbery_black_total_admissions,robbery_hispanic_total_admissions,robbery_other_or_unknown_total_admissions,robbery_white_total_admissions,theft_black_total_admissions,theft_hispanic_total_admissions,theft_other_or_unknown_total_admissions,theft_white_total_admissions,aggravated_or_simple_assault_black_female_admissions,aggravated_or_simple_assault_black_male_admissions,aggravated_or_simple_assault_hispanic_female_admissions,aggravated_or_simple_assault_hispanic_male_admissions,aggravated_or_simple_assault_other_or_unknown_female_admissions,aggravated_or_simple_assault_other_or_unknown_male_admissions,aggravated_or_simple_assault_white_female_admissions,aggravated_or_simple_assault_white_male_admissions,burglary_black_female_admissions,burglary_black_male_admissions,burglary_hispanic_female_admissions,burglary_hispanic_male_admissions,burglary_other_or_unknown_female_admissions,burglary_other_or_unknown_male_admissions,burglary_white_female_admissions,burglary_white_male_admissions,drugs_black_female_admissions,drugs_black_male_admissions,drugs_hispanic_female_admissions,drugs_hispanic_male_admissions,drugs_other_or_unknown_female_admissions,drugs_other_or_unknown_male_admissions,drugs_white_female_admissions,drugs_white_male_admissions,fraud_black_female_admissions,fraud_black_male_admissions,fraud_hispanic_female_admissions,fraud_hispanic_male_admissions,fraud_other_or_unknown_female_admissions,fraud_other_or_unknown_male_admissions,fraud_white_female_admissions,fraud_white_male_admissions,motor_vehicle_theft_black_female_admissions,motor_vehicle_theft_black_male_admissions,motor_vehicle_theft_hispanic_female_admissions,motor_vehicle_theft_hispanic_male_admissions,motor_vehicle_theft_other_or_unknown_female_admissions,motor_vehicle_theft_other_or_unknown_male_admissions,motor_vehicle_theft_white_female_admissions,motor_vehicle_theft_white_male_admissions,murder_black_female_admissions,murder_black_male_admissions,murder_hispanic_female_admissions,murder_hispanic_male_admissions,murder_other_or_unknown_female_admissions,murder_other_or_unknown_male_admissions,murder_white_female_admissions,murder_white_male_admissions,negligent_manslaughter_black_female_admissions,negligent_manslaughter_black_male_admissions,negligent_manslaughter_hispanic_female_admissions,negligent_manslaughter_hispanic_male_admissions,negligent_manslaughter_other_or_unknown_female_admissions,negligent_manslaughter_other_or_unknown_male_admissions,negligent_manslaughter_white_female_admissions,negligent_manslaughter_white_male_admissions,other_property_offenses_black_female_admissions,other_property_offenses_black_male_admissions,other_property_offenses_hispanic_female_admissions,other_property_offenses_hispanic_male_admissions,other_property_offenses_other_or_unknown_female_admissions,other_property_offenses_other_or_unknown_male_admissions,other_property_offenses_white_female_admissions,other_property_offenses_white_male_admissions,other_unknown_black_female_admissions,other_unknown_black_male_admissions,other_unknown_hispanic_female_admissions,other_unknown_hispanic_male_admissions,other_unknown_other_or_unknown_female_admissions,other_unknown_other_or_unknown_male_admissions,other_unknown_white_female_admissions,other_unknown_white_male_admissions,other_violent_offenses_black_female_admissions,other_violent_offenses_black_male_admissions,other_violent_offenses_hispanic_female_admissions,other_violent_offenses_hispanic_male_admissions,other_violent_offenses_other_or_unknown_female_admissions,other_violent_offenses_other_or_unknown_male_admissions,other_violent_offenses_white_female_admissions,other_violent_offenses_white_male_admissions,public_order_black_female_admissions,public_order_black_male_admissions,public_order_hispanic_female_admissions,public_order_hispanic_male_admissions,public_order_other_or_unknown_female_admissions,public_order_other_or_unknown_male_admissions,public_order_white_female_admissions,public_order_white_male_admissions,rape_or_sexual_assault_black_female_admissions,rape_or_sexual_assault_black_male_admissions,rape_or_sexual_assault_hispanic_female_admissions,rape_or_sexual_assault_hispanic_male_admissions,rape_or_sexual_assault_other_or_unknown_female_admissions,rape_or_sexual_assault_other_or_unknown_male_admissions,rape_or_sexual_assault_white_female_admissions,rape_or_sexual_assault_white_male_admissions,robbery_black_female_admissions,robbery_black_male_admissions,robbery_hispanic_female_admissions,robbery_hispanic_male_admissions,robbery_other_or_unknown_female_admissions,robbery_other_or_unknown_male_admissions,robbery_white_female_admissions,robbery_white_male_admissions,theft_black_female_admissions,theft_black_male_admissions,theft_hispanic_female_admissions,theft_hispanic_male_admissions,theft_other_or_unknown_female_admissions,theft_other_or_unknown_male_admissions,theft_white_female_admissions,theft_white_male_admissions
2009,Delaware,9107,253,280,873,146,33,32,11,149,230,220,6115,210,231,324,46,207,24,256,129,744,44,102,8,25,2,30,1,10,22,127,47,183,36,184,930,5185,14,196,27,204,89,235,140,28,1,84,103,10,1,166,548,42,1,282,79,9,NA,58,16,2,NA,15,28,NA,NA,4,2,1,NA,8,78,11,NA,60,128,13,NA,89,102,9,2,107,3291,195,12,2617,90,15,NA,105,153,7,1,70,156,10,NA,158,29,111,3,25,NA,1,14,70,5,98,1,9,NA,1,18,148,46,502,2,40,NA,1,81,201,18,61,3,6,NA,NA,23,35,2,14,NA,2,NA,NA,6,9,2,26,NA,NA,NA,NA,NA,4,NA,2,NA,1,NA,NA,1,7,16,62,NA,11,NA,NA,6,54,18,110,2,11,NA,NA,27,62,17,85,1,8,1,1,17,90,389,2902,14,181,3,9,524,2093,6,84,NA,15,NA,NA,8,97,10,143,NA,7,NA,1,17,53,43,113,3,7,NA,NA,43,115
2010,Delaware,8693,278,254,821,157,35,40,8,147,214,243,5583,204,258,451,43,235,13,241,107,714,45,112,4,31,3,37,2,6,19,128,32,182,34,209,789,4794,14,190,20,238,123,328,150,9,NA,119,100,4,NA,150,528,36,NA,257,76,9,NA,72,12,3,NA,20,29,1,NA,10,1,NA,NA,7,77,8,NA,62,109,12,1,92,104,21,NA,118,2929,154,2,2498,81,22,NA,101,171,10,NA,77,189,12,1,249,25,125,1,8,NA,NA,17,102,2,98,NA,4,NA,NA,11,139,38,490,1,35,NA,NA,68,189,15,61,NA,9,NA,NA,30,42,1,11,NA,3,NA,NA,3,17,1,28,NA,1,NA,NA,2,8,NA,1,NA,NA,NA,NA,2,5,8,69,1,7,NA,NA,10,52,13,96,NA,12,1,NA,18,74,18,86,NA,21,NA,NA,16,102,309,2620,13,141,1,1,466,2032,6,75,NA,22,NA,NA,8,93,14,157,NA,10,NA,NA,6,71,44,145,3,9,NA,1,76,173
2011,Delaware,9299,302,334,917,156,36,37,7,163,359,287,5640,284,262,515,48,254,19,315,139,778,48,108,3,33,1,36,3,4,32,131,74,285,37,250,869,4771,38,246,20,242,140,375,162,13,1,126,107,10,NA,217,573,40,1,303,87,8,NA,61,13,1,NA,22,24,4,NA,9,4,1,1,1,75,8,NA,80,174,7,NA,178,114,19,NA,154,2871,129,11,2629,120,9,1,154,153,8,NA,101,208,6,NA,301,20,142,1,12,NA,1,27,99,4,103,NA,10,NA,NA,15,202,52,521,4,36,NA,1,83,220,24,63,3,5,NA,NA,21,40,NA,13,NA,1,NA,NA,3,19,NA,24,NA,4,NA,NA,1,8,2,2,NA,1,NA,1,1,NA,14,61,1,7,NA,NA,17,63,22,152,1,6,NA,NA,51,127,13,101,1,18,NA,NA,23,131,324,2547,13,116,2,9,530,2099,22,98,NA,9,NA,1,16,138,7,146,NA,8,NA,NA,13,88,45,163,1,5,NA,NA,94,207
2012,Delaware,9493,261,328,832,120,28,44,4,139,267,172,6344,227,222,505,34,227,28,300,137,695,40,80,1,27,5,39,1,3,23,116,46,221,27,145,1119,5225,13,214,30,192,136,369,158,15,NA,88,96,15,NA,217,479,25,1,327,56,3,1,60,15,1,NA,12,29,2,NA,13,1,NA,NA,3,51,4,NA,84,113,10,1,143,69,9,NA,94,3042,152,8,3142,88,12,1,126,131,9,NA,82,210,10,1,284,18,140,NA,15,NA,NA,16,72,1,95,NA,15,NA,NA,27,190,32,447,3,22,1,NA,101,226,12,44,1,2,NA,1,27,33,NA,15,NA,1,NA,NA,1,11,3,26,NA,2,NA,NA,2,11,NA,1,NA,NA,NA,NA,1,2,8,43,NA,4,NA,NA,15,69,14,99,NA,10,NA,1,32,111,10,59,1,8,NA,NA,16,78,358,2684,15,137,1,7,745,2397,5,83,NA,12,NA,1,8,118,12,119,NA,9,NA,NA,18,64,53,157,1,9,NA,1,82,202
2013,Delaware,9947,232,314,930,160,42,27,3,169,320,227,6582,208,149,584,48,184,22,292,156,774,48,112,7,35,2,25,1,2,27,142,78,242,35,192,1124,5458,17,191,16,133,167,417,112,15,NA,105,104,13,1,196,487,21,1,421,79,6,NA,75,19,NA,NA,23,22,1,NA,4,1,NA,NA,2,75,2,NA,92,132,8,1,179,95,15,1,116,3037,181,20,3344,77,20,1,110,90,4,1,54,207,17,6,354,24,88,1,14,NA,NA,23,82,8,96,NA,13,NA,1,14,182,41,446,3,18,NA,1,112,309,20,59,NA,6,NA,NA,28,47,1,18,NA,NA,NA,NA,6,17,1,21,NA,1,NA,NA,1,3,NA,1,NA,NA,NA,NA,1,1,11,64,NA,2,NA,NA,16,76,22,110,1,7,1,NA,54,125,11,84,5,10,NA,1,19,97,311,2726,19,162,1,19,793,2551,5,72,2,18,NA,1,10,100,9,81,2,2,NA,1,5,49,57,150,4,13,NA,6,106,248
2014,Delaware,9649,241,241,711,154,30,24,6,165,222,200,6683,191,146,635,38,203,20,221,117,594,37,117,4,26,1,23,NA,6,21,144,59,163,29,171,1225,5458,16,175,19,127,181,454,151,13,NA,77,67,15,1,158,385,31,NA,295,64,6,NA,84,8,1,1,20,14,2,NA,8,2,NA,NA,4,68,3,NA,94,85,5,NA,132,87,11,NA,102,2970,203,16,3494,84,13,NA,94,85,6,NA,55,201,14,NA,420,20,131,3,10,NA,NA,15,62,5,62,NA,15,NA,1,15,143,25,360,1,30,NA,NA,91,204,14,50,NA,6,NA,NA,23,61,1,7,NA,1,NA,1,3,17,NA,14,NA,2,NA,NA,1,7,NA,2,NA,NA,NA,NA,NA,4,6,62,NA,3,NA,NA,15,79,17,68,2,3,NA,NA,40,92,10,77,1,10,NA,NA,18,84,294,2676,23,180,1,15,907,2587,8,76,NA,13,NA,NA,8,86,12,73,NA,6,NA,NA,7,48,39,162,NA,14,NA,NA,142,278
2015,Delaware,9757,261,276,751,104,29,33,12,153,205,203,6658,191,180,701,38,223,14,262,111,640,26,78,6,23,2,31,NA,12,20,133,61,144,33,170,1220,5438,20,171,16,164,177,524,142,19,NA,100,84,7,NA,185,432,23,1,295,48,2,1,53,6,1,NA,22,21,1,NA,11,9,NA,NA,3,79,7,NA,67,94,9,1,101,106,15,1,81,2966,223,22,3447,82,19,NA,90,102,5,NA,73,237,15,NA,449,23,119,2,17,NA,NA,13,87,NA,84,NA,7,NA,NA,14,171,24,408,2,21,NA,1,85,210,12,36,NA,2,1,NA,13,40,NA,6,NA,1,NA,NA,6,16,NA,21,NA,1,NA,NA,2,9,NA,9,NA,NA,NA,NA,NA,3,10,69,NA,7,NA,NA,10,57,24,70,1,8,1,NA,35,66,20,86,3,12,NA,1,10,71,315,2651,22,201,2,20,881,2566,6,76,NA,19,NA,NA,14,76,7,95,NA,5,NA,NA,9,64,47,190,3,12,NA,NA,127,322
2016,Delaware,9174,230,267,663,87,24,31,8,120,189,193,6360,194,190,618,30,200,27,240,128,535,27,60,6,18,5,26,1,7,18,102,49,140,24,169,1192,5168,17,177,20,170,185,433,140,10,NA,80,83,8,2,174,401,38,NA,224,37,6,NA,44,15,NA,NA,9,21,2,NA,8,5,1,NA,2,49,4,NA,67,79,5,1,104,101,8,2,82,2942,201,9,3208,86,15,NA,93,99,10,NA,81,216,27,1,374,20,120,NA,10,NA,NA,10,70,7,76,1,7,NA,2,19,155,32,369,2,36,NA,NA,94,130,8,29,2,4,NA,NA,17,27,3,12,NA,NA,NA,NA,3,6,5,16,NA,2,NA,NA,NA,8,1,4,NA,1,NA,NA,NA,2,7,42,NA,4,NA,NA,11,56,13,66,1,4,1,NA,34,70,12,89,NA,8,1,1,11,71,355,2587,29,172,1,8,807,2401,5,81,NA,15,NA,NA,12,81,6,93,NA,10,NA,NA,14,67,41,175,7,20,1,NA,136,238
1991,Delaware,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Delaware,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
