state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_returns_with_or_without_new_sentences_female,awol_returns_with_or_without_new_sentences_male,awol_returns_with_or_without_new_sentences_total,escapee_returns_with_or_without_new_sentences_female,escapee_returns_with_or_without_new_sentences_male,escapee_returns_with_or_without_new_sentences_total,new_court_commitments_female,new_court_commitments_male,new_court_commitments_total,other_admissions_female,other_admissions_male,other_admissions_total,other_conditional_release_violators_admitted_with_new_sentence_female,other_conditional_release_violators_admitted_with_new_sentence_male,other_conditional_release_violators_admitted_with_new_sentence_total,other_conditional_release_violators_admitted_without_new_sentence_female,other_conditional_release_violators_admitted_without_new_sentence_male,other_conditional_release_violators_admitted_without_new_sentence_total,parole_violators_with_new_sentence_female,parole_violators_with_new_sentence_male,parole_violators_with_new_sentence_total,parole_violators_without_new_sentence_female,parole_violators_without_new_sentence_male,parole_violators_without_new_sentence_total,returns_from_appeal_or_bond_female,returns_from_appeal_or_bond_male,returns_from_appeal_or_bond_total,total_admissions_female,total_admissions_male,total_admissions_total,transfers_admitted_from_other_jurisdictions_female,transfers_admitted_from_other_jurisdictions_male,transfers_admitted_from_other_jurisdictions_total
Montana,2016,813878,642460,1042520,518293,524227,408883,404995,319161,323299,0,0,0,0,0,0,411,1579,1990,0,0,0,10,30,40,75,333,408,3,20,23,16,189,205,0,0,0,515,2162,2677,0,11,11
Montana,2015,807451,641858,1032949,512871,520078,401773,405678,313458,328400,0,0,0,0,0,0,315,1501,1816,0,0,0,3,13,16,76,262,338,3,21,24,19,181,200,0,0,0,416,1986,2402,0,8,8
Montana,2014,799474,641552,1023579,511883,511696,402265,397209,318757,322795,0,0,0,0,0,0,349,1539,1888,0,0,0,5,13,18,62,261,323,0,8,8,16,195,211,0,0,0,432,2021,2453,0,5,5
Montana,2013,791360,642096,1015165,508501,506664,398557,392803,320857,321239,0,0,0,0,0,0,337,1489,1826,0,0,0,3,4,7,69,263,332,2,7,9,16,192,208,0,0,0,427,1957,2384,0,2,2
Montana,2012,785253,639014,1005141,503712,501429,395150,390103,317909,321105,0,0,0,0,0,0,256,1263,1519,0,0,0,2,5,7,54,225,279,3,17,20,22,173,195,0,0,0,337,1685,2022,0,2,2
Montana,2011,777492,638222,998199,496312,501887,388498,388994,314366,323856,0,0,0,0,0,0,255,1348,1603,0,0,0,6,6,12,45,200,245,2,8,10,13,180,193,0,0,0,321,1745,2066,0,3,3
Montana,2010,767995,628422,990898,491e3,499898,385766,382229,310396,318026,4,19,23,0,0,0,283,1476,1759,0,0,0,4,6,10,50,213,263,1,8,9,19,203,222,0,0,0,363,1975,2338,NA,50,NA
Montana,2009,754847,619430,974989,488588,486401,380724,374123,306795,312635,4,28,32,0,1,1,275,1396,1671,0,0,0,6,6,12,56,269,325,3,14,17,17,253,270,0,0,0,368,2008,2376,7,41,48
Montana,2008,740161,614409,967440,486179,481261,373623,366538,303415,310994,10,31,41,1,4,5,269,1412,1681,0,0,0,12,31,43,60,241,301,3,4,7,27,194,221,0,0,0,395,1929,2324,2,12,14
Montana,2007,729504,605401,957861,478827,479034,370521,358983,302334,303067,8,51,59,1,2,3,227,1270,1497,NA,NA,NA,33,116,149,56,169,225,2,1,3,27,151,178,2,1,3,358,1772,2130,2,11,13
Montana,2006,727231,602017,944632,473389,471243,367376,359855,298311,303706,9,41,50,0,0,0,364,1485,1849,2,5,7,0,6,6,66,181,247,0,8,8,30,156,186,1,0,1,473,1886,2359,1,4,5
Montana,2005,699086,587238,897367,452919,444448,357895,341191,296289,290949,9,65,74,0,1,1,327,1597,1924,0,2,2,1,4,5,48,188,236,3,9,12,24,187,211,0,0,0,413,2059,2472,1,6,7
Montana,2004,694240,582461,903109,452336,450773,351089,343151,290212,292249,0,0,0,2,35,37,302,1454,1756,0,0,0,0,4,4,47,186,233,0,8,8,25,156,181,0,0,0,379,1853,2232,3,10,13
Montana,2003,677355,567277,892023,451366,440657,346793,330562,285200,282077,0,0,0,5,37,42,256,1289,1545,1,1,2,0,0,0,16,108,124,3,7,10,40,189,229,0,0,0,321,1639,1960,0,8,8
Montana,2002,673085,563633,887655,445222,442433,339976,333109,279979,283654,0,0,0,8,31,39,155,1123,1278,0,0,0,6,70,76,0,0,0,0,9,9,0,147,147,0,0,0,169,1382,1551,0,2,2
Montana,2001,655574,548632,875841,439288,436553,332411,323163,273754,274878,0,0,0,8,18,26,188,1115,1303,1,2,3,0,0,0,0,0,0,1,7,8,4,154,158,0,0,0,202,1297,1499,0,1,1
Montana,2000,651340,543615,879617,440565,439052,333109,318231,272285,271330,0,0,0,5,18,23,72,458,530,0,0,0,25,166,191,54,280,334,0,7,7,3,137,140,0,0,0,159,1069,1228,0,3,3
Montana,1999,643522,536649.5,871287,437055.2,434231.8,329361.8,314160.2,268915.5,267734,1,25,26,1,5,6,61,538,599,0,0,0,10,38,48,66,439,505,0,14,14,10,101,111,0,0,0,150,1161,1311,1,1,2
Montana,1998,635704,529684,862957,433545.4,429411.6,325614.6,310089.4,265546,264138,NA,NA,NA,NA,NA,NA,61,577,638,0,0,0,NA,NA,NA,73,399,472,3,2,5,18,121,139,NA,NA,NA,157,1132,1289,1,1,2
Montana,1997,627886,522718.5,854627,430035.6,424591.4,321867.4,306018.6,262176.5,260542,NA,NA,NA,NA,NA,NA,119,707,826,0,0,0,NA,NA,NA,1,212,213,1,5,6,1,118,119,NA,NA,NA,122,1081,1203,0,4,4
Montana,1996,620068,515753,846297,426525.8,419771.2,318120.2,301947.8,258807,256946,NA,NA,NA,NA,NA,NA,85,578,663,0,0,0,NA,NA,NA,16,200,216,1,5,6,1,118,119,NA,NA,NA,103,902,1005,0,1,1
Montana,1995,612250,508787.5,837967,423016,414951,314373,297877,255437.5,253350,NA,NA,NA,NA,NA,NA,28,358,386,0,0,0,0,0,0,30,319,349,1,8,9,2,93,95,NA,NA,NA,61,783,844,0,5,5
