state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,deaths_caused_by_another_person_female,deaths_caused_by_another_person_male,deaths_caused_by_another_person_total,deaths_from_accidental_injury_to_self_female,deaths_from_accidental_injury_to_self_male,deaths_from_accidental_injury_to_self_total,deaths_from_aids_female,deaths_from_aids_male,deaths_from_aids_total,deaths_from_execution_female,deaths_from_execution_male,deaths_from_execution_total,deaths_from_homicide_by_other_inmates_female,deaths_from_homicide_by_other_inmates_male,deaths_from_homicide_by_other_inmates_total,deaths_from_illness_or_natural_cause_female,deaths_from_illness_or_natural_cause_male,deaths_from_illness_or_natural_cause_total,deaths_from_other_homicide_female,deaths_from_other_homicide_male,deaths_from_other_homicide_total,deaths_from_suicide_female,deaths_from_suicide_male,deaths_from_suicide_total,total_deaths_female,total_deaths_male,total_deaths_total
New Jersey,2016,6962122,5682758,8944469,4575789,4368680,3607261,3354861,2870624,2812134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Jersey,2015,6960879,5715537,8958013,4581199,4376814,3605135,3355744,2888521,2827016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Jersey,2014,6926870,5713070,8938175,4568381,4369794,3591661,3335209,2889520,2823550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Jersey,2013,6879591,5686255,8899339,4559251,4340088,3569159,3310432,2874162,2812093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Jersey,2012,6838531,5691193,8864590,4548369,4316221,3556346,3282185,2887219,2803974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Jersey,2011,6780274,5656091,8821155,4522404,4298751,3527273,3253001,2866666,2789425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Jersey,2010,6739909,5623488,8801624,4519141,4282483,3509380,3230529,2853408,2770080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Jersey,2009,6662880,5575807,8707740,4440517,4267223,3442797,3220083,2801694,2774113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Jersey,2008,6635601,5574997,8682661,4430714,4251947,3426778,3208823,2799079,2775918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Jersey,2007,6634776,5577116,8685920,4436132,4249788,3440254,3194522,2813043,2764073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Jersey,2006,6632707,5581945,8724560,4465756,4258804,3435497,3197210,2812620,2769325,NA,NA,NA,0,3,3,1,4,5,0,0,0,0,1,1,2,51,53,0,0,0,1,5,6,4,72,76
New Jersey,2005,6364651,5349459,8524868,4375857,4149011,3330969,3033682,2735143,2614316,NA,NA,NA,0,0,0,0,5,5,0,0,0,0,0,0,1,48,49,0,0,0,0,2,2,1,60,61
New Jersey,2004,6352672,5344939,8503294,4393227,4110067,3332843,3019829,2740855,2604084,NA,NA,NA,0,0,0,0,7,7,0,0,0,0,1,1,2,35,37,0,2,2,0,5,5,3,61,64
New Jersey,2003,6320351,5325514,8444076,4354803,4089273,3319461,3000890,2730543,2594971,NA,NA,NA,0,3,3,1,9,10,0,0,0,0,1,1,2,38,40,0,0,0,0,3,3,3,60,63
New Jersey,2002,6275385,5282513,8395357,4327542,4067815,3296695,2978690,2710532,2571981,NA,NA,NA,0,0,0,0,11,11,0,0,0,0,0,0,0,53,53,0,0,0,1,2,3,1,70,71
