state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,custody_including_private_facilities_female,custody_including_private_facilities_male,custody_private_prison_female,custody_private_prison_male,custody_private_prison_total,custody_public_prisons_female,custody_public_prisons_male,custody_public_prisons_total,custody_unsentenced_female,custody_unsentenced_male,custody_unsentenced_total,total_under_custody_female,total_under_custody_male,total_under_custody_total
New York,2016,15572259,12754895,19745289,10153097,9592192,8119687,7452572,6503970,6250925,2277,48334,0,0,0,2277,48334,50611,22,264,286,2277,48334,50611
New York,2015,15592507,12847208,19795791,10178540,9617251,8132702,7459805,6548709,6298499,2379,49106,0,0,0,2379,49106,51485,34,111,145,2379,49106,51485
New York,2014,15527616,12839942,19746227,10164843,9581384,8106141,7421475,6548422,6291520,2335,50027,0,0,0,2335,50027,52362,17,117,134,2335,50027,52362
New York,2013,15421398,12813124,19651127,10109477,9541650,8050428,7370970,6533951,6279173,2362,50950,0,0,0,2362,50950,53312,17,99,116,2362,50950,53312
New York,2012,15314573,12786511,19570261,10081525,9488736,8005399,7309174,6528584,6257927,2272,51786,0,0,0,2272,51786,54058,29,126,155,2272,51786,54058
New York,2011,15188834,12704132,19465197,10038274,9426923,7950682,7238152,6487116,6217016,2322,52874,0,0,0,2322,52874,55196,19,92,111,2322,52874,55196
New York,2010,15081689,12628407,19392283,10008101,9384182,7903260,7178429,6458018,6170389,2218,54202,0,0,0,2218,54202,56420,11,107,118,2218,54202,56420
New York,2009,15119153,12667884,19541453,10041220,9500233,7887671,7231482,6440535,6227349,2490,55989,0,0,0,2490,55989,58479,10,104,114,2490,55989,58479
New York,2008,15093461,12675418,19490297,10028336,9461961,7874358,7219103,6441594,6233824,2596,57602,0,0,0,2596,57602,60198,14,71,85,2596,57602,60198
New York,2007,14865399,12511238,19297729,9936561,9361168,7767093,7098306,6372378,6138860,2762,59976,0,0,0,2762,59976,62738,8,128,136,2762,59976,62738
New York,2006,14791392,12429913,19306183,9955117,9351066,7754373,7037019,6350701,6079212,2869,60669,0,0,0,2869,60669,63538,10,224,234,2869,60669,63538
New York,2005,14140770,11922397,18679211,9674822,9004389,7449008,6691762,6134108,5788289,2831,60201,0,0,0,2831,60201,63032,29,271,300,2831,60201,63032
New York,2004,14111809,11907590,18661943,9683075,8978868,7450309,6661500,6151958,5755632,2825,61199,0,0,0,2825,61199,64024,0,0,0,2825,61199,64024
New York,2003,14084958,11899252,18601689,9660262,8941427,7447750,6637208,6152109,5747143,2949,62439,0,0,0,2949,62439,65388,0,0,0,2949,62439,65388
New York,2002,13982226,11796686,18529790,9639637,8890153,7409827,6572399,6110687,5685999,3023,63902,0,0,0,3023,63902,66925,0,0,0,3023,63902,66925
New York,2001,13879472,11724070,18429783,9576509,8853274,7360745,6518727,6083431,5640639,3163,64391,0,0,0,3163,64391,67554,0,0,0,3163,64391,67554
New York,2000,13684669,11545827,18434400,9584298,8850102,7281824,6402845,6007989,5537838,3303,67187,0,0,0,3303,67187,70490,0,0,0,3303,67187,70490
New York,1999,13685147.7,11541834.5,18382887.4,9560001.7,8822885.7,7280924.5,6404223.2,5999553.4,5542281.1,3533,68276,0,0,0,3533,68276,71809,0,0,0,3533,68276,71809
New York,1998,13685626.4,11537842,18331374.8,9535705.4,8795669.4,7280025,6405601.4,5991117.8,5546724.2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3541,66809,70350
New York,1997,13686105.1,11533849.5,18279862.2,9511409.1,8768453.1,7279125.5,6406979.6,5982682.2,5551167.3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3600,65783,69383
New York,1996,13686583.8,11529857,18228349.6,9487112.8,8741236.8,7278226,6408357.8,5974246.6,5555610.4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3728,65981,69709
New York,1995,13687062.5,11525864.5,18176837,9462816.5,8714020.5,7277326.5,6409736,5965811,5560053.5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3615,64871,68486
New York,1994,13687541.2,11521872,18125324.4,9438520.2,8686804.2,7276427,6411114.2,5957375.4,5564496.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3575,63175,66750
New York,1993,13688019.9,11517879.5,18073811.8,9414223.9,8659587.9,7275527.5,6412492.4,5948939.8,5568939.7,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3528,61041,64569
New York,1992,13688498.6,11513887,18022299.2,9389927.6,8632371.6,7274628,6413870.6,5940504.2,5573382.8,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3499,58237,61736
New York,1991,13688977.3,11509894.5,17970786.6,9365631.3,8605155.3,7273728.5,6415248.8,5932068.6,5577825.9,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3368,54494,57862
New York,1990,13689456,11505902,17919274,9341335,8577939,7272829,6416627,5923633,5582269,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2691,52204,54895
New York,1989,13602126.4,11437145.8,17883612.6,9331309.5,8552303.1,7237652.1,6364474.3,5900461.7,5536684.1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2465,48767,51232
New York,1988,13514796.8,11368389.6,17847951.2,9321284,8526667.2,7202475.2,6312321.6,5877290.4,5491099.2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1760,42800,44560
New York,1987,13427467.2,11299633.4,17812289.8,9311258.5,8501031.3,7167298.3,6260168.9,5854119.1,5445514.3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1487,39355,40842
