state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_release_female,awol_release_male,awol_release_total,conditional_release_probations_female,conditional_release_probations_male,conditional_release_probations_total,discretionary_parole_female,discretionary_parole_male,discretionary_parole_total,escape_from_confinement_female,escape_from_confinement_male,escape_from_confinement_total,other_conditional_release_female,other_conditional_release_male,other_conditional_release_total,other_unconditional_release_female,other_unconditional_release_male,other_unconditional_release_total,release_to_appeal_or_bond_female,release_to_appeal_or_bond_male,release_to_appeal_or_bond_total,supervised_mandatory_release_female,supervised_mandatory_release_male,supervised_mandatory_release_total,total_releases_female,total_releases_male,total_releases_total,transfers_to_other_jurisdictions_female,transfers_to_other_jurisdictions_male,transfers_to_other_jurisdictions_total,unconditional_release_commutations_female,unconditional_release_commutations_male,unconditional_release_commutations_total,unconditional_release_expirations_of_sentence_female,unconditional_release_expirations_of_sentence_male,unconditional_release_expirations_of_sentence_total
Oklahoma,2016,2961420,2413263,3923561,1978805,1944756,1513239,1448181,1205155,1208108,0,0,0,956,5618,6574,67,284,351,8,7,15,0,0,0,0,0,0,0,0,0,0,0,0,1602,8817,10419,0,0,0,0,1,1,565,2817,3382
Oklahoma,2015,2952178,2419235,3911338,1973432,1937906,1506427,1445751,1207665,1211570,0,0,0,826,4234,5060,48,285,333,4,9,13,0,0,0,0,0,0,0,0,0,0,0,0,1352,7559,8911,0,0,0,0,0,0,464,2933,3397
Oklahoma,2014,2928028,2405714,3878051,1961682,1916369,1497353,1430675,1205223,1200491,0,0,0,602,2974,3576,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,106,667,773,1341,7314,8655,0,0,0,1,1,2,630,3563,4193
Oklahoma,2013,2903408,2398380,3850568,1946121,1904447,1485874,1417534,1204246,1194134,0,0,0,423,2144,2567,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,128,781,909,1072,6303,7375,0,0,0,0,1,1,515,3288,3803
Oklahoma,2012,2878098,2385029,3814820,1925565,1889255,1468663,1409435,1190027,1195002,0,0,0,369,2166,2535,0,0,0,2,3,5,0,0,0,0,0,0,0,0,0,107,336,443,994,5958,6952,0,0,0,0,1,1,510,3373,3883
Oklahoma,2011,2857499,2372689,3791508,1911580,1879928,1460194,1397305,1185472,1187217,0,0,0,456,2374,2830,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,110,511,621,1122,6580,7702,0,0,0,1,2,3,539,3598,4137
Oklahoma,2010,2828979,2356115,3761702,1907e3,1854702,1448681,1380298,1179363,1176752,0,0,0,529,2398,2927,0,0,0,0,23,23,0,0,0,0,0,0,0,0,0,98,497,595,1210,6716,7926,0,0,0,0,1,1,566,3737,4303
Oklahoma,2009,2765355,2300136,3687050,1869124,1817926,1418798,1346557,1150743,1149393,NA,NA,NA,486,2754,3240,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,165,728,893,1182,6830,8012,0,0,0,2,2,4,472,3189,3661
Oklahoma,2008,2737608,2282061,3642361,1847435,1794926,1402723,1334885,1137949,1144112,NA,NA,NA,446,2517,2963,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0,279,1111,1390,1211,6737,7948,1,8,9,6,41,47,433,2892,3325
Oklahoma,2007,2710383,2267547,3617316,1824714,1792602,1379464,1330919,1122804,1144743,NA,NA,NA,693,3816,4509,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,225,950,1175,1250,7257,8507,0,8,8,2,26,28,326,2349,2675
Oklahoma,2006,2688345,2244041,3579212,1815993,1763219,1380090,1308255,1120728,1123313,NA,NA,NA,518,2715,3233,0,0,0,35,122,157,0,0,0,0,0,0,NA,NA,NA,144,664,808,1185,6842,8027,0,3,3,56,427,483,429,2830,3259
Oklahoma,2005,2588639,2173577,3429974,1748462,1681512,1336395,1252244,1100475,1073102,0,0,0,542,2766,3308,0,0,0,13,129,142,NA,NA,NA,NA,NA,NA,0,0,0,279,1134,1413,1356,7194,8550,0,3,3,62,287,349,385,2681,3066
Oklahoma,2004,2558940,2147155,3412202,1729868,1682334,1314751,1244189,1078834,1068321,NA,NA,NA,442,2484,2926,NA,NA,NA,13,113,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,443,1491,1934,1401,7162,8563,0,5,5,64,235,299,283,2558,2841
