state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,jurisdiction_housed_in_local_facility_female,jurisdiction_housed_in_local_facility_male,jurisdiction_housed_in_local_facility_total,jurisdiction_local_facilities_solely_to_ease_prison_crowding_female,jurisdiction_local_facilities_solely_to_ease_prison_crowding_male,jurisdiction_local_facilities_solely_to_ease_prison_crowding_total,jurisdiction_private_prison_female,jurisdiction_private_prison_in_state_female,jurisdiction_private_prison_in_state_male,jurisdiction_private_prison_in_state_total,jurisdiction_private_prison_male,jurisdiction_private_prison_out_of_state_female,jurisdiction_private_prison_out_of_state_male,jurisdiction_private_prison_out_of_state_total,jurisdiction_private_prison_total,jurisdiction_public_prison_female,jurisdiction_public_prison_male,jurisdiction_public_prison_total,jurisdiction_unsentenced_female,jurisdiction_unsentenced_male,jurisdiction_unsentenced_total,total_under_jurisdiction_female,total_under_jurisdiction_male,total_under_jurisdiction_total
Utah,2016,2130119,1834043,3051217,1511732,1539485,1066e3,1064119,905760,928283,79,1539,1618,NA,NA,NA,0,0,0,0,0,0,0,0,0,405,5777,6182,0,0,0,405,5777,6182
Utah,2015,2084167,1799650,2995919,1484834,1511085,1045462,1038705,892624,907026,72,1529,1601,NA,NA,NA,0,0,0,0,0,0,0,0,0,515,5980,6495,0,0,0,515,5980,6495
Utah,2014,2037753,1767048,2942902,1464140,1478762,1024043,1013710,876070,890978,111,1557,1668,NA,NA,NA,0,0,0,0,0,0,0,0,0,662,6369,7031,0,0,0,662,6369,7031
Utah,2013,2003461,1744933,2900872,1438422,1462450,1005827,997634,866879,878054,118,1508,1626,NA,NA,NA,0,0,0,0,0,0,0,0,0,662,6415,7077,0,0,0,662,6415,7077
Utah,2012,1969769,1721756,2855287,1415657,1439630,988836,980933,854875,866881,92,1482,1574,NA,NA,NA,0,0,0,0,0,0,0,0,0,639,6323,6962,0,0,0,639,6323,6962
Utah,2011,1935858,1695679,2817222,1399754,1417468,971560,964298,839405,856274,97,1432,1529,NA,NA,NA,0,0,0,0,0,0,0,0,0,613,6266,6879,0,0,0,613,6266,6879
Utah,2010,1904618,1672289,2776469,1379892,1396577,957896,946722,830960,841329,61,1243,1304,NA,NA,NA,0,0,0,0,0,0,0,0,0,608,6199,6807,0,0,0,608,6199,6807
Utah,2009,1917297,1686022,2784572,1376770,1407802,959375,957922,831255,854767,51,1172,1223,NA,NA,NA,0,0,0,0,0,0,0,0,0,582,5956,6538,0,0,0,582,5956,6538
Utah,2008,1891024,1662116,2736424,1356509,1379915,952e3,939024,824682,837434,93,1248,1341,NA,NA,NA,0,0,0,0,0,0,0,0,0,640,5912,6552,19,92,111,640,5912,6552
Utah,2007,1830635,1617817,2645330,1310877,1334453,913263,917372,795655,822162,101,1185,1286,NA,NA,NA,0,0,0,0,0,0,0,0,0,632,5883,6515,14,67,81,632,5883,6515
Utah,2006,1755313,1546663,2550063,1268177,1281886,886357,868956,768783,777880,130,1198,1328,NA,NA,NA,0,0,0,0,0,0,0,0,0,623,5810,6433,19,59,78,623,5810,6433
Utah,2005,1695033,1506312,2452149,1223684,1228465,861112,833921,757088,749224,118,1128,1246,NA,NA,NA,0,0,0,0,0,0,0,0,0,575,5807,6382,17,79,96,575,5807,6382
Utah,2004,1613371,1428245,2349472,1172858,1176614,817048,796323,712289,715956,61,1128,1189,NA,NA,NA,0,0,0,0,0,0,0,0,0,511,5480,5991,7,58,65,511,5480,5991
Utah,2003,1571441,1385523,2309555,1150949,1158606,792758,778683,689369,696154,116,949,1065,NA,NA,NA,0,0,0,0,0,0,0,0,0,427,5336,5763,11,55,66,427,5336,5763
Utah,2002,1567874,1389095,2275861,1138389,1137472,794727,773147,694977,694118,77,1093,1170,NA,NA,NA,0,0,0,0,0,0,0,0,0,371,5191,5562,14,62,76,371,5191,5562
Utah,2001,1512997,1336964,2229295,1114311,1114984,767560,745437,670252,666712,69,951,1020,NA,NA,NA,0,0,0,0,0,0,0,0,0,315,5024,5339,11,66,77,315,5024,5339
Utah,2000,1501387,1328761,2207325,1115833,1091492,758777,742610,661058,667703,104,946,1050,NA,NA,NA,0,0,208,208,208,0,0,0,208,381,5048,5429,20,71,91,381,5256,5637
Utah,1999,1460693.9,1291403.6,2158775.3,1090653.6,1068121.7,738973.1,721720.8,643059.7,648343.9,94,785,879,94,785,879,0,0,248,248,248,0,0,0,248,355,4719,5074,25,113,138,355,4967,5322
Utah,1998,1420000.8,1254046.2,2110225.6,1065474.2,1044751.4,719169.2,700831.6,625061.4,628984.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,53,61,317,4590,4907
Utah,1997,1379307.7,1216688.8,2061675.9,1040294.8,1021381.1,699365.3,679942.4,607063.1,609625.7,NA,NA,NA,67,282,349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213,4088,4301
Utah,1996,1338614.6,1179331.4,2013126.2,1015115.4,998010.8,679561.4,659053.2,589064.8,590266.6,NA,NA,NA,63,245,308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,3791,4002
Utah,1995,1297921.5,1141974,1964576.5,989936,974640.5,659757.5,638164,571066.5,570907.5,NA,NA,NA,7,272,279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,3310,3471
Utah,1994,1257228.4,1104616.6,1916026.8,964756.6,951270.2,639953.6,617274.8,553068.2,551548.4,NA,NA,NA,8,161,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,2914,3045
Utah,1993,1216535.3,1067259.2,1867477.1,939577.2,927899.9,620149.7,596385.6,535069.9,532189.3,NA,NA,NA,19,103,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,2765,2888
Utah,1992,1175842.2,1029901.8,1818927.4,914397.8,904529.6,600345.8,575496.4,517071.6,512830.2,NA,NA,NA,16,92,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,2575,2699
Utah,1991,1135149.1,992544.4,1770377.7,889218.4,881159.3,580541.9,554607.2,499073.3,493471.1,NA,NA,NA,8,88,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,2505,2625
Utah,1990,1094456,955187,1721828,864039,857789,560738,533718,481075,474112,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,2371,2496
